global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
2023.3238352535875	n/a	n/a	4093839.3423052863	2965.828091674056	n/a	8796136.269362973	n/a	2080.3806930161386	n/a	4327983.827874309	n/a	2416.897939379906	1783.8680654368336	n/a	n/a	n/a	n/a	-0.0214230013	0.04861482	-0.1851617176	0.0610291445	-0.0078588794	0.0379747339	0.0117299868	-0.0471111888	0.0183530296	-0.0629930465	0.0301049855	-0.0653225992	0.0023478221	-0.0072715479	0.0010827574	-0.0529389683	0.0411314303	-0.0641718071	-0.0328529562	0.130151209	-0.0096156437	0.0375237173	-0.0518532924	0.0479702815	-0.0232489803	0.0835116853	-0.0932160235	0.0267415134	-0.0160561372	0.0167828339	0.0397684229	-0.027051319	0.1218510709	-0.0141517808	0.0138432459	-0.0363184791	0.0352614698	-0.0230445719	0.0225748773	-0.0036917393	0.0583070576	-0.0718764398	0.0823123817	-0.051728178	0.0802714905	-0.0025181951	0.0148476361	-0.0399619109	0.0408407565	-0.0236806992	0.1445227403	-0.0225405412	0.046067087	-0.1501590525	0.0614843876	-0.046470027	0.0120391683	0.0554819327	-0.0747022624	0.0915512154	-0.0757804909	0.0806384714	-0.0188345379	0.010782498	-0.0237267851	0.100663251	-0.0110043319	0.0007627972	-0.0218342314	0.048110698	-0.050863956	0.0345474094	0.0035259535	0.0425373091	-0.100455516	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.1165446337755327	n/a	0.013582651661873	n/a	0.0082632124911583	n/a	6.828068067403457e-05	n/a	0.034911525523654	n/a	n/a	0.0012188146143887	0.0072393246207594	n/a	5.240782096473323e-05	n/a	0.0007029229227104	n/a	4.94100635271731e-07	n/a	0.0006669645583212	n/a	n/a	4.448417220565934e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025.710584041365	2.3867487877776057	5.696569775957871	4103503.370297208	2952.120314522024	-13.707777152032122	8715014.351413613	187.9031544497739	2079.125782523296	-1.254910492842555	4322764.019553108	1.574800345046344	2407.0217214225045	1790.6247535529842	0.880105	31.804203	0.1070126082759171	0.0515827571816069	-0.0179665387	0.0313272516	-0.1542500209	0.0477698493	-0.020264056	0.0387813166	-0.0101953201	0.0194579894	-0.056768326	0.0374713382	0.0041107101	0.0367220355	-0.0011372925	-0.0226566162	-0.0010445508	-0.0453907899	0.0281531675	-0.0664553803	-0.018538865	0.1396631091	0.0126945828	0.0502309419	0.0115741308	0.0540531825	-0.0011651758	0.0273123831	-0.0708610057	0.053046828	-0.0210067205	0.0821324415	-0.0240769241	0.0677194708	-0.0095793314	0.0114384943	-0.0109949842	-0.0161064819	-0.0071987057	0.0413652039	0.0262224142	-0.0058884917	-0.002228088	-0.060147777	0.0397604418	-0.0347187518	0.0796913997	0.033106557	0.0608957572	-0.0412743079	0.0035391459	-0.0034082095	0.1735530594	-0.0221518146	0.0414741419	-0.1458060966	0.0771680097	-0.0449965073	0.0075277601	0.0550607844	-0.0570998925	0.0598199075	-0.0552165947	0.0886780222	-0.0274939152	-0.0172347816	-0.0416526883	0.0273390966	-0.0124053024	0.0341295136	-0.0035620594	0.0220727121	0.0415158765	0.0434989707	0.0064345633	0.0388338425	-0.0481685501	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0828670724852429	0.0336775612902898	0.0068669517022745	0.0011341781344612	0.0296888540967046	0.0214256416055463	0.0008814280575754	0.0004590581182093	0.0444620649507001	0.009550539427046	9.121280334756198e-05	0.0019768752196802	0.0066732119165003	-0.000566112704259	4.453175728252161e-05	3.2048359392355065e-07	0.0008357302597516	0.0001328073370412	6.984450670644768e-07	1.7637788771974907e-08	0.0008152218360816	0.0001482572777604	2.1980220408924402e-08	6.645866420242551e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018.9370556207675	-6.773528420597586	45.88068726464323	4076106.834558654	2952.6885649324195	0.5682504103956489	8718369.76148267	0.3229085289148234	2072.7360171363466	-6.389765386949421	4296234.596734245	40.82910170025688	2405.4173924339743	1769.1992261048242	0.864526	31.241224	0.071023985356274	0.0427924914792586	-0.0285151994	0.0432406711	-0.173069844	0.0566236108	-0.0291256144	-0.0459383648	0.0057766296	0.0770745998	0.0347187115	-0.0544119491	0.0965877949	4.86398e-05	-0.0245221636	0.0029975502	0.0120990767	-0.0079063608	-0.0228429608	-0.0617880649	-0.0116946785	0.1258372866	-0.0088094364	0.0396028904	-0.0402410781	0.0852890024	-0.0804386525	0.0148991011	-0.0332868798	0.0168743257	-0.0259653464	0.0387137861	-0.0063639925	-0.0169176921	0.0104344653	0.0124060448	-0.0122631422	0.0518670939	-0.0279502061	0.0157484547	0.0477614347	-0.0431998236	0.037784385	-0.0791696253	0.0495793489	-0.0082209428	0.0300908143	-0.0348702112	0.0017482257	-0.0762774842	0.0078657257	-0.0524623393	0.0349303106	-0.0197557348	0.047106691	-0.1398823505	0.0557843972	-0.035710219	-0.007715518	0.0395328785	-0.0887502456	0.0664285458	-0.07591862	0.0806844642	-0.0042345862	0.016239164	0.0007370021	0.0605899692	-0.0300947296	0.0230952273	-0.0747212922	0.0406184195	-0.0085597716	0.036494826	-0.0174944884	0.0384326302	-0.0788922671	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0854150537399789	-0.002547981254736	0.0072957314054034	6.492208474486046e-06	0.0249432132961686	-0.004745640800536	0.0006221638895381	2.2521106607711977e-05	0.0837177332908822	0.0392556683401821	0.0015410074968343	0.0070086588673632	0.0067763096230535	0.0001030977065531	4.5918372107487465e-05	1.0629137096529644e-08	0.0009267716389487	9.104137919709996e-05	8.589056707596596e-07	8.288532726110149e-09	0.0005198670226155	-0.0002953548134661	8.723446583759473e-08	2.702617212031048e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014.7169125148944	-4.220143105873149	17.809607834048666	4059084.2375735487	2942.8996529608416	-9.788911971577818	8660658.367397042	95.82279758729952	2066.777962544067	-5.958054592279495	4271571.146457805	35.498414524582785	2406.078560254455	1760.323346787817	0.959688	34.680084	0.1449931503743524	0.0692914057124218	-0.0315157501	0.0435428111	-0.1279016446	0.0324566197	-0.019138958	0.0306737808	-0.015859751	-0.0542806604	0.0309690509	-0.0544417667	-0.0228314151	-0.0996717272	-0.040408473	0.0193170661	-0.0072363215	0.0024492128	-0.0072430914	-0.0387196446	-0.0730017279	0.0508586768	0.0041069883	-0.0011059882	-0.0756131765	-0.0061651226	-0.0203735375	0.0707384152	-0.0180905906	-0.0275949693	0.0087377554	0.0220511655	-0.0179727796	-0.0317559716	-0.0416439733	0.0195185211	0.0212577684	-0.0251104923	0.0269255628	-0.0371699492	0.0305447376	0.0150127892	0.0779767639	-0.0091755512	0.0832175317	-0.0018062365	0.0090649153	-0.0721009958	0.0127377605	-0.0087702057	-0.0321620687	0.005000652	0.0708909328	-0.0202858391	0.0368734678	-0.1282828443	0.0705936907	-0.0219224594	0.0148278843	0.0292912964	-0.0479018488	0.0554807141	-0.0420329479	0.073203006	-0.0124156258	0.0135664583	-0.0134211951	0.0378650573	0.0139967586	0.0269472593	-0.0396466169	0.0385252464	-0.0368043072	0.0028110975	-0.0337282991	0.0378838103	-0.0685885337	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.1011589273819879	-0.0157438736420089	0.0102331285890743	0.0002478695572555	0.0131272177270318	-0.0118159955691368	0.0001723238452528	0.0001396177512898	0.0333850962579305	-0.0503326370329516	0.0025333743506908	0.0011145646521512	0.0059203256816425	-0.0008559839414109	3.505025617671573e-05	7.327085079535099e-07	0.0006155611409539	-0.0003112104979948	3.7891551825246717e-07	9.685197406217145e-08	0.0006946854658148	0.0001748184431993	3.0561488082626894e-08	4.825878964143257e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020.2383810638885	5.521468548994108	30.48661493753109	4081363.116323641	2942.8880989683184	-0.0115539925232042	8660590.363049364	0.0001334947432262	2084.104427138694	17.32646459462694	4343491.263219104	300.20637534886094	2418.7682090694925	1771.6189736056922	0.912974	32.991989	0.1580240299329479	0.0692437563378971	-0.013478309	0.0234576729	-0.1667080924	0.0154678721	-0.0248661983	0.0543608821	-0.0213129029	-0.0739487279	-0.0047475858	0.0460014151	-0.049968732	-0.0723442823	0.0188281879	-0.0284549024	-0.0027006686	-0.0306954326	-0.0170704962	-0.0518850318	-0.0294936753	0.1127604283	0.0299429549	0.0530682077	-0.0339302224	0.0632548918	-0.0248337434	0.0437850908	-0.009665944	-0.0180010884	-0.0362624423	0.0538652499	-0.0283300124	-0.0510975899	0.064469458	-0.0230228555	0.0015746893	-0.0896346207	0.0532009009	0.0126067009	-0.0009923004	0.0077038184	0.0557755095	-0.0150512316	0.032723435	-0.0256812185	0.0189533604	-0.0235667066	0.095656326	-0.0582887763	-0.0385529371	0.0813008718	0.0913671088	-0.0254748833	0.0221935084	-0.1223738411	0.0513918306	-0.0366263591	0.026657667	0.0514582948	-0.031569324	0.0531914323	-0.064538683	0.0503382835	-0.0138247529	-0.0395784186	0.0026567881	0.0451493785	-0.0078866868	0.029595432	-0.0271006035	0.0176958503	0.0209093546	0.041665712	0.0022343447	0.0531447439	-0.0594787343	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0734061617530983	0.0277527656288895	0.005388464583322	0.000770216000052	0.0390690585379047	0.0259418408108728	0.0015263913350382	0.0006729791046566	0.0222512223650426	-0.0111338738928878	0.0001239631478627	0.0004951168967385	0.0054830260922466	-0.0004372995893958	3.0063575128257024e-05	1.9123093088582246e-07	-8.309259410088643e-05	-0.0006986537350547	6.9043791944146675e-09	4.881170415060036e-07	-3.327220174046417e-05	-0.0007279576675552	5.299223657525006e-07	1.1070394086581468e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2023.9602619453965	3.7218808815080138	13.85239729613487	4096415.141934078	2959.37996781238	16.491868844061628	8757929.793889204	271.9817379697306	2082.8091109572083	-1.2953161814857594	4338093.792686356	1.677844010018849	2416.162973534424	1782.3589454475157	0.827461	29.901808	0.1353018029069398	0.0702766703751092	-0.0125421563	0.0175491281	-0.0962836434	0.0042559026	0.0055015587	0.0621163552	-0.0014464842	-0.0106275751	-0.072032638	0.0653505566	-0.0104733407	0.0040287128	0.0099452217	-0.0220012973	0.0247862353	-0.0349912236	0.013052042	-0.0411547291	-0.0172098355	0.0448434418	0.0122315146	0.0402720943	-0.0513375591	0.0753731459	-0.0037571245	0.010456896	0.014424633	-0.0069587465	0.0114549259	0.0694851946	0.0285016947	0.0026326746	0.0006044837	-0.0134201664	0.0068870409	-0.0600699385	0.0141462089	0.0656657013	0.0229946081	0.013276597	0.0113982811	-0.0224072	0.0214057515	-0.033184761	0.0432335406	-0.0137092683	0.022507437	-0.0199117874	-0.0200006028	0.0171057306	0.0968599258	-0.0198338474	0.0169184649	-0.0791501624	0.0452247046	-0.020758585	0.0168352756	0.0301643321	-0.0125984018	0.0507220294	-0.0238473216	0.0219118128	0.0053895004	0.0047511979	0.0063888408	0.037767796	-0.0103014992	-0.0030474079	-0.0327198729	0.0083294135	-0.0744391925	0.0317067253	-0.0063233725	0.0292188095	-0.0287431934	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0694241376087205	0.0039820241443778	0.0048197108827145	1.5856516286407766e-05	0.0126771664813389	-0.0263918920565657	0.0001607105499955	0.0006965319663254	-0.0315083808653966	-0.0537596032304392	0.0028900949394942	0.0009927780647588	0.0048450124731655	-0.0006380136190811	2.3474145865129277e-05	4.070613781329635e-07	-0.0004590603505967	-0.0003759677564958	2.1073640548996512e-07	1.4135175392449537e-07	-2.388790780623708e-05	9.384293934227086e-06	8.806497264397129e-11	5.706321393592825e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016.3363879397543	-7.623874005642165	58.12345485390631	4065612.429329936	2939.867985450417	-19.511982361962964	8642823.771876294	380.7174556935538	2070.1971737262616	-12.61193723094675	4285716.3381042015	159.0609607173408	2406.850320517514	1788.2745436011255	0.928718	33.56094	0.1812713232599564	0.1175330136324095	-0.0028992465	0.0153868997	-0.07047896	-0.017157543	0.0181269292	0.0091242932	-0.0235754878	-0.0653952897	0.0110154793	-0.0470219397	0.0626845538	-9.00296e-05	0.0009217985	0.033828867	0.0021682544	0.0136197935	0.0224470032	0.0014499422	-0.0371991722	-0.0340389278	-0.0510921172	0.0650243773	0.0225339027	0.0178205057	-0.0671337484	-0.0378242078	-0.0364373266	0.0139923358	0.0397579406	0.0109139755	0.0114582359	-0.0378711686	0.0738472718	-0.0057018993	0.0473043894	-0.0226479636	0.0553503898	-0.0632769021	0.0156879257	-0.0036214679	0.023523258	-0.0109896454	-0.0214058432	0.0011508973	-0.0012233156	0.0175435812	-0.0791731204	-0.0177546286	0.0272035659	-0.0190305842	0.0343459483	-0.0117356455	0.0140200506	-0.0547040978	0.0444108068	-0.0253643204	0.0181235101	0.0094715796	0.0017630862	0.019847998	0.0007621263	0.0018071799	0.0226192426	0.0086617486	0.0124323587	-0.0277074931	0.014006336	0.0161566423	-0.0351707565	0.0261649942	0.0217673519	-0.0195731976	0.0033561133	0.0220354311	-0.056410982	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0800606468162783	-0.0106365092075577	0.0064097071686408	0.0001131353281224	0.0112380969334822	-0.0014390695478566	0.0001262948226863	2.070921163568483e-06	0.0624978579824357	0.0940062388478323	0.0088371729423156	0.0039059822523927	0.0038420105382604	-0.001003001934905	1.4761044976103969e-05	1.0060128814233742e-06	-7.931337608590994e-05	0.0003797469745107	6.2906116261449914e-09	1.4420776465009864e-07	9.715329591206504e-05	0.0001210412037183	1.4650972997575517e-08	9.438762906577274e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2004.5975054172416	-11.738882522512768	137.80136287735573	4018411.158725028	2922.1632948799365	-17.70469057048058	8539038.321943566	313.45606819646395	2064.2850225539432	-5.9121511723183175	4261272.654340534	34.95353148434486	2386.440872664304	1768.1981319548302	0.9783	35.352657	0.0982185903195628	0.0502019750694524	-0.0150070532	0.0122963471	-0.0998361811	-0.0040023708	-0.0032292126	-0.0858696334	-0.0427774217	0.0039775839	0.0820232502	-0.0488885358	0.0455609385	0.0075702749	-0.0302019244	0.0186232267	0.0256082063	0.1066956771	-0.0439700187	-0.0347067855	0.0529921478	0.0313839451	0.0720324713	-0.0163279023	0.0452172464	0.1035882696	-0.0162839228	-0.0968954224	0.0689849153	-0.0431964304	-0.0468674264	0.066687777	0.0179069563	0.0492391928	-0.054797829	0.0546650397	0.0088207043	0.0907783294	-0.0602507803	-0.1398422983	-0.0012574888	-0.0457951855	0.0083368611	0.0066767513	0.0222252934	0.0686884238	-0.0113077488	0.0825060314	0.0898913192	-0.0132801408	0.0449300296	-0.0492878079	0.0785891534	-0.0173577444	0.0132674787	-0.0736750927	0.0341599565	-0.0189588265	0.0057085335	0.0345962751	-0.0377086884	0.0160065675	-0.0252209374	0.0361682158	0.0101128446	-0.006352516	0.0323807166	-0.0318839783	-0.0052936672	0.0437023209	-0.0499588203	0.0043410026	0.0951673537	-0.0026890904	-0.0063755748	0.0420212584	-0.0528860775	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0723179032809042	0.007742743535374	0.0052298791349462	5.995007745457725e-05	0.0111808247400375	-5.727219344470007e-05	0.0001250108418674	3.2801041419671444e-09	0.089163932623606	0.0266660746411703	0.0007110795367684	0.0079502068809069	0.0040566048585164	0.0002145943202559	1.645604297813886e-05	4.6050722286134477e-08	0.0005618482779621	0.000641161654048	3.1567348744897724e-07	4.110882666215801e-07	-0.0003221407287754	-0.0004192940246874	1.7580747913861257e-07	1.0377464913594584e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016.9652634916647	12.367758074423136	152.9614397874587	4068148.874132	2949.2825351083206	27.119240228384115	8698267.471894963	735.4531905648073	2077.04332707204	12.758304518096791	4314108.98253449	162.77433417648905	2404.761502123817	1777.2962209221955	1.088683	39.34156	0.2280025121586486	0.1247168344599419	-0.00377362	0.0135040863	-0.0601549245	0.0100020085	0.0302222034	0.0083270264	0.0001536174	0.0747896152	-0.0547644785	0.0743309644	-0.078349562	0.0196431504	0.000240282	-0.012925628	0.0141050429	-0.0181247834	-0.0096992667	-0.038897471	-0.0071486208	0.06138197	0.0338886223	-0.0204948104	-0.0011081908	-0.0155595823	-0.0165784951	0.1044230156	-0.0246877583	-0.0663509311	-0.0773546806	0.0172599278	-0.0332078972	0.0399878604	0.0163923012	0.0059313748	-0.0528169769	-2.18364e-05	-0.0096431274	0.1043922566	0.0646453094	0.0085472058	-0.0118179974	-0.0350836479	0.0382253027	-0.0551494415	0.0133253045	-0.0734336543	0.0499302927	-0.0307614157	-0.1096942373	0.154422674	-0.0198196421	-0.0110951755	0.0123277587	-0.0506015581	0.0212518973	-0.0123873235	0.0132187908	0.0133358583	-0.0253914946	0.0251518138	-0.0016712073	0.0258716805	-0.0236814938	0.0089072696	0.0252546513	-0.0121737896	-0.0261859492	-0.0093453813	-0.0154725785	0.0012217032	-0.074733221	0.0252885675	0.0129332191	0.0261744273	-0.0168590255	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.071890587495929	0.0004273157849752	0.0051682565705098	1.825987800889777e-07	0.0146127792182824	0.0034319544782448	0.0002135333164822	1.177831154074522e-05	-0.0119642542053526	-0.1011281868289586	0.0102269101713127	0.0001431433786902	0.0039052614702509	-0.0001513433882654	1.5251067151026222e-05	2.2904821171681758e-08	0.0018348574982465	0.0012730092202844	3.3667020388714045e-06	1.620552474929096e-06	-0.0013580892215549	-0.0010359484927795	1.0731892796921175e-06	1.844406333703594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016.784888800105	-0.1803746915597912	0.0325350293552898	4067421.2876924514	2964.581445986508	15.298910878187144	8788743.149887454	234.05667405871293	2070.441711010576	-6.6016160614640285	4286728.878692402	43.58133462297983	2396.9652338716173	1779.294506966267	0.890896	32.194149	0.1835394897630005	0.0949103435083286	-0.0018644824	0.0008916871	-0.0454467461	-0.0283376444	0.0179714266	0.0660126426	0.0377312272	-0.0123124577	-0.0910421671	-0.0777781403	0.0643723782	0.0339029788	-0.003199307	0.0288679475	0.0071069601	0.0083428445	-0.0381349651	-0.0342082199	0.0268941986	-0.0136598313	-0.0059800712	0.0127632232	0.0117477588	0.0205925254	0.0564093936	-0.0182763151	-0.0085537944	-0.0103078073	-0.0526942801	0.0734771675	0.0372591914	-0.0702683134	0.0165713535	0.003402408	-0.0085754823	0.0511410567	-0.0062002387	-0.0578263853	0.0439434849	0.0455824491	-0.066110925	-0.0547952419	-0.0270044317	0.0210240074	0.0435065322	0.0358792375	0.0122485257	0.0076159169	0.061674792	0.0063139802	-0.0363540826	-0.0103818872	0.0018256088	-0.0337272118	0.0250993457	-0.0157543318	0.0171298585	0.0199632895	-0.0196726347	0.0129950477	0.0041504137	0.0268646911	-0.0119976481	-0.0045222455	0.0176421318	-0.0573733629	0.0045062811	0.0324671343	-0.01933449	0.0076710703	0.0427904	-0.0071402788	0.0251627417	0.0366132879	-0.0175268455	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0653998744855499	0.006490713010379	0.0042771435827256	4.212935538310446e-05	0.0192353997276057	0.0046226205093233	0.0003700006026807	2.136862037321642e-05	0.0472678106198856	0.0592320648252382	0.0035084375034612	0.0022342459207973	0.0028180113556707	-0.0010872501145802	7.941188000689016e-06	1.182112811654658e-06	0.0009409868826448	-0.0008938706156016	8.854563133095786e-07	7.99004677436162e-07	-0.0010753281233756	0.0002827610981792	7.995383864356365e-08	1.1563305729224898e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
