global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
2160.9541251245	n/a	n/a	4669722.730892593	2604.3090048828126	n/a	n/a	6782425.392913706	2364.4669651237305	n/a	n/a	5590704.029161424	2375.927437562823	1833.760933564088	n/a	n/a	n/a	n/a	-0.003793991	-0.0262922181	0.0434400526	-0.0700277873	0.0523300335	0.0426449772	-0.0555879275	0.0576948782	0.019182715	-0.0050998089	0.0724508241	-0.0206248556	-0.0139114345	-0.0261350577	0.0601340249	-0.0710191554	0.0135576253	-0.0505330871	0.0267914231	-0.0123590901	0.017509887	-0.0569252538	0.0292876658	-0.0200814556	0.0671827991	-0.0294850429	0.0551123404	-0.0195649709	0.0106886502	0.009910873	-0.0040731625	0.0645838445	-0.0373519254	0.0019249898	-0.0136048949	-0.0278148135	-0.0758429144	0.0365330838	-0.0023492839	0.0425137608	-0.0281903814	0.0144139901	0.0320258256	-0.0760316399	0.0794698708	-0.0011122844	0.0586804845	-0.0503372155	0.0363716823	-0.0711433962	0.0146369315	-0.0273757089	-0.0266302868	0.0172084835	-0.0216928035	0.0596353155	0.0121535667	-0.0043744397	0.0183471833	-0.0233768774	0.048146614	-0.0017487229	0.0250815155	-0.0953243063	-0.1124004224	0.0061546035	-0.0377201686	0.0447767365	-0.0622886148	0.0050884337	-0.0345201531	0.0038648918	-0.0388967307	0.026771903	-0.0696965967	0.0419500778	-0.0131259309	-0.0126965363	0.0531462726	-0.0315358085	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0263777537641232	n/a	0.0006957858936407	n/a	0.0003618454766467	n/a	1.309321489696775e-07	n/a	0.035664007840289	n/a	n/a	0.0012719214552321	0.0006857993199091	n/a	n/a	4.703207071877842e-07	-0.0025990859127735	n/a	6.755247581977658e-06	n/a	-0.0016951125388861	n/a	n/a	2.87340651948888e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2161.277912633652	0.3237875091517708	0.104838351082708	4671122.215638075	2598.101392089844	-6.207612792968575	38.53445658742712	6750130.843579185	2358.0937637846023	-6.3732013391281725	40.617695309065134	5560606.198799832	2369.839670604243	1877.8871471789555	0.976364	29.876137	0.0807937667918948	0.0457651379178065	-0.0240132995	-0.0346479128	-0.011844531	-0.0388097773	-0.0318627023	0.0244561199	-0.0327092476	0.0410198738	-0.0004759461	0.0206132159	0.0617208169	0.0056944939	-0.0142252547	0.0035141834	0.0091559531	-0.0679388059	0.0027289124	-0.0330671538	0.0265558574	0.0285044479	-0.0149979624	0.0372124533	-0.0686499236	-0.072342148	0.0741813988	-0.0147435778	0.058017822	0.0109815953	0.0033468385	0.0100639389	0.0417329747	0.0291611293	-0.0789003713	-0.0340511772	-0.0143677483	-0.0027867266	-0.0370635589	0.0488678545	-0.0078826554	0.0217225355	-0.0222612212	-0.0242637732	0.0202845002	0.0234670399	0.03651889	-0.0043375667	0.1416769494	-0.0085013593	0.0695144841	-0.0299413065	-0.0337571984	0.0255383202	0.0131941865	0.000164301	-0.0232859903	0.0037148964	0.0006110461	0.0015275409	0.038048937	-0.0099422404	0.009313769	-0.0040008063	-0.015065752	-0.0860334493	-0.1325395009	-0.0108687328	-0.0335776601	0.0627279175	-0.0182698981	-0.0372337226	0.0682911001	-0.0225524331	-0.0096487664	0.0233887637	0.0434374399	-0.0058074683	0.0280369127	-0.0628611051	-0.0048298108	0.034489801	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0438226776534378	-0.0174449238893146	0.0019204270767171	0.0003043253695039	-0.0058703169078455	-0.0062321623844922	3.446062059853675e-05	3.88398479866795e-05	0.0355410554958481	-0.0001229523444409	1.51172790035142e-08	0.0012631666257589	-5.054827241742876e-06	-0.0006908541471508	4.772794526355185e-07	2.555127844386589e-11	-0.0030360067383743	-0.0004369208256007	9.217336915454155e-06	1.908998078436846e-07	-0.0016830129481648	1.2099590721300008e-05	1.4640009562296923e-10	2.8325325836903718e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2160.8764689152795	-0.4014437183723203	0.1611570590205948	4669387.113911767	2589.846247558594	-8.255144531250153	68.14741123182931	6707303.585993329	2370.425583670699	12.331819886096582	152.0737817031271	5618917.447720573	2381.1196174781194	1874.3013044925176	0.955889	29.249619	0.1219350400838409	0.0563233094687368	-0.0173483704	-0.011419246	0.0157386227	0.0070948966	-0.0707146882	0.0021067752	0.0206745321	0.0143792092	0.045925509	0.0272477023	-0.0698410308	-0.0492347085	0.0131045852	-0.0134267847	0.037995392	-0.014558619	-0.015728773	-0.0416617393	-0.0516229374	-0.0444629791	-0.037568325	0.0163201895	0.0293640941	-0.0522431556	0.0479058133	0.0284660164	-0.0066880296	0.0182711861	0.0093952266	0.0032880426	-0.010878572	-0.0273104911	-0.0615318516	-0.0089913534	0.012989942	-0.0155594152	-0.042014856	-0.0007742301	-0.0490577124	0.0183502647	-0.0011793785	0.072579016	-0.0514121673	-0.0560993513	-0.0399884362	-0.022199025	0.0313609545	-0.0025882502	0.084701566	-0.0025768274	-0.0193859592	-0.0374647374	0.0110436868	-0.0147543148	-0.0085167259	0.0172461516	-0.0020752671	-0.009021059	0.0135276134	-0.0284554831	0.032438055	-0.0135316161	-0.0243206329	-0.052297998	-0.0572162785	-0.037590427	-0.0150069401	0.016062294	-0.040499176	0.0244910676	-0.0120600179	-0.0457520811	0.0090073528	-0.031307752	-0.0551121599	0.0699719311	-0.0013876255	0.0045472657	-0.0210645736	-0.0063813799	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0171270871769451	0.0266955904764927	0.0002933371151666	0.0007126545508886	0.0060350795150867	0.0119053964229322	3.6422184753419125e-05	0.0001417384639871	0.0043959363529992	-0.0311451191428489	0.0009700184464222	1.9324256419619905e-05	0.000384858769572	0.0003899135968137	1.5203261298023006e-07	1.481162725164738e-07	-0.0029532202797022	8.278645867209992e-05	8.721510020444341e-06	6.853597739467309e-09	-0.0011119343228193	0.0005710786253455	3.26130796326506e-07	1.2363979382636151e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2159.0936670071424	-1.7828019081371167	3.1783826436573444	4661685.462910349	2603.7104052734376	13.864157714843714	192.21486914206045	6779307.874529169	2370.682783138797	0.2571994680979514	0.0661515663898691	5620136.858270711	2381.6585865739003	1858.060726089376	0.952712	29.152407	0.0344760669092008	0.0196615019752562	-0.0100749543	-0.0107979258	0.0211242531	-0.0135507442	0.0290337194	0.0176315497	-0.0424938891	-0.0134604293	0.0018288103	0.0619231723	0.0012454822	-0.0194208399	0.0051720687	-0.0152675954	0.0385129	0.0494971951	0.0193732599	-0.0182691409	-0.0351497354	-0.0429156555	-0.0073945738	-0.0152374952	-0.0134485918	0.0381828171	-0.0449706511	-0.0461723677	0.0318723156	0.0079459565	-0.0134910498	-0.0315957548	-0.0133068079	0.0492449651	0.0639528628	0.0534111482	0.0041867073	-0.0185367075	-0.0076118394	-0.0651277288	-0.0196043086	0.0194034219	0.0136744053	0.0424662895	0.0362459086	0.0500329886	0.0772067302	0.0015591769	-0.0162450086	-0.0091820727	-0.0428283696	-0.0061677241	-0.0090380918	0.0793306063	-0.0002198466	0.0916978113	0.0299087826	0.0069141276	-0.0093748728	-0.0005335875	0.0061813783	-0.0054447446	0.0383937269	-0.0088559031	-0.0227574121	-0.0865942676	-0.0502451512	0.0222656229	-0.0101623586	0.0015255572	0.0207402688	0.0606960956	0.0399802129	0.0590424964	0.0446927928	0.0486518377	-0.020169487	-0.0120582356	0.0235140345	0.0070234353	0.0223614744	-0.0230649233	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0076888507562387	0.0094382364207064	5.911842595171242e-05	8.908030673314875e-05	-0.0056231054295352	-0.0116581849446219	3.161931467166824e-05	0.000135913276203	0.0048127600746568	0.0004168237216576	1.7374201493649256e-07	2.3162659536210527e-05	0.0006218273810681	0.000236968611496	5.6154122834389565e-08	3.86669291846012e-07	-0.0029533573984352	-1.3711873299987465e-07	8.722319922891932e-06	1.8801546939490912e-14	-0.0011340850290345	-2.2150706215200112e-05	4.906537858321049e-10	1.2861488530801828e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153.22272489903	-5.870942108112558	34.46796123680913	4636368.103021603	2576.8069443359377	-26.903460937499855	723.7962104155807	6639934.028377912	2370.2273094722887	-0.4554736665081691	0.2074562608823948	5617977.498568244	2380.6692038180936	1846.087269282628	0.917348	28.07029	0.0824074484876975	0.0493049871722889	-0.0077260823	0.0200003031	-0.0603772998	-0.008349403	-0.0096060073	-0.0137179783	-0.0109792738	0.0040786514	-0.0185607505	0.0360813062	-0.035135181	0.0914431841	0.0035614692	-0.0415703698	0.0203682859	0.0912504297	0.0126164539	0.0532198714	-0.0136001877	-0.0649551973	0.0172955816	-0.0168139502	-0.0887641128	-0.0765059004	-0.0249168179	0.0323914273	-0.0334976261	0.0137836536	-0.0266674212	0.0200358449	0.0409023534	0.0541961726	0.0511065691	-0.0842109937	0.0052507043	-0.0403044862	0.0251606622	-0.0920037331	0.0406105474	-0.017337681	0.0389465234	0.0515127159	0.0156159332	0.0450869505	-0.0170234344	0.072892986	-0.0005911932	0.0637591518	0.0461373727	-0.0306420216	-0.0065734613	-0.0358443693	0.0334494288	0.0339724609	0.0302525354	0.1218559587	-0.0156746388	-0.0062572995	-0.010081989	-0.0114201452	0.0632689957	-0.0158330297	-0.026944959	-0.0603107756	-0.0225745424	0.0131038859	-0.0083815911	0.0346584873	0.0558852541	0.0088256348	-0.0112032008	-0.0920382293	0.0921693019	-0.0322232573	0.0112165528	0.0321561102	0.0532047856	-0.0102393018	-0.0048097788	-0.0365259765	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0012997495609141	0.0063891011953246	1.689348921096396e-06	4.082061408409823e-05	-0.0003004781905104	0.0053226272390248	9.028714297240424e-08	2.8330360725608765e-05	-0.0383505050819863	-0.0431632651566431	0.0018630674589826	0.0014707612400434	0.0005474267219191	-7.4400659149e-05	5.535458081805677e-09	2.996760158710916e-07	-0.0030096998356321	-5.634243719690024e-05	9.05829310060389e-06	3.174470229286647e-09	-0.0007141790274463	0.0004199060015882	1.7632105016978945e-07	5.100516832441429e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157.7823982997734	4.559673400743577	20.790621521448497	4656024.878412322	2597.6391376953125	20.83219335937474	433.9802801623771	6747729.089686447	2366.3106677200144	-3.916641752274245	15.340082615657868	5599426.176165541	2377.6021314804525	1858.869015799345	1.000084	30.601959	0.034533450870341	0.0215514694490541	-0.024344291	0.0252691506	0.0610400849	0.0237254322	0.0532081821	0.0019765306	-0.042976395	-0.0603996851	0.0233271982	0.0530010876	0.0180921632	-0.0449109701	-0.0087841335	-0.0105995239	0.0311838754	0.0161156263	-0.0295108653	-0.0224989137	-0.093084289	0.0197229267	-0.0525813215	-0.0297183671	-0.0377514224	-0.1141178579	0.0031343658	0.0317515031	-0.0193251884	0.0278904741	0.062127978	-0.0283692304	-0.082613377	0.000406871	-0.0050464295	-0.0469704761	-0.008679691	-0.0135073608	-0.0239731802	-0.0396952125	-0.0795835156	-0.0293473745	0.0301573273	0.0184010556	-0.0338926856	0.0129725294	0.0579077519	-0.0028319373	0.0340433396	0.0801051261	0.0608866954	0.0058461737	0.00793412	-0.0625807741	-0.0245519634	0.0417551265	0.0783623752	0.0416308649	-0.0292563201	-0.0102413345	-0.0073964633	-0.0243358236	0.0556269563	-0.0365541402	-0.0388832031	-0.0373450727	-0.0319530115	0.0346284745	0.0007438537	-0.0097454	-0.0200978247	0.0625651201	0.0060323205	0.025721294	0.0304174413	0.0136400246	-0.0976881708	-0.0098363262	-0.0502684195	-0.045194643	0.0248778921	-0.0087644795	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0181577384523734	0.0194574880132874	0.0003297034657047	0.0003785938397872	0.0004355183384916	0.000735996529002	1.896762231624839e-07	5.416908907029918e-07	-0.0361226133372198	0.0022278917447665	4.963501626398724e-06	0.0013048431943102	0.0006960021306284	0.0001485754087092	2.2074652073135534e-08	4.844189658392723e-07	-0.0029532388237081	5.646101192400025e-05	8.721619549856801e-06	3.187845867482099e-09	-0.0006769739564139	3.720507103240002e-05	1.3842173105259312e-09	4.58293737662689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2152.671611525632	-5.110786774141161	26.120141450736213	4633995.067068363	2594.750709472656	-2.88842822265633	8.343017597437605	6732731.244308853	2364.7610143568168	-1.549653363197649	2.4014255460697846	5592094.655021881	2376.4616810307843	1864.4440575257163	0.8903499999999999	27.244165	0.0930855204192764	0.0416928390567966	-0.0128698192	0.0414441065	-0.0044890467	0.0024513459	0.0138744653	-0.0126372953	-0.0348389053	-0.0838551645	-0.0584263024	0.0128080833	0.0527098923	0.0436229562	0.0015433116	0.0042177641	-0.0005735852	0.0414079974	-0.0112715702	0.0283946966	-0.0812614031	0.0114526649	0.0124137917	-0.0207825533	-0.0538051733	-0.0328644848	0.0533400457	0.0371902919	0.0053167644	0.0370649722	-0.0334887026	-0.0462117398	-0.0406486286	0.0096348499	0.0322938598	0.0394458829	0.0014601558	-0.0031190008	0.0179906186	-0.0506729221	-0.0501579905	-0.0458171907	0.0522908269	-0.0051645491	0.0203148902	0.0201982423	0.0291273602	0.018920531	0.0301569173	0.0451600938	0.0240104669	0.0464099689	0.0495748345	0.0129217511	-0.0237314372	0.0008403232	0.0940518861	0.0220235486	-0.0232333758	-0.0138103921	-0.0228857805	-0.0162416457	0.0479496844	-0.0152000302	-0.0326811254	-0.0218016973	-0.026232612	0.0018933475	0.0009957148	-0.0042321623	-0.0042832234	0.0525738413	0.0185433409	0.0236393958	0.0520890007	-0.0204254439	0.0385532776	-0.0633651962	0.1194113476	-0.0247602406	0.0011872467	-0.0044417129	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0121026279109628	-0.0060551105414105	0.0001464736023512	3.666436366870176e-05	0.0061843966440875	0.0057488783055959	3.824676185140074e-05	3.3049601772551184e-05	-0.0601530184299647	-0.0240304050927449	0.0005774603689214	0.0036183856262356	0.0011607947214495	0.000464792590821	2.1603215248219045e-07	1.347444385345022e-06	-0.0025450592174394	0.0004081796062687	6.477326420273251e-06	1.6661059097367097e-07	-0.0009490242889146	-0.0002720503325006	7.401138341374142e-08	9.006471009498621e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.407689316728	-5.263922208904205	27.70887702139493	4611359.784136609	2580.3988759765625	-14.351833496093604	205.9751246995944	6658458.359141108	2364.78370840726	0.0226940504430785	0.0005150199255129	5592201.987548392	2376.826711104006	1844.6435269099848	0.869356	26.601751	0.0378170640878168	0.0183724003511029	0.0049665301	0.0495768801	-0.0553421822	-0.0143255773	-0.0338590407	-0.0355051371	0.0066477815	-0.0496805728	-0.02546382	0.0228723536	0.0244981406	0.0515617478	-0.0021720194	0.0070417011	-0.0002877106	0.0305450478	0.0106681157	-0.0568536686	-0.0879850617	-0.0012486542	0.0127231135	-0.0570229787	0.0051254633	0.004091602	0.0048125737	-0.0450609676	-0.0062063307	-0.029219443	0.0038876375	-0.0499431088	0.0123077713	-0.0208840026	0.0013432397	0.1004766016	-0.0024170379	0.0005698955	0.0133115975	-0.0379195903	-0.0909790641	0.0267561189	0.03248636	0.0047984761	-0.0005713107	-0.058496241	0.0073515116	0.0704264711	-0.0039267625	0.0270438434	-0.0216171744	0.0739218437	-0.0063329646	0.0373310728	-0.0224595001	-0.0197748072	-0.0137477372	-0.0232658518	-0.0345273285	-0.0302105034	-0.0293710079	-0.014128154	0.0424454293	-0.0435898733	-0.0255050532	-0.0252618222	-0.0250119888	-0.0405842516	0.0038969707	0.0054351755	0.0131777893	0.0415314392	0.0047192347	-0.0701865668	0.0104259217	0.0157563793	-0.0043424237	-0.0020493572	0.049560656	0.0235080365	-0.0689042157	-0.0087505481	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0181571864565484	0.0060545585455855	0.0003296834200178	3.66576791819236e-05	0.0195603984702472	0.0133760018261596	0.0003826091883148	0.0001789174248534	-0.0513487923007431	0.0088042261292215	7.75143977344683e-05	0.0026366984707448	0.0011601327805956	-6.61940853899888e-07	4.381656940617129e-13	1.3459080686124789e-06	-0.0026521034494124	-0.0001070442319729	7.03365270638515e-06	1.1458467598689433e-08	-0.0010329636678247	-8.393937891010012e-05	7.045819331813361e-09	1.0670139390458573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2145.9603064109524	-1.447382905775612	2.0949172759314543	4605145.636691389	2557.041974609375	-23.356901367187675	545.5448414765335	6538463.65991421	2359.6713540186097	-5.112354388650147	26.13616739515041	5568048.898976019	2368.06738651547	1830.168836125067	0.9903320000000002	30.303541	0.2336572060316264	0.123901215402835	0.0167921443	0.0837628154	-0.0018180091	-0.0155769421	-0.0258872389	-0.0315399118	0.027397998	0.0586993135	0.0935011966	-0.0328779273	-0.0710655412	-0.0130846035	-0.0039441977	0.0060127614	-0.0075410214	-0.0332120877	0.0157610148	-0.0236271525	-0.0122885269	-0.0395190641	0.0338666634	-0.0361723613	-0.0621378393	0.0102903472	0.0198759925	0.0036684338	-0.0158183307	-0.0161535181	0.010874282	0.0317451767	0.0636026089	-0.0124958984	0.0333600136	0.0092065958	-0.0043711251	0.0085348134	-0.0035781255	0.0460850334	0.0006825298	0.0341123133	-0.0033259563	0.0357432765	0.007090645	-0.0583380294	-0.0742813865	0.0825333695	0.0551372683	0.0130094877	0.0013361127	-0.0758748404	0.0361844611	-0.0166710107	0.0542202573	0.0139481855	-0.0180127405	0.0331978219	-0.0206777211	-0.066113419	-0.0558273681	-0.0444193232	0.0931471731	-0.0320978726	0.0648397637	-0.0217100153	0.025010058	0.0133076852	0.0268980072	-0.0140228303	-0.0354446664	0.0146809239	-0.0551359009	-0.0948701358	0.0003185633	0.0250764903	-0.0850099182	0.0006502943	-0.0036632826	0.0163215755	-0.0112819961	0.0247271448	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0489706225905024	0.030813436133954	0.0023981218769014	0.0009494678463812	0.0070219445472474	-0.0125384539229998	4.930770522461749e-05	0.0001572128267791	0.0015353116692295	0.0528841039699726	0.0027967284527068	2.357181921672274e-06	0.0033316679000527	0.0021715351194571	4.715564775035562e-06	1.1100010996241566e-05	-0.0030500292436994	-0.000397925794287	9.302678387421536e-06	1.5834493775894005e-07	-0.0012119269941746	-0.0001789633263498	3.2027872178220774e-08	1.4687670392090808e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2149.854459719553	3.89415330860038	15.164429990883288	4621874.19797605	2558.3946635742186	1.3526889648437646	1.8297674356100952	6545383.254605039	2354.9763630827515	-4.694990935858186	22.042939887790528	5545913.670678464	2365.0279210940566	1813.4518329737505	1.071645	32.791668	0.2551352926974195	0.1206883132277435	0.0167655238	-0.000582273	0.038290042	-0.077349695	0.0498088053	-0.0240651723	-0.003975271	0.081406879	-0.0021379224	0.0060429814	0.0790650386	0.0152568134	-0.0147467098	-0.0018475959	-0.0319091024	-0.0360629895	0.0023728403	0.0036330152	0.0699271204	-0.0187341431	0.0299429857	0.0072793626	0.0185130655	0.0035767842	0.0953533046	0.0119018507	-0.0282236346	-0.0069106001	-0.0096161477	-0.0024314038	0.0153948159	0.0211374454	-0.0516052085	-0.0220633673	-0.0154035724	-0.0040482331	0.0104224721	0.0563934721	0.0559729194	0.0050836491	-0.0468952354	0.0028532205	0.0635566398	-0.0060975437	0.0618667852	-0.0274764713	0.0329210192	-0.0360313043	0.0569660037	0.0345941795	0.0858686759	0.0185084325	0.0133826637	0.0566524807	-0.0411379363	-0.0038357445	0.0137537107	-0.0200843487	-0.0165296449	-0.016500128	0.0386474174	0.0097843069	0.0829238235	-0.0239320884	0.0099667488	0.0265780465	0.0580918735	-0.0606716532	-0.0350368198	0.0241861513	-0.0465007409	0.0429233196	0.0143557606	0.0108291165	0.0006257183	-0.0018676141	0.0206355733	-0.0131388745	0.022791297	-0.0177741681	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0134563941400926	-0.0355142284504098	0.0001810745432535	0.0012612604224278	-0.0129935180171969	-0.0200154625644442	0.0001688315104632	0.0004006187416686	0.0512566257551299	0.0497213140859004	0.0024722090744287	0.0026272416838014	0.0020841359973588	-0.0012475319026938	1.5563358482390618e-06	4.343622855486761e-06	-0.0017011833963878	0.0013488458473116	2.8940249481455305e-06	1.819385119809749e-06	-0.0016132349961024	-0.0004013080019278	1.610481124112832e-07	2.6025271526495107e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
