global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90
1889.421262934548	n/a	3569912.708829182	n/a	2199.241270735457	n/a	4836662.166906107	n/a	2002.152922406113	n/a	n/a	4008616.324699339	2056.554989346591	1712.7353059456325	n/a	n/a	n/a	n/a	-0.0084129441	0.0350509731	-0.0801115331	0.0183754773	0.0035996466	0.0573400984	-0.0151694121	0.0905013781	0.0345512588	-0.0425943692	-0.0114448983	0.0025868919	-0.0025817729	-0.041479296	-0.0422245919	-0.0067710934	-0.0299219203	0.0178630317	0.0008486618	0.0082508942	-0.059401798	0.0356277319	-0.0784121292	0.0123198986	-0.0134660599	0.0533059236	-0.0173018002	-0.0214433609	0.0347156045	-0.0495483414	0.0543059642	-0.025911698	0.0069363298	-0.0732062566	0.0587286452	-0.0108018813	0.0494951608	-0.0169620788	0.011262663	-0.0498672254	0.0120115612	-0.029383185	0.0133097165	-0.0696774039	0.0022474808	0.0086923135	-0.0216569642	0.0465595068	-0.0358804456	0.0155514166	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0394281906182953	n/a	n/a	0.0015545822154326	-0.0330671451473563	n/a	0.0010934360881963	n/a	0.1082913255895832	n/a	0.0117270111979491	n/a	-0.0037982563668898	n/a	1.4426751428618903e-05	n/a	-0.0029370498414147	n/a	n/a	8.626261770954114e-06	-0.0028810953407928	n/a	8.300710362737981e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1885.3967095510568	-4.024553383491138	3554720.752385952	16.19702993656997	2192.419921875	-6.821348860456965	4806705.113834381	46.53080027605753	1990.0533682839912	-12.099554122121845	146.3992099541557	3960312.4086184585	2036.834571915444	1676.662367287967	1.141303	53.52298	0.5354795137041245	0.3234607133544123	-0.0172907327	0.0063570127	0.0464834749	-0.000903495	-0.0067194001	-0.0390451718	0.0544599091	-0.0853181498	0.0028763949	0.0684730793	0.0047324433	0.0015322052	-0.0184984349	-0.0224334528	0.0028828154	0.0054985507	0.0268381299	-0.0085099369	0.0060763051	0.0103429638	-0.0248002743	-0.0250478045	0.058505771	0.0612422915	-0.0551655462	-0.0040598542	-0.0195195317	-0.0419885368	-0.0547368227	0.0246087319	0.0242080629	-0.0247693631	-0.018845246	-0.0022148545	0.0165489964	0.0372390742	-0.000622483	0.0255778352	0.0100409417	-0.0200841091	0.0455084275	0.0229474091	-0.0256123542	0.032661269	0.0115187031	0.0378618801	0.0003371478	-0.0658507519	-0.0631847903	0.0009238612	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0254752148163674	-0.0139529758019278	0.0001946855337291	0.00064898656994	-0.0133190637015587	0.0197480814457976	0.0001773974578861	0.0003899867207898	0.0395773976032742	-0.0687139279863089	0.0015663704010476	0.0047216038993076	0.0018926883934772	0.005690944760367	3.5822693548033044e-06	3.238685226554861e-05	-0.0020612491381417	0.0008758007032729	7.670268718534808e-07	4.2487480094899015e-06	-0.000786550235031	0.0020945451057618	6.186612722273213e-07	4.38711920007071e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1887.69382685234	2.2971173012831514	3563387.983936432	5.276747895854388	2189.855187081002	-2.5647347939980136	4795465.740385571	6.577864563544034	1985.5171074047423	-4.536260879248857	20.577662764603616	3942278.183796895	2037.6886216905384	1668.3680782096587	1.016122	47.652428	0.7115497833800972	0.4485049210039175	-0.0279110485	0.0318839451	0.0175803336	-0.0015564252	-0.0104361753	0.0267163363	0.0564315183	0.0731202839	0.0380523697	-0.0615876598	0.0098173219	-0.0006691459	0.0037750235	0.0099180051	-0.0212080329	0.0077904797	-0.0028857879	-0.0014300175	-0.0024978488	-0.00361408	-0.0087007938	0.0132490812	-0.0323999249	0.0222072448	0.0013417987	0.0747818854	-0.0250355918	-0.0437399145	-0.0930905178	0.0183481663	-0.0061183825	-0.024155874	-0.0110083227	0.003339659	0.0352752039	0.0491535527	0.0144303463	0.0319971304	0.0062378665	-0.0102183575	0.0502240867	0.0793185927	-0.0103017327	0.0505614058	-0.0570810257	-0.0082305047	0.0645826062	-0.0143006329	0.0936687854	-0.088709882	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.1099219567510516	0.0844467419346842	0.0071312522233831	0.01208283657598	-0.0325096452121442	-0.0191905815105855	0.0010568770318194	0.0003682784187144	0.0611525299834667	0.0215751323801925	0.0037396319233787	0.0004654863372228	0.0017810278324488	-0.0001116605610284	3.1720601399572705e-06	1.2468080889177072e-08	0.0025860333484335	0.0046472824865752	2.1597234510028577e-05	6.687568479210181e-06	0.0061812532684581	0.0069678035034891	3.820789196882394e-05	4.855028566323498e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1890.492220577672	2.798393725332062	3573960.836064697	7.831007441977856	2202.2661491600243	12.410962079022283	4849976.191736123	154.0319797269291	1992.233230108964	6.716122704221789	45.10630417816339	3968993.2431503967	2042.9384047999529	1689.9766142742144	1.057867	49.610126	0.6718786680476199	0.3796072418046894	-0.0033012485	-0.0130335305	0.0892833195	-0.0014219306	-0.0317676751	-0.0447616718	0.0990512791	0.0638419848	-0.00686261	0.0226755685	-0.0012479104	-0.0009278373	0.0111100782	-0.0145491935	0.0206722264	-0.0025920426	0.0085938744	0.006640134	0.0025554103	-0.0177535365	-0.0238451511	0.0399586032	0.0137351987	0.0381340084	-0.0012803068	0.0463118281	-0.0084895282	-0.013977063	-0.0611571887	0.0583368058	-0.010013765	-0.0354758576	0.0005492968	0.0225115196	0.0062149506	0.0419585406	0.0366123933	0.0348654513	0.0211794481	-0.0149086507	0.0487331742	0.0274141077	-0.0079594851	0.0216014023	-0.0051362925	0.019268744	0.0063274088	0.0394084446	0.0519137368	0.0344730188	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.01698636959253	-0.0929355871585216	0.0086370233604991	0.000288536751934	0.0113958003179845	0.0439054455301287	0.0001298642648873	0.001927688147199	-0.0801715527685829	-0.1413240827520496	0.0064274778733256	0.0199724963657081	0.0025978456515374	0.0008168178190886	6.748802029211779e-06	6.671913495806572e-07	0.0014977780128266	-0.0010882553356069	1.1842996754768868e-06	2.243338975706799e-06	0.0002120553710152	-0.0059691978974428	4.4967480376394134e-08	3.563132353883673e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1889.129132082652	-1.3630884950200652	3568808.8776833536	1.8580102452560665	2204.080302470439	1.8141533104148948	4857969.979738182	3.291152233689321	1983.038263689008	-9.194966419956016	84.54740746411878	3932440.755254716	2037.9600576073235	1691.871150447655	0.708181	33.211151	0.149180788178186	0.065199105759746	-0.0117581858	-0.0104451555	0.0756170185	0.0081974036	-0.0255930379	-0.0466641382	0.0805330973	-0.0258023713	0.023200218	-0.0270871593	0.0107765263	-0.0064084873	-0.0241102008	0.0127269876	0.0287328296	-0.0011585123	-0.0090902702	-0.007595335	0.0026487408	0.005493449	-0.0060759928	0.0091095476	0.0678459068	0.0654264999	-0.0048180977	0.0209759663	-0.0101251725	-0.0218929372	-0.0681431014	0.0568954704	-0.0163027471	-0.0212834633	-0.0106873182	0.0110596314	-0.0018967089	0.0280378649	0.0203233458	0.0350789639	0.0121006605	-0.0226446122	0.0550744831	0.0383710307	-0.012202545	0.0308091958	-0.0284660887	-0.0159095693	0.0388182286	-0.000895999	0.024660947	-0.0052884069	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0054968359652036	-0.0224832055577335	0.0005054945321513	3.0215205628355788e-05	0.0366256756214227	0.0252298753034382	0.0013414401147256	0.000636546607827	-0.0518171764069137	0.0283543763616692	0.0026850197707852	0.0008039706588591	0.0034629302447429	0.0008650845932054	1.199188587995512e-05	7.483713534015251e-07	0.0009467899273023	-0.0005509880855243	3.035878703897333e-07	8.964111664410946e-07	0.0001658614306381	-4.619394037710001e-05	2.7510014173317252e-08	2.13388012756307e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1886.6336183325432	-2.4955137501087847	3559386.409822544	6.2275888769820105	2197.427738498997	-6.652563971442305	4828688.665924815	44.25660739413222	1985.7576308936405	2.7193672046323627	7.3949579936300305	3943233.368652324	2033.6186412464488	1668.6380177585368	0.63	29.54471	0.0823011003208286	0.0421165113154258	-0.0104909856	-0.0187482976	0.0909516506	0.010570119	-0.0128792957	-0.0228336192	0.0842421238	0.0363041634	-0.0121924275	-0.0024894917	0.0032260578	-0.0004742096	0.0016803181	0.0052779193	0.0474096454	-0.002340217	0.0258520712	-0.0018582286	0.0050930783	-0.0007104451	-0.0050884095	0.0295428362	0.0489566568	0.0317896347	-0.0112349061	0.0205623976	-0.007390705	-0.0182360855	-0.0635418213	0.0464572026	-0.0045664027	-0.0272091681	-0.0029151833	0.0326919498	-0.0093359253	0.0365700535	0.0300998142	0.0191349779	0.0026976414	-0.0081857132	0.0290883027	0.0245312838	-0.0050209247	0.0177719675	-0.0242178136	0.003098351	0.0414574527	0.0277206769	0.0431594547	0.0404663234	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0091881976115075	-0.0036913616463039	1.3626150803803438e-05	8.442297534811212e-05	0.0424050299738212	0.0057793543523985	0.0017981865670806	3.3400936730587485e-05	-0.0222140823623675	0.0296030940445461	0.000493465455202	0.0008763431770102	0.0032041926779254	-0.0002587375668174	1.0266850717270749e-05	6.694512848264019e-08	0.0011858574827503	0.000239067555448	5.715329606788257e-08	1.4062579693948782e-06	0.0005326021139242	0.0003667406832861	2.8366501175652653e-07	1.3449872877715552e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1888.430026048551	1.796407716007934	3566167.963281732	3.2270806821328426	2171.365337474926	-26.062401024070823	4714827.428787599	679.2487471394879	1983.32256544682	-2.435065446820545	5.92954373029934	3933568.398610555	2028.8420422486583	1684.9856856536644	0.679421	31.862381	0.1576548557082438	0.0749856639708879	-0.0107222626	0.0006564071	0.0215392413	-0.013212798	-0.0013783779	-0.0346784602	0.0395241923	-0.0538634182	0.0131565168	0.0615820133	0.0111448143	-0.0063954516	-0.0053174498	-0.0081398734	0.0176749793	0.0022263783	0.0511473847	-0.0084546763	-0.0081555854	0.0013572562	-0.0100125961	-0.0125105978	0.0409977333	0.0162672736	-0.0505248735	-0.0214847382	-0.0090171516	-0.0187734695	-0.0382290498	0.0260227591	-0.0088218195	0.0035210957	-0.0138375938	-0.003333635	0.0016287042	0.0176181288	0.0160219682	0.0228650396	0.0157138707	-0.0125560404	0.0362910243	0.0208321568	-0.0109205457	0.0245820426	-0.0084454767	-0.0019460319	0.0108319148	-0.0239337148	0.0052619737	-0.0071598318	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0054158330284366	0.0146040306399441	0.0002132777109324	2.933124739190476e-05	0.0223284376995707	-0.0200765922742505	0.0004985591301036	0.0004030695573464	-0.008803646571927	0.0134104357904405	7.750419296340203e-05	0.0001798397880895	0.0020289857408854	-0.00117520693704	4.116783136716276e-06	1.3811113448669387e-06	0.0006520520867647	-0.0005338053959856	2.849482007833433e-07	4.251719238541999e-07	5.0338506877625625e-05	-0.0004822636070465	2.533965274668762e-09	2.325781866815727e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1887.592739621837	-0.8372864267141722	3563006.350673072	0.7010485603597868	2161.58599338016	-9.779344094766202	4672454.006777292	95.6355709238386	1983.2673703913104	-0.0551950555095572	0.0030464941527031	3933349.462458863	2028.643281817196	1712.688176916036	0.937501	43.965401	0.5385173480112859	0.3823793980079694	-0.0051879759	0.0513833766	-0.118945859	-0.0096139064	0.0304780355	0.0302779301	-0.0522226302	-0.006990593	0.0392958782	-0.0283292199	0.007117217	-0.0125734009	0.015166548	-0.0062176562	-0.0336895527	-0.0056301691	-0.0165152939	-0.0081490044	-0.0181818824	0.0063895733	-0.0109057301	0.0030121177	-0.0457256698	0.0225862702	0.0018780433	0.0156714521	-0.0101529033	-0.0206419495	0.0307233227	-0.0548816992	0.0130521891	0.0060379126	-0.005750587	-0.0951099676	0.0533248609	-0.0312567947	0.0047421373	0.0163889338	0.0352331832	-0.0287051915	0.0200825683	0.0037229382	-0.0040525333	-0.0352864028	-0.0238824053	-0.0200029097	-0.0252325082	0.0440135351	0.0326079251	-0.0317333516	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.005423115393853	-0.0108389484222896	0.000117482802901	2.9410180575045376e-05	-0.0374271366069933	-0.059755574306564	0.0014007905545985	0.0035707286607072	0.085246730301904	0.094050376873831	0.0072670050271655	0.0088454733901096	-0.0049018607515531	-0.0069308464924385	2.4028238827616725e-05	4.8036633101747065e-05	0.0006467065606348	-5.345526129899979e-06	2.8574649605443453e-11	4.1822937556809226e-07	-0.000490918442726	-0.0005412569496036	2.410009174085209e-07	2.929590854942217e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1878.8010540453647	-8.791685576472219	3529893.400681973	77.29373527554965	2158.974095524968	-2.611897855191728	4661169.145147854	6.822010405955149	1985.5755242598684	2.3081538685580654	5.3275742809395625	3942510.1625398514	2029.897747494476	1689.230929942912	0.712912	33.432999	0.1450649576945567	0.0761523266472076	-0.0091399785	0.0423787425	-0.0888888239	-0.0184110922	0.0174105494	0.0121995011	-0.0309858269	0.0411987971	-0.011455045	0.0431088415	0.005209676	-0.0095422946	-0.0188360958	-0.0197936394	-0.0400175354	0.0106311059	0.0055548733	-0.0009256	-0.01387948	0.0155231537	-0.0146496291	-0.0050626518	-0.0351213966	-0.0225169176	-0.0391006435	-0.0136075694	-0.0107788199	-0.0109746986	0.0238423039	-0.0550082906	0.0269404437	-0.0004103599	0.0189520691	-0.0779063928	0.0381890196	-0.0270712862	0.0295937072	-0.0091368046	0.0252142987	-0.0198957594	0.0086930134	0.0106681825	-0.0071931611	-0.0216000264	-0.0066355126	0.005028144	-0.0375754525	0.0030627765	0.0026080589	-0.0037026291	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0106567152304393	-0.0052335998365863	2.739056724951615e-05	0.0001135655795026	-0.0272327259674227	0.0101944106395706	0.0007416213636167	0.0001039260082881	0.0646670276713692	-0.0205797026305347	0.0041818244678496	0.0004235241603612	-0.0039741008468499	0.0009277599047032	1.579347754093309e-05	8.607384407748919e-07	-0.0001947071151098	-0.0008414136757446	7.079769737300388e-07	3.7910860674380914e-08	-0.0009028897540355	-0.0004119713113095	8.152099079422857e-07	1.6972036134206896e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1882.334044997654	3.5329909522893104	3543181.4569572303	12.482025068958128	2175.2999350058067	16.325839480838567	4731929.807236266	266.5330347541073	1984.524300986842	-1.0512232730263804	1.105070369752296	3938336.701207314	2028.4714351769649	1701.4905817118256	0.703975	33.013874	0.1681349067845579	0.0981827984601174	-0.002370591	0.0292160409	-0.0577660901	0.000662053	0.0082195835	0.0171650016	-0.0235756892	-0.0616241966	0.0327976053	-0.0255474281	0.0063102556	-0.0132404583	-0.0068206022	-0.0035832149	-0.0085094264	-0.0405394635	0.0017958792	-0.0093118255	-0.007771503	0.002944823	0.0148295375	-0.0535652244	0.0250323293	0.0291375042	-0.0121542613	0.0001164028	-0.0062428806	-0.00948551	0.0091160133	-0.0203662727	0.0121631768	-0.0052681013	-0.0058588641	-0.0517395206	0.0262900303	-0.0025503795	0.0150988399	0.0181929729	0.0167322046	-0.0160039928	0.0047042961	0.0043783293	0.0006531438	-0.0092490438	-0.0029407462	-0.0089791835	-0.0128039016	0.0068730484	0.0206944075	-0.0333579563	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0038812968042378	0.0067754184262015	4.5906294850110816e-05	1.5064464882586558e-05	-0.035750095427474	-0.0085173694600513	0.0012780693230734	7.254558251901462e-05	0.014922796157144	-0.0497442315142252	0.0002226898451476	0.0024744885689408	-0.0025200484217616	0.0014540524250882	6.350644048023131e-06	2.114268454905165e-06	-0.0002580482977161	-6.334118260630002e-05	4.0121054139646446e-09	6.658892395417699e-08	-0.0003583256140485	0.000544564139987	1.2839724568323456e-07	2.96550102559781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
