global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88
2231.600872443502	n/a	4980042.453890598	n/a	3191.801212382228	n/a	10187594.97936466	n/a	2480.156166755285	n/a	6151174.611494269	n/a	2655.525779485445	2135.2318667243508	n/a	n/a	n/a	n/a	-0.0187320346	-0.0329535617	0.005337265	-0.0272939432	-0.0109982025	0.0267716861	0.0080840779	0.0114464941	-0.0305790179	0.0071240441	0.0078138067	-0.0195832945	-0.0147588717	-0.0232859891	0.0022453446	-0.0155824272	0.0184358537	-0.011075963	0.0064120035	-0.0026729731	0.0228576346	-0.0154475648	0.0180614085	-0.0029721523	0.0015351045	-0.0255835008	0.0211976179	-0.0115693755	0.0165958862	-0.0052287821	0.0031668168	0.028011228	-0.0462063651	0.0355286272	0.0278877724	0.000404698	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.005338880560231	n/a	n/a	2.850364563641248e-05	0.0101673930342229	n/a	0.0001033758811123	n/a	-0.1316522146538545	n/a	n/a	0.0173323056232645	-0.0019738491939709	n/a	3.896080640539571e-06	n/a	-0.0011327661762925	n/a	1.2831592101523311e-06	n/a	0.0002688826661896	n/a	7.229788817722786e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2236.2752092749315	4.674336831429628	5000926.811617639	21.84942481365957	3177.399145690689	-14.402066691539405	10095865.33103592	207.41952498754875	2477.2838026185564	-2.87236413672872	6136935.038716255	8.250475733965326	2653.3211185327755	2193.6483411941936	0.787861	31.328424	0.1800375784333435	0.1101817075640643	-0.0335312248	-0.014201264	0.0039302553	-0.0136677006	0.0013400339	0.0246890465	0.0103477444	0.0052485586	-0.0226342251	-0.0011048243	0.003951535	-0.0013091685	-0.0175428128	-0.0096031372	-0.0108491419	-0.0122951291	0.0011454658	-0.0007002663	-0.0008635685	0.0035336787	0.0227349452	0.0208351695	-0.0303857538	-0.0103350217	0.0059239243	-0.010963109	-0.0011556229	-0.0713515572	0.0093257494	-0.0757477881	0.0389817293	0.0315242149	-0.0479204845	0.0343708451	0.0307201933	-0.0420859369	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0079240758136478	-0.0132629563738787	0.0001759060117754	6.279097750043803e-05	0.0242832043010992	0.0141158112668763	0.0005896740111289	0.000199256127722	-0.1767087014923021	-0.0450564868384476	0.0020300870062232	0.0312259651830955	-0.0001380000982617	0.0018358490957091	1.9044027120238862e-08	3.3703419022162864e-06	-0.0011799994734453	-4.723329715280002e-05	1.3923987573311853e-06	2.2309843599247064e-09	-8.14200312165424e-08	-0.0002689640862208	6.62922148330274e-15	7.234167967659884e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2221.4240740926507	-14.851135182280814	4934724.916958391	220.55621620237895	3174.0118001302085	-3.3873455604802984	10074350.907365806	11.474109946105589	2469.6598890772407	-7.623913541315687	6099219.967717009	58.12405768545671	2635.380313284832	2137.357895774637	0.827392	32.900356	0.2066082050821336	0.1336376295213723	-0.0164936971	-0.0317154069	0.018844155	-0.0096932101	-0.0089801044	0.0144979204	0.005934424	0.0155189718	-0.0109803852	-0.0035530564	-0.0009900871	0.0376797077	-0.0116406638	-0.0210654371	-0.0088007364	0.0018876581	0.0127826594	-0.0300331463	0.0008776404	-0.0090541293	-0.023162536	-0.0066926951	0.0072570641	0.0144907968	-0.0154579103	-0.0087349812	0.019350433	-0.0091981678	-0.0011467952	0.0078440291	-0.0046095621	0.0506907395	-0.048652863	0.0270869794	0.006346168	0.0103722588	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0025447895552304	0.0053792862584173	2.8936720649998262e-05	6.475953880409736e-06	0.0073812455532191	-0.0169019587478801	5.4482785916916735e-05	0.000285676209515	-0.0623199383702868	0.1143887631220153	0.0130847891285845	0.0038837747184763	-0.0011038742544239	-0.0009658741561622	1.2185383695799211e-06	9.32912885542042e-07	-0.0009991397832116	0.0001808596902337	9.98280306396123e-07	3.2710227551429946e-08	0.0002519486726493	0.0002520300926805	6.347813364974415e-08	6.351916761654977e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2224.475470499647	3.051396406996446	4948291.118854626	9.31102003263082	3215.150556585762	41.13875645555345	10337193.101513734	1692.3972827093403	2482.018875163199	12.35898608595835	6160417.696666392	152.7445370729121	2665.9441642226266	2156.43698350376	0.7951669999999998	31.618935	0.0590834213911921	0.0320900197038295	-0.0224431283	-0.0300642725	0.0111399156	-0.038993842	0.0137145171	0.0292144212	0.0043338937	0.0225107725	-0.037120591	-0.0040111976	0.0280541507	-0.0409873382	-0.0183081422	-0.0335875409	0.0111665867	-0.0226417483	0.0293875548	-0.0279343081	0.0187622896	-0.0086052556	0.0427046466	-0.0213716165	0.0414564376	-0.0375831889	0.0301855042	-0.0304865849	0.0090793831	0.0165170312	0.0254510652	0.0100531837	-0.0132708393	0.0360874349	0.0104001455	0.0535338663	0.0176808764	-0.017462453	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0005297936177015	0.0020149959375289	4.06020862825797e-06	2.806812773572431e-07	-0.0078539825263845	-0.0152352280796035	6.168504152475304e-05	0.0002321121746375	-0.0527475041515472	0.0095724342187396	9.163149687209684e-05	0.0027822991942174	-0.0015703555213133	-0.0004664812668894	2.4660164633191666e-06	2.176047723587397e-07	-0.0008937563228856	0.0001053834603259	7.988003646979888e-07	1.1105673710281614e-08	0.0003252992085403	7.3350535891e-05	1.0581957507694561e-07	5.380301115496879e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2206.1652305915263	-18.31023990812082	4867165.024670962	335.2648854929404	3141.4803942276744	-73.67016235808751	9868899.067316866	5427.292821866974	2455.4827150411684	-26.53616012203065	6029395.363865947	704.1677940220497	2628.084749981037	2138.6126378717267	1.086061	43.186054	0.1831021026133291	0.0859589377829576	-0.0129141489	-0.037981155	0.0116890854	0.0149355215	-0.0360809327	-0.0077350191	0.0082935601	0.0027273562	0.0041526836	0.0139829266	-0.0008948449	0.0090771909	0.0069507743	-0.0255492792	-0.0130059758	-0.0093412931	0.0089533321	-0.026121346	-0.0007304851	-0.0327392628	-0.0668645744	-0.0138223618	0.0108689719	-0.0109877045	0.0110891444	0.0379464083	-0.0693778399	0.0591371787	0.02833413	-0.0551341639	-0.0222650922	-0.0882930209	0.0288594884	-0.0695380851	-0.0250978748	0.009182131	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0406657184677925	0.041195512085494	0.001697070215986	0.0016537006585017	0.0467453158086641	0.0545992983350486	0.0021851245500517	0.0029810833786796	-0.0488265138472456	0.0039209903043015	1.537416496642713e-05	0.0023840284544752	-0.0005590622066805	0.0010112933146328	3.125505509384701e-07	1.022714168220996e-06	-0.000893275412928	4.809099576000156e-07	7.979409633416888e-07	2.3127438731884885e-13	0.0009812510217196	0.0006559518131792	9.628535676257589e-07	4.302727812132111e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2209.929585561633	3.764354970106524	4883788.77314061	14.17036834096569	3169.630623463834	28.150229236159703	10046558.289199734	792.4354060483405	2464.832069417537	9.34935437636841	6075397.130429137	87.41042725491914	2634.7646260513584	2115.609211727897	1.021124	40.603878	0.2023416053249016	0.0905236622182076	-0.0105803499	-0.0207852488	0.0103276166	-0.0124696859	0.0123836138	0.0084841657	0.0013705962	0.0052499175	-0.0074431392	-0.0015769276	-0.0006543614	0.0158977922	-0.0064387557	-0.0277108858	-0.0012451169	-0.0113604008	0.0191094225	-0.0184298055	0.0156240302	0.0027941524	-0.0155941163	-0.0378280737	0.0517350303	-0.0098948834	0.0120553439	-0.0117465223	0.0255900806	0.0423774659	0.0116044448	0.0270458758	-0.0283895062	0.0223175142	0.0046279045	0.0323666451	-0.0033425795	0.0434829611	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0196770205516259	-0.0209886979161666	0.000440525440216	0.0003871851377891	0.0166738972205848	-0.0300714185880792	0.0002780188485226	0.0009042902158994	0.0022975004260317	0.0511240142732773	0.0026136648354142	5.278508207615843e-06	-0.001477001109496	-0.0009179389028155	2.1815322774524154e-06	8.426118293021241e-07	-0.0009959994345476	-0.0001027240216195	9.920148736191388e-07	1.0552224617704049e-08	-1.2355447928687332e-06	-0.0009824865665124	1.526570935185041e-12	9.652798533774597e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2203.623717042572	-6.305868519060823	4855957.486312522	39.763977779682335	3163.5126189614057	-6.118004502428448	10007812.090328053	37.429979091734765	2453.1134915004845	-11.718577917052244	6017765.802181697	137.3250683980245	2640.9239463765	2114.1492694915933	0.974264	38.740547	0.3222441111089915	0.1813622562585445	-0.0111237059	-0.0152815753	0.0136723276	-0.0026800578	-0.0230258901	-0.0108622934	0.010319191	0.001661046	-0.0027162672	0.0064385216	0.0157983522	-0.0396683975	0.0051448884	-0.0107944794	-0.0054182799	-0.0242679014	0.0207071408	0.0071830926	0.0117848677	-0.0013206991	-0.0029731526	-0.016285705	-0.0063182883	-0.0248958149	0.0214065307	0.0140291435	-0.0347709204	0.0173426723	0.0357739866	-0.0324430918	0.0116994497	-0.0957157483	0.0154973996	-0.0457884641	-0.0129199928	-0.0529711747	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0199174702925546	0.0002404497409287	5.781607791267921e-08	0.0003967056228547	0.0751939922594147	0.0585200950388299	0.0056541364719089	0.0034246015233536	-0.1381285253879127	-0.1404260258139444	0.0197194687258985	0.0190794895258392	0.0001818584277847	0.0016588595372807	3.3072487756322945e-08	2.7518149644271385e-06	-0.0011979455666211	-0.0002019461320735	1.4350735805871483e-06	4.0782240259447546e-08	0.0005991095961587	0.0006003451409515	3.589323082094406e-07	3.60414288264159e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2225.380833544705	21.75711650213316	4952319.854308127	473.37211848739497	3168.954629162278	5.442010200872119	10042273.44168903	29.6154750263962	2462.2878319259603	9.174340425475748	6062861.367250646	84.16852224251852	2637.5465023365864	2107.9111679199546	1.012144	40.246799	0.1572600784276956	0.0934010309838593	-0.0131911013	-0.0041023943	-0.0137269024	-0.0107689367	0.0136248131	0.0036891348	-0.0017967417	0.0184168051	-0.007646737	-0.0063949636	0.0123790159	0.0007741896	-0.013772733	0.0031635266	0.0009731756	-0.0087915167	-0.0034864087	-0.0246666266	-0.0209151578	-0.0242048723	-0.0092259574	0.011032663	-0.0190600816	-0.0016922839	-0.0020539533	0.0198480493	-0.0336446699	-0.011394043	0.0082117804	-0.0396693938	0.012589219	-0.0198009838	-0.0174160702	-0.0344578186	-0.0212118981	-0.0346376347	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.019983426968821	6.595667626639948e-05	4.350283144110624e-09	0.0003993373534182	0.0082713846893085	-0.0669226075701062	6.841580467852709e-05	0.0044786354039824	-0.1242184177232275	0.0139101076646852	0.0001934910952431	0.0154302153016622	0.0002190039039623	3.714547617760002e-05	4.7962709950728336e-08	1.3797864004606504e-09	-2.796944988814332e-05	0.0011699761167329	7.822901270453602e-10	1.3688441137255292e-06	0.0002790030587365	-0.0003201065374222	7.784270678432287e-08	1.0246819530043035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2218.835933005477	-6.544900539228365	4923232.897596285	42.835723068391744	3154.630688385124	-14.323940777153894	9951694.7801012	205.17527938741208	2458.2235087680046	-4.064323157955641	6042862.81905968	16.518722732294517	2632.793866829322	2118.352605197519	0.888536	35.331661	0.16395941455311	0.1023925529898885	-0.0081130348	-0.0062228786	0.0161638388	0.0059314025	-0.0183950867	-0.0025917373	0.0045860286	0.0047913657	0.0010737523	0.0016345264	-0.0015189796	0.0180381501	-0.0092989573	0.0151912985	-0.0221043758	-0.0109875013	-0.0030505446	-0.0029794697	-0.018487763	-0.0005299711	-0.0046649808	-0.007711713	-0.040308653	0.0149513315	-0.0397577408	0.0257286992	-0.0074857159	-0.0508749914	-0.0142283718	-0.0450256263	0.0393089703	-0.0046110434	-0.0664731359	-0.0123750791	0.0014612492	-0.0331498798	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0200292111279907	4.578415916969836e-05	2.0961892308762743e-09	0.0004011692984096	0.0457409122717535	0.037469527582445	0.0020922310554522	0.0014039654972516	-0.2127192405609861	-0.0885008228377585	0.0078323956429603	0.0452494753048426	0.0008360057451385	0.0006170018411761	6.989056059045786e-07	3.8069127201482076e-07	-2.8824454762377272e-05	-8.550048742339522e-07	8.308491923483337e-10	7.310333349638165e-13	0.0004200118121608	0.0001410087534243	1.7640992235459918e-07	1.988346854227505e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2227.645532577436	8.809599571959097	4962404.618812208	77.6090446182619	3175.145344137699	20.51465575257498	10081547.956399309	420.85110064665776	2467.793199071344	9.569690303339485	6090003.273382778	91.57897250182975	2645.9763357415554	2132.676444702608	0.8490529999999998	33.761684	0.1020599740896824	0.0525702205898054	-0.0171267082	0.0069218979	0.0019893574	-0.0108215287	-0.0296940529	0.0085905586	-0.0026139671	0.0210314148	-0.0135316733	0.0018498592	0.0199769238	-0.0247506632	-0.0186310336	0.0102378509	-0.005281555	-0.0232552414	0.0053757834	-0.010567449	-0.0175547618	-0.0070442923	0.0231400623	-0.0017206508	-0.0197895235	-0.0073649683	-0.0175826095	0.0109341936	-0.0257934689	-0.0308220594	0.0030873052	-0.0365392102	0.0415270489	-0.0216320379	-0.0154794845	-0.0031743453	0.014270826	-0.0381408378	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0201340328592465	0.0001048217312558	1.0987595343463251e-08	0.0004053792791772	0.0559893759117073	0.0102484636399537	0.0031348102149824	0.0001050310069794	-0.1834873999357071	0.029231840625279	0.0008545005063417	0.0336676259351661	0.0002799359655896	-0.0005560697795489	7.836414483058172e-08	3.092135997275623e-07	0.0001356328579378	0.0001644573127001	1.8396272152375432e-08	2.7046207700563887e-08	0.0009489816817756	0.0005289698696147	9.005662323456461e-07	2.798091229602984e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
