global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
1931.2118223631664	n/a	n/a	3729579.102835262	2205.2260565396014	n/a	4863021.960441201	n/a	1961.9422488551909	n/a	3849217.387842964	n/a	2030.7802620091063	1924.657543038889	n/a	n/a	n/a	n/a	-0.009133036	-0.0104765688	-0.0009939	0.0102293197	0.0163211385	-0.0442613549	0.0445196945	-0.0528871082	-0.0453067904	-0.0662889736	-0.012523079	-0.0025549708	0.0007926331	-0.0017864555	-0.0026144049	-0.0053758769	-0.0293094368	-0.0327379964	0.0016555971	0.0085766356	-0.0135958856	0.0302210962	-0.021948003	0.0001799411	-0.0597914401	0.0060542743	0.0300290558	-0.0073944442	0.001999377	-0.0065335384	0.0013282611	-0.0295453038	0.0161943572	-0.0449677094	0.0005028103	-0.0231623435	0.0132041871	-0.0557161623	0.0333952298	-0.0192739841	0.0859189673	-0.0442322339	0.019111992	-0.0111655585	0.0391444014	-0.0480438522	0.0523950643	-0.0730929496	0.0295971981	-0.0307371872	-0.0284079106	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0	n/a	n/a	0.0	0.0253231180483766	n/a	0.000641260307692	n/a	0.0022389624917309	n/a	5.012953039377841e-06	n/a	0.0014220004851893	n/a	2.022085379878605e-06	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1924.4470629464447	-6.764759416721745	45.76196996612552	3703496.4980831975	2188.091329219424	-17.134727320177262	4787743.665005227	293.59888033682904	1960.6385072858145	-1.3037415693763703	3844103.356251947	1.6997420797199616	2023.9909853837128	1912.98043797514	0.788931	21.154099	0.0819329769121204	0.0356210707884852	-0.0104672759	-0.0016693978	-0.02044968	-0.0055315996	0.0174844887	-0.0606699075	0.0267496304	-0.0488840977	0.0064137556	-0.012831373	-0.0064287582	-0.0006307245	0.0107569577	-0.0121969741	0.0007007936	0.0192776269	-0.0597667913	0.0002214379	0.0046321392	0.014990587	-0.0222408795	0.0360368727	-0.0048124296	0.0181884182	-0.046187963	-0.0001423444	0.0207477493	-0.0030878771	0.0050651861	-0.0159963418	-0.0025452733	-0.0416877346	0.0330995087	-0.0429704477	0.0055655698	-0.0037394333	0.0130801378	-0.0386918202	0.0326776504	-0.0135017665	0.0770480621	-0.0214815543	0.0318864463	0.051271032	0.0052210909	-0.0496491741	0.0757226185	-0.04058678	0.0317016662	-0.0170971319	-3.71826e-05	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0151931029122067	-0.0151931029122067	0.0002308303761009	0.0002308303761009	0.0252174760718162	-0.0001056419765603	0.0006359210994326	1.1160227211587804e-08	-0.0166715771303174	-0.0189105396220483	0.0002779414840121	0.000357608508797	0.0010140418319215	-0.0004079586532678	1.0282808368867117e-06	1.664302627760771e-07	0.0002878691688896	0.0002878691688896	8.286865839718905e-08	8.286865839718905e-08	-0.0002586460258687	-0.0002586460258687	6.689776669767223e-08	6.689776669767223e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.5952825296365	3.1482195831918034	9.911286543992372	3715623.573230509	2199.637933139143	11.546603919719018	4838407.036904641	133.3240620788706	1959.9165701991164	-0.7219370866980626	3841272.962141068	0.5211931571500859	2028.1215181075984	1932.560157211838	0.824797	22.115786	0.0316892258236561	0.0183047180891887	-0.0065220835	0.0119357047	-0.0202990989	0.0026354364	0.0514543988	-0.0513149738	-0.0325193255	0.0317655993	0.0269309746	-0.0099224738	0.0013984015	-0.0004284686	0.0055429994	-0.0003650032	0.0118964518	-0.0024219584	-0.0352633869	-0.0327723525	0.0027845759	0.0097967823	-0.0040964925	0.0211316491	0.0131037578	0.002723032	-0.0309279552	0.0360681869	0.0151152675	0.0008723101	0.0022876454	-0.0158812014	0.001698367	-0.0367618093	0.038623813	-0.049085461	0.0075223642	-0.0159938343	0.010236038	-0.0465076337	0.080980579	0.0015819194	-0.0092009687	0.0339353421	-0.0272808758	0.041116283	-0.014077415	-0.0664758925	0.0955983755	-0.0551069907	0.0145636161	-0.0489252949	0.0501438977	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.017255813208294	-0.0020627102960872	4.254773765584547e-06	0.0002977630894795	0.0252670155445144	4.953947269819778e-05	0.0006384220745267	2.454159355215483e-09	-0.025314041150473	-0.0086424640201556	0.0006408006793678	7.469218433968412e-05	0.0012480619388725	0.000234020106951	1.5576586032621842e-06	5.476541045735752e-08	0.0002807280708296	-7.141098060000012e-06	7.880824975170892e-08	5.0995281502535934e-11	-0.000436175061552	-0.0001775290356833	1.9024868431989098e-07	3.151655851064241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1923.109385116274	-4.485897413362409	20.12327560321155	3698349.7071222938	2190.6743858600485	-8.963547279094655	4799054.2648633	80.3451798245652	1958.4046955465824	-1.5118746525340612	3835348.9515389022	2.2857649649749883	2024.783574736168	1932.5623037484213	0.8117029999999998	21.764696	0.0652481781578769	0.0293534311802262	-0.0071574955	0.0124767324	-0.0247575985	-0.0176165174	0.0208464705	-0.0172810291	-0.0097379243	-0.0055624153	-0.014884622	0.0168589769	-0.0205291314	0.009421806	0.0143018147	-0.0147012911	-0.0031958432	0.0270911138	-0.0509333	-0.0258338436	0.0132897207	0.0143713642	-0.0056159684	0.0067209433	0.0165692105	0.0226363098	-0.0307117032	0.0396466439	-0.0039351029	-0.0040874875	0.0042990954	-0.0145270596	0.0034598812	-0.0303343311	0.0277195774	-0.017808574	6.59121e-05	1.70271e-05	-0.000384213	-0.0727811368	0.069066222	0.0039014404	-0.0328231176	0.0309369259	-0.0388622349	-0.0108349835	0.0680716382	-0.0331356993	0.0747044353	-0.0434337793	0.0259577267	-0.0276055493	-0.028048437	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0149408951347567	0.0023149180735372	5.358845687189639e-06	0.0002232303474277	0.0128790323478824	-0.0123879831966319	0.0001658694742178	0.00015346212768	-0.0096713712609926	0.0156426698894804	9.35354220679536e-05	0.0002446931212712	0.0010140036868544	-0.0002340582520181	1.028203476954316e-06	5.4783265337768447e-08	3.689048826105434e-05	-0.0002438375825685	1.360908124138988e-09	5.9456766672872325e-08	-0.0002160187561741	0.0002201563053779	4.666410301900527e-08	4.8468798797647165e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1921.2171019356567	-1.892283180617369	3.5807356356473865	3691075.152770044	2187.7993037782867	-2.875082081761775	4786465.793612756	8.266096976867622	1958.626507362623	0.2218118160405993	3836217.795343507	0.0492004817352286	2027.881534026974	1909.5801947528128	0.903347	24.221996	0.0752868892109902	0.0378872915535592	-0.0150482378	-0.0109333106	-0.0465375749	-0.0329470088	-0.0208121332	0.0644719217	0.0612352407	-0.0591082342	-0.0683474004	0.0398734999	-0.0158664118	-0.0071626339	0.0181210201	0.0153791515	0.0100035304	0.0075991433	0.0210234373	-0.0045803207	-0.0039012621	0.0142708106	0.0226597707	0.015945103	0.0048713206	0.0333109288	0.0154317253	0.021866885	0.0158201032	-0.0059264172	0.0032454674	-0.013284323	-0.0019021642	-0.0404508693	0.0224379293	-0.0409780622	0.0039102284	-0.0201923959	-0.0032846905	-0.0745112051	0.0524621368	-0.0159978987	0.0089389694	-0.0390316206	-0.0092716012	-0.0466706456	0.0322907646	-0.0256429439	0.009716876	-0.0624208472	0.0919814651	0.0021035325	-0.0026609836	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	8.498691215663712e-06	0.0149493938259723	0.000223484375764	7.222775237919954e-11	0.0305846935107751	0.0177056611628926	0.000935423477148	0.0003134904372151	0.0002104290964553	0.0098818003574479	4.428040463499395e-08	9.764997830445746e-05	0.0015630151119886	0.0005490114251342	2.443016240304736e-06	3.0141354492788535e-07	0.0001148088723366	7.791838407554565e-05	1.3181077167201717e-08	6.071274576944246e-09	-0.0002440896242579	-2.8070868083799987e-05	5.957974467036281e-08	7.879736349781006e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1923.252277566072	2.035175630415324	4.141939846636412	3698899.3231630833	2204.922513133082	17.123209354795108	4861683.288921106	293.2042986081427	1954.8756204097904	-3.750886952832616	3821538.691272563	14.069152932929946	2023.093373239776	1900.21400012302	0.887974	23.809803	0.1043917781022297	0.058749568109845	-0.0096587424	-0.0336147112	-0.0177982755	-0.0040945609	-0.004454113	-0.0458334707	0.0497003618	-0.0571498383	-0.062929735	-0.038765321	-0.0286392998	0.0096906268	0.0044379057	0.0163415853	-0.0023347059	0.0244537723	-0.026844919	-0.0044917228	0.0151045669	0.0054088655	0.0052084829	0.0143753338	-0.0358728889	0.0167776753	-0.0445715903	-0.0314224188	0.044094448	-0.0131550072	0.0089929833	-0.0007030936	0.0077013728	-0.0098221353	0.0032475009	-0.0229212294	0.0043501136	-0.0303178841	-0.0147804725	-0.0438121844	0.0326815946	-0.0026865661	0.0486245793	-0.0657669547	0.033906416	-0.0264629192	-0.0261605353	-0.0382355274	0.0385391556	-0.0279003209	0.0304693781	-0.0102712035	-0.0370915062	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	6.23539374231541e-05	5.385524620749038e-05	2.900387544069407e-09	3.888013512170617e-09	0.0097931442026464	-0.0207915493081287	9.59056733738268e-05	0.0004322885226323	0.0450830555220989	0.0448726264256436	0.0020324818952086	0.0020135526023353	0.0010140225172477	-0.0005489925947409	1.0282416654853622e-06	3.0139286908034616e-07	8.227894522350176e-05	-3.2529927113098233e-05	6.769824827092004e-09	1.0581961579834836e-09	-0.0004360420448489	-0.000191952420591	1.9013266487601013e-07	3.684573177074417e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.9766229423265	4.724345376254405	22.31943923413637	3717093.858612098	2201.088677347117	-3.833835785964766	4844791.365545681	14.698296833744074	1958.4994737717989	3.623853362008504	3835720.188764413	13.132313189340335	2027.793874858338	1911.5270997281204	0.883482	23.68936	0.0409639720391836	0.027337864713491	-0.009162562	-0.0138032465	0.0030997715	0.0065956797	0.0184698295	-0.0456931641	-0.0758876719	0.0736077003	-0.0259015881	-0.0313150568	-0.0028043472	-0.0025086038	0.0062048089	-0.0043172692	0.0052032692	0.0303671995	-0.0189619109	0.0028488581	-0.002054759	0.0061461272	0.0042357613	0.0005841771	-0.0223228353	-0.0029963359	-0.0152634039	0.0048569774	0.026013486	-0.0074650326	0.0008858458	0.006634368	0.0038324988	0.010689633	-0.0102788579	0.0159900896	0.0123619323	-0.0176631332	0.0137898297	0.014187902	-0.0023904636	0.0063530438	-0.0001172087	0.0197451029	0.0088628745	0.025761646	-0.0899593735	-0.0278867863	0.0280458768	-0.0074908195	-0.0021959807	-0.0169564194	-0.0201450377	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	5.64748939382298e-05	-5.879043484924296e-06	3.456315229763081e-11	3.1894136453343047e-09	-0.0102961805637136	-0.02008932476636	0.0001060113342005	0.0004035809695682	0.0450983058088425	1.525028674359552e-05	0.0020338571868278	2.3257124576188527e-10	0.0010139800089221	-4.25083255999395e-08	1.0281554584936622e-06	1.806957745310472e-15	-0.0001536292812978	-0.0002359082265213	2.3601956072078564e-08	5.5652691340425837e-08	-0.0002549224208439	0.000181119624005	6.498544064891447e-08	3.280431819971257e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1928.6460739079723	0.6694509656458649	0.448164595404181	3719675.678400636	2212.22866716056	11.139989813442751	4893955.675806987	124.09937304360832	1954.4285065725949	-4.070967199204006	3819790.787303584	16.572773936994906	2028.1056533625097	1929.7794456234544	0.839391	22.507111	0.0343926803363109	0.018422910207788	-0.0075124179	-0.0039351382	-0.0039746954	0.0046171561	0.0579125139	-0.0074640185	-0.0586720499	0.0392780531	-0.0225232219	-0.0125222109	-0.0340725362	0.0105156805	0.0107388263	-0.0005534744	-0.0110556015	0.0256912204	0.0112187993	0.0166015616	0.0082845095	0.0082761668	0.0131229817	-0.0219738758	0.0021079733	0.0200152787	-0.0170467668	0.0599920031	0.0019039948	-0.0099303338	0.0084815941	0.0115046459	0.0083381137	0.0081923093	-0.0032899329	0.0222647956	0.0084632445	-0.0215940931	-0.0095000058	-0.0065187297	0.0164936907	0.0122713313	-0.0722831929	0.0401969211	-0.0340329422	-0.0334302374	-0.0243563568	-0.0048825828	0.0229752729	-0.0029407701	-0.0061488975	0.0023805298	-0.0316208469	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-1.4603726100403946e-05	-7.107862003863374e-05	5.052170226596465e-09	2.1326881601561944e-10	-0.0117784025059677	-0.0014822219422541	0.0001387307655925	2.1969818860995167e-06	0.035482201738354	-0.0096161040704884	0.0012589866402012	9.246945749446545e-05	0.0010140053578009	2.534887879983294e-08	1.028206865648931e-06	6.425656564086199e-16	0.0001379584281266	0.0002915877094244	1.9032527891162256e-08	8.502339228736834e-08	-8.206996507650655e-05	0.0001728524557673	6.735479167659004e-09	2.9877971464818725e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1926.1417373695056	-2.5043365384667595	6.271701497899671	3710021.9924368174	2189.077597992996	-23.151069167563943	4792060.730034784	535.97200360133	1957.6038717777087	3.175365205113849	3832212.918799076	10.082944185847715	2027.5867235474136	1919.9117011875487	0.907387	24.330339	0.0236951126209513	0.0189430354444696	-0.0054898627	-0.0070871592	-0.0105045803	-0.0019209276	-0.0351122416	0.0232488693	0.0164105241	0.003522842	-0.0258592235	0.0200292777	-0.031103831	-0.0050242478	0.0062696683	0.0105959012	-0.0017453089	0.0100328932	-0.0210862743	0.0209389931	-0.0060154245	0.0093372936	0.0076468494	0.0095910142	1.75007e-05	0.0273499099	0.009977338	-0.0146055396	0.0157142975	-0.0042704997	0.0001132552	0.0058118418	0.0101342626	0.0049321739	-0.0042099908	0.0114070631	0.0115034687	0.004572434	0.0007165176	-0.0049791638	-0.0120844435	-0.0072367177	-0.0381056131	0.0122327495	-0.0104201665	-0.0404818374	0.0639985131	0.0392480073	-0.0530605983	0.0224178381	-0.0222514177	0.008461854	-0.0192007371	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	1.1224155244349276e-05	2.5827881344753223e-05	6.670794547586514e-10	1.2598166094925336e-10	0.0052897705936914	0.0170681730996591	2.7981672933882265e-05	0.0002913225329599	0.0332836215857312	-0.0021985801526228	0.0011077994658621	4.833754687506903e-06	0.0010140113715727	6.013771799984191e-09	1.028219061678748e-06	3.61654512622851e-17	0.0001379138119497	-4.461617689999177e-08	1.9020219526497212e-08	1.9906032411713585e-15	-0.0001700699648743	-8.799999979779345e-05	2.8923792952345637e-08	7.743999964411647e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1919.575861370696	-6.565875998809588	43.110727631743806	3684771.4875570494	2175.1919639850485	-13.885634007947374	4731460.080185132	192.81083180266464	1952.172427288156	-5.431444489552632	3810977.185864131	29.500589243091653	2015.9250257201645	1921.3033303187824	0.838381	22.480036	0.0702685993140287	0.0307479770636121	-0.0067785573	-0.0074561963	0.0026969035	-0.0426635031	-0.0544271025	0.0307517835	0.0200401354	0.0230727745	-0.0001662188	0.0356083894	-0.0306563396	0.0091774145	0.00276066	0.0002691708	0.0149545895	0.0019153012	-0.0087338863	-0.0269421168	0.015118246	0.0021776005	0.0010394468	0.0093328189	-0.0242731132	-0.0048403779	0.0073320399	-0.0362847896	-0.0111444454	-0.0106468958	0.0010516906	0.0098919188	0.009940495	-0.0015429653	-0.0140088153	0.004671787	0.0161025674	-0.0014576269	0.0073226529	0.0137674385	-0.0277750099	0.0027497758	-0.0009350592	-0.0069690544	0.0080637758	0.0028251979	0.0892797743	0.0258640276	-0.0341068536	0.0224379457	-0.0344341204	-0.0091984215	-0.0285818606	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0142545736491541	0.0142433494939097	0.0002028730048056	0.0002031928699191	0.0156762624098973	0.0103864918162059	0.0002457452031439	0.0001078792122481	0.0423707310338343	0.0090871094481031	0.0017952788483415	8.25755581218046e-05	0.0012600785060489	0.0002460671344762	1.5877978414064278e-06	6.054903466932836e-08	0.0003567249888496	0.0002188111768999	1.2725271766974724e-07	4.787833113631934e-08	-0.0004362246246144	-0.0002661546597401	1.902919231199742e-07	7.083830290136843e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
