global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
1921.793458107308	n/a	n/a	3693290.0956240455	2589.2846549825467	n/a	6704395.024528086	n/a	2061.925657667981	n/a	n/a	4251537.417749535	2160.042715027718	1596.796379107148	n/a	n/a	n/a	n/a	-0.0574525197	-0.0325729797	0.037117526	-0.0176304683	0.0359524516	-0.0718593092	0.0275949412	-0.0251113611	0.0001687158	0.0309245961	0.0422219378	0.0431309239	0.0267110748	-0.0052561709	0.0060312419	-0.0079233433	0.004902164	-0.0155522504	0.0099079995	-0.0195031831	0.0251145176	-0.0248908579	0.0427401107	-0.0468017951	0.0072056041	0.0104943192	-0.0008545358	0.0166183422	-0.0513867791	-0.0002632432	0.0390628102	-0.0221082093	0.0113515437	-0.0239465959	0.0122351311	-0.0114995834	0.0485550516	-0.0069548676	0.0452762147	-0.0201220538	0.0329300205	-0.0193927915	0.0047097158	-0.0200258921	0.0347081699	-0.0085877812	0.0059333786	-0.0095962395	0.0006679149	-0.0160426025	0.0132445243	-0.0136286867	0.0434624611	-0.0154272299	0.0193011077	-0.0060749381	-0.0208444228	0.0204321337	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0031612150117723	n/a	n/a	9.993280350654542e-06	-0.0114621906219838	n/a	n/a	0.0001313818138546	0.0961202715143443	n/a	n/a	0.0092391065959912	-0.000638999910348	n/a	4.083208854247521e-07	n/a	0.00025700000131	n/a	6.604900067334001e-08	n/a	8.21114921005354e-08	n/a	n/a	6.7422971349762865e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1918.960525452156	-2.8329326551520357	8.02550742862676	3682409.498243615	2574.000944096991	-15.283710885555593	6625480.860212201	233.59181843325047	2059.201842694829	-2.7238149731520025	7.419168007967044	4240312.228957779	2155.6385036211	1572.7778909740164	0.732557	23.734549	0.1039884277235012	0.0535582986753082	-0.0506216932	-0.0787747915	0.0138830239	-0.0262922459	0.0461739589	-0.0371510176	0.0334698461	-0.014096339	-0.0043346556	0.0275739114	0.0711818276	0.0420094367	0.0038980406	-0.0162030408	0.0260132231	-0.0194991569	0.0120851448	-0.0458484375	0.0036780314	-0.0431411454	-0.0385739606	0.0407700588	0.0895532394	-0.0393574222	-0.0076763054	0.0169881558	0.0174414563	0.0444173285	-0.0632036987	0.0182350328	0.0375759374	-0.0145189564	-0.0035787802	-0.0618706472	0.0211834927	-0.0303726953	0.0560500914	-0.0138259414	0.056783747	-0.0233662264	0.0383492705	-0.0272182102	-0.0101380856	-0.057026278	0.0589092719	-0.0308025819	-0.0072086246	-0.0147371615	0.006972388	-0.0347601685	0.0184267213	-0.0342205157	0.0199006542	-0.0320063156	0.0290240606	0.0262461495	0.0373195576	0.0333218208	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0292539410738754	0.0260927260621031	0.0006808303533519	0.0008557930683537	4.602481936899494e-05	0.0115082154413527	0.0001324390226445	2.1182839979486122e-09	0.1366570886317717	0.0405368171174274	0.0016432335420117	0.0186751598733119	-0.0003090000160911	0.0003299998942569	9.548100994430007e-08	1.0889993020956522e-07	0.0004439999756147	0.0001869999743047	1.9713597834585424e-07	3.4968990389958455e-08	6.859800134073374e-08	-1.3513490759801657e-08	1.8261443251524475e-16	4.705685787943308e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1918.425648136896	-0.5348773152600188	0.2860937423797655	3680356.967429469	2552.884910096513	-21.116034000478063	6517221.364198482	445.8868919093457	2059.169129362785	-0.0327133320438406	0.0010701620934105	4240177.50332069	2152.2832573571795	1580.9053127374225	0.67714	21.939047	0.0890696882190599	0.0402053719247606	-0.0566881571	-0.0597585645	0.0262408195	-0.0191346083	0.0576193451	0.0064327578	0.0405583838	-0.0265066318	0.0388664541	0.0066466686	0.05910886	0.0299248027	0.0142603512	-0.0241132888	0.0256990728	-0.0274377766	-0.0042083622	-0.0414436958	0.0073233148	-0.0662668201	-0.0500787297	0.0263091596	-0.0505960304	-0.0241600279	-0.0152342127	0.0051536283	0.0192668509	0.0446282315	-0.0739500643	0.0124850745	0.0177083453	-0.0459700979	-0.0160534879	0.0116900284	0.0195080267	-0.0139384699	0.0550971934	-0.0102037049	0.0481547874	-0.0177641237	0.0353139452	-0.0286762154	-0.004015728	-0.0439456355	0.0503916817	-0.0200141303	0.0050043574	-0.0096598761	-0.0016554904	-0.0395159152	0.0002167348	-0.0186921819	0.021371168	-0.0310563853	0.0369954593	0.0150220584	0.017830746	0.0237816156	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	6.079529133273809e-05	-0.0291931457825426	0.0008522397606807	3.696067448232499e-09	1.5093512431008094e-05	-3.0931306937986847e-05	9.56745748891953e-10	2.2781411750499584e-10	0.1143441239847504	-0.0223129646470213	0.0004978683913392	0.0130745786898399	-0.0006395622111087	-0.0003305621950175	4.090398218782493e-07	1.0927136477485381e-07	0.0006809411898565	0.0002369412142417	4.6368090404318606e-07	5.614113900637856e-08	0.0001832181183931	0.0001831495203917	3.3543746819731445e-08	3.356887890750801e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1921.6843906920976	3.258742555201706	10.619403041082547	3692870.8974296586	2575.961755955473	23.07684585896004	6635578.968145205	532.5408147982012	2060.5472480136173	1.3781186508322207	1.8992110157716204	4245854.961296491	2155.091287705737	1586.4418084633292	0.648513	21.011543	0.023713988478517	0.0126857329018431	-0.0537641574	-0.0719163717	0.0170495163	-0.0150770528	0.0678734428	-0.0411689121	0.0330752843	-0.0507402016	0.0505095618	0.0124730627	0.0635721226	0.033523727	0.0275657735	-0.0284184489	0.0027723776	-0.0213954409	-0.011594591	-0.0446377485	-0.0220837819	-0.038029823	-0.0510093852	-0.0457234142	0.0443320092	-0.0330807545	-0.0112114459	0.0285622868	0.0057782954	0.032503718	-0.0761090381	0.0263576254	0.0199826853	-0.0124999879	0.0106151507	-0.0633909442	0.021136576	-0.014588441	0.0575181673	-0.0175137025	0.0497189665	-0.024888708	0.043425776	-0.0279480508	-0.0179700123	-0.0478764824	0.0533998885	-0.0227355299	0.0099764701	-0.0043665321	-0.009015012	-0.027299833	0.0143877689	-0.0284164022	0.0308561615	-0.0493723435	0.0531481141	0.0370223307	0.0283387038	0.0264062335	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	3.967061662990545e-05	-2.1124674702832635e-05	4.4625188130049707e-10	1.573757823796931e-09	-0.0105242485577861	-0.0105393420702171	0.000111077731273	0.000110759807706	0.1126666039610242	-0.0016775200237262	2.814073430002362e-06	0.0126937636481102	-0.000638999352288	5.628588206999527e-07	4.083201722244835e-07	3.168100520397416e-13	0.0006349992508043	-4.594193905220001e-05	4.032240485220223e-07	2.1106617638760606e-09	2.0288206858146097e-07	-0.0001830152363245	3.3494576726919374e-08	4.116113375189263e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1919.700059807497	-1.9843308846006948	3.937569059580176	3685248.3196249073	2569.742905637051	-6.218850318422028	6603578.601071954	38.67409928293776	2058.612054877975	-1.9351931356422936	3.744972472237053	4237883.592488918	2156.2846938392245	1585.1484961675767	0.649622	21.04747	0.0035218060962544	0.002364935816869	-0.0550480344	-0.0655132977	0.0223359132	-0.021027754	0.0651734641	-0.0252025476	0.0353429978	-0.0115428389	0.0216742958	0.0430999244	0.0573905162	0.0300814563	0.0164991738	-0.020892439	0.0036476243	-0.0308270206	-0.025615615	-0.0440795405	0.0042302671	-0.0682776879	-0.0508008718	-0.0341075986	0.0444363675	-0.029705814	-0.0015251598	0.0134370963	-0.0017639674	0.0141329461	-0.0731833563	0.0233497104	0.0138154804	-0.0161102506	0.0076077434	-0.0270333514	0.0167985292	-0.0163771631	0.0519852147	-0.0129464348	0.0496616353	-0.0176918795	0.0409555234	-0.0305609876	-0.0133475623	-0.0430693576	0.0506774285	-0.0183117229	0.0158687618	-0.0063036406	0.0017550467	-0.0303597089	0.0146072169	-0.0266551457	0.0194516179	-0.0429536702	0.0386122599	0.0220976155	0.0198463301	0.0134638827	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	4.528504349821105e-05	5.6144268683056e-06	3.1521789059551825e-11	2.0507351646348673e-09	-0.0100624236209654	0.0004618249368207	2.13282272269444e-07	0.0001012523691277	0.1126706009740559	3.997013031706298e-06	1.5976113175629968e-11	0.0126946643238549	-0.0006390135888659	-1.423657789996046e-08	4.083383667552775e-07	2.026801503016426e-16	0.0006539863274583	1.8987076654000028e-05	4.276981165023948e-07	3.605090798648729e-10	4.22089632273571e-05	4.200608115877564e-05	1.7645108543176456e-09	1.781596576728384e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1918.17406667881	-1.5259931286868778	2.3286550287995658	3679391.750079124	2568.854590557992	-0.8883150790588843	6599013.9074308695	0.7891036796833919	2055.69923915804	-2.9128157199347697	8.484495418299112	4225899.361874945	2154.840227399553	1582.200321002979	0.642228	20.807924	0.0308209822914172	0.0204122521094137	-0.0487127544	-0.0578153885	0.0161032967	-0.0195394289	0.0455502088	-0.0195608678	0.0328061317	-0.0126502053	-0.010722036	0.0453825273	0.0508133371	0.0224406549	0.0045784004	-0.0411282804	-0.0082969116	-0.0110780611	0.0087097836	-0.033561564	-0.0250271791	-0.0509237647	-0.0410995479	-0.0157030552	0.0927133714	-0.028898257	-0.0084125277	0.0291183722	-0.0180632675	0.0260336972	-0.0396410827	0.0288108054	0.0534495505	-0.0040520933	0.0152908719	-0.0843903977	0.0174213217	-0.017659125	0.0477827896	-0.0123214787	0.0469539007	-0.0208335476	0.0313673161	-0.0259090122	-0.0104899915	-0.0448226398	0.0425014789	-0.0169686113	0.0075018789	-0.0057963467	0.0047602044	-0.0107919588	0.0202970637	-0.0273889603	0.0263698129	-0.0402584944	0.0425381949	0.0251329784	0.011757483	0.0170268723	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	1.087524621823377e-05	-3.440979727997728e-05	1.184034148849132e-09	1.182709803072079e-10	-0.0130415136764128	-0.0029790900554474	8.874977558465594e-06	0.000170081078972	0.0954648340264228	-0.017205766947633	0.0002960384162562	0.0091135345356924	-0.0006389850176863	2.8571179599935423e-08	4.083018528275612e-07	8.163123037317661e-16	0.0005390172991757	-0.0001149690282826	2.905396488106661e-07	1.3217877464245289e-08	-5.4827747131578686e-05	-9.70367103589358e-05	9.416123157283995e-09	3.006081855524335e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1917.4278929504685	-0.7461737283415459	0.5567752328671232	3676529.7246644734	2566.5610520383143	-2.2935385196778952	6587235.633840019	5.260318941246271	2052.2591012299245	-3.440137928115746	11.834548964460495	4211767.418581057	2156.5345271183896	1580.2702328530115	0.654063	21.191355	0.0788016295072204	0.0365236712463832	-0.0404276249	-0.0238028634	0.0228873464	-0.0163985774	0.0214209263	-0.0299892985	0.0124125425	0.0063964331	0.0078059775	0.0203171065	0.0072611754	0.0073362471	0.0027435855	0.002491604	0.0197878056	0.003569014	-0.0092612312	-0.0086183549	-0.0057362932	-0.035885014	0.056083558	0.0253034317	-0.0122229241	-0.0188414645	0.010181041	-0.0016346974	-0.0173206125	-0.0006465603	-0.0102292391	-0.0143034529	0.0136344096	-0.0113870142	0.0639347279	-0.0245479943	0.0097264429	-0.0003168733	0.0449103512	-0.0119812714	0.0321574674	-0.0171042612	0.0171111841	-0.0147398514	-0.0158988701	-0.027252841	0.0237571093	0.000465132	0.008152823	-0.0061455171	-0.0005445125	-0.0005991577	-0.0023134269	-0.0144901579	0.0119757868	-0.0092383754	0.0060101326	0.0012812824	0.0005819805	0.0186588305	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.009403329292013	-0.0094142045382312	8.862724708765358e-05	8.842260177402972e-05	-0.0186106756226536	-0.0055691619462407	3.10155647834566e-05	0.0003463572471316	0.0664892823187983	-0.0289755517076245	0.0008395825967612	0.0044208246632688	-0.0003400482119768	0.0002989368057095	1.1563278646861873e-07	8.936321380779937e-08	0.0007549785232148	0.0002159612240391	5.699925705156004e-07	4.663925028846637e-08	0.0001271284494223	0.0001819561965538	3.3108057464353735e-08	1.616164265251829e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1920.006161249444	2.578268298975445	6.647467421501734	3686423.6592358258	2558.69324574572	-7.867806292594196	6546911.125824768	61.902375857784826	2058.027025157822	5.767923927897755	33.26894643801546	4235475.236279955	2154.293531768176	1578.622217458279	0.62865	20.367994	0.067011500791634	0.0329575540760341	-0.0333458405	-0.0291919233	0.0249346496	-0.0192360495	0.032256818	0.0062589718	0.0285246757	0.0158070634	-0.0298132018	0.0328850848	0.0048038222	0.0324992831	0.0132230592	-6.82212e-05	0.0191805787	-0.0128299524	0.0185482915	-0.0221845338	-0.0287235618	-0.0210257009	0.0065759539	-0.0059693915	0.0135957303	-0.0286876432	0.0019375602	0.005060708	0.0238905406	0.0258938625	-0.0265316083	0.004184543	0.0250674251	0.0269791062	-0.0136376437	-0.0149923578	0.0064930213	0.0014195369	0.0401354659	-0.0158552466	0.0286201087	-0.0216529215	0.0106908413	-0.0149206195	-0.0199167976	-0.0285735675	0.0226798975	-0.0106520957	0.0222052167	-0.0060118343	-0.0014029346	-0.0085309709	-0.0001408453	-0.0156825153	0.0282019849	-0.0156646852	0.004232869	-0.0111301101	0.0023291494	0.0293012084	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0232489461055678	-0.0138456168135548	0.0001917011049477	0.0005405134950195	-0.0187062467506962	-9.557112804259998e-05	9.133840515335042e-09	0.0003499236674979	0.0453443928332717	-0.0211448894855266	0.0004471063513551	0.002056113961418	-0.0001905637310424	0.0001494844809344	3.631453558880016e-08	2.2345610040227006e-08	0.0012209906824636	0.0004660121592488	1.490818246662928e-06	2.1716733256772898e-07	0.0001041166223153	-2.3011827107e-05	5.295441868024598e-10	1.0840271042346828e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1921.3200491034884	1.313887854044424	1.726301293005461	3691470.731087031	2569.1294484239943	10.436202678274183	6600426.122759378	108.91432634201728	2054.9141286371664	-3.112896520655795	9.690124748310955	4222672.076072645	2153.955892757493	1585.787328852943	0.667704	21.633318	0.0909662571947408	0.0393495676652054	-0.0349046365	-0.0329141182	0.024705491	-0.0145681184	0.0269642293	-0.0215458143	0.0124821393	-0.0175031356	0.0710846383	0.0086821611	0.0180714671	0.020454597	0.0129157596	-0.0140358681	0.004527336	-0.0075118992	-0.0032374036	-0.055833972	-0.0170820044	-0.0118774506	0.0283692724	-0.0368017371	-0.0304250006	-0.0201339468	0.0023531728	0.002860121	-0.0035412605	0.0220798546	-0.047816545	-0.0146011117	0.0083199218	-0.0090880006	0.0225621391	0.0091730219	0.0102937882	-0.0061978825	0.0363779317	-0.0137068388	0.0318865221	-0.0159780948	0.010694301	-0.013126312	-0.0144408543	-0.0309079746	0.0215625931	-0.0025662199	0.0168850205	-0.013901441	0.0014860842	-0.0105341732	0.0026853717	-0.0196297713	0.0098629594	-0.0259040282	0.0101236849	-0.0084146056	-0.00266498	0.0159912079	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0024643604833869	0.0207845856221809	0.0004319989994857	6.073072592078916e-06	0.0050123203050134	0.0237185670557096	0.0005625704231761	2.512335484004962e-05	0.066620645446747	0.0212762526134753	0.0004526789252724	0.0044383103997411	-0.000367172119589	-0.0001766083885466	1.3481536540347896e-07	3.119052290502684e-08	0.0011019473171118	-0.0001190433653518	1.214287889689894e-06	1.4171322834282168e-08	0.0003122019064844	0.000208085284169	4.329948548773509e-08	9.747003041249405e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1921.78354073036	0.4634916268717006	0.2148244881801757	3693251.97742212	2568.170196208548	-0.9592522154462132	6595498.1566938525	0.920164812838468	2058.807029511537	3.8929008743707527	15.154677217676571	4238686.38476612	2152.4328730177467	1582.3132897799287	0.681185	22.070108	0.1013460909328237	0.0409562355362755	-0.0297820012	-0.041491759	0.0195565577	-0.0205496761	0.0329061839	-0.0173017208	0.0191013545	-0.0270439221	0.0314002512	-0.0133288126	0.0235408748	0.0286436437	0.0142445996	-0.0301615103	-0.0206713221	0.0094814934	0.0044412424	-0.046256276	-0.0317633949	-0.0278946543	0.0049664999	0.0374228005	-0.0050261467	-0.02915933	-0.0070213747	0.0074960449	-0.010217351	0.0352707171	-0.0350071333	0.0295264041	0.0273924411	0.0072581904	-0.0009577377	-0.0314903469	0.0107984216	-0.0061051516	0.0311700993	-0.0122183266	0.0344981426	-0.0212893309	0.0195679868	-0.0184692968	-0.0214651905	-0.0255089719	0.02242454	-0.0218571304	0.0067128327	-0.004561565	-0.0018392037	-0.0066513348	0.0146900304	-0.0163564643	0.0210420915	-0.0249213265	0.0013820728	0.0015833868	0.0301425396	0.0233401111	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0060669598547633	0.0085313203381502	7.278342671213526e-05	3.680800187930952e-05	-0.0187215100038002	-0.0237338303088136	0.0005632947011275	0.0003504949368223	0.0735844361227577	0.0069637906760106	4.8494380579293415e-05	0.0054146692395042	-5.295846992151536e-05	0.0003142136496674	2.804599536428047e-09	9.873021763736078e-08	0.0006200034777286	-0.0004819438393831	3.844043123955586e-07	2.322698643194197e-07	-0.0001339835966619	-0.0004461855031463	1.990815032179169e-07	1.7951604174458698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
