global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
2023.667815653139	n/a	4095231.428110347	n/a	2695.793769836426	n/a	7267304.049488888	n/a	2100.649786428244	n/a	n/a	4412729.525221027	2316.711632733501	1559.0189557261906	n/a	n/a	n/a	n/a	-0.0661420516	0.0447728918	-0.1325120125	0.0210683405	-0.0177670655	0.046052289	0.1135763917	-0.030925152	0.0859828704	-0.0761075834	-0.0942387893	-0.1654052908	-0.0252119888	0.1011781325	0.0627850627	-0.0449335138	-0.1332497054	-0.1103622347	-0.0850541282	-0.0173269785	0.0683735219	0.080027164	-0.0044437473	0.0376659611	0.0213171721	0.1487186031	-0.0787483343	-0.0179318476	0.0182547334	-0.0662623963	-0.0798560598	0.0440211641	0.0288249809	-0.06435754	0.0460123166	-0.0417047214	-0.0193136103	-0.0143856581	0.0928362544	-0.0730133145	0.006895453	0.1223228712	-0.0684870482	0.0498130639	-0.0612183989	0.0100040942	-0.0346907626	0.0467869657	-0.0940548408	-0.016193288	0.0811211021	-0.1772966365	0.0588999878	-0.0338799605	0.2312332268	-0.0172722342	0.1097350277	-0.1483124343	0.0969350367	-0.0041714016	0.060402628	-0.0182138151	0.1239213185	-0.0528742424	0.1107221078	-0.0284968279	0.0877567633	-0.0488934296	-0.054324569	0.0537345703	-0.0304888675	0.017200889	-0.0134078868	0.0057552079	-0.0257552476	0.0312426852	-0.0142010493	0.0143532692	-0.1112961902	0.0379456994	-0.1638866839	0.0494051608	-0.0066635636	0.0256948775	-0.070087415	0.0692102236	-0.0147299413	0.0361364471	0.0198111611	-0.0251242969	-0.084654352	0.0682337076	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0289726489689741	n/a	0.0008394143882793	n/a	2.548057675255677e-05	n/a	6.492597916429365e-10	n/a	2.624694259623084e-05	n/a	n/a	6.88901995649837e-10	0.0004560002750058	n/a	n/a	2.0793625080536522e-07	-0.0005410002080088	n/a	2.9268122506556484e-07	n/a	1.233481270977179e-07	n/a	n/a	1.5214760458514764e-14	0.0	0.0
2031.0245678080405	7.3567521549014145	4125060.7950398377	54.12180226864661	2693.3295249938965	-2.464244842529297	7254023.930203848	6.072502643932239	2102.023780117516	1.373993689271629	1.8878586581582608	4418503.97217953	2315.1510168394	1598.3935545768593	1.12741	26.339081	0.0748710958506183	0.0381545494155062	-0.0303065113	-0.0226435359	-0.1059935724	-0.0654434869	0.0804368518	0.0716915964	0.0605067865	-0.0072598015	0.0678576793	-0.0256037075	-0.0434896277	-0.1813756518	0.0937016511	0.1700289604	0.0724124203	-0.1690658361	-0.0898050192	-0.0220198503	0.0105607245	0.0867755396	-0.0258331579	0.0345232113	-0.0348375562	-0.0620381401	-0.0047236753	0.0300909188	0.0198057504	0.0426108022	-0.0591641275	0.0390479075	-0.0010821561	0.0182561797	0.0311511407	-0.0666024053	0.0439401696	0.0241479903	-0.0661573948	-0.0399165627	0.0834797886	0.0571828343	-0.0085607098	0.115875147	-0.0517697742	0.025651726	0.0366228999	-0.083875642	0.0028058613	0.0713284026	-0.1272929488	0.0414425283	0.0612611935	-0.1429312396	-0.0492013636	0.091514212	0.2379889879	0.0984892577	0.0611130551	0.1103119016	0.1009261466	-0.0221071718	-0.0170465596	-0.0027406963	-0.0257685072	0.0527145085	0.1765437168	-0.0107059244	-0.0960064386	-0.0808236763	0.0120934503	0.0423931486	-0.1001436532	0.0033422316	-0.0099363111	-0.092441761	-0.0391410192	0.0917644714	0.0125821083	0.0691414946	0.1116837899	0.0975027093	-0.1650533903	0.1732787901	0.0293168749	0.079201185	-0.0252616229	0.1054533662	0.0309035823	0.0794969052	0.0059118692	-0.0756915326	0.0360046276	-0.0398936802	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.031814967279331	-0.0028423183103569	0.0010121921429849	8.078773377390121e-06	0.0145636703885401	0.0145381898117875	0.000212100495186	0.0002113589630035	-0.0186745005622128	-0.018700747504809	0.0003497179572386	0.000348736971248	0.0007049162765579	0.0002489160015521	6.195917582868508e-08	4.969069569562538e-07	-0.0008770670362314	-0.0003360668282226	7.692465860437319e-07	1.1294091303159853e-07	-0.0001906906265715	-0.0001908139746985	3.64099729402771e-08	3.6362915062231275e-08	0.0	0.0
2029.3964788518888	-1.6280889561517142	4118450.0683764447	2.6506736491431786	2688.9558023725235	-4.373722621372963	7230483.307112861	19.129449568709585	2104.1600290506826	2.1362489331668257	4.563559504456401	4427489.42785457	2308.2358669471414	1633.7215992084518	1.080006	25.2316	0.087832194004592	0.0410233374643098	0.0260080024	0.0075424051	-0.0576153007	-0.1259248156	0.0605993064	0.016439653	0.0463219047	0.1403500343	0.1248063952	0.0546970256	0.2150819324	0.0533355097	0.0137509905	0.0367342958	0.0287552761	-8.50534e-05	-0.0821820152	-0.0161113141	0.0861833866	0.1460993932	-0.0283490215	0.0106599595	0.0588760008	0.117478208	-0.044879915	0.0385340423	-0.0317668504	-0.0681917448	0.0707809589	0.0464477911	0.0083406358	-0.075819644	0.0965219276	0.0241241405	-0.0216240092	-0.0050437848	0.0293019661	-0.0954653143	0.0434924084	-0.0468904623	-0.0170664501	0.0914989245	0.1022424599	0.0044649365	0.1448673308	-0.1380146436	0.100352983	0.0286601616	0.0415131252	0.0933663443	-0.0422842996	-0.0155204637	0.0183326871	-0.0132041382	-0.1419458204	-0.0340674744	0.0227354059	-0.093412926	-0.0309684234	-0.0369332235	0.1550923605	-0.0293768126	-0.0711050622	-0.17475607	-0.0916464785	0.0498409189	0.0782762116	-0.0492587152	0.0262577196	0.0204939854	-0.0766903308	-0.0931243792	-0.0807868285	-0.1078060678	-0.0364293435	0.0762810645	-0.04550416	0.0965781598	-0.0025674282	-0.0068542998	-0.0557318007	0.1339057948	-1.86e-08	0.0849348561	-0.0416701464	0.096036057	0.0367826974	0.1265668139	0.0390086158	-0.0584237886	0.0224545647	-0.0326693615	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0287470626587662	0.0030679046205648	0.000826393611507	9.412038760882854e-06	0.0408516838070625	0.0262880134185224	0.0016688600698722	0.0006910596494924	-0.047000273664679	-0.0283257731024662	0.0008023494218523	0.0022090257245547	0.0007139996580569	9.083381498999931e-06	8.250781945637427e-11	5.097955117053701e-07	-0.0004740002050434	0.000403066831188	2.2467619438118522e-07	1.624628704039357e-07	1.6921800227389814e-07	0.0001908598445737	3.6427480270725144e-08	2.8634732293568995e-14	0.0	0.0
2024.720302855575	-4.676175996313759	4099492.304795572	21.866621948500978	2691.979732513428	3.0239301409046675	7246754.880263069	9.144153497071722	2099.585160968684	-4.574868081998829	20.92941796769165	4408257.848159893	2319.663473789129	1654.0781161150746	1.132608	26.460506	0.0311385117569421	0.0223726514256356	-0.062800959	-0.0401386091	0.0519141789	-0.1407912303	0.1181205173	0.0437298342	-0.0048136908	0.0387482579	0.069611888	-0.0175666726	0.1266744217	-0.0851851806	-0.0434204226	-0.0478655453	-0.0328673804	0.0255303929	-0.0634200835	0.0571461148	0.0200174043	0.1001191955	-0.067693163	-0.1340620639	0.0051968762	0.0261036535	-0.015125579	-0.0134712203	-0.0303407856	-0.015471219	0.0480911437	0.0951197098	0.0219040969	0.062991888	-0.0219885079	0.0142717806	-0.030563916	0.0573623856	-0.0750681058	-0.0369897379	-0.0458267267	0.0151187177	0.1520733209	0.005545468	0.0022258652	0.0832678722	0.0293650492	-0.1632930036	0.063469133	-0.0898493854	-0.0015373012	0.080917319	-0.056497949	0.0437886895	-0.0004695576	-0.1023749705	-0.0284457543	-0.0271886537	-0.0378490519	0.0209018346	-0.0289317984	0.0788431394	-0.0146059338	0.0760619995	0.0388188573	-0.1647186162	0.0401823133	0.0198204071	0.0508514137	0.0242958104	0.0571738206	-0.0204122971	-0.0500616134	0.0333584745	-0.0431438507	-0.1293519624	-0.0220524337	0.0713728845	0.0207741181	0.1439735892	0.0663012892	0.0719376305	0.026520729	0.0916493017	0.0309283108	0.1067458127	-0.014387925	0.0284100795	0.0128698346	0.0816544017	-0.021589628	-0.0387280215	-0.0460306818	-0.0308482199	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0299709217422616	-0.0012238590834953	0.0008982561500807	1.4978310562541976e-06	0.0455968854555237	0.0047452016484611	0.0020790759632441	2.251693868455888e-05	-0.0681949162317323	-0.0211946425670532	0.0004492128735451	0.0046505465998529	0.0007169872413296	2.987583272699972e-06	8.925653811316676e-12	5.1407070422943e-07	-0.0004990184819049	-2.5018276861500055e-05	2.490194452826711e-07	6.259141771186691e-10	-5.132109102217201e-05	-5.149030902444591e-05	2.6512519234329362e-09	2.633854383706064e-09	0.0	0.0
2019.962602423688	-4.757700431887088	4080248.915190278	22.63571339957858	2714.370317186628	22.39058467320001	7367806.218823836	501.3382820077392	2098.639179646468	-0.94598132221563	0.8948806619808314	4404286.406347201	2324.2703883684853	1701.253026784293	1.227582	28.67935	0.097081626511069	0.043487597430085	0.1198138799	-0.0423052298	0.0747047749	-0.1018427495	0.0603307388	0.0669046176	-0.1284829135	0.1004065758	0.0054372937	-0.076817144	0.0344735207	-0.0953370909	-0.0469954089	0.041935797	-0.0161047162	0.0101754443	-0.0085210818	0.0641446826	0.1263389706	0.0037723706	-0.0359364011	-0.106459407	-0.0786068899	-0.0368890877	0.0121714398	0.0472921128	-0.0459095599	-0.0199989524	-0.0667110143	0.0540100455	0.0073906296	0.0396962229	-0.0262320091	0.1200477475	-0.0247298666	-0.0049177893	-0.0930461429	0.020595669	-0.0778568028	0.0008305681	0.002618548	-0.1068356689	0.1153558758	0.0428079195	0.0081651822	-0.1224469792	0.0434522933	-0.0574176315	-0.1179668122	-0.0236051119	0.0333334822	0.0201123897	0.0084521084	-0.0209015156	0.0697844998	0.0414983387	-0.1358984752	0.0572477458	0.0894103183	-0.103966829	0.0171860508	0.0657386866	0.0880519952	-0.0836452996	-0.1675583457	-0.0234403648	0.051151256	0.0613226025	0.0246207829	0.0084848542	-0.0516952621	-0.1341120952	-0.0161445417	-0.053147184	-0.035389128	0.0460118877	0.0600759554	0.1130160582	-0.0298561692	0.0364483671	0.0575664931	0.0914620238	-0.0414337438	0.0696545429	-0.0237377801	-0.0607397736	0.1032289634	0.0388916533	-0.0564978598	0.0569149761	-0.0481092819	-0.0155832248	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0214713171203584	0.0084996046219032	0.0004610174588829	7.224327872867823e-05	0.0283394584235736	-0.01725742703195	0.0008031249037414	0.000297818787763	-0.035356611207483	0.0328383050242492	0.0010783542768656	0.0012500899560771	0.0004628652076712	-0.0002541220336584	6.457800799068097e-08	2.142442004725031e-07	-0.0006550952034101	-0.0001560767215052	4.291497255309203e-07	2.435994299581176e-08	-0.0004108481325179	-0.0003595270414957	1.292596935666709e-07	1.6879618799344594e-07	0.0	0.0
2012.7078731918548	-7.254729231833153	4050992.98280848	52.63109622721445	2687.873436519078	-26.49688066755016	7224663.610744879	702.0846851103934	2093.767821239824	-4.871358406644049	23.730132725981647	4383863.68925936	2316.637089583221	1634.873046894242	1.205245	28.157484	0.0402446187977043	0.020137461264272	-0.0549511885	0.0028552324	0.0820242855	-0.088166191	-0.028115532	0.0826619114	-0.0255947793	0.0121793523	-0.0657975627	-0.0468496043	0.0769142652	-0.0123842497	-0.0219215896	-0.0404210606	0.054044055	-0.0329131744	0.0245685474	0.077258242	-0.0307194524	0.066893371	0.0141067742	-0.0151504992	0.0844050913	-0.1141766	0.0098018669	-0.0274346724	-0.0686645479	-0.0208591643	0.0596457575	0.1172097112	0.0154522682	-0.0414836617	-0.0045865741	-0.0533385451	0.0754113562	-0.0112738516	-0.0055275824	0.013582035	0.0067970395	-0.0392368953	-0.0040110444	-0.0632173341	-0.0251300999	-0.0102880201	0.0064038594	-0.0788168971	0.0011939565	-0.0863554173	-0.0038238688	0.0512504133	-0.0429325983	0.0864244084	-0.0431650503	0.0650118545	-0.0106238496	-0.0857935948	0.0248779722	0.0559267284	0.0510982908	-0.106247565	-0.0176795809	0.0093532052	-0.1207036151	0.0733556709	0.0095498547	0.1126188132	0.0518511858	0.0618393073	0.0926247596	-0.0510548762	-0.0285762825	0.0369744957	-0.0670652309	-0.0329690878	0.0030593006	-0.0473426747	0.0828873016	0.0436752819	0.0595540244	0.059178302	0.021586936	0.0876848876	-0.0017113908	0.0194623184	0.0223842144	-0.0048221609	0.0632657893	0.0449768607	0.0581919175	-0.0172865122	-0.0280511508	0.0017373671	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0220022991077968	-0.0005309819874383	0.0004841011660289	2.819418709840313e-07	0.0423043300993839	0.0139648716758102	0.0017896563451576	0.0001950176409218	-0.0312133946617123	0.0041432165457706	1.716624334514807e-05	0.0009742760063078	0.0007329115454423	0.0002700463377711	7.292502454358304e-08	5.371593334426206e-07	-0.0006161047722756	3.899043113449999e-05	3.7958509042076897e-07	1.520253720054186e-09	-0.0002877739296498	0.000123074202868	1.5147259411618225e-08	8.281383458608807e-08	0.0	0.0
2014.7212098985	2.0133367066453047	4059101.553614876	4.053524694325362	2694.766433170864	6.892996651785779	7261766.12934442	47.51340284152997	2098.208512506565	4.4406912667409415	19.71973892650927	4402478.961955013	2317.638738688011	1660.7455698689175	1.082955	25.300507	0.0684328219719598	0.0298082612870029	0.0625755085	-0.0508650671	0.04933896	-0.0261487709	-0.0412999247	-0.0377286856	-0.0995732053	-0.034411986	-0.0014554787	-0.0025887014	0.0417025566	-0.0208144363	0.0181922338	0.0979042801	0.0382540557	-0.0320666189	0.0271791975	0.0968587975	0.0722535126	-0.0091612755	0.0088476875	0.1477666356	-0.0207826706	0.0074907338	0.0936215521	0.0329680886	-0.011856122	-0.0482077345	-0.0030392672	0.0976728291	0.012395919	0.036324762	0.0286846216	0.0362999974	0.0397203866	0.0222892283	-0.0755198023	0.0826854907	-0.0760088135	-0.0236168398	-0.023097433	-0.0919359941	0.0196082169	0.0547494206	0.002311917	0.0180996878	0.0130864248	0.0591170162	-0.0865938589	0.0164095836	0.1121149714	0.00731347	-0.0724796876	0.0641589808	-0.042881294	-0.1143583978	0.0265723189	0.0716831067	0.0612677869	-0.0706153507	0.0082494711	-0.0127782544	-0.0492911307	-0.0756488924	-0.0907443185	0.0944054255	0.1439576921	-0.0052195074	0.0378782062	-0.0145125129	0.0088051222	-0.0703145673	0.0363760858	-0.0559945839	-0.0377528497	-0.0287119015	0.0044613839	-0.0119629321	-0.0670903513	-0.0024981908	0.0475400923	0.0881026606	0.0144888153	0.0353792879	0.0009445453	0.0599873561	-0.0029118509	0.0600068377	0.0488261614	0.0902734347	0.0081657887	-0.0703127863	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0039359851049169	0.0180663140028798	1.54919787461277e-05	0.0003263917016506	0.0214180017861451	-0.0208863283132388	0.0004587308005113	0.0004362387104084	-0.0437219939609434	-0.0125085992992311	0.0001564650564287	0.0019116127559207	0.0007888874251805	5.597587973820003e-05	3.1332991124654332e-09	6.22343369607919e-07	-0.0004976784002157	0.0001184263720599	2.4768379004125843e-07	1.4024805599269882e-08	-0.0004528032849839	-0.0001650293553341	2.723468812198864e-08	2.0503081489221098e-07	0.0	0.0
2012.09701352722	-2.62419637128005	4048534.391845158	6.886406595039381	2682.8647989545548	-11.901634216309048	7197763.529469464	141.6488970188183	2095.979298311121	-2.229214195444001	4.969395929169046	4393129.21894878	2310.4465864644403	1640.9999699153636	1.016588	23.74999	0.0964268290005379	0.0413267542978797	0.0063403425	0.0313686437	0.0430091429	0.0111417189	-0.0227868791	-0.0617652911	-0.0421831932	-0.0055318481	-0.1147203861	-0.0114028092	-0.0003752714	0.0616206428	0.0202600158	0.0187868944	-0.0302541547	-0.0796857124	0.020110066	0.0447221425	0.0394813394	-0.0151774747	-0.0172124985	0.0096668338	-0.1026326734	-0.0337764131	0.0275085036	0.0057119656	-0.007522253	0.0287327097	-0.0739759412	-0.0588511707	0.108706387	0.0349220052	0.0435218588	0.0128236772	0.0367741116	-0.0156071271	-0.0184759448	0.0544901567	0.0118349428	0.0279098842	-0.0371583369	-0.0455647501	0.002914415	-0.0693984208	0.014565152	0.0719121595	-0.0098573185	0.0316163072	-0.0451249873	0.0813793414	0.0743927188	0.0777505818	-0.0790018882	-0.037309505	0.0357834451	0.0631786143	-0.0272217477	0.0210164395	0.0226110105	0.0002708508	0.0317963297	0.0806643206	0.0075764715	-0.0252420319	0.0423047355	0.0303596635	-0.061353545	0.0812969122	0.0367981348	-0.0321978163	0.0694231442	0.0229027624	-0.0308771508	0.0101203173	-0.0104712864	-0.0555623072	0.0030195336	-0.0244779878	0.1010915009	-0.0202706748	0.0508661214	0.0114359	0.0350735791	0.0494717473	-0.0532094857	0.0171997194	0.0327680062	-0.0992895914	0.0342005737	0.0018272383	0.0096818057	-0.095853806	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0263220503080248	-0.0223860652031079	0.0006928503324181	0.0005011359152777	0.020607832645112	-0.000810169141033	0.0004246827663289	6.563740370823076e-07	-0.0261086992270165	0.0176132947339269	0.0003102281513841	0.0006816641753268	0.0004989415502426	-0.0002899458749379	8.406861039350436e-08	2.4894267055848895e-07	-0.0009860293457628	-0.0004883509455471	9.722538707054151e-07	2.384866460167466e-07	-0.0001187541070195	0.0003340491779644	1.1158885329869143e-07	1.410253793399886e-08	0.0	0.0
2010.2038778216647	-1.8931357055553235	4040919.6304092575	3.5839627996484524	2679.983583177839	-2.881215776715635	7182312.00610273	8.30140435199508	2086.972015124409	-9.007283186711902	81.13115040562292	4355452.191912437	2305.79764629108	1615.5017836716256	1.023194	23.904335	0.0871242206863164	0.0389868434762215	0.0203502206	-0.0059290778	-0.0122535189	0.0525871244	-0.0236795866	0.0336411881	-0.0495724058	-0.0283081087	-0.0338248618	0.0633293217	-0.1075870018	0.0100844253	-0.0385849149	-0.009902727	0.055292118	-0.0980247364	0.0689851646	-0.0671778845	0.0224636249	-0.0173804606	0.0745072999	-0.112303505	-0.0590954493	0.0125956417	-0.0768510019	-0.0854637689	0.0109151869	-0.0163955525	-0.029529849	-0.0062640227	0.0934245101	0.0477949955	-0.0426011458	0.0465705363	-0.0147040423	-0.0204598834	-0.0201139425	0.0098120605	0.0118761243	0.0129156559	0.0254051616	-0.0347370918	0.0427929447	-0.0026396897	0.0118777058	0.1071053732	-0.1021590364	-0.066363833	-0.0854667075	0.0098827738	0.077286438	0.017123965	-0.0039313705	-0.0309077123	0.0235615701	0.0080443096	-0.0296486113	0.0158467699	-0.0608164889	-0.0660999972	-0.0373644614	-0.0178888867	0.0616047136	-0.0255386528	-0.0948092186	-0.049441007	-0.1086246619	0.0359375901	-0.0297317329	0.0249513445	0.0767097642	-0.0146164602	0.0323303737	0.0241037528	-0.0309051449	-0.0779842915	0.0426154905	0.0411892497	-0.1043146365	-0.0722470392	0.0250077787	-0.0127495695	-0.0326979181	0.0002524684	0.0056858666	-0.0179685956	-0.0111954516	-0.1369956683	0.0630027207	-0.0363426556	0.0008244403	0.0163386026	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0199442451168465	0.0063778051911782	0.0003977729132808	4.067639905662086e-05	0.0004780447639092	-0.0201297878812028	2.285267963010028e-07	0.0004052083601422	-0.0200033132487362	0.0061053859782802	3.727573794378168e-05	0.000400132540927	0.0003117905762593	-0.0001871509739833	3.5025487062897845e-08	9.721336344410637e-08	-0.0006291034683842	0.0003569258773785	3.957711739330302e-07	1.2739608194248333e-07	-0.0006649020883707	-0.0005461479813511	2.982776175339906e-07	4.420947871197181e-07	0.0	0.0
2006.5695675979744	-3.6343102236903633	4026321.4296103218	13.208210802020298	2674.882414136614	-5.101169041225148	7154995.92945732	26.0219255871539	2094.278998366925	7.306983242515798	53.39200410640669	4386004.52300077	2313.339805301004	1634.265604298172	0.98971	23.122076	0.0648535930804111	0.0354249077088952	-0.0081771417	0.0525737299	0.0367571528	0.0161625763	-0.0581002569	0.025602111	0.0260237944	-0.0367704684	-0.0655214592	-0.0304361866	-0.0999329594	0.0216420803	0.0377185966	-0.0828488008	0.0313444315	-0.091074858	0.0161137736	-0.0117474413	-0.088737895	-0.1342182915	-0.1032203664	0.0327271062	0.0203339241	-0.0378205237	0.0160354657	-0.0630361165	0.0338272112	-0.0574700051	-0.025700564	-0.030153682	0.0534681389	-0.0015660404	0.0144442106	0.0975619309	0.0699603907	0.0046057488	-0.0066076964	0.000685161	-0.104056448	0.0139150178	-0.0832237827	-0.0168229798	-0.0132833474	-0.0427825244	-0.0670254669	0.0164628654	-0.0226872836	-0.0440473065	0.0665682939	-0.0223922142	-0.0133471179	0.0644496165	-0.0981820269	0.0627810807	0.0250739663	0.1170446119	0.0190439658	-0.0541700258	-0.0138855462	-0.0537011977	0.0849114134	0.0369268328	-0.0319227593	-0.0510498174	0.0983165111	0.0214743075	-0.0378669536	-0.0374372714	-0.0090039416	0.0615304771	0.0151076409	0.0810541669	0.0012515307	0.0818191726	-0.0082839271	-0.0451691256	0.0486424958	-0.0197734576	-0.0011558484	0.048986899	0.058944416	-0.0022205518	0.0029514495	0.0394776305	-0.0108909881	-0.0861502754	0.0711552964	-0.0752855113	0.0418738598	-0.0173813734	-0.053950353	0.0793972635	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0190037083505245	0.000940536766322	0.0003611409310717	8.846094088034465e-07	0.0009457255098226	0.0004676807459133	8.943967399292166e-07	2.187252800981142e-07	-0.0029654309193105	0.0170378823294257	0.0002902894342713	8.793780537202717e-06	-0.0001736670202364	-0.0004854575964956	2.3566907799538185e-07	3.0160233917790174e-08	-0.0008159645532181	-0.0001868610848338	6.657981521084136e-07	3.4917065025301964e-08	-0.0004090709049253	0.0002558311834453	6.544959442307389e-08	1.6733900525640381e-07	0.0	0.0
