global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59
1864.627326591471	n/a	n/a	3476835.067071656	2492.931439682773	n/a	n/a	6214707.162958824	1954.6673264516608	n/a	3820724.357097684	n/a	2057.2054766368474	1589.6481607624562	n/a	n/a	n/a	n/a	-0.0215344476	-0.051659113	-0.009701882	0.0103066761	0.0495442954	0.005721046	-0.0183619081	-0.0219834417	-0.0293899351	-0.0188334736	0.0127627435	0.0258136794	-0.0305970098	0.0133815416	-0.0173460852	0.0322956943	-0.036537755	-0.0086854048	0.000622593	-0.0033526545	0.0040026499	-0.0111565431	-0.0214846793	0.0178290846	-0.0187495783	0.0341561975	-0.0285375837	0.0107676694	-0.0285269963	0.0141380119	-0.0065165563	0.0039563644	-0.0487404385	0.0095780159	-0.0255406234	-0.0216110641	-0.0088371111	0.05226759	-0.0336341125	0.0120925578	-0.0313045335	0.0371252383	-0.0042886461	0.0169473782	-0.0183605807	0.0423939253	-0.0071050724	0.0244629203	-0.0133656251	0.0128368173	-0.0338987004	0.0144050361	-0.0041263931	0.0396371769	-0.0568917078	0.0381005787	-0.0032748437	-0.0302802484	0.018840189	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0390033577765791	n/a	n/a	0.0015212619178478	-0.0131047349694455	n/a	n/a	0.0001717340786194	0.1661400326516542	n/a	0.0276025104494927	n/a	-0.0004630955245398	n/a	2.144574648487925e-07	n/a	0.0004859089721325	n/a	2.3610752919886266e-07	n/a	0.0003931125299881	n/a	1.545374612336448e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1860.829633173724	-3.797693417747041	14.422475295199202	3462686.9236974563	2489.9583612032675	-2.9730784795056024	8.839195645299345	6199892.640526062	1955.9350089921768	1.2676825405160344	3825681.759401227	1.607019023529187	2057.0173431270896	1571.0470372459104	0.65668	24.661818	0.059217460786852	0.0354409413371997	-0.019799398	-0.0339369136	-0.0103415925	0.0011529155	0.0412269794	0.0112975006	-0.0208727475	0.0361979511	0.027584667	-0.0219222572	0.0234535086	0.0123040288	-0.0295960701	0.0071773407	-0.0452320625	0.0071538451	-0.0162433462	-0.0075611921	0.0049421668	0.0283180852	0.0274264341	-0.0308705424	-0.0141929565	0.0240627721	0.0027574034	0.0350873454	-0.0289581711	-0.0007105811	0.0039099179	0.0072861974	-0.0411102675	0.0337508644	-0.0133385049	0.001088825	-0.0003296451	-0.0161362654	-0.0047582939	0.0379091845	-0.0230222812	0.0129518783	-0.0096489819	0.0226686155	0.0087272608	-0.0061549156	-0.00468404	0.0190025601	0.0035460313	0.0143130955	-0.0465120499	0.0566062468	0.0131609962	0.0060084346	0.0307763572	-0.0093281678	-0.0477748021	0.0356854765	-0.0196572726	-0.0161295538	0.0196475435	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0495205895053345	0.0105172317287553	0.0001106121632363	0.0024522887849558	-0.0075846499232739	0.0055200850461716	3.0471338916967316e-05	5.752691445861877e-05	0.1655975560910292	-0.000542476560625	0.0274225505833215	2.9428081882753453e-07	-0.000589961573939	-0.0001268660493992	3.4805465872458216e-07	1.6094994490160256e-08	-0.0001621389400936	-0.0006480479122261	2.628903589467601e-08	4.19966096540607e-07	0.0004709519173888	7.783938740070002e-05	2.217957084921871e-07	6.058970230916257e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1860.6974899985253	-0.1321431751987347	0.0174618187516035	3462195.149286812	2495.2932951069315	5.334933903664023	28.46151975646385	6226488.628605608	1955.8611993290504	-0.0738096631264397	3825393.031040871	0.0054478663708385	2057.771073756591	1577.2201477094882	0.607187	22.803095	0.0722146824840355	0.0399705225854365	-0.017768965	-0.0367168895	-0.0047726399	0.0069441994	0.0267602098	0.0004874948	-0.0301754989	-0.0329871465	-0.0465911528	-0.0132310147	0.0309284047	0.0217500898	-0.0206117062	0.0020678531	-0.0341211741	0.038347417	-0.0100487468	-0.0118869823	-0.0185162892	-0.0093771911	0.0368449912	0.0053850395	-0.0140701438	0.0317101895	-0.0208925397	0.0163436659	-0.0348208376	-0.0025402751	-0.0217336087	0.0280510858	0.0208537718	0.0466575764	-0.0504522748	0.0282457154	-0.0457792747	-0.0143868117	-0.0090048475	0.0406958202	-0.0226931904	0.0047722131	-0.0196224736	0.0207361534	0.0027804489	-0.0020815086	-0.0103021503	0.0352146695	-0.0037760517	0.0249512913	-0.0137066112	0.0281419028	-0.0139896292	0.0158056284	0.009914603	0.0121824891	-0.0620936489	0.0313194457	0.0056330795	-0.0563583728	0.0086821061	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0289131189487363	-0.0206074705565982	0.000424667842741	0.0008359684473437	-0.0097109950493035	-0.0021263451260296	4.521343594989839e-06	9.430342484759708e-05	0.1347100572332564	-0.0308874988577727	0.0181467995197872	0.0009540375856889	-0.0005400292806876	4.993229325139998e-05	2.916316239999667e-07	2.4932339093438037e-09	0.0001338798511714	0.000296018791265	1.792381454967621e-08	8.762712478199166e-08	0.0004450356430325	-2.5916274356300008e-05	1.980567235693508e-07	6.716532765110134e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1862.903138828066	2.205648829540678	4.864886759254163	3470408.1046554605	2484.612353181186	-10.680941925745628	114.08252042115072	6173298.54558055	1957.0446605840004	1.183461254950089	3830023.8035203456	1.4005805419680393	2058.3040345996496	1554.7780163583038	0.638815	23.9909	0.045829820769191	0.0238981309357	-0.0241930212	-0.0362138497	-0.0112980095	0.0126031344	0.0577478801	-0.0011688488	0.0175839672	0.0785652947	0.0205193661	-0.0244663952	0.0303157861	0.0084915079	-0.0276276165	0.0252443573	-0.052232466	0.0445313574	-0.02778878	-0.0391568076	-0.0012041099	0.0148195198	0.0076042595	0.0007659849	-0.0125569811	0.0337112086	0.0095440299	0.045471012	-0.0271217032	0.0056644354	0.0194611343	0.0430720792	-0.0666786731	0.0185362074	-0.0188577434	-0.0130568695	0.0318388028	-0.0153193394	-0.0053749479	0.0425334651	-0.0223777386	0.0217674099	-0.0222797783	0.030691948	-0.0007641581	0.0159384229	-0.0138177203	0.0154894808	0.0031045525	0.0201048199	-0.0365383121	0.0274740743	0.0002658879	0.0039236036	0.0115248168	0.0044335478	-0.0736057873	0.0323321539	-0.0063131713	-0.021819364	0.0156927531	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0378278538262861	0.0089147348775497	7.94724979370028e-05	0.0014309465251028	0.0007522515084303	0.0104632465577338	0.0001094795285279	5.658823319356617e-07	0.1520581875039539	0.0173481302706974	0.0231216923869875	0.000300957623889	-0.0005680638240362	-2.803454334859997e-05	3.226965081786308e-07	7.859356207645307e-10	0.0002878736224127	0.0001539937712413	8.287122248100977e-08	2.371408158111784e-08	0.0004450815097068	4.586667429998421e-08	1.980975502828843e-07	2.1037518113408324e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1861.945498909004	-0.9576399190618758	0.9170742145808362	3466841.0409075003	2483.842839349895	-0.7695138312910785	0.5921515365482745	6169475.250589747	1956.7654982217416	-0.2791623622588304	3828931.2150309808	0.0779316245019304	2058.6925321602525	1589.6051851085156	0.696383	26.152895	0.0417134810402229	0.02022949222814	-0.0175676909	-0.042175741	-0.0144061949	0.0121975057	0.0171959121	0.0159144847	-0.0065285103	-0.0390804883	-0.0353312165	-0.020017679	0.0327469651	0.0375091223	-0.0084008919	-0.00410251	-0.056462078	0.0167806822	-0.0163745087	0.0124097397	-0.0007278124	0.0159176185	0.035766554	0.007225438	-0.0072782177	0.0320761668	-0.0222510299	0.0221122554	-0.0384927501	-0.0196947422	0.0100073145	0.0164855446	-0.0185185833	0.0221448693	-0.0349642962	0.0135815974	-0.0212899616	-0.0169913501	0.0002581911	0.0401077818	-0.0318431238	0.0060569626	-0.0270129392	0.027299706	0.00894674	-0.0066514095	-0.0212546501	0.0372424529	0.0001060156	0.0159851407	0.0012494499	0.0396754554	-0.0165968424	0.0311018828	0.0098011792	0.0134672114	-0.0583246055	-3.95852e-05	-0.0156040381	-0.0715885501	0.0097680987	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0448932470134622	0.0070653931871761	4.991978088939451e-05	0.0020154036274117	-0.002192986608918	-0.0029452381173482	8.674427567881357e-06	4.8091902668936686e-06	0.1408018634343903	-0.0112563240695635	0.0198251647465966	0.000126704831559	-0.0003530771938155	0.0002149866302207	1.2466350479262814e-07	4.6219251173652014e-08	0.0002558928585636	-3.1980763849099995e-05	6.54811550638506e-08	1.022769256371901e-09	0.0006070446289597	0.0001619631192529	3.6850318154881996e-07	2.623205199812912e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1856.2530440771616	-5.692454831842497	32.40404201256699	3445675.3636457287	2490.034827663474	6.191988313579259	38.34071927550212	6200273.442977067	1953.929245121223	-2.836253100518661	3817839.494939992	8.044331650201718	2059.2207526564107	1574.2274181388018	0.662327	24.873913	0.026901628153999	0.0156450637046832	-0.0215638137	-0.0427251804	-0.0085476122	-0.0050507725	0.0092601671	0.0113894236	-0.0089928739	-0.0074897335	0.0075982897	-0.0146132138	0.0155685326	0.0171212921	-0.0280574357	0.0007270194	-0.0556436319	0.0533608956	-0.0234045181	0.0143116004	0.0240786656	0.0301823335	0.0194940945	0.0005862254	-0.0031266788	0.0226829159	-0.0031039448	0.0338769316	-0.0298063145	-0.0238587948	0.0252969164	0.0067381785	-0.0316289922	0.0128746058	-0.0434916705	-0.0248449461	0.00669021	-0.017255186	0.0021185957	0.0356871355	-0.0299927792	0.0087738199	-0.0212970191	0.0285352772	-0.0134531013	0.0039430557	-0.0138997154	0.0369442447	-0.0047983188	0.0179812107	-0.0083866047	0.0210069127	-0.0159038262	0.027421913	-0.00059036	0.0271537481	-0.0612114922	0.0527619264	-0.0093201522	0.0350970525	0.0423772586	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0437272552924667	-0.0011659917209954	1.3595366934300423e-06	0.0019120728554125	-0.0037261837368731	-0.0015331971279551	2.3506934331697674e-06	1.388444524093758e-05	0.1407505022751749	-5.136115921539064e-05	0.019810703890714	2.6379686759487072e-09	-0.0001180204853603	0.0002350567084551	1.3928834964680788e-08	5.5251656189792886e-08	7.596819912913944e-05	-0.0001799246594344	5.771167278924581e-09	3.2372883072606626e-08	0.0005390044339327	-6.804019502699998e-05	2.905257797991104e-07	4.629468139312193e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1850.550726514232	-5.702317562929466	32.51642558849384	3424537.991402352	2469.9346321837543	-20.100195479719787	404.01785832294775	6100577.087260698	1945.014670968384	-8.914574152838895	3783082.070282251	79.46963232646331	2044.1842034987465	1542.3200863964985	0.760772	28.571024	0.041493399334221	0.0261432620317926	-0.0219736444	-0.0205237727	-0.0210063549	0.0216407023	0.012023001	0.0154971772	-0.0306460622	-0.0110062102	0.0205372312	-0.0030439018	-0.0220686329	-0.0056029351	0.0104064456	0.0122220021	0.0003550636	0.0376447052	0.0430407777	0.0155316763	-0.0105915789	-0.0066056944	0.002436796	-0.0431274707	-0.0257021056	-0.0259264135	0.0051095642	-0.0023524039	-0.0241395116	0.0363657447	-0.037343223	0.0015517387	0.0150479093	0.0771507682	0.0530810564	-0.0687116185	-0.0684206761	-0.0092043146	0.0117914609	0.0301059374	-0.0249635558	-0.0052813202	-0.0021642855	0.00742747	0.0211848637	-0.0367395034	-0.0218649213	-0.0122324857	0.0057934815	0.0133239522	-0.0285453394	0.0437884988	0.0269087508	0.0178885644	0.0207883842	-0.0183503282	-0.0179360758	0.0046252949	-0.0128286902	-0.0972510469	-0.0364518465	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0452486052342351	0.0015213499417683	2.314505645318707e-06	0.0020474362756436	-0.0030950346575195	0.0006311490793535	3.983491603688966e-07	9.57923953124685e-06	0.1644925564003259	0.0237420541251509	0.0270578011111143	0.0005636851340815	-0.0002440286277395	-0.0001260081423792	5.9549971156423475e-08	1.5878051945856742e-08	0.0001379493648985	6.198116576936057e-05	1.903002727589951e-08	3.841664910128955e-09	0.0004150168183223	-0.0001239876156104	1.7223895949036494e-07	1.5372928824752323e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1857.044686230963	6.493959716730842	42.17151280252292	3448614.966658656	2478.434351951564	8.499719767809893	72.24523613129826	6142636.83693357	1950.3499328781425	5.335261909758401	3803864.860677775	28.46501964571886	2055.4296006944446	1545.5148601840683	0.659763	24.777615	0.144264027344898	0.0991828503752598	-0.0192351692	-0.0290948614	-0.0273043371	-0.0011515488	0.0292886242	-0.0197846636	0.1110225574	0.0436339078	-0.0173555275	-0.0129069035	-0.0063534744	0.0234921033	-0.0070321199	0.0114798228	-0.0321324048	0.0603088676	0.0102549793	0.0172747337	0.0459470881	-0.0044875383	-0.0443751713	0.0101498045	-0.0089066144	0.0015232905	-0.0030319369	0.0228093386	0.0008207193	-0.0141646849	0.0615361065	0.046395764	-0.0167228324	-0.0211838436	-0.0511258854	-0.0497847555	0.0628191447	-0.0108808721	0.0133863502	0.0267456636	-0.0246681994	0.0028307847	-0.0243334635	0.0178447612	-0.0009450966	-0.0131667055	-0.0305833233	0.0162267743	0.0087326776	0.0071913417	0.0072448388	0.0113355041	-0.015931365	0.0141790167	0.008024351	0.0173458394	-0.0560722305	0.0021409323	-0.0243493102	0.0379566297	0.0377216908	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0556785609696532	0.010429955735418	0.0001087839766427	0.0031001021516513	-0.0060191338418604	-0.0029240991843409	8.550356039863117e-06	3.6229972206229145e-05	0.0727397877068369	-0.091752768693489	0.0052910767156357	0.0084185705629208	0.0003109567316675	0.000554985359407	9.66940889693336e-08	3.0800874915611704e-07	0.0002690494389565	0.0001311000740579	7.238760060280741e-08	1.7187229418013083e-08	0.0003179581771543	-9.7058641168e-05	1.0109740241928521e-07	9.420379825378586e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1864.140712084299	7.096025853335959	50.35358291121233	3475020.594450157	2479.044432757652	0.610080806087808	0.3721985899567496	6145661.299586709	1951.487855180893	1.1379223027504397	3808304.848918522	1.2948671670968628	2050.813091061439	1576.263001696636	0.685883	25.758539	0.0750900043748273	0.0403357679698985	-0.0190987009	-0.0314968772	-0.0162376725	0.0272833591	0.045999554	0.0244429865	-0.0343994	0.021730781	0.0273631798	-0.0227419937	-0.0036966013	0.0041690708	-0.006642543	0.0367556935	-0.0024125796	0.0297126591	-0.013160244	-0.0179803499	-0.0074202816	0.0397329085	-0.0357064709	0.0204596286	-0.0302072629	0.0064912712	-0.0036347762	0.0262432491	-0.0118176197	0.0385017836	-0.0119504402	0.010795223	-0.0493273602	0.0216572382	0.062972465	-0.0471600918	0.0124047329	-0.0166716326	0.0195446249	0.0218833234	-0.0234619584	0.0056125747	-0.028701245	0.030862713	-0.0060945288	0.0297477646	-0.0045612931	-0.0151164315	0.0012582641	0.0004834212	-0.0239750534	0.001795782	0.0005164146	0.00883972	0.002869704	0.0245156618	-0.0387907851	0.0115842392	-0.0143245096	-0.0430822281	0.0024017039	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0707529453323729	0.0150743843627197	0.000227237063915	0.0050059792732057	-0.0104602892260743	-0.0044411553842138	1.9723861146732103e-05	0.0001094176506931	0.1016600278200456	0.0289202401132087	0.0103347612563724	0.0008363802882056	0.0001749039266832	-0.0001360528049843	3.05913835692022e-08	1.851036574409597e-08	0.0002690627032946	1.326433810000787e-08	7.239473830419797e-08	1.759426652313204e-16	0.0007149765981256	0.0003970184209713	5.111915358672557e-07	1.576236265905444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1862.7904438772	-1.3502682070989067	1.823224231102096	3469988.237800216	2488.984155942316	9.939723184664215	98.79809698775136	6195042.128531884	1956.374834381188	4.886979200295173	3827402.492600021	23.88256570411765	2059.6457067418983	1575.494762006109	0.690626	25.93668	0.0630508882174668	0.0376152124295475	-0.0133773992	-0.0178451537	-0.0230168053	0.0012729395	0.0140930492	-0.0010388955	0.0233492362	-0.027224591	0.0049699269	-0.0264220951	0.0302853097	0.0152021344	-0.0186243294	-0.0101163119	-0.0397021303	0.0514099444	-0.0278395676	0.0310883512	-0.0171208366	0.0030540077	0.0219539501	0.0224490242	-0.0054293668	0.0321960515	-0.003475715	0.0184256476	-0.0134553377	-0.0258855011	0.0249408409	0.0188960884	-0.0293894607	0.0284217294	-0.0509094974	-0.0306110981	0.0286927941	-0.010499891	0.0096701153	0.0241286606	-0.0243795196	-0.0027683601	-0.0178380546	0.0121645143	-0.0013731573	-0.0182160033	-0.0251567849	0.0110993105	0.0169332138	0.0103701017	-0.0128509514	0.028341983	-0.0185235114	0.0121867921	0.0098877056	0.009017117	-0.0506765897	-0.020952568	-0.016339001	0.0068850371	0.0341405268	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0463514425500903	-0.0244015027822826	0.0005954333380337	0.0021484562264743	0.0091747319797121	0.0196350212057863	0.0003855340577516	8.41757068995519e-05	0.1016497461046128	-1.0281715432797212e-05	0.0103326708831322	1.0571367224102036e-10	0.0001879531967326	1.30492700494e-05	3.532640416200344e-08	1.7028344882216788e-10	0.000269032702004	-3.0001290599989804e-08	7.237859474757308e-08	9.000774376650365e-16	0.0003479742191863	-0.0003670023789393	1.2108605721831514e-07	1.3469074614710557e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
