global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51
2189.3718470842755	n/a	n/a	4793349.084805212	2831.3882984226034	n/a	8016759.696444445	n/a	2450.5165455952447	n/a	n/a	6005031.340236051	2502.201436969596	1763.7801236867904	n/a	n/a	n/a	n/a	-0.0262493598	0.0440623554	0.0235064018	-0.0036580426	0.0345043244	-0.02010701	-0.061056144	-0.0007713372	0.0418621931	-0.048513041	-0.0074934694	-0.0095973872	0.031412361	0.0329434855	-0.0353799111	0.0322407483	0.0290531812	0.0449180487	-0.030596755	0.0288252299	-0.0500284134	-0.0089853656	-0.0379203516	-0.0251196253	0.0082051264	-0.0266970183	-0.0941565092	0.0486078263	-0.0267030541	0.0099193027	-0.0577362401	-0.0174184631	-0.0035200287	0.0232180172	-0.0162691654	0.0060144873	-0.0012050155	0.0249965893	-0.0256046111	0.0034248991	-0.0183881059	-0.0007898632	0.0393572339	-0.0101837538	0.0411660546	-0.0174130666	0.0355698674	-0.015241628	0.0375363685	-0.0739678255	0.0408298191	-0.0771864337	0.0204718624	-0.0075660601	-0.0317208563	-0.0172285406	0.0425918399	0.0397079829	-0.021648216	0.0447515398	-0.00879468	0.0414292477	-0.0476856094	-0.0208611329	0.0239026536	-0.0236135758	0.0077790077	-0.0090587735	0.0416895269	-0.0309136153	0.0056109463	-0.092360901	0.0329255181	-0.0446049681	0.0088897858	-0.049753062	-0.0077042842	0.0513806607	0.0820553087	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0192635131065372	n/a	0.0003710829372057	n/a	0.0001624453560964	n/a	2.63884937172862e-08	n/a	0.0140447905872136	n/a	n/a	0.0001972561426386	0.0009543578037856	n/a	9.107988176464738e-07	n/a	0.000352886541248	n/a	1.245289109939764e-07	n/a	0.0008098326580067	n/a	n/a	6.558289339741968e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2183.0336658525366	-6.338181231738872	40.17254132636689	4765635.986245564	2792.8632709050585	-38.52502751754491	7800085.249970502	1484.1777452275928	2450.594167330635	0.077621735390494	0.0060251338050318	6005411.772954929	2498.446546420245	1696.3253181785344	1.105968	33.357159	0.0792191964505169	0.0333740531598512	-0.0090803653	0.0557573618	-0.0144685479	-0.0097881115	-0.0937124647	-0.0844506305	0.0619446625	-0.0025814082	0.0802399745	-0.0263259687	-0.0014483268	-0.0112230229	0.0183754719	0.0187014712	0.0209438009	-0.026341442	-0.0153298588	0.0488025103	0.0007070467	-0.08450735	-0.0113617697	-0.035344217	0.01016499	-0.0573116117	0.0469047662	0.0203817338	0.0102646067	0.0341854511	0.0156086809	-0.0191365482	0.0539827926	-0.0271196288	0.0114681008	-0.0441364511	-0.0136753404	0.0259471693	-0.0480411426	-0.0219033899	0.1018145198	0.0429188095	-0.0500612257	0.0216489686	0.0170656114	-0.0443605158	0.0747956869	-0.0026455691	0.0586718821	0.0071561799	0.027848746	0.0680712822	0.0339962397	0.0421709506	0.0067866147	-0.025401395	-0.0079021669	-0.0095089756	0.0401032713	0.0321134913	-0.0079258239	0.0148906264	0.0534168974	-0.0596301294	0.0142817703	0.0420257369	-0.0271207925	-0.0164302456	-0.0617460105	0.00941351	0.0037394458	0.0409617298	-0.0238309115	0.0236082625	0.0165506128	0.0093843521	-0.0067581978	-0.0610446298	0.0093908063	0.0307854452	-0.020020182	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0001839338110727	0.0190795792954645	3.3831646855727695e-08	0.0003640303460919	0.0113385865420241	0.0111761411859277	0.0001285635447709	0.0001249061318077	-0.0001100798723712	-0.0141548704595848	0.0002003603577276	1.2117578301259685e-08	0.001258814076474	0.0003044562726883	1.5846128791290894e-06	9.269362197931333e-08	0.0005789054053977	0.0002260188641497	3.3513146839867537e-07	5.108452695152056e-08	0.000644135684654	-0.0001656969733527	2.745548697824537e-08	4.149107802446774e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2192.813428658756	9.779762806219424	95.6437605459128	4808430.732906169	2852.0433778924457	59.18010698738726	8134151.429380152	3502.285063038603	2451.6452147556124	1.0510474249772417	1.10470068955129	6010564.259034093	2503.810623491314	1735.7147266805173	1.001998	30.221333	0.0471964585106062	0.0248070727540577	-0.0035585245	0.0335857145	0.0774805895	-0.0014429077	0.0421383658	0.0513476584	0.0832448314	-0.0736751625	0.0376067181	0.0203945867	-0.0024343789	-0.0159454072	0.0181347521	-0.0188034597	0.0694528469	-0.0207838209	-0.0037998887	0.0058221203	-0.0218280468	-0.0146862297	0.018350625	0.0045313124	-0.0301911788	0.0430603133	0.0271127311	-0.022144304	0.0163810176	-0.0453739406	-0.052200607	-0.0104646542	0.0029953585	-0.0934975979	0.0001180628	-0.095534298	-0.0021722266	0.0337076648	-0.0106329338	0.0732642899	0.0754781688	0.0077365698	0.0033786425	-0.0817427368	0.0352647769	0.0261876302	-0.0296059221	0.0015380674	-0.0359587743	-0.0272597273	-0.0400285905	-0.0243420897	0.0293764476	0.0116787055	0.040348817	-0.0019365179	-0.0417012335	-0.0047527074	0.0408817286	0.0237915349	-0.0242205109	0.013872318	0.0145745381	0.0415473139	0.0738912836	0.0247693189	-0.0088065906	-0.0999442701	-0.0178622281	0.0056840576	0.0249322681	0.0414681622	-0.002796698	-0.0433127506	0.0186253568	-0.0030895316	0.0006565771	-0.0313021927	0.0064337276	-0.0246827533	0.0081125588	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0001733841254605	1.0549685612199984e-05	3.0062054961702414e-08	1.1129586651625938e-10	0.0086185303652541	-0.00272005617677	7.427906565680698e-05	7.398705604784629e-06	0.0157400975755379	0.0158501774479091	0.0002512281251302	0.0002477506716874	0.0009398944653223	-0.0003189196111516	8.834016059434923e-07	1.0170971837715145e-07	0.0003283015851571	-0.0002506038202406	1.077819308166646e-07	6.280227471918297e-08	0.00064134561204	-2.79007261400001e-06	7.784505191392849e-12	4.1132419408296235e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2198.299785372518	5.486356713761779	30.10010999063895	4832521.946368858	2832.4726955607784	-19.570682331667285	8022901.571097342	383.01160692703405	2456.483170602296	4.837955846683599	23.405816774460018	6034309.567452309	2502.692092895508	1733.7093682080508	0.874241	26.368042	0.097004551631677	0.0592771088104287	-0.0225565339	0.040616298	-0.0020245415	-0.0278951613	0.0576162613	-0.0086094781	-0.0413384745	0.0450050316	-0.0040511895	0.0154140418	-0.0327311936	-0.041474151	0.0364778322	-0.0088154265	0.0495516275	0.0527317617	0.0100675548	-0.0144795943	-0.0142962551	-0.0033369857	0.0295217396	0.0360146527	-0.0188034146	0.0371469714	0.0458071125	-0.0150480796	-0.0152784065	-0.0027542366	-0.0466530795	-0.0241079982	0.0096002864	0.0203998093	-0.105671959	0.0062159297	-0.0247549898	0.0116091603	-0.0021019363	0.0471334832	-0.062641599	-0.0341485049	-0.0103795284	-0.0109194295	-0.0112176316	-0.0033466892	0.0397686052	0.0038841613	0.0317798641	-0.0329201412	0.0033097376	-0.0274001302	-0.0112922939	0.0400631175	0.0025821427	-0.0161590359	0.0084131513	-0.024026147	0.0332357975	0.0297917222	-0.0180750046	0.0244401309	0.0079381309	-0.0022006233	0.0062845336	-0.0407935358	0.0323070362	-0.0135369192	0.0332861334	0.0173174132	0.0267160597	-0.0051153317	0.0013178833	-0.0285587164	-0.0034988308	-0.0184212637	-0.0177347165	-0.0247947325	0.0031146054	0.0342348797	0.0424415277	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0104692622933129	-0.0102958781678524	0.0001096054529661	0.0001060051072472	-1.1883272222235064e-05	-0.0086304136374763	1.4121215870774348e-10	7.448403955393752e-05	-0.0390280832504004	-0.0547681808259383	0.0029995536309826	0.0015231912822001	0.0005163875765562	-0.0004235068887661	2.666561292215853e-07	1.7935808483234185e-07	0.0003281766210476	-1.24964109499972e-07	1.0769989460222009e-07	1.5616028663120992e-14	0.0006839153391726	4.256972713260001e-05	1.8121816681440214e-09	4.677401911555726e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2194.135080069449	-4.164705303068786	17.344770261409266	4814228.749591367	2821.4927073333224	-10.979988227456031	7960821.097535121	120.56014147507308	2454.9257962333595	-1.5573743689365074	2.4254149250203847	6026660.665011995	2504.789409261354	1717.7987839519978	0.857757	25.870872	0.0839574070684034	0.0483635817084704	-0.013197431	0.0610333986	-0.0733244026	-0.0081252795	-0.0614877496	-0.0581886005	-0.0297291759	-0.0264191198	0.0170600761	-0.0282654865	-0.0175218201	-0.050787035	0.0231117565	-0.0080259373	-0.0082125879	-0.0041923634	0.0520523227	-0.002156151	-0.0015511786	0.0371120964	-0.0921077232	-0.0113196409	0.0695045452	-0.0004448433	-0.0123600848	0.0189208258	-0.0204164713	0.0121172654	-0.103985271	0.0048785446	0.0253805313	-0.0162568588	-0.0682141867	0.0601119715	-0.028087164	0.0040858908	-0.0859570609	-0.0540634125	-0.0174167834	0.0360201483	-0.0262252615	-0.0148736068	-0.0509621465	-0.0375854173	-0.0090613615	0.0381370307	-0.0130486109	-0.0027570712	-0.0609377312	0.0454422018	0.0539281708	0.0116777121	-0.0503328008	0.0127660928	-0.0549441683	-0.0174553539	0.0364622041	0.0316792943	-0.0065491747	0.0174134935	0.0292998043	-0.0430982605	-0.0084082795	-0.0078489736	-0.0201649848	0.0826070059	-0.0507678819	-0.0162732058	0.0243087129	0.0393212128	-0.0065922781	0.0154438482	0.0018931953	-0.0076865366	-0.0052090853	-0.0064846086	0.0093228466	0.0365730112	0.039232583	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-1.8003530627197506e-05	0.0104512587626857	3.2412711504443864e-10	0.0001092288097246	-0.0006820676982357	-0.0006701844260134	4.65216344976546e-07	4.491471648709976e-07	-0.0127089825160311	0.0263191007343693	0.0006926950634658	0.0001615182365927	0.0013119104258537	0.0007955228492975	1.7211089654636368e-06	6.32856603754413e-07	0.0003283603076842	1.836866365999626e-07	1.0782049166246249e-07	3.3740780465406725e-14	0.0005492846122	-0.0001346307269726	1.8125432645170772e-08	3.017135851997045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2193.742007351232	-0.3930727182168994	0.154506161806422	4812503.994817413	2815.32917966681	-6.1635276665124366	7926078.389883393	37.989073295864245	2451.272148049696	-3.653648183663336	13.349145049986392	6008735.143804171	2503.224805805045	1733.6492778152228	0.940632	28.370455	0.0597302422792656	0.0318972508589755	-0.0203679939	0.0402166195	0.0230092302	0.0013548491	-0.050219748	-0.063435205	0.064742697	-0.0472628102	0.0238861825	-0.0170544215	0.001060015	-0.0393767837	0.0011146244	0.0381703068	0.0295859558	-0.0175094079	0.0118138673	0.0137911374	0.0754800385	-0.0002607746	-0.0142836589	-0.0521180603	0.0435086965	-0.0427179604	-0.0459638013	0.0128880844	-0.0133034789	0.0335940747	-0.0218614213	0.1025976879	-0.0391437991	-0.0284089638	-0.0043162242	0.0310612731	0.0006731298	0.011712732	-0.0308686917	0.0459332289	0.093238614	0.0279942401	-0.0432658441	0.0398029398	-0.0046765027	-0.0003741926	0.0500273489	0.0161637041	0.0343629024	-0.0589602403	0.0559100962	0.0259885901	-0.0003528766	-0.0410231047	-0.0048368229	0.0426263839	-0.043743173	-0.0133340713	0.0328929304	0.0238447866	-0.023274628	0.0225925602	0.0249122532	-0.0113215732	0.0185620199	0.0411064248	-0.0120365061	-0.0564785132	-0.05666353	0.0024312648	0.0233068014	0.0114235233	-0.0318882072	-0.0383888994	-0.0032189133	0.0029754449	-0.039794674	-0.0494346997	-0.0239197092	-0.0109320478	0.0117150947	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0035871614826845	0.0036051650133116	1.2867727502855262e-05	1.2997214773206733e-05	0.0135058449755689	0.0141879126738046	0.000182407848504	0.0002012968660395	-0.0097052412386418	0.0030037412773892	9.022461661492302e-06	9.419170750023344e-05	0.0007918677723451	-0.0005200426535086	6.270545688787911e-07	2.704443614682659e-07	0.0003283197883845	-4.0519299700008886e-08	1.0779388344484285e-07	1.6418136481791397e-15	0.0008078699056869	0.0002585852934868	6.686635400770617e-08	6.526537845145606e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2188.825019450765	-4.91698790046712	24.176770013340057	4790954.965773642	2828.5859959489208	13.256816282110776	8000898.736478348	175.74317793763737	2449.5426682014327	-1.7294798482635088	2.9911005455495694	6000259.283339394	2500.935212256203	1732.9546271681786	0.898854	27.11038	0.0440909797280305	0.0202226936082461	-0.0079409624	0.0370779219	0.0109252448	-0.0267016042	0.0412068763	-0.0018169302	-0.0451711911	0.0403933373	0.006938569	0.016843411	-0.0157142229	0.0027469301	0.0210968952	0.0001775932	0.0384745335	-0.0495207064	-0.0367677004	-0.0053948391	0.0120196306	-0.0294062662	-0.0006762281	0.0274380462	0.0160529206	-0.0243041049	-0.024043146	-0.0277301697	0.018420389	-0.0525562458	0.0277008528	0.0855559424	-0.1018267853	0.0055812033	-0.0896392073	-0.0477196827	-0.0163204792	0.0126202378	0.0093583353	0.0249412552	-0.0340867613	-0.0345127259	0.0138684105	-0.013711134	0.0183364588	0.0082965194	0.0810562957	0.0341339107	-0.0635853705	0.0014139755	0.0205606861	-0.0288725533	0.018536743	0.0028630194	-0.0012585459	0.0159117741	-0.0300195346	-0.0060846972	0.0302451521	0.0283270212	-0.0125728457	0.0275490826	0.0058159204	0.0280588212	0.0320233071	-0.0388054527	0.0139121888	0.0029179552	0.0323468352	-0.0079628787	0.0127147493	0.0047088525	0.0316181	-0.0248097407	-0.0045969494	0.0081768952	-0.004982296	-0.0166242761	0.0068819253	-0.0083230828	0.0325178678	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-3.485836531069708e-05	-0.0036220198479951	1.2151056321340095e-09	1.3119027779271152e-05	0.0072669091028103	-0.0062389358727585	5.280796790850721e-05	3.8924320824394105e-05	0.0063710376640599	0.0160762789027017	0.0002584467433574	4.059012091686983e-05	0.00062393360249	-0.0001679341698551	3.892931403161493e-07	2.8201885404921592e-08	0.0001592597882318	-0.0001690600001526	2.5363680147637785e-08	2.8581283651630917e-08	0.0008339506377706	2.6080732083700025e-05	6.802045860217397e-10	6.954736662379905e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2190.876164763104	2.051145312339031	4.207197092330381	4799938.369327088	2801.7219615871622	-26.864034361758517	7849645.950039816	721.6763421897422	2451.14119392698	1.5985257255474608	2.555284495237036	6008093.152565782	2496.3448723806464	1698.583361209929	0.996429	30.053345	0.0364798543707023	0.0245431664136904	-0.0143132051	0.0474537269	-0.0488725949	0.0030549331	-0.0907620232	-0.1020623006	0.0062089492	-0.0075590449	0.0310599211	-0.0052162965	0.0008550373	-0.0157790178	-0.0112485324	0.0261418066	0.024789479	-0.0351974558	-0.0357208705	0.013822081	0.0174251833	-0.0189601991	0.0194841625	0.0575674996	0.0381365308	-0.0077929178	-0.0065224641	0.0302236296	0.0708882394	0.0771026904	-0.1030547278	-0.0839758201	0.0862499756	-0.0148869148	0.0844661076	0.0611777474	-0.0102365928	0.0054501822	-0.0408566068	-0.0680365274	0.0508470281	0.0330435715	-0.0801791295	0.0231974037	-0.0223502793	-0.0499178782	0.0743633033	0.0085265029	-0.0146428241	0.0582849652	-0.0042047378	0.02689366	0.0425144861	0.0555341626	-0.0385143473	-0.0480482951	0.0683739332	-0.0182013891	0.0282871754	0.0264323432	-0.0211224125	0.0308358295	0.0194223924	-0.0365501674	-0.033138589	0.0405630644	-0.0075751689	0.0255481501	-0.0706249722	-0.0192399698	0.0311735865	0.0109369697	-0.0240953706	-0.0054245862	0.0056430956	0.0026027246	-0.0117941598	-0.015270978	0.0006048203	0.027700077	0.0269204215	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0056507037045747	0.0056855620698853	3.193045235689423e-05	3.232561605051952e-05	0.0093621492561908	0.0020952401533804	8.764983869519394e-05	4.390031300337938e-06	-0.0172270381397865	-0.0235980758038464	0.000556869181644	0.0002967708430696	0.0006379240121791	1.3990409689099994e-05	4.069470453146805e-07	1.95731563268863e-10	0.000166792061351	7.5322731191999805e-06	2.7819591729715743e-08	5.6735138342222605e-11	0.0009144474818341	8.049684406350008e-05	6.479741904183448e-09	8.362141970327268e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2193.9389478454204	3.0627830823164004	9.38064020932355	4813368.106873071	2842.07358667406	40.35162508689791	8077382.272070357	1628.2536471535689	2451.465482305533	0.3242883785528647	0.1051629524644461	6009683.010935499	2500.4978210019394	1750.514794540405	1.039428	31.350262	0.0609263310155806	0.0290764416904586	-0.0141404507	0.0108511482	0.0620966105	-0.0056252869	0.1018351545	0.0334773888	0.041508845	-0.0067992297	-0.0004517682	-0.0050261971	-0.0129994471	-0.0290569698	0.0317640059	-0.0228218121	0.0143169522	-0.0204196277	-0.0057178467	-0.0131101767	0.0025921862	-0.008811347	0.0757515351	-0.0228694236	-0.0431146947	-0.0599304487	-0.0126359917	-0.0044966838	-0.0017301606	0.0560518057	0.0256531413	0.058520211	0.0125085614	-0.0731334727	0.0594741701	-0.115603045	0.000225134	0.0249621165	0.0274665058	0.1015025062	0.0126417968	-0.0082383428	-0.0043607898	-0.0538829882	0.0138427912	0.0497204242	-0.0261179308	-0.0010290277	-0.0209994095	-0.0042910929	-0.042725402	-0.0044122631	0.0985013935	-0.0393931386	0.0184863275	-0.0270027296	0.0123498592	-0.0130862881	0.0263961113	0.0204314258	-0.0096613816	0.0080664207	0.0064066806	-0.0017425973	0.0108945949	0.0016217986	0.0189778949	-0.0887256876	0.0230128574	0.0202881552	-0.023841819	-0.0066512509	-0.0062187534	-0.0162658237	-0.0207156642	-0.0128761946	-0.0002317371	0.0067236439	-0.031867024	-0.029164876	-0.0004043771	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0040829776243214	-0.0015677260802532	1.6670706280709222e-05	2.457765062706376e-06	0.0044128806147796	-0.0049492686414112	1.9473515320297578e-05	2.4495260084856265e-05	-0.0013617204038354	0.0158653177359511	0.0002517083068626	1.854282458221645e-06	0.0003211048148477	-0.0003168191973313	1.0310830211837572e-07	1.0037440379771255e-07	-0.0002418606454448	-0.0004086527067957	5.8496571814975255e-08	1.6699703477153408e-07	0.000869039014802	-4.5408467032100096e-05	2.061928878205321e-09	7.552288092480307e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2195.8988467019144	1.9598988564939648	3.84120352768635	4821971.744946797	2811.133615267479	-30.939971406581208	7902472.202886806	957.2818306400628	2452.797474775073	1.3319924695401824	1.7742039389117537	6016215.452262975	2495.7950983181804	1695.0243853628635	0.996787	30.064156	0.0441772499917497	0.0225998826646106	-0.007342354	0.0380726292	-0.045883466	-0.0321678743	0.0127646318	-0.0668344647	-0.0161080845	0.0591748788	-0.0663345635	0.012240289	-0.0107215311	-0.0255179754	0.0234328075	0.0147602883	-0.0362542042	0.0083727374	0.0468531265	-0.0193726355	-0.011430358	-0.0027117922	0.0223563417	0.0594633673	-0.1188825901	-0.0119661388	0.037852364	-0.0940843304	-0.0426746911	-0.024157951	0.060363769	-0.018001497	0.0310639565	-0.0085462561	0.049790437	-0.025858688	-0.0015108454	0.0127523588	0.0137190973	0.0138464032	-0.1083646988	-0.0443209816	0.0039143995	0.060381477	-0.0063599294	0.0105111898	0.0574190392	-0.0359760296	0.0209178085	-0.0394505839	-0.020942994	-0.0724438043	-0.0110350234	-0.0201278949	0.015482891	-0.0279021086	-0.0110932009	-0.0135164519	0.0151466459	0.0226863482	0.0072084122	-0.0026002493	0.0079173801	-0.028815518	0.0406109509	-0.065074403	-0.0143841238	0.0358603626	0.0411738133	0.0038624111	-0.0080755723	-0.0122843491	-0.0029791319	-0.0490035062	-0.0383449038	-0.0038312819	-0.0166994674	-0.0167442102	-0.0144165338	-0.0665316929	-0.0252410601	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-6.589033517911957e-05	-0.0041488679595005	4.341536270016722e-09	1.7213105345370003e-05	0.0093802736941341	0.0049673930793545	8.798953457686421e-05	2.467499400481899e-05	-0.0172266559906901	-0.0158649355868547	0.000251696181175	0.0002967576766215	0.0005091027707725	0.0001879979559247	2.5918563120823666e-07	3.5343231431903025e-08	-0.0002858176553814	-4.395700993659998e-05	8.169173212772073e-08	1.932218722566349e-09	0.0007170729133426	-0.0001519661014593	2.3093695992768632e-08	5.14193563049644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
