global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1904.3096680097924	n/a	3626395.311675566	n/a	2529.1346613880046	n/a	n/a	6396522.135434217	2020.768905136612	n/a	n/a	4083506.967967021	2123.261775176094	1506.6475371853185	n/a	n/a	n/a	n/a	-0.0448282217	0.0666575707	-0.0028105692	0.0387498421	-0.0476891396	0.0916896503	-0.1621095007	-0.0481647707	0.0282448525	-0.0026270228	0.0752467075	-0.030718315	0.0818795469	0.0717984188	0.2390281743	0.036730324	-0.121549532	0.0519692504	-0.0382358735	0.0705596344	-0.0809359349	0.0131871288	-0.025444852	0.0127931593	-0.2026442807	0.0479230155	-0.0320575503	0.1716098529	-0.1012905312	0.1169589282	-0.0716806747	0.1171986716	-0.0987357841	0.0049682651	-0.0460582842	0.0883096388	-0.029414804	0.1164393112	-0.0507531065	0.0654554638	-0.0700529457	0.0696196432	-0.0419222877	0.124898997	-0.1301614359	0.0681835837	0.0811873796	-0.0403136569	-0.0082811449	-0.2309730382	-0.002943146	0.0609088257	-0.0636687463	0.0185081862	-0.1859896467	0.0238196797	-0.0043505805	0.1137559823	-0.0467942125	0.0225301343	-0.0323093593	0.0471835762	-0.0274280576	0.0474516198	-0.0754688422	0.1639487164	-0.0967672914	0.1160317762	-0.1201163054	0.050158	-0.0026656536	0.0289009863	-0.1077997575	0.021116802	-0.0070830645	0.0470540157	-0.221353158	0.0573810195	-0.0014751214	-0.0363898298	0.0525670753	-0.176502323	0.0060574566	-0.0370466426	0.0223357261	-0.0735665697	0.0190493719	-0.0946185753	0.0856793588	-0.0415432005	0.0435530667	-0.0332774014	0.0959116772	-0.0678448423	0.0771273703	-0.0552187068	0.0556589107	-0.0555757783	0.0159372688	0.0829908955	-0.0504899609	-0.1098954435	0.1070111214	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0566128101377927	n/a	0.0032050102716977	n/a	0.0009556001661081	n/a	9.131716774658284e-07	n/a	0.1594547033545055	n/a	0.0254258024218733	n/a	0.0011692029704246	n/a	n/a	1.3670355860497085e-06	0.0003437952580522	n/a	n/a	1.1819517945917879e-07	-0.0012057023691848	n/a	n/a	1.45371820305784e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1899.03553923973	-5.274128770062362	3606335.979295532	27.81643428319952	2510.6906949266977	-18.4439664613069	340.1798988258138	6303567.765591504	2009.5970311426847	-11.171873993927193	124.81076853618671	4038480.2275774926	2108.0528269752485	1481.8491446277103	1.178311	32.248661	0.1029024500617771	0.0459299824637604	-0.0508154963	0.0460113721	0.011624702	0.0765715751	-0.0884241304	0.0546247469	-0.0989560321	-0.086027011	-0.045957608	-0.066629603	0.0222388146	0.0407855638	0.0353659674	0.0696029184	0.1453751532	0.0857129623	-0.1179578688	0.1295648461	-0.0570069812	0.1037459717	0.0692405651	0.0268652306	-0.0747652521	0.1851653166	-0.1409199558	0.1396204643	0.0174229528	0.056531469	0.0487092412	-0.0720413726	0.1453896654	0.0524719194	0.0348899657	-0.0419563296	-0.036122161	0.0507255273	-0.0921094483	-0.0778890888	0.1311417303	0.063599768	0.1376102604	-0.1321654406	-0.0451364569	-0.0449147558	0.194394287	-0.0143327711	-0.0059636011	0.0148148693	-0.0148975259	-0.1556852687	-0.0059655019	0.0402813657	-0.0677442935	0.0613291003	-0.1615934016	0.0981103715	0.0340819322	0.072710435	-0.0869135138	-0.0942200749	0.0350906063	0.0400735373	-0.0365309837	0.0095347739	-0.1811272049	0.1819892674	-0.128880419	0.032168788	0.1130736908	-0.0258040933	-0.0450364891	-0.0804634987	-0.0238967331	0.0955047318	-0.0412737137	0.0310278516	0.1220484086	0.2199266841	0.1314682663	-0.0419901219	0.0369660785	-0.1734219576	-0.0397618575	-0.0051806458	0.0201068566	-0.0598075452	0.0489941129	-0.140943397	0.0719866813	-0.0797799862	-0.023617354	-0.0976124999	0.0439174084	-0.0503026232	0.035234981	0.0407123014	0.0768513493	-0.0888559115	0.0125392213	0.1002525237	-0.0691661276	-0.0649444246	0.0826604959	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.078595535823922	-0.0219827256861292	0.0061772582514494	0.0004832402285916	-0.0079360279985962	-0.0088916281647043	6.298054039450281e-05	7.906105141936278e-05	0.1854356968840491	0.0259809935295435	0.0343863976788729	0.0006750120247821	0.0014984359055756	0.0003292329351509	1.0839432558814249e-07	2.2453101631181683e-06	0.0005423029102651	0.0001985076522129	3.940528798707767e-08	2.940924464819971e-07	-0.0015989038354489	-0.000393201466264	1.5460739307223814e-07	2.556493475013203e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1907.0682285989435	8.032689359213464	3636909.228531512	64.52409834162121	2522.3602274827995	11.669532556101784	136.17799007791947	6362301.11718708	2017.493015163548	7.895984020863352	62.34656365772939	4070278.066233704	2113.2319087327483	1464.1189089201955	1.147462	31.404358	0.0938264990489011	0.0511164304471575	-0.053897013	0.0351747361	0.0165247776	0.0663072022	0.0076210485	0.0554879425	-0.0774250999	-0.1300635024	0.0397694985	-0.0129714575	0.0233395106	0.0776701208	-0.0866787448	-0.0134765534	0.1785222345	0.0028193226	-0.1736278028	0.0128793195	-0.1425634084	0.0697714296	-0.0249295885	0.0378407071	-0.0596752314	0.0085134376	-0.0297822661	-0.0428337204	0.0759611288	0.0568214281	0.0815927492	-0.0170720588	-0.1371487041	0.08904884	-0.0080145408	0.1339153308	-0.0933814097	-0.0228859127	-0.0787134873	0.0206995126	-0.2059381114	0.0269396018	0.0600999088	-0.0731923862	-0.0225982198	0.0278616424	0.1231960223	-0.0530851224	0.0545753162	-0.045922467	0.1254802996	-0.1748181369	0.1095468258	-0.015394155	0.0140337685	-0.0388970492	-0.1847004899	0.1129727627	0.0064715509	0.0491558161	-0.0644808841	0.0273758335	0.0912717906	0.1331688822	-0.088629418	-0.0464865242	-0.0776848684	0.0057208018	0.0085128079	0.0267848181	-0.0058531474	0.0279171633	-0.0769962423	-0.0453175259	-0.0520197824	0.0389849111	-0.0038413142	-0.0837998108	-0.0632869465	-0.0707335663	0.1080234843	-0.0393151943	0.0448554264	-0.1713132194	-0.0259406395	-0.0174313164	0.0373038376	-0.0891694301	-0.0019499434	-0.0333021674	0.1125525999	0.0138364788	-0.0182740777	-0.1659935615	-0.0016815633	-0.0337912403	0.0876286657	0.1138647304	0.0902672552	-0.1328997616	-0.0137983053	0.0617607721	0.0088635737	-0.0868414443	0.1235997	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0493249205479031	0.0292706152760188	0.0024329477870569	0.0008567689186367	-0.0148620677835396	-0.0069260397849433	0.0002208810588025	4.79700271026188e-05	0.1644408686583247	-0.0209948282257244	0.0270407992851043	0.0004407828122276	0.0014189996926932	-7.943621288239986e-05	6.310111917097951e-09	2.0135601278633963e-06	-2.057152987289257e-06	-0.0005443600632523	2.9632787846414524e-07	4.231878413113113e-12	-0.0014899997963394	0.0001089040391095	1.1860089734363525e-08	2.2200993930914533e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1913.525394560775	6.457165961831606	3661579.43562897	41.694992258636695	2533.315031828704	10.95480434590445	120.007738257047	6417685.050489267	2027.905671507448	10.412656343899926	108.42341213615936	4112401.4125320734	2123.2674715578964	1484.095505830887	1.107055	30.298491	0.1168690402030103	0.051752091032637	-0.056550883	0.0452690751	-0.0115213372	0.0215136952	0.082055474	0.0799108434	-0.0849373671	-0.1698663875	0.1093588855	0.0478409504	-0.0260905747	0.021992448	0.1141028004	-0.0039428483	0.2707090135	-0.0494050904	0.0474221805	0.048093714	-0.0609672632	0.0052820183	-0.0040271086	0.0026739334	-0.0731933684	0.0907826877	-0.0350380576	0.0145881574	0.0219570459	0.1506822116	0.1395681556	-0.182834554	-0.017914294	0.0238526078	0.0469587826	-0.0234294929	0.0352521286	0.0324456905	0.0387239808	-0.0072891111	-0.0096717205	0.0816024382	0.0057611261	0.0920592388	0.073817609	-0.0625961338	-0.0851501182	-0.0144192191	-0.0661364157	0.0689321845	-0.0854915911	-0.2088056895	0.1212013656	0.071362122	0.0757074577	-0.0113588926	-0.0562113813	0.0254863201	-0.0529727105	0.0443013803	0.0704781944	-0.0715470182	0.07618261	-0.0285317168	0.0543315844	-0.0245986402	-0.1246788873	0.0177369687	0.0786133543	0.1647709018	0.0751388612	-0.0868881462	-0.0033372504	-0.0222922886	0.0047997118	0.116181768	-0.0031192223	-0.0646114846	0.0442041389	-0.0322296937	0.0658003987	-0.0378427735	0.0522155414	-0.1803826469	-0.0540701324	-0.0232401033	0.022988593	-0.0976765626	-0.0436693014	0.0564520873	0.104121743	0.0881086965	0.0864292424	-0.0943082306	0.0150636873	-0.01587546	0.128736396	0.0317589848	0.0059170082	-0.1195022893	-0.0605644091	0.0971447005	-0.0261733932	0.0243829368	0.1373725287	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0543542235286622	-0.005029302980759	0.0029543816154037	2.529388847227235e-05	0.005339248531115	0.0202013163146545	2.850757487701368e-05	0.0004080931808447	0.1278379385274775	-0.0366029301308472	0.0163425385269551	0.0013397744941636	0.0008989245349663	-0.0005200751577269	2.7047816968466e-07	8.080653195643788e-07	0.0005623235736904	0.0005643807266776	3.1852560464523653e-07	3.162078015279427e-07	-0.0015062537274698	-1.625393113040014e-05	2.6419027719179084e-10	2.2688002915166665e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1910.594364539741	-2.931030021034076	3650370.825811017	8.590936984203013	2531.133458518197	-2.181573310506792	4.759262109115564	6406636.58483029	2021.5674475365945	-6.338223970853505	40.17308310470197	4086734.9449396217	2119.991830507187	1483.1949581990364	1.070517	29.298483	0.1200005278889343	0.0504240464385967	-0.0308050687	0.0362259477	-0.0195344926	0.0365344941	0.0550992187	0.0314040807	-0.1040847924	-0.118169393	0.109328133	-0.0121429605	0.066122669	-0.0401437274	0.044885049	0.0356500459	0.2091607551	-0.0515775789	0.0587865201	0.0342918083	-0.1005083816	0.0034743147	0.0052241127	-0.0930426638	-0.0675331858	-0.0675903262	0.0439271761	-0.0079151656	-0.0137627161	0.096434797	0.1238966853	-0.1008613866	-0.0284985938	0.0134185985	0.0684092359	0.0393879087	0.0089220112	0.0701981898	-0.016549074	-0.1344065634	-0.0016095049	0.0075320631	0.0233459385	0.1855266546	0.0952944038	0.1210824976	0.0290204737	-0.0515052125	-0.1478748435	0.0782482333	0.0330007225	-0.185621956	0.0856964866	0.0663326672	0.0628454193	0.0470491842	-0.0786829981	-0.0154413073	-0.0480939966	-0.0097629201	0.089071583	0.0498250025	-0.0465419968	-0.0152936234	-0.0407989238	0.0043917844	-0.0090756712	0.0009474961	0.0789357621	0.2012869039	0.1230322069	-0.017934061	-0.0373982409	0.0112469433	-0.0309687175	-0.0478765062	0.1623067708	-0.0374340277	0.0723274962	-0.1159089434	-0.0583560684	-0.0354152935	0.0215851018	-0.1855797716	-0.0515868837	-0.0019678331	-0.006458795	-0.0652699809	-0.0472963259	-0.004919383	0.1060062603	0.0205744379	0.107608833	-0.024807602	0.1218316779	-0.0491385936	0.0782861874	-0.0322236792	0.0021462787	-0.0469382241	-0.0644324763	0.0079267641	0.0067856415	-0.0288664387	0.1345084431	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0589028610549178	-0.0045486375262556	0.0034695470404549	2.069010334526069e-05	0.0265413048380906	0.0212020563069755	0.0007044408625084	0.0004495271916441	0.1637129655949394	0.0358750270674619	0.0268019351038898	0.0012870175670911	0.0007579581504009	-0.0001409663845654	1.987152157744024e-08	5.745005577591535e-07	-7.592371030562539e-05	-0.000638247283996	4.0735959552830316e-07	5.764409786572527e-09	-0.0011179712562664	0.0003882824712034	1.507632774438192e-07	1.2498597298378723e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1909.5526265334013	-1.041738006339756	3646391.233500612	1.0852180738527293	2538.6157864543147	7.482327936117599	55.985231343605854	6444570.111235059	2017.2703512003127	-4.297096336281811	18.465036923286565	4069379.669831833	2113.9517326442274	1503.5274322768075	1.624174	44.451286	0.4058122790097063	0.2135354749293786	0.0474575161	-0.0787105653	-0.0349368476	0.115069794	-0.2023888929	-0.0628254441	-0.1158942155	-0.0910026083	0.089836441	-0.3019251922	0.0528927138	0.0675781798	0.0397751955	0.0704504276	0.1916851101	0.2342310668	-0.025819642	0.1024654971	-0.236970032	0.0427913337	0.0350748304	0.0480224129	-0.0332617175	0.074944602	0.1669348552	-0.012483305	0.2467325195	-0.2341161852	-0.1650251864	0.1742735328	-0.1000259965	-0.0362670117	-0.0512989131	-0.0604904417	0.0221916816	-0.1162454238	0.144290681	-0.0326831609	0.1477579048	-0.0988974728	-0.0752778918	0.0225433294	0.0552992797	0.0237492527	-0.0161171162	0.0121480213	0.0623899973	-0.0773989227	0.1120604335	-0.1516615479	-0.0217568515	0.1768355871	-0.0596572164	0.2301352046	-0.1768379461	0.081229419	0.1907103611	-0.0564484051	-0.1360970909	-0.0492061048	0.0806008901	0.1020997154	0.066730702	0.0789901307	0.0538468148	-0.1061948827	-0.1319104841	-0.1032155314	0.0682666425	0.089109216	0.0472954001	0.1344411367	0.0219837799	-0.2586723161	-0.0047053573	0.0588641725	-0.064627105	-0.1183909213	-0.3250265191	-0.0271447828	-0.0951501278	-0.1483667034	-0.1494193238	0.0701182015	-0.0818509666	-0.0582154194	0.0499743406	-0.1950688323	0.0962963606	-0.1081235123	-0.0518365808	0.0661400763	0.1062036037	-0.1167271591	-0.0303623851	0.0503804817	0.0063170831	0.0636363045	0.1434871506	-0.061998752	-0.0311435681	-0.1507762394	-0.0120989788	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.1703623143992843	-0.1114594533443665	0.0290233181674805	0.012423209739825	-0.0158015072905044	-0.042342812128595	0.0002496876326518	0.0017929137389574	0.2892922951722809	0.1255793295773415	0.0836900320460461	0.0157701680170945	0.0007300136479562	-2.794450244470001e-05	7.808952168818447e-10	5.329199262023188e-07	6.709335032439867e-06	8.263304533806526e-05	6.8282201818427485e-09	4.501517657752488e-11	-0.0035360073876717	-0.0024180361314053	5.846898732781509e-06	1.250334824566884e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1910.9497753373828	1.3971488039815083	3651729.0438619936	1.95202478046696	2521.2090572153097	-17.406729239005017	302.99422280003216	6356495.110184511	2023.1034737052496	5.8331225049369095	34.02531815760145	4092947.665318248	2111.5216201328303	1492.7048929530447	1.568944	42.939713	0.4225369420147973	0.1871173459300239	0.0105670944	0.0072501237	-0.1279299335	0.0915070694	-0.0202311188	0.0018973604	-0.0613019082	-0.1115747365	0.0661108725	-0.1157958255	0.0259982604	0.0001950109	-0.0022130982	-0.0791441845	0.156740158	-0.1023003742	0.0785878768	-0.1265780074	-0.1120008257	0.0197241418	0.1156616508	0.0284532072	0.1632899281	-0.055570641	0.0295240009	-0.1648959238	0.0143654272	-0.0019429136	-0.0380842727	-0.1148808143	0.1327480478	-0.1391034056	-0.0628811881	-0.1017919824	-0.0479195295	-0.0098052335	-0.0969041995	-0.0538435661	0.0984066256	0.097612614	-0.0586057748	-0.0559195729	-0.0329574088	-0.0469628495	-0.0647254738	0.1855446074	-0.0432758816	0.1448710378	0.1065603164	-0.1059804373	0.0693306778	0.0859767364	0.186409636	-0.0301826383	-0.1017005681	0.0490014199	0.0088179163	-0.1096832986	-0.0092526674	0.0502910658	-0.1250573829	-0.0022026071	0.0534930283	-0.0688927462	0.1313816652	-0.0632023274	0.0706014051	-0.1414569584	-0.0520223054	-0.0516897994	0.0396890664	-0.0648511337	0.0255733901	0.0093497354	0.0360227475	0.0040994391	0.0336572013	-0.0097806097	0.0571471664	-0.0495807443	-0.0903910982	-0.153962525	-0.0138692229	0.1230578042	-0.0449783955	0.0981904553	0.0123328383	-0.0533892271	-0.0130770017	0.0319844188	0.0042907201	-0.1036429206	-0.0150858811	0.0050834447	-0.0803476122	0.0146901101	0.0826909615	-0.0590615913	0.0268640468	-0.1500137362	0.1397210693	-0.0120880846	-0.1528301222	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.098704533449208	0.0716577809500762	0.0097425849234258	0.0051348375706891	-0.0134698564175153	0.0023316508729891	0.0001814370319084	5.436595793510835e-06	0.218891906371752	-0.0704003888005289	0.0479136666750598	0.0049562147432656	-0.0015056410250234	-0.0022356546729796	4.998151816815523e-06	2.266954896233515e-06	0.0015523233974696	0.0015456140624371	2.3889228300035013e-06	2.409707930331561e-06	-0.0017543336952644	0.0017816736924073	3.174361146216263e-06	3.0776867143400444e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1872.7870358069	-38.162739530482895	3507331.2814863943	1456.394688471482	2453.8712509846	-67.3378062307097	4534.380147964606	6021484.116408726	1971.754628275777	-51.3488454294727	2636.70392693988	3887816.314126947	2055.677479060891	1492.0555297224237	1.850377	50.642128	0.5863368752911481	0.2808095596910844	-0.0652081349	0.1200232009	-0.0443754965	-0.0101165557	0.1506664896	0.0771316435	0.0195036391	0.0311447671	-0.0281647605	0.1638426692	0.0538150604	-0.1309303574	-0.0411860294	-0.1116153292	-0.2069343548	-0.1020369801	-0.0587523594	0.0005082366	-0.0136746891	-0.2023252192	-0.2977398027	0.160776271	0.0774619155	-0.1137448244	-0.0747664305	0.0579211746	0.1616873321	-0.082717226	0.1524391234	-0.0492222171	0.0727517387	0.1691869762	-0.0637516031	-0.0765907492	0.128838014	0.1421804808	-0.0180909908	0.0667113138	0.0391762642	-0.0421134358	-0.0641786885	0.0056941686	-0.0099034099	-0.0647659046	0.0510159585	-0.0144775764	-0.1101514459	-0.0409171036	-0.1296334174	0.1056004005	-0.0550329064	-0.211033513	-0.0106363315	-0.0532782196	0.0995427302	-0.0374425761	0.0752002437	0.2648482085	0.1474072667	0.0670823531	-0.2072016742	0.1735962615	0.1235315314	-0.0696785435	0.0137196957	-0.151009922	0.0490200075	0.1520390729	-0.125146706	-0.0856883114	0.0254738449	0.0361309359	-0.0557814362	-0.0155998698	-0.2188296464	0.0646040814	-0.0439357221	-0.1062932609	-0.146239495	-0.0782547425	0.0611065743	-0.1018062735	0.251386522	0.0453280426	0.1321157299	0.1714618183	-0.0640203632	0.0373717834	-0.0327321685	0.2614166627	0.0105229892	0.0590029656	0.0249555059	0.091060442	-0.0304100996	0.0848734969	-0.2268799394	0.0840771561	-0.1521818414	-0.0417628286	0.184796086	0.0992178054	-0.0488106599	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.2248313422002752	-0.1261268087510672	0.0505491324355772	0.0159079718857282	0.0272144650318466	0.0406843214493619	0.0007406271069696	0.001655214011795	0.075518880886868	-0.1433730254848839	0.0057031013704049	0.0205558244366891	0.0004219275409961	0.0019275685660195	3.715520576706472e-06	1.7802284985101568e-07	0.0004371088500096	-0.0011152145474599	1.2437034868664122e-06	1.9106414675671499e-07	-0.0042346049739016	-0.0024802712786372	6.151745615632612e-06	1.7931879284992173e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1871.3165477454463	-1.4704880614535796	3501825.621865935	2.1623351388775065	2436.057617689847	-17.81363329475289	317.3255311599287	5934376.716704734	1974.1455557686943	2.390927492917399	5.716534276388279	3897250.675361287	2063.877827450121	1440.3483745570338	1.420882	38.887474	0.3460522990617103	0.1829726472995466	-0.0830365458	0.0554617407	0.0175593846	0.0325444411	0.1333530635	0.0679739416	0.0176745837	0.0299015309	-0.1733144915	0.167125339	-0.013624195	-0.1451910908	-0.0072108236	-0.0401828173	-0.1651309301	-0.0052391286	-0.0165354033	0.069787943	0.1293383758	-0.1005306695	-0.1171235563	0.1660851051	0.1946868305	-0.1031540836	0.0308490069	0.0174390201	0.0065314794	-0.0717207306	-0.0573650763	0.0173968582	0.0804628481	0.0477860878	0.0057057543	-0.0835837503	0.0004299505	0.0390886422	-0.0551903282	-0.0004042102	-0.1227462808	0.1845790352	0.04370419	-0.0245813051	-0.0730081807	0.0928413259	0.1001803221	-0.0258882999	-0.0786566271	0.0902848667	0.0775522704	0.0523965646	-0.0102964287	-0.1823489212	-0.0493545636	0.0206195899	0.1469597589	-0.1167852272	-0.0563785298	0.2165334459	0.0794246656	0.0462552789	-0.1708086899	0.0883260224	0.0166418985	-0.1595237527	-0.0223029818	0.0623647863	0.0308809131	-0.0659677194	-0.1226985568	0.0314196625	0.0667074695	-0.1197714703	0.0133055648	-0.1048923305	0.0464554828	0.0870469584	0.0933496795	0.0030769023	0.1247266711	-0.0431278121	0.0634899271	-0.0343504129	0.2145497579	-0.0056408719	0.1557386494	0.0895134641	0.0006749092	-0.0504833674	-0.0100606533	0.1086277067	0.0873860545	0.0972094804	0.0936478378	0.0473576615	-0.0472531957	-0.0665660468	-0.0457119627	0.1448502935	-0.0232878208	0.0827160842	-0.0434447916	0.2156511047	-0.14995517	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.1117406946341077	0.1130906475661675	0.0124859828373129	0.0127894945669351	0.0279641264563963	0.0007496614245497	0.0007819923684693	5.619922514578902e-07	0.0405890080817599	-0.0349298728051081	0.0016474675770611	0.001220096014181	0.0026688425496608	0.0022469150086647	5.048627056162691e-06	7.122720554879961e-06	-0.0003959977120875	-0.0008331065620971	6.940665438092492e-07	1.5681418797853458e-07	-0.0033689841993457	0.0008656207745559	7.49299325342757e-07	1.1350054535440987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1886.37079539153	15.054247646083695	3558394.7777060736	226.63037218961648	2471.426731690458	35.36911400061081	1250.9742251882035	6107950.090114179	1989.4005163842503	15.254960615556	232.71382338216475	3957714.414589922	2079.296152773929	1462.4268199685407	1.476387	40.40657	0.3756081793077964	0.204042870764259	-0.0474598068	0.1071394635	-0.079162448	0.0280382193	0.2322888575	0.0709638493	-0.0054644877	-0.0976347815	-0.0663508285	0.1772289544	-0.1538284887	-0.0441574773	-0.0194979733	-0.1477788244	-0.0911924275	-0.1029042999	-0.042714153	-0.1904819451	-0.0026381849	-0.2034838383	-0.1511423204	0.1142989639	-0.069135578	-0.1347185614	-0.0599462869	-0.0694721582	0.0433036463	-0.0544855241	0.0109397077	-0.0771668709	0.1140191739	0.124923379	-0.2042828567	-0.0576168872	0.0035288486	-0.2152155622	0.0026575634	0.1017647421	-0.0469388354	-0.0279343308	0.0836137287	-0.0211399189	0.1492573398	-0.0013496759	-0.0528916536	-0.0344766838	0.1515991507	-0.104124676	0.0110088671	-0.0067093273	0.1167066488	-0.1748253583	0.1301197761	-0.136971447	0.1708420822	-0.1056015697	0.0799267988	0.1306385263	-0.0612282827	0.0150627156	0.0153196223	0.1200474731	-0.087815924	-0.1132371896	0.0819919348	-0.0932496588	0.1177987821	0.0528646671	-0.0825821313	-0.0194426307	0.1534877651	-0.0465943888	-0.137336462	0.0294561489	-0.0199907074	0.0230952801	0.0041323193	-0.062364677	0.0467475035	-0.0482256265	0.0397062983	-0.0439808893	0.2511112345	-0.0275299987	0.0592650921	0.0813374686	-0.1355331547	0.0471042114	-0.1493170714	0.2322656102	0.0397622429	-0.0325435891	0.0214954522	0.1919320481	-0.2077071801	-0.1565514534	-6.89576e-05	0.0839888362	0.0569778083	-0.022599385	0.052975227	-0.0141060834	0.0417742039	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0796000931467091	0.0321406014873986	0.0063361748289647	0.0010330182639717	0.0702082351056674	0.0422441086492711	0.0049291962766526	0.0017845647155714	-0.0120883478972118	-0.0526773559789717	0.000146128154884	0.0027749038329353	-0.0010000605352477	-0.0036689030849085	1.3460849846451107e-05	1.0001210741599162e-06	-0.0010149782172539	-0.0006189805051663	3.831368657760516e-07	1.0301807814999048e-06	-0.0040520228731139	-0.0006830386737682	4.665418298630222e-07	1.6418889364238228e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
