global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106
2008.46946771204	n/a	4033949.602731485	n/a	2486.6675452747563	n/a	6183515.480722782	n/a	2200.4023467273246	n/a	n/a	4841770.487483117	2210.236071341378	1940.7190397291645	n/a	n/a	n/a	n/a	-0.00786129	0.0172280136	-0.0361358381	0.0003502539	-0.0220496859	0.0123179415	-0.0065316378	0.0022073008	-0.0111188853	-0.0025543581	-0.0220825509	-0.0016326563	0.0183694914	-0.0389461117	0.0056594601	0.0100257129	0.0069985279	-0.0220624454	0.0044439202	-0.0107073211	0.0008060949	-0.0170280239	0.0073389756	-0.0003145359	-0.0130343919	0.0018896678	-0.0090679549	0.0445740984	-0.0317077568	-0.0129701716	0.0307767389	-0.0204966758	0.0199995522	-0.0113650132	0.0047446827	-0.0642854973	0.0107713696	-0.0027373681	0.0653351009	-0.0183662608	0.0004817823	-0.0051865132	0.0139154778	-0.0056506389	-0.0074057116	0.0075560294	0.0103725353	-0.0200592701	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0093818897825457	n/a	n/a	8.801985589183539e-05	-0.0069606046539121	n/a	n/a	4.845001714806279e-05	0.1218576382234601	n/a	n/a	0.0148492839933996	-0.0036071798803996	n/a	n/a	1.3011746689559672e-05	0.0078389334125861	n/a	n/a	6.144887704695877e-05	-0.0007358762938331	n/a	n/a	5.41513919825539e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.98311873701	-0.4863489750298413	4031996.2051328095	0.2365353255125772	2497.9882077622688	11.320662487512436	6239945.086119352	128.15739915617127	2203.576558555045	3.174211827720228	10.07562072723899	4855749.649413295	2213.2216986208546	1926.832745738773	0.590768	28.589838	0.1056434224655359	0.0486306555497651	-0.0084990799	0.018931321	-0.0509147611	0.0099908335	-0.0344146045	0.0258264957	-0.0177890183	0.0083158152	-0.0791682289	0.036725597	-0.0139772154	-0.0365188551	-0.0185757936	0.0532066414	0.001281251	0.0073901809	0.0024909284	0.0212996421	-0.002956483	-0.0059997772	-0.0009660945	0.0033258789	-0.0072675372	0.0002611855	-0.0132555135	0.0098370541	-0.0132604083	0.0587695163	-0.0488562887	-0.0259032727	0.0447919522	-0.0278276417	0.0361359653	-0.0224887749	0.0116220545	-0.0529222307	0.0022399869	0.005462521	0.0758870921	-0.0182619874	-0.0022498292	-0.0094127685	0.003449362	-0.0043663646	0.0152339331	0.0254552339	0.0121051193	-0.035177983	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.023455862537105	-0.0140739727545593	0.000198076709096	0.0005501774873595	-0.0308621643807214	-0.0239015597268093	0.0005712845573742	0.0009524731902626	0.1061811186273828	-0.0156765195960773	0.0002457532666461	0.0112744299529623	-0.0042149948548311	-0.0006078149744314	3.694390431431648e-07	1.7766181626252645e-05	0.0082587109328504	0.0004197775202643	1.7621316651924487e-07	6.820630627238273e-05	-0.0007481112068991	-1.2234913066000053e-05	1.4969309773257876e-10	5.596703778880281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013.6036503286125	5.620531591602457	4054599.660616713	31.59037537220125	2490.532860416105	-7.455347346163762	6202753.928812426	55.58220405195105	2207.4291270186263	3.85256846358152	14.84228376658287	4872743.350810215	2214.538307657047	1892.2230511315404	0.660515	31.965197	0.0451655105990805	0.0243285069212936	-0.0015761854	0.0162334575	-0.04470453	-0.0031917102	-0.0428880234	0.0378908682	-0.0055949428	0.0050200364	-0.0194143881	-0.0015053371	-0.0399400819	0.0403006454	-0.0149412076	-0.0188553938	0.0022068626	0.013084343	-0.0282934994	-0.0036082838	0.0049882064	-0.0084585809	-0.0266309676	-0.0151701287	-0.0039178847	-0.0099936064	-0.0124595528	0.0021535744	-0.0086300541	0.0437240931	-0.0368914273	-0.0166590469	0.0411314062	-0.0225322377	0.0418841554	-0.0115773612	0.0023959253	-0.0646118504	0.002332792	-0.0037017353	0.0597653006	-0.0074221321	-0.0122697113	-0.0099644716	0.0210796707	0.0239452441	0.0111337017	-0.0324192654	-0.0156821617	0.0092481138	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0323734051245736	-0.0089175425874686	7.952256579931621e-05	0.0010480373593597	-0.0309963009458869	-0.0001341365651655	1.7992618114398746e-08	0.0009607706723279	0.0900494096736963	-0.0161317089536865	0.0002602320337664	0.0081088961825811	-0.0040781991079607	0.0001367957468704	1.8713076361830563e-08	1.6631707964171445e-05	0.0081960610078488	-6.264992500159931e-05	3.925013102706018e-09	6.71754160443795e-05	-0.0009483079848823	-0.0002001967779831	4.007874991485464e-08	8.992880341915285e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2008.385978014504	-5.21767231410854	4033614.236685276	27.22410437741477	2482.631382207761	-7.901478208344088	6163458.579922818	62.4333578769365	2211.7775361596086	4.348409140982312	18.90866205737853	4891959.869460269	2216.6458188426736	1897.99687484616	0.7487089999999998	36.233257	0.2273976189699619	0.1264010697689382	0.0012389093	0.0013544207	-0.01911574	0.0131427251	-0.0170329262	0.010267248	-0.0043446779	-0.0158068308	-0.0059034836	0.0099054736	0.0015280172	-0.0499999995	0.0361733233	-0.008146642	0.0151553583	-0.0328201445	0.0016568389	-0.0194094273	0.0154631354	0.0320413324	-0.000249434	-0.0017578599	-0.0134484032	0.009725981	-0.0081968642	-0.0086392055	0.006845405	-0.0091511222	-0.0004200175	0.0104831993	0.0293159186	-0.0081069586	0.0463388663	-0.0058571501	0.0082814741	-0.0634594704	-0.0186842334	0.0156948731	0.0603696887	0.0418173115	-0.0630410198	-0.0186546942	0.0663997728	0.1074909646	0.0238533524	-0.163527794	-0.1025063207	0.1573446611	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0098995048540189	0.0422729099785925	0.0017869989180581	9.800019635474378e-05	-0.0280375116048929	0.002958789340994	8.75443436437971e-06	0.0007861020569945	0.0611193917527259	-0.0289300179209704	0.0008369459369076	0.0037355800482231	-0.0032781847396293	0.0008000143683313	6.400229895366883e-07	1.0746495187138422e-05	0.0064602485533487	-0.0017358124545001	3.0130448771976634e-06	4.173481137104397e-05	-0.0004194167731257	0.0005288912117566	2.797259138733647e-07	1.759104295791749e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2002.8555128151247	-5.53046519937925	4011430.205213936	30.58604532154497	2475.925222638009	-6.70615956975189	6130205.708095075	44.97257617497485	2217.1502506907395	5.372714531130896	28.866061433025084	4915755.234138009	2217.0843851517657	1910.2850109426804	0.747171	36.158855	0.0432992130964579	0.0277000977824053	-0.0039017738	-0.0041364041	-0.0338833154	-0.002488488	-0.0273370038	0.052146223	0.0105000198	-0.009551369	-0.013242085	0.0028212458	-0.0306865373	0.0409512724	0.0533409933	-0.0319281071	0.0088546814	-0.0320834472	-0.0275754492	-0.0169325012	0.0129205137	0.0303135721	-0.0160511397	-0.0029336818	0.0016469183	-0.0197204153	-0.0066496419	0.0010161513	-0.0003570831	0.0171986456	-0.024674048	0.0066304519	0.0329933166	-0.0117664593	0.0398785752	-0.0053633995	0.0115988986	-0.0466525109	-0.0027924196	0.0002310588	0.0377702932	0.0262091951	-0.0369691561	-0.0178599515	0.056730323	0.0792454459	0.0128417343	-0.1055431289	-0.0609719346	0.0856095455	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0098053852480006	-9.411960601829993e-05	8.85850023704e-09	9.61455798617078e-05	-0.0424372216128148	-0.0143997100079219	0.0002073516483122	0.0018009177782151	0.0586478451344731	-0.0024715466182527	6.108542686196824e-06	0.0034395697389171	-0.0037181863469552	-0.0004400016073258	1.9360141444937534e-07	1.3824909710684056e-05	0.0065438484801314	8.359992678269937e-05	6.988947758072695e-09	4.282195293091803e-05	-0.000416341569949	3.0752031767000265e-06	9.456874577985936e-12	1.7334030286759806e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2011.6009064863936	8.745393671268857	4046538.20697688	76.48191046546938	2513.149278311894	37.22405567388478	6315919.295079593	1385.6303208124734	2206.8919435826742	-10.25830710806531	105.23286472338326	4870372.050650113	2218.2623237454163	1925.59288835246	0.84255	40.774673	0.1455722074238321	0.0778851044106485	-0.0080504345	0.0152755062	-0.009603236	0.01963472	-0.0132964785	-0.0344740896	-0.0265862197	0.0197423443	-0.0765715985	0.0223084984	-0.0150011638	0.0096903339	-0.0141878673	0.0628012998	-0.0026085985	0.0163149498	-0.0139580723	0.0566542544	-0.0056575205	-0.0099457136	-0.024966935	0.0284331409	-0.0219126372	0.0281004706	-0.0098537794	-0.0038422758	-0.0022823334	0.0259901137	-0.0159625366	-0.0041566623	0.0077761395	-0.0062757617	-0.0050356174	-0.0118704853	0.0037048837	-0.0354901259	0.0145479203	0.0038615005	0.0569259797	-0.0147424784	-0.0034833541	-0.0009106639	0.0031600405	-0.0098310131	-0.0108726253	0.0289269806	-0.0014035346	-0.0453873087	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0024810768964016	-0.0122864621444022	0.0001509571520258	6.1557425658577965e-06	-0.0338522793292526	0.0085849422835622	7.370123401209416e-05	0.0011459768157857	0.0204250124362204	-0.0382228326982527	0.0014609849394786	0.0004171811330197	-0.0025430315846843	0.0011751547622709	1.3809887152879754e-06	6.467009640701942e-06	0.0070916055594638	0.0005477570793324	3.0003781795876146e-07	5.029086941101788e-05	-0.000422989134298	-6.647564349000019e-06	4.419011177409605e-11	1.789198077341715e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019.5922680785604	7.991361592166868	4078752.929282704	63.86186009675978	2490.765241074836	-22.384037237057782	6203911.486146586	501.0451230299894	2214.34596289658	7.454019313905974	55.562403932083285	4903328.043396383	2220.50689161651	1899.4729419185016	0.734531	35.547153	0.1714761610203503	0.099325458718275	-0.0080505768	0.0020309729	0.0031583064	-0.0087336514	-0.0369208026	0.0045397775	-0.0016159434	0.0113651121	0.0156938469	-0.0338315714	0.004637467	0.0451958571	-0.0156117738	-0.0246125787	-0.015404479	-0.0045505185	-0.0239354117	0.0100312699	-0.0140806796	0.0037604605	-0.0201057595	0.0091443111	-0.0013353268	-0.007074212	-0.008755417	-0.0055157483	-0.0022952228	0.01211983	0.0013121643	0.0046655055	0.0003672612	-0.0010977986	-0.0070215822	-0.0035169805	-0.0006570766	-0.0118455319	0.009364374	0.0016296331	0.0259963405	-0.0077628719	-0.0034622792	0.0056225528	-0.0014808133	-0.0124275866	-0.0036499616	0.0282746163	-0.0089575227	-0.0324155614	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0127286667557484	-0.0102475898593468	0.0001050130979253	0.0001620189573788	-0.015511429679222	0.0183408496500306	0.000336386765885	0.0002406044506934	-0.0044520924164075	-0.0248771048526279	0.0006188703458486	1.982112688423317e-05	-0.0013062168649419	0.0012368147197424	1.5297106509714712e-06	1.706202498258646e-06	0.005978319034237	-0.0011132865252268	1.239406887251563e-06	3.574029847512041e-05	-0.0004331002224957	-1.0111088197699996e-05	1.0223410454166816e-10	1.8757580272582484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016.635644625884	-2.9566234526764674	4066819.323175655	8.741622240916515	2482.5033139634406	-8.26192711139538	6162822.703839465	68.25943959401	2211.327745018936	-3.01821787764402	9.10963915692997	4889970.395890533	2215.4131647226764	1946.6697251743617	0.645709	31.248644	0.1619393127403132	0.0799465905432946	-0.0123840073	0.013503515	-0.0080542945	0.0055097841	-0.0179503854	-0.0016015154	-0.0080968912	-0.0317567506	0.0374257183	0.0095047498	0.0252435261	-0.0525257378	0.0475795405	0.016919687	-0.0088604569	-0.0047548247	-0.0101476649	0.0208402935	-0.0097883894	0.0028702751	-0.0038749717	0.0027555908	-0.0140181622	8.23038e-05	-0.008479983	-0.005960086	-0.0029587242	0.0134327291	-0.0071962295	0.0070531175	0.0024844463	-0.0070334917	-0.0044359267	-0.0031482013	-0.0017268323	-0.0050025751	0.0097021605	0.0020377437	0.0303422287	-0.0178150538	-0.0021660775	-0.0015369109	-0.0026377983	-0.0075937306	-0.0091802387	0.0164561785	0.0226504887	-0.0264879877	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0176903588303076	-0.0049616920745592	2.4618388242743588e-05	0.000312948795545	-0.016284383422672	-0.00077295374345	5.9745748951337e-07	0.0002651811434565	0.0578399957511166	0.0622920881675241	0.0038803042482705	0.0033454651084891	-0.0019862901939808	-0.0006800733290389	4.624997328700521e-07	3.945348734704284e-06	0.0052028811091011	-0.0007754379251358	6.013039757390692e-07	2.706997183544109e-05	-0.0008558405434165	-0.0004227403209208	1.78709378932221e-07	7.324630357554501e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.9825008642024	-8.653143761681577	4031993.723776856	74.87689696032878	2476.185559327575	-6.31775463586564	6131494.924222415	39.91402363900178	2202.2798153016624	-9.047929717273746	81.86503216872536	4850036.384885125	2209.296622202348	1880.9124362001944	0.688596	33.324154	0.118447489755061	0.072701930753691	0.0006851642	0.0053718916	-0.0249282058	-0.0088051586	-0.0563162548	0.0292018707	0.0021634831	-0.0090943339	0.0161047346	-0.0061592152	-0.0501918034	0.0663306871	-0.0003442536	-0.0114235964	-8.10612e-05	0.0275969271	-0.00450759	0.0337614896	2.46223e-05	-0.0268423923	-0.005854813	0.0084811608	-0.0085429509	0.0208096697	-0.0065743818	-0.0037668087	-0.0047699247	0.0225229469	-0.0128067053	0.0015406324	0.0101116557	-0.0101255573	0.0087311054	-0.0119971791	-0.0015208142	-0.0311408681	0.0193401964	-0.0055038129	0.0455145586	-0.0136808272	0.0026104557	-0.0082549498	0.0139485917	0.0062144452	-0.0025196274	0.0081679803	0.0030008015	-0.0358141901	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0273364174408214	-0.0096460586105137	9.304644671746738e-05	0.0007472797184988	-0.0047442930034264	0.0115400904192456	0.0001331736868843	2.250831610236069e-05	0.0467852220757549	-0.0110547736753617	0.0001222080210134	0.0021888570046777	-0.0022503549600375	-0.0002640647660566	6.973020067257964e-08	5.064097446165378e-06	0.0065506459912509	0.0013477648821497	1.816470177556264e-06	4.291096290269148e-05	-0.0009681422362088	-0.0001123016927922	1.2611670204016116e-08	9.37299389531376e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021.5799299725816	13.597429108379174	4086785.413267948	184.89007835739727	2477.514157350036	1.3285980224609375	6138076.399869858	1.7651727052871138	2210.0769452350896	7.797129933427186	60.79523519874624	4884440.103859666	2216.069716722138	1941.14837038503	0.842198	40.757614	0.0965196320791648	0.0515287373640576	-0.0112039886	0.006997763	0.0005341465	-0.0044990842	-0.0093386789	-0.0043325401	-0.0130445803	-0.044313088	0.0789140773	-0.0331293876	0.0425657016	-0.0403883141	0.0192518312	-0.0008537929	-0.0173158886	-0.0029277179	-0.0082530911	0.0029135052	-0.0181554963	0.0011516486	0.0052992549	0.006449966	-0.0048946342	-0.0518877094	-0.0091565012	-0.0054074956	-0.0015624758	0.0105110744	-0.008264839	0.0087043227	0.0077838172	-0.0077932373	-0.0066341761	0.0018829215	-0.0003184025	-0.0169508802	0.0078253618	0.0062836254	0.0347061608	-0.0155029007	0.0060806641	-0.0027970348	-0.0044069172	-0.0181197758	0.0041431155	0.0226442678	0.0260110415	-0.0085698551	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.010128467651512	0.0172079497893094	0.0002961135359513	0.0001025858569677	0.016786143727316	0.0215304367307423	0.0004635597058165	0.0002817746212341	0.048770084246648	0.0019848621708931	3.939677837442479e-06	0.0023785211174251	-0.0018211693484691	0.0004291856115684	1.842002891773415e-07	3.316657795803366e-06	0.0058679284090237	-0.0006827175822271	4.661032970821534e-07	3.443258381342741e-05	-0.0009721667101776	-4.024473968800013e-06	1.6196390725548927e-11	9.451081123775376e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
