global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99
1497.8740355072246	n/a	n/a	2243626.626246698	2064.978922397276	n/a	4264137.949945016	n/a	1795.8472014598358	n/a	n/a	3225067.170991124	1869.5686544807493	2188.3077543887225	n/a	n/a	n/a	n/a	-0.0037096601	0.0847447373	-0.0026106907	0.0305479289	-0.0086784796	-0.0051621906	-0.0124876554	-0.0098706209	-0.0061395322	0.0417598064	-0.0009325373	0.0625690806	-0.032134104	0.0091423317	-0.0426366419	0.0285802742	-0.106008873	0.0530801465	-0.0034479519	0.0487460508	-0.0201905501	0.0828923083	-0.0151026549	0.0259177298	-0.0343715792	0.0842818341	-0.1122507844	0.0679209801	0.1189790886	-0.0872361279	0.0743813332	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0444402500757092	n/a	n/a	0.0019749358267915	-0.3688380525846213	n/a	0.1360415090344159	n/a	0.3262969086526013	n/a	n/a	0.106469672596244	-0.0018990034394553	n/a	n/a	3.60621406306306e-06	0.0009969987383371	n/a	n/a	9.940064842457693e-07	1.946651133671461e-06	n/a	3.789450636224384e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1487.570415156303	-10.30362035092162	106.16459233592616	2212865.740048296	2074.822292665892	9.843370268615672	4304887.546143347	96.89193824506695	1794.0469852284489	-1.800216231386912	3.2407784797488963	3218604.5852072863	1866.3919594329911	2202.1521804939616	2.408806	126.396385	0.7082525828513815	0.4332951069321157	0.0107605401	0.0171465692	-0.004180614	0.0402681995	-0.0065805594	-0.0037661779	-0.009351399	0.0023137289	0.0093913244	-0.0128115386	0.0483630064	0.0394824478	-0.0038463954	0.0251236429	-0.0100877647	-0.0496797154	-0.0356502296	-0.0412729198	0.0358012914	-0.0121743836	0.0069189134	-0.0116467299	0.0153630758	-0.0318392136	0.0038642493	-0.0039403402	0.0203234705	-0.0267733752	0.0089428256	0.0251755266	0.0059574552	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0673910640622921	0.0229508139865829	0.0005267398626467	0.0045415555154479	-0.013705362973468	0.3551326896111533	0.0001878369742345	0.1261192272304517	0.0819166712255423	-0.244380237427059	0.0597217004449057	0.0067103410246735	-0.0027215902769275	-0.0008225868374721	6.766491051825153e-07	7.4070536354663054e-06	0.0004690009155348	-0.0005279978228023	2.78781700883969e-07	2.199618587724806e-07	0.0003671388273909	0.0003651921762572	1.347909185779651e-07	1.3336532559949068e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1492.8173001697703	5.246885013467363	27.52980234454841	2228503.491686162	2066.4707400165025	-8.351552649389305	4270301.319344352	69.74843165552151	1799.1546448275574	5.107659599108501	26.088186580365218	3236957.436004574	1866.121130647828	2132.711967485601	1.279127	67.119194	0.1929443436771434	0.0983084631690724	-0.003439747	0.0113269494	-0.0063789456	0.0141709855	-0.0024369007	-0.0016866725	-0.0073668426	-0.0018192147	-0.0019029162	-0.0011979804	0.0117526433	0.0176741595	0.0130169448	0.0066230935	-0.0063350832	0.0168630909	0.016363564	0.0113715979	-0.0027209685	0.0027860924	-0.0038789308	-0.0215933377	-0.0049735045	0.0165449121	-0.0183981693	0.0018640495	-0.0152465468	-0.0107764521	-0.0146576888	-0.0056311177	-0.0233747413	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.035354580260801	-0.0320364838014911	0.0010263362943632	0.0012499463454174	-0.0055140395169104	0.0081913234565576	3.040463179404948e-05	6.709777996995074e-05	0.0560225889938976	-0.0258940822316447	0.0006705034946191	0.0031385304775791	-0.0011198872855544	0.0016017029913731	2.5654524725735364e-06	1.2541475323464022e-06	0.000781947306911	0.0003129463913762	9.793544387538579e-08	6.114415907853657e-07	0.0009889385283906	0.0006217997009996	9.779994129353651e-07	3.866348681633161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1490.8798680497896	-1.9374321199807127	3.753643219532959	2222722.780956158	2041.060510562945	-25.410229453557577	4165928.0077794697	645.679760882445	1793.4964073768028	-5.658237450754541	32.015651049121246	3216629.3632734986	1859.878522051372	2127.643497319655	0.937798	49.208759	0.2112087755979553	0.1033798094183077	-0.0074153715	-0.0374442894	0.0013957815	0.011084392	-0.0062064505	-0.0063514788	-0.003540398	-0.0023319427	-0.0010468567	-0.0055983798	0.0017048715	0.0041971037	0.0159562163	-0.0029935391	0.0030532654	0.0261316374	0.016264471	0.0312872483	-0.0065540697	-0.0121901215	0.0040573632	-0.0102508665	0.0104003069	-0.0111474478	-0.0387027103	0.0062456491	0.0008586534	-0.0242142019	-0.0093140561	0.0095576439	-0.055133638	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0260236457530567	-0.0093309345077443	8.706633878781343e-05	0.0006772301382805	-0.0663451043567278	-0.0608310648398174	0.0044016728721051	0.003700418449546	0.1030852420288539	0.0470626530349563	0.0022148933106886	0.0106265671241473	-6.232927861505233e-05	0.0010575580069393	1.1184289380415253e-06	3.8849389726728205e-09	0.001445964909732	0.0006640176028209	4.409193768561471e-07	2.09081452017627e-06	0.001147045382939	0.0001581068545484	1.3157131105216769e-06	2.499777745518892e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1493.1942053579285	2.3143373081388745	5.356157175843491	2229628.934914496	2046.6065689280065	5.546058365061526	4188598.4479792663	30.75876338866893	1802.7281151926416	9.231707815838718	85.22442919701767	3249828.657306014	1866.9035360110497	2111.4428951263426	1.175008	61.655788	0.1681817370826037	0.0806315983637211	-0.0096645774	0.0474172787	-0.0018815741	0.0064555902	-0.0020671654	-0.0031585196	-0.004521948	-0.0042460663	-0.0030912695	0.0071546725	0.0156007259	0.0275920421	0.0192618007	-0.0140151222	-0.0013916574	0.0400934226	-0.0163771224	0.0639705166	-0.0264062185	0.0097457182	-0.0067642927	-0.0282646621	-0.0129866004	0.0377216068	-0.0265135758	0.0039497477	-0.0251806716	0.0148394484	-0.0320575414	0.0076449943	-0.0397494625	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0863363789201372	0.0603127331670804	0.0036376257820834	0.0074539703250415	-0.0990682622608289	-0.0327231579041011	0.0098145205873803	0.0010708050632167	0.1218251363764437	0.0187398943475897	0.0003511836401588	0.0148413638531391	-0.000703696293253	-0.0006413670146379	4.113516474655933e-07	4.951884731380121e-07	0.0010890517519126	-0.0003569131578193	1.273870022246158e-07	1.1860337183439033e-06	0.0012768842437583	0.0001298388608193	1.6304333719582055e-06	1.685812977885359e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1493.749542647549	0.5553372896206383	0.3083995052431967	2231287.6961597623	2028.4599311925188	-18.14663773548773	4114649.692453558	329.30046110302726	1804.8033444135613	2.0752292209197094	4.306576319359024	3257315.112006376	1868.2403418399224	2155.31773481369	1.087553	57.066769	0.3069115317750008	0.1737968498827518	-0.0010089658	0.0130057226	0.0089875278	-0.0044351288	-0.0026054676	-0.0033810262	-0.0070236374	0.0036703782	0.0004330928	-0.0146517638	-0.0278532414	-0.0258539981	-0.0172807359	-0.0052108263	0.0093823993	0.0169348076	0.0104693176	0.0241430782	-0.0283025354	-0.0217819813	0.0251261759	-0.0026684484	0.0134146539	-0.0048537879	0.0208440619	-0.0422407765	-0.0370873466	0.0357217984	0.0063116227	0.0223465366	-0.0777568801	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.068751346023717	-0.0175850328964201	0.0003092333819681	0.0047267475800728	-0.0493909314521232	0.0496773308087057	0.0024394641097083	0.0024678371962775	-0.0040660820329563	-0.1258912184093999	0.0158485988726032	1.653302309873004e-05	0.0007422500645722	0.0014459463578252	2.0907608697079614e-06	5.50935158357435e-07	0.0004683969252594	-0.0006206548266532	3.8521241384791387e-07	2.1939567959246002e-07	0.0010683264350272	-0.0002085578087311	1.141321371777926e-06	4.349635958271816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1494.8515999754934	1.1020573279442942	1.2145303540757175	2234581.3059492926	2048.804664708391	20.34473351587235	4197600.554130863	413.9081818318597	1804.8441613873863	0.0408169738250308	0.0016660253522332	3257462.4468941377	1871.7278266349424	2179.886292470585	1.290292	67.705025	0.5894108565095599	0.2930013329880869	-0.0010803033	0.0876786467	-0.0020265013	0.0133180463	-0.0021165221	-0.0009422842	-0.0003383193	-0.0057865997	0.0004202592	0.0056174557	0.0150069569	0.0206928751	-0.0007186121	0.0095317917	-0.0177070821	0.0200754418	-0.0155090115	0.0173724958	-0.0041019924	0.0107400945	-0.004701504	0.0135033965	0.00711168	0.0007132366	-0.0226805266	0.0142783377	-0.0284485089	0.0212559032	-0.0141515335	0.0173029403	0.040878565	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0043076387566998	-0.0730589847804168	0.0053376152571451	1.85557516582222e-05	-0.120413917236732	-0.0710229857846088	0.0144995114642945	0.0050442645097607	0.1366357248876681	0.1407018069206244	0.0197969984707286	0.0186693213155785	-0.0028242752485305	-0.0035665253131026	1.272010280900231e-05	7.976530679462016e-06	0.0021721550461106	0.0017037581208512	2.9027917343664123e-06	4.7182575443437424e-06	0.0002460682885029	-0.0008222581465242	6.054960260674645e-08	6.761084595255769e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1491.069003435839	-3.782596539654378	14.308036581805274	2223286.773007146	1998.4510760729827	-50.353588635408414	3993806.7034572624	2535.483888463931	1807.937272552751	3.093111165364689	9.567336681303708	3268637.18148548	1867.616937978442	2140.8695848464968	1.277089	67.012222	0.2440816874157027	0.1259670817572262	-0.0058525736	0.076988566	0.0174914022	-0.0137300955	-0.0012568721	-0.0027873794	0.0062159563	0.0022061146	0.00877096	-0.00688167	0.0062421209	0.0185553994	-0.0393743262	0.0046057725	0.0002324601	-0.0094087243	-0.079857428	0.0390313142	-0.0307133548	0.0071833083	0.0260699755	-0.018403605	-0.0136890081	0.0268055011	0.0614975105	-0.0458945199	-0.0511437233	0.0410596155	-0.0337263013	0.0301718984	-0.0204163895	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0401550020186363	0.0444626407753361	0.0019769264247165	0.0016124241871166	-0.1729961715863908	-0.0525822543496588	0.0299276753835479	0.0027648934724922	0.0811505819361002	-0.0554851429515678	0.0030786010883559	0.0065854169485677	-0.0024471135673187	0.0003771616812117	1.4225093377451117e-07	5.988364811355255e-06	0.0007611476785411	-0.0014110073675695	1.9909417913354097e-06	5.793457885485058e-07	0.0002889322265044	4.286393800150001e-05	8.348183151278992e-08	1.837317180996437e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1505.7356684863537	14.666665050514666	215.1110637039884	2267239.9033520464	2046.23455540138	47.78347932839733	4187075.855718684	2283.2608967273754	1808.9492063343016	1.0119337815506242	1.0240099782433465	3272297.2310975	1875.328047476127	2197.817179049145	1.876557	98.467896	0.6825134041497578	0.3841737665637615	0.0096031285	-0.0823414342	0.0004640134	-0.0093380304	0.0022237565	0.0037213546	-0.0104411198	0.0047077763	0.00221246	-0.0200864103	-0.0352806279	-0.0651316854	-0.0253339886	0.0337096976	0.0125746672	-0.0242378968	0.0870819553	-0.0644031516	0.023610969	-0.0161594422	0.0082520346	0.0431763226	-0.0052374265	-0.0189783138	0.0593135102	-0.0133554972	-0.0142001073	-0.0035820507	0.0424325738	-0.0369510761	0.0037156467	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0540363985179652	0.0138813964993288	0.0001926931687715	0.0029199323647923	0.0883330693746131	0.2613292409610039	0.0078027311451402	0.0682929721812544	-0.141898360012604	-0.2230489419487042	0.0497508305044364	0.0201351445742665	-0.0003899798448812	0.0020571337224375	4.231799151989566e-06	1.520842794135648e-07	6.212479894318612e-05	-0.0006990228795979	4.886329862013596e-07	3.8594906437312995e-09	-0.0006399876662746	-0.000928919892779	4.095842129836088e-07	8.62892167200549e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1501.1883329952802	-4.547335491073454	20.67826006837625	2253566.411121148	2033.385262404816	-12.849292996563918	4134655.625365103	165.10433051154655	1806.343890224359	-2.605316109942578	6.787672032726326	3262878.249750871	1870.3151524925715	2157.504673533006	0.972982	51.054916	0.2523257802851634	0.1245241427928182	-0.0007770575	-0.0427038826	0.0007491258	-0.009617273	-0.0006097951	0.0001081735	-0.0027440567	0.0025353577	0.0039524499	-0.0165352893	-0.0069822458	-0.0248446036	-0.0111810285	0.0244421868	0.0088113406	-0.0270400054	0.0486212616	-0.0519751633	0.0286295259	-0.0191376086	0.0145976333	0.0176983663	-0.0014880222	-0.0094470825	0.0180364061	-0.0032496147	-0.0100870382	-0.0301713534	-0.0135847208	0.0114261527	-0.016255726	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0179655554227764	-0.0360708430951888	0.0013011057215977	0.0003227611816488	0.0255435812831876	-0.0627894880914255	0.0006524745447708	0.0039425198147832	-0.0843928736688468	0.0575054863437572	0.003306880959632	0.0071221571260859	-0.0005070494653031	-0.0001170696204218	1.3705296025727738e-08	2.570991602641596e-07	0.0011379782766374	0.0010758534776942	1.1574607054667344e-06	1.294994558098627e-06	8.628849070512355e-05	0.0007262761569797	7.445703628168192e-09	5.274770561972361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
