global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
2355.293210100239	n/a	n/a	5547406.105544288	2998.170972305689	n/a	n/a	8989029.179176439	2606.453677707248	n/a	6793600.774033639	n/a	2664.5628942674207	2131.18230709343	n/a	n/a	n/a	n/a	-0.0187731334	-0.0355412715	0.0573596368	-0.0399682818	0.1191013872	-0.0257747103	0.0182478121	-0.0092444957	0.0276971472	-0.1032426719	0.0088943893	-0.0557522002	0.0336215272	0.1188111198	-0.0413436148	0.0603073438	0.1284787042	-0.0148817669	0.2158832827	0.1359296538	-0.4618718132	-0.2857348288	0.2391259905	-0.0036753063	0.0051088612	0.0687024753	-0.0503239892	-0.1210457818	-0.1244869022	-0.0651893281	0.0491790079	-0.0586230074	-0.0730147896	0.0639882962	0.0308077534	0.0358664582	-0.0411421283	0.0836588926	-0.0062525796	0.0086056496	0.0062044823	-0.0261289039	0.0623146242	-0.0537019162	0.0765636255	0.0417248676	-0.0037498769	0.0894381461	-0.0856893104	0.0166647498	-0.099484353	0.0538510316	-0.0395166858	0.0394648283	-0.0654726415	0.173187992	-0.067226375	0.0328238137	-0.0212211474	0.263761071	-0.4661624706	0.4300204069	-0.0844508219	0.055007888	-0.0073492085	0.0964468674	-0.041830425	0.0385439449	-0.0887376739	0.0746570581	-0.0903158883	0.0730889035	-0.1297708419	-0.1146752456	-0.0448765735	0.0668029438	-0.0328838018	0.0225317834	-0.00468212	0.0979402338	-0.1027606347	0.070096648	-0.3299101756	0.2238506333	-0.1028948978	0.1214794602	-0.0461089456	0.0779021186	-0.0596981145	0.224925549	-0.0906774189	0.1916930453	-0.2203377697	0.328522886	0.3006801581	-0.1775275722	0.0788646328	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0504496840677148	n/a	0.0025451706225322	n/a	0.013678257630417	n/a	0.000187094731804	n/a	-0.1839146603705046	n/a	0.033824602299198	n/a	0.0018343758853736	n/a	3.364934888840179e-06	n/a	0.0006983287275785	n/a	n/a	4.876630117614068e-07	0.0003578595188637	n/a	n/a	1.2806343524135885e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2358.5140026333784	3.2207925331395018	10.373504541527168	5562588.300617719	2997.944681177384	-0.2262911283046378	0.051207674749386	8987672.311399767	2611.450286017524	4.99660831027586	6819672.596341007	24.96609460631779	2663.6473614600395	2189.5870141516903	1.530488	31.661112	0.036932588499887	0.0187750328008885	-0.0119583264	0.0278434718	0.0179797389	-0.0476752127	0.1010890453	-0.0113922352	0.0531321602	-0.0100449769	0.0060967707	-0.0575681338	-0.0129011138	-0.0111608197	0.0686064106	0.015942749	-0.1104255335	0.1725887394	0.1211221214	-0.0968364934	-0.1272828235	0.0669609373	-0.0207491214	0.0604467577	0.0781437724	-0.0222658794	0.0753231551	-0.0767562635	-0.0437561694	0.0019193333	0.0026537713	-0.1464975399	0.0452103124	-0.0474919226	-0.1262034965	0.127020058	-0.1426998222	-0.1077907945	0.0215486749	0.0298454411	0.0186211009	0.0499788425	-0.0026266586	-0.0055135171	0.1084598856	0.0061883156	0.0454147651	-0.1088069224	-0.006796701	0.0442172764	-0.0128677751	0.0355055492	-0.0988891151	0.0652630675	-0.0530887736	0.2317434508	-0.1136132627	-0.0147658724	-0.0438892884	-0.054930282	-0.0185160723	-0.0296025386	0.0336293581	-0.0291269574	-0.0769863256	-0.0829409602	0.0393929841	0.0127658523	-0.0342205159	0.1603694308	0.0117826897	-0.1186909458	-0.077218448	-0.0776703006	-0.1300839246	-0.126915686	-0.0494495185	0.0288689658	-0.08554754	0.0239000344	0.0338828979	0.0506855355	-0.181951779	-0.031534251	0.0940057608	0.0032730207	0.000577985	0.1164161715	0.1857843922	0.007353406	-0.0187566014	0.1148611599	-0.0791360142	-0.0551926603	-0.2077687082	-0.0177260438	-0.1029911286	-0.0160496702	0.0264133074	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0612711551670628	-0.010821471099348	0.0037541544555062	0.000117104236754	0.0190709322259436	0.0053926745955265	0.0003637004559665	2.9080939293237963e-05	-0.1759549418844272	0.0079597184860774	0.0309601415735521	6.335711837760238e-05	0.0018108510488839	-2.3524836489700017e-05	3.279181521243921e-06	5.534179318671213e-10	0.0009038007459201	0.0002054720183416	4.2218750321370814e-08	8.16855788325729e-07	0.0003316818873163	-2.6177631547399992e-05	6.852683934314312e-10	1.1001287437370273e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2360.554694712274	2.0406920788955176	4.1644241608669095	5572218.466728156	2975.3224728315304	-22.622208345853775	511.7643104432164	8852543.817336332	2616.0116271972656	4.561341179741703	6843516.8336312855	20.80583335800743	2670.3847455424648	2179.5213202069585	1.241138	25.675341	0.0771740941957529	0.0339103202543347	0.0313413593	0.0037823666	0.0503434834	-0.061220285	0.1342779859	0.042129173	0.0111012701	-0.0576507916	0.0148776027	-0.1200366947	-0.0073450498	0.0086382363	0.0963328422	-0.0161378589	-0.1526081909	0.2201885575	0.1045267089	-0.1274723442	-0.0859780528	0.0518433611	0.1545583875	0.1432845678	0.0061462358	-0.0335297634	-0.0045364018	-0.0935672599	0.1180834289	-0.1004370166	0.0802369423	-0.0009633903	-0.0332631204	0.0633282287	-0.1256482312	-0.0434687002	0.0547143136	-0.1099336193	-0.0485298163	-0.0691072543	0.0348933962	0.1675307958	0.000441732	-0.0462673082	0.0766829795	-0.0247341083	0.0685044652	-0.1222381106	-0.0647204289	0.034698007	-0.072245908	0.0656988004	-0.1126119616	0.1029239404	-0.0681355282	0.2246368852	-0.1404779631	0.0237489048	-0.0645153061	0.0831012406	-0.061997478	-0.1068519216	0.1350316986	-0.063506693	0.036592975	0.1914131517	0.0996585866	0.0813501091	0.0580896136	0.0154271091	0.0725075396	-0.1432561442	0.0158840798	0.0975622918	-0.0095502188	-0.1265169887	-0.0350925513	0.0352766189	-0.0694105566	0.0115629315	0.0335878924	0.030906238	-0.2079644831	-0.0325554379	0.0286131993	0.0314409941	0.0022006831	0.0543370296	0.1166816838	-0.0371397217	-0.0177935158	0.0883665406	-0.1022350831	-0.0134911391	-0.1851623997	-0.079935738	-0.0002684481	0.05928976	-0.0659443181	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0455341382248093	0.0157370169422535	0.002073357743876	0.0002476537022407	0.0221329026038858	0.0030619703779421	0.000489865377673	9.375662595395491e-06	-0.1911776819335244	-0.0152227400490972	0.0365489060694758	0.0002317318146023	0.0016191378819858	-0.000191713166898	2.6216074808814623e-06	3.6753938362098736e-08	0.001376930918665	0.0004731301727449	2.238521603616189e-07	1.8959387547756409e-06	0.0005298858842025	0.0001982039968861	3.9284824381664775e-08	2.807790502770652e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2356.8557168165084	-3.698977895765438	13.682437473361308	5554768.869890658	2977.5356032151444	2.2131303836140432	4.897946094875643	8865718.268413775	2610.7138710021973	-5.297756195068359	6815826.9162432775	28.06622070238518	2665.378237915039	2188.1368458595425	1.352236	27.973619	0.0723298342104642	0.0431791447792486	-0.033078219	-0.0328819659	-0.040041856	-0.0505234503	0.0954613465	0.0325487547	0.1118724978	-0.039690864	0.0057440712	-0.0771916183	0.0642708532	0.0707849101	0.0759002884	-0.0198040176	-0.0935270984	0.2393032397	0.1345933966	-0.0279903868	-0.2305606596	-0.020636201	0.2221294485	-0.0302514116	-0.0259469879	-0.0918927479	-0.0614839092	0.1122310182	-0.093664212	-0.0470118279	-0.1106373862	0.2035300728	-0.0433434469	-0.0218749239	0.1452104137	0.0605819639	-0.0412866887	0.0420482528	0.016669528	0.1028276596	-0.028496286	-0.104299676	-0.0414981557	0.0315490122	0.063568398	-0.0387388873	-0.0429098103	0.0787201133	-0.0055986149	0.101529697	0.0091921206	0.0300738738	-0.0524323952	0.0960903662	-0.0400526765	0.2672969547	-0.1910271469	-0.0423518645	0.0141248445	0.0549683859	0.0188414904	-0.112230592	0.2479084998	-0.061910904	0.0106617098	0.0421660473	0.035506138	-0.1167321274	-0.0159692167	0.0371995654	-0.1701127333	0.2389429878	-0.1443116908	0.0271630163	-0.0343603318	-0.1112751216	-0.0247036736	0.0490694734	-0.0490825081	0.0928876972	0.0013682735	0.0388071589	-0.2274423576	-0.0328127523	0.1909922621	0.008653987	0.0098765912	0.0562363718	0.158029703	0.0502985842	-0.0124601023	-0.0193857411	0.126547777	-0.1363115756	0.0116588467	0.0643644615	0.0210361964	0.1104826822	-0.0675102989	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0632597503242067	-0.0177256120993974	0.0040017960110809	0.0003141973242983	0.0214358979690558	-0.0006970046348299	0.0004594977217397	4.858154609744998e-07	-0.1544172093108926	0.0367604726226318	0.023844674531364	0.0013513323474392	0.0015534463337109	-6.569154827489997e-05	2.413195511719837e-06	4.3153795147535135e-09	0.0013771285599339	1.9764126890013493e-07	3.906207117245544e-14	1.8964830705856172e-06	0.0008069315917308	0.0002770457075283	7.675432405985636e-08	6.511385937332024e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2347.8882631813126	-8.967453635195852	80.41522469938731	5512579.296384561	2977.5043040740184	-0.0312991411260554	0.0009796362352287	8865531.880779304	2606.869099934896	-3.8447710673012807	6795766.504195374	14.78226455995703	2654.5367027036605	2169.0586878828203	1.258227	26.028854	0.0823304976379319	0.0439926237459712	0.0059246711	-0.0426306894	0.0281502066	-0.0129445997	0.114749391	0.009219917	-0.0054182223	-0.0560876377	0.1674988387	-0.0038133365	-0.0747528473	0.1026618294	0.0056364536	-0.0032731638	-0.0752755405	0.2083714625	0.0691291566	-0.0513390407	-0.124870006	-0.0527390453	0.2053191805	-0.0349702148	0.0003910174	0.0138773576	-0.1012978086	0.0098184692	0.0368569211	0.0968144194	0.0787305111	-0.0711716482	-0.0180613429	0.0083270705	0.0092202505	0.0348084509	-0.014072413	-0.0318422039	0.016820509	-0.1096856784	0.0154075807	-0.0103344194	0.1476706443	-0.0239385458	0.0671588882	0.0481404647	-0.0061067253	0.109654073	0.0184683475	0.0557562387	-0.0243554179	-0.0538900237	-0.0766454326	0.0407138661	-0.0978090445	0.2404591812	0.0005205882	-0.0949111224	0.0248430454	0.0622365147	-0.0023688416	-0.1259319579	0.0604943239	-0.1347456764	0.0793181515	-0.1050783441	0.0238159574	-0.0575825944	0.0171168071	0.0731498636	-0.0879201762	0.1286625892	0.1144431105	0.0370424245	-0.0368505652	-0.107209832	-0.034686067	0.0648790372	-0.0475108729	0.0234705681	-0.0306235599	0.0436404869	-0.2923572573	0.0077326106	0.1485579603	-0.0654917666	0.0395251606	-0.0485025516	-0.0058882718	-0.0237163037	0.0303834814	-0.1208434995	0.2407901491	-0.0362353074	0.3211600674	0.0900325303	0.1312482734	0.07978911	-0.3438880966	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0609842900139199	0.0022754603102868	0.0037190836285018	5.177719623690515e-06	0.0287033136667531	0.0072674156976972	0.000823880215452	5.281533092313712e-05	-0.1502686348927397	0.0041485744181528	0.0225806626325275	1.7210669702952585e-05	0.0022422390514929	0.0006887927177819	5.027635964039779e-06	4.744354080695136e-07	0.0009421271201968	-0.0004350014397371	1.8922625257334995e-07	8.876035106103155e-07	0.000557944805014	-0.0002489867867167	6.199441995955724e-08	3.113024054421105e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2367.0489080871503	19.16064490583767	367.1303132076031	5602920.53327657	2986.6304205478764	9.12611647385802	83.28600189442272	8919961.268941985	2613.806525336372	6.937425401476048	6831984.551890998	48.12787120104511	2664.56148484753	2181.98793371445	1.373441	28.412279	0.0539389304839467	0.029552380400061	0.0664540669	0.0009004993	0.0567835097	-0.0350115156	0.0652542688	-0.011886759	-0.0555423661	-0.0182208092	0.0790648854	-0.0743920246	-0.086624688	0.1082153587	0.0735571087	-0.0052280221	-0.0790552987	0.1773427968	0.0489042754	-0.0299851111	-0.0532515148	-0.0821615554	0.03053222	0.1343043938	0.0727366621	0.0848458118	-0.1141467044	-0.0593383304	0.1204552141	0.1267601567	-0.0348085606	0.0269652426	-0.0263225912	0.0144709736	0.0121821026	-0.1131734998	0.1604605856	0.0370404838	-0.0242804534	0.0029136836	-0.1454875491	0.0295749471	-0.0847261527	0.007139004	-0.1725378658	0.0505018078	-0.0372013159	0.0147350691	0.0204200081	-0.0134927467	-0.0608544218	0.0427966745	-0.0932468902	0.0379995102	-0.085519956	0.1336750392	-0.0275750259	-0.1742633186	-0.0008106402	-0.1063356821	0.0355990402	-0.1270420832	-0.0599780216	-0.0169230965	-0.0095258408	0.0378125242	-0.0270612072	0.2166634339	0.1229200054	-0.0854216108	-0.0379705757	-0.0491453491	0.1581231832	-0.0735323531	0.1046686849	-0.070095545	-0.000509603	0.0319725053	-0.0836611856	-0.0673598494	-0.0021250086	-0.013221394	-0.1508009084	-0.0423322936	0.0746989166	-0.0886158776	0.0644201949	0.0139794652	0.0909720575	0.0111937337	-0.0285767533	-0.0228662721	-0.1126867771	0.068304118	0.0461434183	-0.0730573102	0.0074421604	-0.0033194133	-0.0672671441	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0611517158786085	-0.0001674258646885	0.003739532354898	2.8031420166724505e-08	0.0255266549943087	-0.0031766586724443	0.0006516101151984	1.0091160321216205e-05	-0.1570696197045435	-0.0068009848118038	0.0246708654341299	4.625339441038598e-05	0.0017488770516515	-0.0004933619998413	3.058570941793243e-06	2.4340606288750544e-07	0.0008127672719158	-0.0001293598482809	1.6733970347283316e-08	6.60590638297452e-07	0.0003047894304362	-0.0002531553745778	6.408764367762624e-08	9.28965969056232e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2370.3732268447384	3.324318757588117	11.0510952020522	5618669.234542337	2992.4659095177285	5.835488969852122	34.052931517265776	8954852.219625765	2610.552254147	-3.254271189372048	6814983.071631983	10.590280973976965	2664.376226215978	2196.1019035147865	1.126749	23.308987	0.0757705797788332	0.0441593819592302	0.0489644078	0.0389329366	0.0326163427	-0.0549118809	0.0384984855	-0.0226289529	-0.0618686678	-0.022738103	-0.0448215389	-0.0904206972	-9.67372e-05	-0.0165793145	0.0557772515	0.015657142	-0.0550400381	-0.041527294	0.0627652055	-0.0063075653	0.0557859449	-0.0001575071	-0.1668548059	-0.1283182071	-0.0146170303	-0.1189874145	-0.0081606997	-0.0979270022	-0.0701457007	-0.0400619052	0.0824723843	0.0370727551	0.040425817	0.038224191	0.0456228312	-0.1938465094	0.0846743245	-0.0024347327	-0.0636571835	0.0074043994	0.0199783331	0.0689077247	-0.0634902936	0.004200193	-0.0721326434	0.0966173657	-0.0662832289	0.0907323713	0.0059017131	-0.0354894206	-0.0645024439	0.0505463767	-0.0385209815	0.0336303644	-0.0105368151	0.0098987126	-0.0117637093	0.0708208772	0.0328221559	-0.0397338397	0.0535294884	0.0665865212	-0.0804208918	0.1583433648	0.0284957609	-0.0136888017	-0.0199028913	-0.0322959308	0.0179898161	0.0106532028	-0.0049882014	0.0317937482	0.1600056563	0.0428305695	0.1765654987	-0.0513291201	0.0021150711	0.0083194285	-0.0533566956	-0.0662484868	0.0422281215	-0.0112000569	-0.0648262635	-0.0105857554	-0.0250606812	0.0311769498	0.0013804653	0.0849325464	0.0020475705	0.0644792527	0.0753180258	-0.0623953923	-0.1005029984	0.0045938524	0.0005970258	0.0125586308	-0.0500491579	-0.0226709587	0.0793779069	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0564963723355305	0.0046553435430779	0.0031918400870748	2.1672223504078013e-05	0.0146574066911568	-0.0108692483031519	0.0002148395709099	0.0001181405586755	-0.1412135531848051	0.0158560665197383	0.0199412676030777	0.0002514148454783	0.0009849181300161	-0.0007639589216353	9.700637228344117e-07	5.83633233946323e-07	0.0007841035384343	-2.866373348149999e-05	8.216096170984635e-10	6.148183589851899e-07	0.0002096136572958	-9.51757731404e-05	9.058427792872888e-09	4.3937885324921097e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2373.102410165299	2.7291833205604235	7.448441597225219	5631615.04913235	2989.46298452524	-3.002924992488716	9.017558510513352	8936888.935846554	2610.063031938341	-0.4892222086591573	6812429.030691165	0.239338369445344	2665.239522675545	2185.545928330213	1.147743	23.743288	0.0704893494885577	0.0359750074211761	-0.0051250423	0.0730147608	0.0208612399	-0.0494132395	0.0196017405	0.0058594328	0.0032476187	-0.0006927828	-0.0583748506	-0.0638800165	0.0556410959	-0.0246776053	0.063624206	0.0211835608	-0.0729106723	0.0800712857	0.0617965062	0.0060504953	-0.0156249495	-0.0346365124	-0.1014203352	-0.0192766217	0.0080286457	0.0625958601	0.113253554	0.0305778966	0.0520344024	-0.1396998516	0.0135362191	-0.0357993579	0.2302599088	0.0402144338	0.0171694506	-0.019253732	0.0828162133	0.0103539009	-0.0255967838	-0.0135781476	0.0994837532	-0.0381526229	0.0928088012	0.0535602217	-0.1455857468	0.1890462386	0.0087434847	0.0233933419	-0.0276010721	-0.0059756893	-0.0406960122	0.0579455057	-0.0608609162	0.0366714884	-0.000868052	0.0743052925	-0.0184102823	0.0641848592	-0.1245510316	-0.0651435933	0.0290771642	0.0070454707	-0.0304900279	0.0854597378	0.016969831	0.0131634892	-0.0031444528	0.0402109245	-0.0717396948	0.0394262384	0.1852253584	-0.0631327538	0.0700389272	-0.1521393467	0.1459284713	-0.058036762	0.0071961775	-0.0160847281	-0.0380362649	-0.0095710661	0.1090886601	0.0103833335	-0.0313494251	0.0016012897	-0.0800054024	0.1070444081	-0.0668456502	0.0891564059	0.0441730106	-0.0242369008	0.2275452901	0.0230541648	-0.1068821101	0.0771429199	0.002263663	0.0624911579	-0.1313856552	0.0096502486	0.2446293096	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0490165987615114	0.0074797735740191	0.002402626954147	5.594701271859454e-05	0.0121620247458054	-0.0024953819453513	0.0001479148459175	6.2269310531857335e-06	-0.1546101397969366	-0.0133965866121315	0.0239042953280282	0.0001794685328563	0.0015739876497791	0.000589069519763	2.477437121657135e-06	3.470028991138115e-07	0.0009540216514107	0.0001699181129763	2.887216511746062e-08	9.101573113603992e-07	2.624914289408589e-05	-0.0001833645144017	3.362254514177642e-08	6.890175026741398e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2369.1070954470606	-3.995314718238205	15.962539697770833	5612668.429697608	2992.2249064127604	2.761921887520657	7.628212512765669	8953409.890556853	2607.4242045084634	-2.6388274298774377	6798660.982256593	6.963410204673563	2664.163130630985	2185.4366902766487	1.056292	21.851456	0.1003936480175015	0.0419010113341557	-0.0329772638	0.043903143	-0.0061777696	-0.0483296877	0.0398566533	0.0144477822	0.0484788561	-0.0124070225	-0.0672111592	-0.0507809229	0.0734614421	0.0090875589	0.0361066655	-0.0053839612	-0.0145494445	0.0096006048	0.0072276547	0.0414756304	-0.0176018991	-0.0078529997	-0.0159600562	0.0019887752	-0.1956117497	0.0355012259	0.0959010102	-0.0114553558	-0.0661641908	-0.0043637362	-0.1757563466	-0.0538077892	0.0105023611	0.0871943357	0.0383555172	0.0639008123	0.0306015676	0.1429810143	0.0397467541	8.84117e-05	-0.0781507973	0.0713538297	-0.0774173397	0.0023937158	-0.0371864302	-0.0830259201	0.0433410928	-0.1072888073	-0.0335051815	0.0261108273	-0.0029592505	0.0512371967	-0.0023257063	0.0327879111	0.0441585529	0.0203902291	-0.0154908485	-0.0186136733	-0.0364055024	-0.018982796	0.0071473513	0.0658000231	0.1067233414	0.0763997754	0.0060555173	-0.076363659	-0.0904216344	0.0720219843	-0.0427746049	-0.0932710653	0.0733703749	-0.0606589629	-0.1455524866	-0.11347668	0.1589530098	-0.0524155683	0.0140428791	-0.0080651477	-0.0329032574	0.0439810641	0.0637507031	-0.0173585073	0.0019050708	-0.0212412568	0.0486263749	-0.0385734917	-0.0300693612	0.0156075154	0.0673961424	-0.0371500321	0.0259464538	0.0437748594	-0.0704639717	0.0369465809	-0.0173563076	-0.0970447219	-0.145647637	-0.0335766846	0.0916539804	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0620031350702987	-0.0129865363087873	0.0038443887585457	0.0001686501252994	0.0231715726024219	0.0110095478566164	0.0005369217768693	0.0001212101440071	-0.1285765108636596	0.026033628933277	0.0165319191458727	0.0006777498354355	0.0011598796475105	-0.0004141080022686	1.345320796709082e-06	1.714854375428909e-07	0.0006857041770989	-0.0002683174743118	7.199426702106346e-08	4.701902184908796e-07	0.0003511023646901	0.000324853221796	1.0552961571125038e-07	1.2327287049097997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2373.0443538817185	3.937258434657906	15.502003981284824	5631339.505489903	2994.340828450521	2.115922037760356	4.4771260698799376	8966076.99692575	2603.9604916042754	-3.4637129041880144	6780610.24183598	11.997307082638567	2659.402680969238	2179.840259839238	1.072585	22.188494	0.0843299480951627	0.0423767403609397	-0.0603311521	-0.0060808665	-0.0328140621	-0.0092678282	-0.0128976225	0.0274394584	0.0618518972	0.0626335237	-0.0179258813	0.0231331957	0.0409406671	0.0705837762	-0.0083212989	0.0027955087	0.0298015576	-0.0585472162	-0.0120204555	0.0603836964	-0.0235276	0.0056949561	-0.0231335981	0.0143155154	0.0335126413	-0.0247378282	0.1183348036	-0.0022982113	-0.0550563117	-0.0242255099	0.0204040536	0.0240262664	0.0185635502	0.0123285562	0.1405808134	-0.0560886129	0.0885821324	0.0580973698	0.0827035542	-0.0997599743	-0.0057987569	-0.1234258795	-0.0297093958	0.0842799701	0.0773766914	-0.049758734	0.0041329638	-0.0552797521	-0.0202755798	0.0132757393	0.0590818902	0.0181479973	0.0288176811	-0.0380295583	0.0304847795	-0.0710735657	-0.0370448341	-0.0602952251	-0.0133160653	-0.0204954382	-0.0088072265	0.0772998486	-3.86228e-05	-0.0577076714	-0.0041807933	0.0676215088	-0.0391044815	-0.1227126313	0.0357859037	-0.0109983954	-0.0204121855	-0.0438698068	-0.0937585462	0.0751907851	-0.0247168062	0.0046359237	0.0309865749	-0.0029255698	-0.0243267729	0.0920436752	0.0067519922	-0.0380463479	0.0571753404	0.0027988894	0.0370219791	-0.054648398	0.0227678781	0.0123299459	0.0170764587	0.1102136401	-0.0156151597	0.0049001846	0.0484181935	0.020091005	0.0473971947	-0.0607015835	-0.0751585717	-0.0345041054	0.0703396329	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0671100142100584	-0.0051068791397596	0.0045037540072742	2.608021454811276e-05	0.0052335692280536	-0.0179380033743682	2.7390246864829557e-05	0.0003217719650588	-0.0977114675450749	0.0308650433185846	0.0095475308898122	0.0009526508990581	0.0008628821919728	-0.0002969974555377	7.44565677223784e-07	8.82074885958681e-08	0.0009071133004714	0.0002214091233725	4.902199991257894e-08	8.228545398921164e-07	0.0002611084983513	-8.999386633879998e-05	8.098895978605796e-09	6.817764791127086e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
