global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
1833.623446674672	n/a	n/a	3362174.944195104	2258.5913387391624	n/a	5101234.835427562	n/a	1968.4520866580128	n/a	3874803.617468285	n/a	2015.1977344139848	1352.916337060873	n/a	n/a	n/a	n/a	-0.0046407316	-0.0273370068	0.0682430338	-0.0368860913	0.0610427884	-0.0217993138	0.0317715331	-0.0374909332	0.0009017337	-1.16948e-05	0.0376788777	0.0312529177	-0.0058041022	0.0169891785	-0.0148481209	0.0102886889	-0.0186621382	0.0325774196	-0.0433775457	0.0228849467	-0.0104985372	0.0258229349	-0.0449914046	-0.0134058584	0.0412431492	0.0278726566	0.0333374582	-0.009452896	-0.0584385453	-0.1168049556	-0.0246819845	-0.0154092215	-0.0526060791	-0.0407646048	0.0089601153	0.0931420497	0.0252660047	0.0342701329	-0.0584254276	0.0462871238	-0.0354469629	0.0829062053	-0.0304042359	-0.0025552631	0.0300712213	0.0310616293	-0.0081806409	0.0616797106	-0.008060545	0.0648896478	-0.0255060457	0.0094523904	-0.0125869479	0.085352006	-0.0055043544	0.0376115499	-0.0108178916	0.0479827987	-0.013043976	0.1272157386	-0.0162378369	0.0865405975	-0.0777824369	0.1208316123	-0.0132420176	0.0184150746	-0.0211305236	0.0326054064	-0.0301295233	0.0264377643	-0.0057213585	0.0457007547	0.0082813418	-0.0019052599	0.0221601066	-0.0416857075	0.0276558732	-0.0427667406	0.0221363663	-0.0100855543	0.015762866	-0.0391055222	0.0754603687	-0.0002679838	0.0032841084	-0.0324455561	0.0871555891	-0.0221509328	0.001653843	0.0911881834	-0.0453419566	0.0097291025	-0.0556624294	0.0145696791	0.017427806	-0.0430974365	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0425884811771481	n/a	n/a	0.0018137787289762	0.0492869905824022	n/a	n/a	0.0024292074406698	-0.060973791650376	n/a	n/a	0.0037178032682234	0.0018510507276738	n/a	n/a	3.4263887964217046e-06	-0.0001649387288218	n/a	n/a	2.720478426535128e-08	0.0006061527763514	n/a	3.674211882785104e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1832.94833291408	-0.6751137605920121	0.4557785897406886	3359699.5911325053	2238.638178383432	-19.953160355730237	5011500.893715892	398.1286081814847	1967.0791166972333	-1.3729699607795285	3869400.251346368	1.8850465132029397	2015.10324687539	1351.179019010856	0.874934	23.065884	0.0599070764891094	0.0328714503370048	-0.0215038668	-0.0162795845	0.0569032847	-0.0111876637	0.0578041168	-0.053501322	0.0502163174	0.0097528031	-0.0069252261	-0.0548938047	0.0008794221	-0.036759938	-0.0194313163	-0.0712387311	-0.0075666786	0.0234707666	-0.0037656532	-0.0250207439	0.0155040419	0.1188741849	0.042152324	-0.0225452654	0.0331696422	-0.0198776715	0.0120114558	-0.0551983949	-0.0352618052	-0.0662178139	0.0040426276	-0.0400695872	-0.0075870764	0.0053270839	-0.0319671818	0.0010420391	0.0094386892	0.0747076755	0.0126360078	0.0098917446	0.0271035266	-0.0165947239	0.1288658678	0.0103365138	0.0055236962	0.0644434405	0.0548779037	0.014934647	-0.0171997507	0.0542489707	0.0623185315	0.0249127163	-0.0475214467	-0.0880434393	0.0248605361	-0.0201687933	0.0481354169	0.0056098077	0.0157422314	-0.0774203333	-0.123803904	-0.002517561	0.0547086231	0.0251206501	-0.0074387169	0.0083403411	0.0493853148	0.0697075406	-0.015694064	-0.0403653055	-0.0036893854	0.0800818951	-0.027319805	0.0369005647	-0.0110234397	-0.0111795405	0.023592493	-0.0477911282	0.0385009096	-0.0328968307	0.0170461488	-0.0377954737	0.001565004	-0.0770959278	0.0527438435	-0.0180450972	0.0137093695	-0.0277854627	0.0581986418	0.0339190733	0.0654966462	0.0549752802	-0.0322554634	-0.027705507	-0.0606730201	-0.0545874961	0.0840468418	0.0570774099	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0638808503403396	0.0212923691631915	0.0004533649845816	0.0040807630402048	0.0461891047930578	-0.0030978857893443	9.596896363821956e-06	0.002133433401584	-0.0742509400276745	-0.0132771483772985	0.0001762826690328	0.0055132020949933	0.0019831428419209	0.000132092114247	1.7448326646268907e-08	3.932855531462104e-06	-0.0004368591339087	-0.0002719204050869	7.39407067026238e-08	1.9084590287945946e-07	0.0006469337202029	4.078094385149991e-05	4.18523238335564e-07	1.6630853814191884e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1831.7218188144416	-1.226514099638507	1.5043368366120575	3355204.821520886	2234.2229115555924	-4.415266827839787	4991752.018519948	19.494581161022413	1969.33638732414	2.257270626906802	3878285.806438896	5.095270683096228	2015.301348474925	1349.4308835914603	0.853456	22.499638	0.0488926202030292	0.0266225957591586	-0.0216492295	-0.0212223818	0.0561217636	0.0083872402	0.0287811535	-0.0398811461	0.0422100276	0.0437432441	-0.0390317019	-0.0203127633	-0.0567775375	-0.0149330809	-0.0558540437	-0.1146341013	-0.0066184835	-0.0038385606	-0.0321067337	0.0055804429	-0.0769771266	0.0830993264	-0.0182170428	-0.0288836795	-0.0027332609	-0.0313648245	-0.0066151401	0.0183676921	-0.0144368916	-0.1120055656	0.0343059658	-0.1027844872	0.0206638833	-0.0131069782	0.0339516089	-0.0073611155	-0.0460566667	0.0851450596	0.0057355517	-0.0711963728	-0.0769738666	-0.1222647863	-0.0660204716	-0.0038795994	-0.0258427145	-0.0622767279	0.0318164452	0.0166229827	-0.0120895014	0.0296406774	0.0341682389	-0.0025417547	-0.0170107192	-0.0268438138	0.0544648263	-0.0550705557	0.0526459424	-0.0321839483	0.0097547605	0.0046781972	-0.1200770541	0.0181873998	-0.0575179328	0.0352487092	0.0150198046	0.0835415535	-0.0171188875	0.0342830637	-0.0404558319	-0.0447434522	0.0134970985	0.0363510952	0.0685793544	0.0354347506	-0.0161239977	-0.01284941	0.0201114438	-0.0512648674	0.0444422223	-0.0499554659	-0.0111376522	-0.0521169698	0.0355275164	-0.1106847823	0.0313067996	-0.0497244756	0.0209099117	0.0121090362	0.0083776835	0.102377303	0.0535402072	0.0657505631	-0.0073020855	0.0349503332	-0.0445174637	-0.0117888715	-0.0235447362	0.0090862938	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0757928758172425	0.0119120254769028	0.0001418963509623	0.0057445600246479	0.0502124142573592	0.0040233094643013	1.6187019045537207e-05	0.0025212865455526	-0.0748221892346094	-0.0005712492069348	3.263256564237473e-07	0.0055983600018596	0.0023585900733696	0.0003754472314487	1.4096062360249384e-07	5.562947134197616e-06	-0.0004135316547588	2.33274791499e-05	5.441712834890193e-10	1.7100842948755138e-07	0.0003979877097037	-0.0002489460104992	1.5839421707519657e-07	6.19741161434678e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1827.9612634604623	-3.760555353979271	14.14177657034216	3341442.380711969	2240.436716963605	6.213805408012377	5019556.682718656	38.61137764864386	1964.95756989766	-4.378817426480055	3861058.2514981176	19.174042054445408	2014.6173371031373	1346.4094828739676	0.8875499999999998	23.39846	0.0396479365793381	0.0207985998343201	-0.0463835719	-0.0198188485	0.0493559473	0.0414138764	-0.0100671809	0.0105165318	0.0248367507	0.0529884223	-0.0321769639	0.0065819059	0.0310137335	0.0068639371	-0.1109327801	-0.0845286076	0.0151091656	0.0258846791	-0.0083741417	-0.0060834065	0.022535401	0.083262038	-0.0167388199	-0.0582138295	0.0204322213	0.0103234766	0.0393635692	-0.016379261	0.011676798	0.01830876	0.0681884389	-0.0214298083	-0.0399306486	-0.021692042	-0.0177776559	0.024969597	-0.0277154099	-0.0130665125	0.0023762694	0.0230917035	-0.0060383027	0.0161470274	-0.0128430192	0.014200854	-0.0133414711	0.0138067874	-0.1160436458	-0.0127657419	-0.0402474565	0.0017466337	0.0268959621	-0.0251058619	0.0202204428	-0.1083113633	-0.0021000317	-0.0163933868	0.0884469049	-0.0658443344	-0.019064277	0.0024803452	-0.1183826338	0.0317661663	-0.0205082213	-0.0211378017	0.0167712724	0.0843470741	-0.0330344717	0.0503846887	0.0115252995	-0.0232682649	-0.008581999	0.0023820641	-0.0117615996	0.0595763206	-0.0132666457	-0.0242022805	0.022125457	-0.0393026228	0.024064386	-0.0694806649	-0.0483619325	-0.0247964434	0.0607207423	-0.0598957424	0.0129795679	0.0025255684	0.0428384966	0.0542726457	-0.0945001354	0.018443653	-0.018316304	0.0328369149	0.0111205052	0.010150087	-0.026338712	-0.0175618627	0.1196242751	0.0302779009	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.062729487548907	-0.0130633882683355	0.0001706521130492	0.0039349886081484	0.0511597175731139	0.0009473033157546	8.973835720398426e-07	0.0026173167021607	-0.0815205792437723	-0.0066983900091629	4.4868428714853424e-05	0.0066456048402401	0.0024291115386978	7.052146532820006e-05	4.973277072036522e-09	5.900582867434794e-06	-0.0006560970061588	-0.0002425653514	5.883794969980551e-08	4.304632814905405e-07	0.0003322974267102	-6.569028299349997e-05	1.1042157979822074e-07	4.315213279766112e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1829.1749927703324	1.213729309870132	1.473138837637827	3345881.1541763456	2246.1440388749284	5.707321911323561	5045163.043373375	32.57352339947403	1964.0380663367791	-0.919503560880912	3857445.5260199145	0.8454867984726773	2008.024930851188	1351.039963235977	0.91533	24.130827	0.0351442443802391	0.0190123185013351	-0.027574564	-0.0243334688	0.0374527692	-0.010984814	-0.0101443815	0.0927336483	-0.0219006754	-0.0379509749	0.0036532122	0.0003759614	0.0125511415	-0.0386920577	0.0568258209	-0.0831515577	0.0143242422	-0.0142339312	0.016382836	0.0275549278	-0.0161918153	0.0725182909	0.0500296501	-0.0308185643	0.0061004571	-0.0821443562	-0.0899392209	-0.0429319228	-0.0156531707	-0.113119791	-0.0543996991	0.0611083883	0.0727083011	-0.0348926338	-0.0147659874	0.0492299019	-0.0539946138	-0.0182469529	-0.0530492938	-0.0552713137	-0.1439966817	-0.0341759004	0.052789586	-0.1654256011	0.0430162112	0.0581870852	-0.0269929592	-0.0193141788	-0.0065767265	-0.0484207741	-0.0679102221	-0.055893247	0.0671689467	0.0286244389	0.0061663217	-0.032939079	0.0423096189	-0.0598860273	-0.0306019814	-0.0748547373	-0.1224871799	0.0805728416	0.0285337663	0.0021690204	0.0004681866	-0.0136152019	0.05552509	0.0336534796	-0.0818747395	-0.055644951	-0.0596196503	-0.0165559453	0.0136615097	-0.0958542506	-0.0069754876	-0.0045145789	0.0185678482	-0.0546860555	0.0337449331	-0.0737549253	-0.0410766578	-0.0061882894	0.0169997546	-0.0086576295	0.0011102121	0.0448977427	0.0250564602	0.0289236569	-0.0572540509	-0.0363170007	-0.1275406742	0.0467828643	-0.0102430861	0.0351610522	-0.0624301373	0.0097735633	-0.0250390374	-0.0194694264	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0650543175851652	0.0023248300362581	5.404834697488261e-06	0.0042320642364715	0.0530788258872831	0.0019191083141692	3.68297672151335e-06	0.0028173617575725	-0.0681706343213406	0.0133499449224317	0.0001782210294319	0.0046472353837739	0.0023586395606335	-7.047197806430002e-05	4.966299692295184e-09	5.563180576985391e-06	-0.0005454089203626	0.0001106880857962	1.2251852337226948e-08	2.9747089041109693e-07	0.0005021445849973	0.0001698471582871	2.5214918424211065e-07	2.88480571782032e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1827.5803478039672	-1.5946449663651947	2.542892568753853	3340049.92767927	2241.6593497671734	-4.484689107755003	5025036.640398586	20.112436393216363	1966.8619163947376	2.8238500579584525	3868545.79816398	7.974129149831955	2008.6679741712865	1345.0996842201578	0.962047	25.362429	0.0596704188347119	0.0271094634897572	-0.0105826492	-0.0378166353	0.0674331164	-0.0277280166	0.0423348683	-0.0633373908	0.0236336661	0.0067562862	0.0567892906	0.0369348233	0.0238702986	0.0225408187	0.0461283745	0.0048899373	-0.0080638834	0.0199868364	-0.0175127802	-0.0305277946	-0.0463168285	0.0107459963	0.0516324706	-0.0398394017	-0.0072405907	-0.03906403	0.0287985322	0.0487909862	-0.0799160481	-0.0474867487	0.0260351305	0.013781424	0.0282092874	-0.0237513125	-0.016820237	0.0256028003	0.0348948072	0.0389961401	-0.1143482012	-0.0275979923	-0.0012422702	0.0196589902	-0.0468554736	-0.003585009	-0.0231465774	0.0986257716	0.1199478701	0.0212887865	-0.010259713	0.0647330189	-0.0045292711	0.0368484776	-0.0075789637	0.0185172731	-0.0163534215	-0.0008031472	-0.0545406716	0.026144919	0.0137622608	-0.0098379671	-0.0189956247	-0.0654171439	0.0244692906	0.0751886808	-0.0845508586	0.0846245938	-0.0116904322	0.0367689083	-0.0526406995	-0.0191194743	-0.0047470628	0.0135819171	-0.0666537551	0.013288518	-0.0009168079	-0.0250129604	0.0142546526	-0.0400740467	0.0485421356	-0.0436071942	0.0004569079	-0.0595525289	-0.0874726051	-0.0092703627	0.0736101361	0.0276390081	-0.0076122706	-0.0594290059	0.095064819	0.0018025302	0.0003804515	0.0652378338	-0.050839864	0.0013778118	-0.0892378507	-0.0289211469	0.0220959368	0.0350663152	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0543509309542997	-0.0107033866308654	0.0001145624853697	0.002954023695599	0.0593067434717227	0.0062279175844396	3.878695743857199e-05	0.0035172898212207	-0.0767143016152474	-0.0085436672939067	7.299425082897262e-05	0.0058850840723151	0.0021790333178568	-0.0001796062427767	3.2258402444363026e-08	4.748186200330013e-06	-0.0001570791892409	0.0003883297311217	1.507999800730518e-07	2.4673871692578473e-08	0.0003861716123857	-0.0001159729726115	1.4912851421257138e-07	1.344973037637092e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1829.028144428721	1.4477966247536642	2.0961150666481023	3345343.95311237	2230.28332370665	-11.376026060523143	4974163.704003982	129.41396892970175	1964.1460211528995	-2.7158952418380977	3857869.592410767	7.376086964638819	2005.734133082712	1348.1755550486423	0.935659	24.666767	0.0577886827047191	0.0245062764687512	-0.0246391816	-0.0367232406	0.0689761922	0.0037397596	0.0390288564	-0.0455896735	-0.0200120914	0.0640107611	-0.0237322354	0.0495116488	-0.0204998358	0.0123542499	0.0259834269	-0.1044796079	0.0018645923	-0.0193154816	-0.0044952809	-0.0380081987	0.0437041988	0.0962887048	-0.0594494722	0.0163225384	0.0350209515	-0.0322154254	0.044822369	-0.0100980627	0.0597151944	0.0213272303	0.0070444276	-0.0706135285	0.0387362995	-0.0720300586	-0.055382153	-0.0490173942	-0.0166973297	0.0417326134	0.0372920819	-0.0066816977	-0.0172234479	0.0913398782	0.0474811212	-0.0976211061	0.1324495367	-0.0432851696	0.0257138586	-0.0176030626	0.0484276027	0.0183862136	0.0210059656	-0.0704952849	-0.0581312739	-0.0630256784	0.0667912548	-0.0027040806	-0.0106360252	-0.037061917	-0.0698882001	-0.006128235	-0.094729039	0.0089476649	0.0287060622	0.0191261053	-0.0603692661	0.1025385898	-0.0277346045	0.0199163411	0.0167727268	0.0466597245	0.0273367597	0.0064072473	0.0085939066	0.0249314268	-0.0018732205	-0.0154281455	0.0286212386	-0.0576355745	0.0521150868	-0.0556487304	-0.0026922255	-0.0456051472	-0.0031702079	-0.0900982984	0.0030175253	-0.0594413337	0.0194162622	0.0167433222	-0.052582858	0.0588456049	0.0488456199	0.0622021793	-0.0065160562	0.0678252556	-0.0171896149	-0.0406226443	0.0552707635	0.0007170445	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0555891930452361	0.0012382620909364	1.5332930058501885e-06	0.0030901583834205	0.0488143777422607	-0.0104923657294619	0.0001100897386007	0.0023828434743641	-0.0686635006238205	0.0080508009914268	6.481539660356029e-05	0.0047146763179173	0.0023580028310247	0.0001789695131679	3.2030086643555236e-08	5.5601773511205e-06	-0.0003529993281605	-0.0001959201389196	3.838470083427537e-08	1.246085256817644e-07	9.161866153239996e-07	-0.0003852554257703	8.393979140988465e-13	1.4842174308551374e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1828.403373287668	-0.6247711410528609	0.3903389786924938	3343058.895449724	2244.92282625524	14.639502548589917	5039678.495841815	214.31503487017068	1962.783125466448	-1.3628956864515658	3852517.597615838	1.8574846521482848	2006.551627884368	1354.8558660722083	0.948903	25.015915	0.0369492932485643	0.0210950904843879	-0.0394817528	-0.0321057319	0.0416140778	0.0455719056	0.0005909923	0.0679533556	0.0190405169	-0.0273631575	0.0288050985	0.0880400034	-0.0423762188	-0.006776539	0.0408519794	0.0506465176	0.0137296201	0.0368416526	-0.0226998292	0.0121746194	-0.0450287535	0.0314137581	0.0130175093	-0.0250520957	0.0397794038	-0.0217334616	-0.0743549362	-0.0341491259	0.0223971457	-0.110514947	-0.0889339198	0.0996501503	-0.0466038285	0.0109253355	0.1062326689	-0.0493803455	0.0058252129	0.0025699968	0.0410253282	0.0047860895	0.0896569929	0.1078195665	-0.0092759218	0.1086086472	-0.0020179851	-0.0334057189	-0.006124173	-0.0158749712	-0.0534584906	-0.0088050424	-0.0076500861	-0.0219897646	-0.0229553892	0.0559476977	0.0015663219	-0.0436731044	0.1182892351	0.0310686521	0.0010477179	0.0325863905	-0.0493650394	0.0270476192	-0.0147037765	-0.0261715553	0.008180435	0.0354293931	0.0223311241	-0.0734944106	-0.0373173448	-0.0372270059	0.0037030159	-0.02855542	0.025942979	0.001923809	-0.00530278	-0.0368220042	0.0114467383	-0.0350814093	0.0170439073	-0.0661120043	-0.0193386861	-0.0254959196	0.0407034994	-0.0685228715	0.0471403757	-0.0272611863	0.0318097206	-0.0303520516	-0.0447956151	-0.0309668863	-0.0947475133	0.0598185081	-0.0038556645	-0.0172042647	-0.0617376183	-0.0507367963	-0.0433845048	0.0325083246	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0544231230306024	-0.0011660700146337	1.3597192790278424e-06	0.002961876320404	0.0394323222777757	-0.009382055464485	8.802296473867297e-05	0.0015549080402183	-0.0824923556525973	-0.0138288550287768	0.0001912372314069	0.0068049887411146	0.0023580389927148	3.616169009981046e-08	1.3076678308747302e-15	5.560347891163428e-06	-0.0004403060846531	-8.73067564926e-05	7.622469729258152e-09	1.938694481825429e-07	0.000165019523246	0.0001641033366306	2.7231443052337133e-08	2.6929905093320965e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1825.118691736944	-3.2846815507241445	10.78913288966757	3331058.2389275734	2238.8700248904343	-6.052801364805873	5012538.988352894	36.63640436179584	1968.103790779424	5.320665312975962	3873432.5312803374	28.30947937270559	2013.7718909105613	1345.096737251326	0.927093	24.440929	0.0603532176113322	0.0312832971828181	-0.0525170333	-0.0299668732	0.0504451401	0.0201193712	0.0224286752	0.0018120651	0.0755864039	0.0150517428	0.0137556851	0.029961286	-0.0261106476	-0.0288388074	0.0081465064	-0.0169096902	0.0037797578	-0.04853378	-0.0497787379	0.1304775077	-0.0644692289	-0.0288480186	-0.0730145917	0.0182814261	0.0449362375	-0.0494985818	-0.0121554098	0.0093543175	0.0328668017	-0.0358955597	0.0055306893	-0.0370561462	0.0236331208	0.0655278257	0.0103719563	0.0956208394	-0.028754693	0.0165902358	0.0450745849	-0.0568395085	-0.0082966815	-0.0202965669	-0.0959414659	0.0482942174	-0.0622676516	-0.0229933755	-0.0546744087	0.0080592195	-0.0268709812	0.0390377756	0.0250526077	0.0395886791	0.0586090159	0.0852643905	0.0981894845	-0.0033020636	0.0027527276	-0.0169320028	-0.0687437638	-0.0325342857	-0.080579957	0.0328936508	-0.1217453469	0.0224868316	-0.0738950132	0.0313654464	-0.0477711054	-0.0362579965	-0.0243442669	-0.0416150641	0.0019584512	0.0163356833	0.0516882521	0.0634015375	-0.0086743932	-0.0202314198	0.0129175796	-0.0375428207	0.0339639543	-0.0696213359	-0.0577438279	-0.0149893118	0.0813477289	-0.0015341881	0.0336855062	-0.0509518283	0.0776789696	-0.0017134864	0.0809850335	0.0435728069	-0.0094530312	0.1380551548	0.0236979726	0.0474120625	-0.0760053117	0.027703029	-0.0389961798	0.053485049	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0584104836834598	0.0039873606528574	1.589904497595541e-05	0.0034117846041357	0.0635015582001443	0.0240692359223686	0.0005793281178866	0.0040324478938463	-0.0936576293356807	-0.0111652736830833	0.0001246633364181	0.0087717515327797	0.0022200021673935	-0.0001380368253212	1.905416514478304e-08	4.928409623231838e-06	-0.0005609993930653	-0.0001206933084121	1.4566874695482421e-08	3.14720319019635e-07	1.1227099190433585e-06	-0.0001638968133269	1.260477562318345e-12	2.6862165418731272e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1823.3899027324849	-1.7287890044590313	2.9887114219384485	3324750.737386781	2231.5785407089606	-7.291484181473606	4979942.783352735	53.16574156867983	1961.0236317704364	-7.0801590089874935	3845613.684362112	50.12865159254677	2002.7623139341435	1348.902986865426	1.031584	27.195625	0.0863152146163706	0.0442128025924366	-0.014785448	-0.0152053803	-0.0121636689	0.0464642523	-0.0418638563	0.0530475438	-0.0379162241	0.0273851475	-0.0531371027	0.0622717707	-0.0361194068	0.04469562	-0.0147147213	0.0385908301	0.0079159025	0.0614591557	0.045796529	-0.1299222873	-0.0664066148	-0.0071538862	-0.0244067162	-0.0625871021	0.019325943	0.0657537559	-0.0093339492	0.0861474806	0.0500246287	0.0855018682	-0.0906612925	0.0214669494	-0.0027061474	0.0613261283	-0.0571418994	-0.0458511867	0.0710527325	0.1047842623	0.0516260028	-0.0068758541	0.0731333946	0.0131803779	-0.0124630682	-0.0202161463	-0.0895808177	0.0651906281	0.020928853	-0.0260560568	-0.0347436171	-0.0135525482	0.0318775759	-0.0393266143	-0.064360372	-0.0097256023	-0.1406063617	-0.0357357068	0.0279871492	-0.0231793246	0.0096633359	0.0502575561	-0.0125500274	-0.0737672832	0.0098905019	-0.0974798953	-0.0245048103	0.0681083061	0.02994643	0.0228804586	0.059428307	0.0567800933	0.0203215579	0.1001108502	0.0693043805	0.0673174572	0.0037295313	-0.0388383846	-0.0142397533	0.0021156824	0.0124902979	-0.0418177318	-0.0342228529	-0.0468532365	-0.0015672584	-0.0148134106	-0.0226413731	-0.0071492459	-0.0509471193	0.086742063	-0.0698594537	-0.0595084445	-0.013351659	-0.0736078925	-0.0121396665	0.0479721124	-0.0170473715	0.0067006348	0.0426989531	0.0581577725	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0282361405192261	-0.0301743431642337	0.0009104909853929	0.0007972796314214	0.0525954471952161	-0.0109061110049282	0.0001189432572518	0.0027662810656647	-0.1001981108883498	-0.0065404815526691	4.277789894080488e-05	0.010039661425594	0.0017340010113238	-0.0004860011560697	2.3619712370108507e-07	3.006759507271961e-06	-0.0002740001228571	0.0002869992702082	8.236858110003941e-08	7.507606732570588e-08	2.375583061513557e-07	-8.851516128920028e-07	5.6433948821501245e-14	7.83493377805314e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
