global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62
2020.236334168305	n/a	n/a	4081354.845893791	2924.2757224871484	n/a	8551388.501127733	n/a	2214.5544800080243	n/a	4904251.544923611	n/a	2347.0573702630595	1570.9672945203004	n/a	n/a	n/a	n/a	-0.021470815	0.0118105567	-0.020090022	0.0826671636	-0.007825632	0.08468666	-0.0590907462	0.023166748	0.0426689183	0.023142916	-0.0065581302	0.0779974422	-0.0170807252	0.0083420311	-0.0301872988	0.0405243094	-0.0901376946	0.0891400274	-0.0418205597	0.0073508475	-0.0602163497	0.0068350473	-0.0228527555	-0.0241223856	-0.0229837829	0.0137113631	-0.0811010742	0.0011518415	-0.0775766421	0.0554839828	-0.0848193605	0.0860033125	-0.0415031827	0.0080779085	-0.0285995974	0.0029087552	-0.0840470156	-0.0128994356	0.0076881947	-0.0354318978	0.0106001377	-0.0518309151	0.0323192456	-0.0019046274	0.0807292729	0.0676086966	-0.0195176332	0.0125935005	-0.0221248728	0.0458347253	-0.0435322908	0.0548154507	-0.0419496289	0.0871571803	-0.0118863588	0.0871686583	-0.0478809469	-0.0545062476	0.0691491788	-0.0953797847	-0.0364071972	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0284918192729719	n/a	0.0008117837654836	n/a	0.0003446994605837	n/a	n/a	1.1881771812669374e-07	-0.1217822510475059	n/a	n/a	0.0148309166701977	-0.0011340528008647	n/a	n/a	1.2860757551490711e-06	0.0006369157430459	n/a	n/a	4.05661663739711e-07	0.000149361209565	n/a	n/a	2.2308770922719845e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024.09072111728	3.8543869489751614	14.856298752430051	4096943.247313071	2898.177970588981	-26.09775189816719	8399435.549207266	681.0926541382892	2216.752719853317	2.1982398452928464	4913992.620977079	4.832258417433118	2352.693741384091	1621.7315721377176	1.050387	36.40168	0.2651231992995004	0.1503160608191721	-0.0352363922	0.0258508227	-0.0280769038	0.0152020718	0.1003315839	0.0062839512	0.0264850054	-0.0587004542	0.0358572538	0.0540389007	0.0139478195	0.012605715	-0.0033876428	-0.0069114591	-0.0279015766	0.0649137352	-0.0112196563	0.0088101428	0.0145423072	-0.0884851115	-0.0543897194	-0.010208598	-0.010135171	-0.0382323312	0.0151262488	0.0046175737	-0.0177870616	0.0060994675	0.0586688385	-0.0446128607	-0.0546428686	0.0489991547	0.0490619219	0.078899004	-0.0332670377	0.0460259149	0.0379954435	-0.0138274557	0.0072246553	-0.0502393821	0.0155142914	-0.0738651399	0.0446119611	0.0530600679	0.0252913059	-0.022710176	-0.0138080659	0.0861172509	0.0627300501	0.0090641436	-0.0050651658	-0.0359239306	0.0220572472	0.01452458	0.0104206479	0.1086030001	-0.0500914767	-0.0385044005	-0.0125831334	-0.0759874008	-0.0209404436	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0160163149581791	0.0124755043147928	0.0002565223448395	0.0001556382079084	0.0260004088653715	0.0256557094047878	0.0006582154250629	0.0006760212611664	-0.055333024742616	0.0664492263048898	0.0044154996765184	0.0030617436271669	-0.0034422672633082	-0.0023082144624435	5.327854004633336e-06	1.1849203912043326e-05	0.0006392941338397	2.3783907937999183e-06	5.656742768032206e-12	4.086969895618522e-07	-0.0007509011226983	-0.0009002623322633	8.104722668921563e-07	5.638524960695674e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2000.062349818236	-24.02837129904401	577.362627284722	4000249.403160444	2931.53383302895	33.35586243996886	8593890.614193408	1112.613559114125	2203.788967709509	-12.963752143808051	4856685.814198144	168.05886964608786	2364.103497738985	1635.254092741686	1.174642	40.707806	0.1738380381946706	0.0819785526531832	-0.0542076873	0.0474332598	-0.0413946621	0.0501290917	0.1440450705	-0.0300371678	0.0362677444	-0.0855165534	0.030567076	0.0198906075	-0.0082463009	-0.0287385776	0.0154677515	-0.0423026591	-0.0418870054	0.0088181947	0.0173237441	0.011604594	0.0710572386	-0.0914652749	0.0933253356	-0.0454867219	-0.0189717	-0.0562805751	0.0230017495	0.0454245431	0.0932510475	0.0557881969	0.0819634069	-0.1037047462	0.051580155	-0.0092084803	0.0271194535	-0.0481188966	-0.2013957777	0.0180562625	0.0282861731	-0.0341629031	0.0430158854	-0.0626186355	0.0134794538	-0.0185288563	0.0325506023	-0.0012937398	0.0635804549	0.0043351608	0.0002908668	0.0737943282	0.0437744295	0.0653880749	-0.0267128828	-0.0401057898	0.0897556572	-0.0543784809	-0.0393524904	0.118883612	0.0112765586	0.0781704335	-0.0920517559	-0.0502302199	-0.0356022437	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0066133840811914	0.0226296990393705	4.3736849005355815e-05	0.0005121032786124	0.0010964024335748	-0.0249040064317967	0.0006202095363549	1.2020982963487436e-06	-0.1039913833386094	-0.0486583585959934	0.0023676358612562	0.0108142078086776	-0.003022999706644	0.0004192675566642	1.757852840711682e-07	9.13852722636971e-06	0.0001142158592706	-0.0005250782745691	2.757071944244632e-07	1.3045262508921505e-08	-0.0001423274713814	0.0006085736513169	3.7036188907718377e-07	2.025710910982324e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1987.1921027215924	-12.870247096643652	165.64326032866435	3948932.453119064	2885.22382886482	-46.31000416413008	8324516.5426493725	2144.616485681745	2194.852664026127	-8.936303683381993	4817378.216782587	79.85752352162658	2331.8647212829937	1564.96179046435	1.513886	52.464481	0.8186333349762648	0.4212186317503882	-0.0261484348	0.1613877955	0.004124459	-0.0009698416	0.0340703673	-0.0201376507	0.0281067174	-0.0482789274	-0.1354457857	-0.0224198969	-0.0030510429	0.001046063	0.0169403201	0.0213042275	-0.0026023032	0.0719785896	0.0628658129	-0.0060257588	0.0138722146	-0.154058825	0.1148098231	-0.0062230923	0.1169376213	0.0162034031	0.0034254331	0.0240008086	0.0209531288	0.0389822924	0.0302886524	-0.0608118314	-0.0528593218	-0.0197907297	0.0233482159	-0.0603122059	-0.0290898213	-0.1135363502	0.1112623611	0.0179740862	0.1458864585	-0.0745550963	0.0636219998	0.05810288	0.0330934471	0.0601441717	-0.008730147	0.0734522514	-0.0390010796	0.1297698939	-0.1292267031	-0.0195170472	0.1453164174	-0.0779854559	0.0195615727	0.0269353638	-0.1410498172	-0.0206483915	0.159252556	0.043265974	-0.0581979313	-0.028564861	-0.0903793208	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.181092714791248	0.1744793307100566	0.0327945713504642	0.0304430368450293	-0.0117217899383916	-0.0128181923719664	0.0001643060556847	0.0001374003593597	0.0766301996269973	0.1806215829656067	0.0326241562330015	0.0058721874948734	-0.0071202476070361	-0.004097247900392	1.6787440357267466e-05	5.069792598550331e-05	0.0005269806497969	0.0004127647905263	1.7037477229822032e-07	2.77708605260363e-07	0.0043619444162729	0.0045042718876543	2.028846523791284e-05	1.902655909065433e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1991.5702234817795	4.37812076018713	19.167941390781536	3966351.955059265	2860.195532332251	-25.02829653256913	8180718.483173368	626.4156273222119	2195.5105825041	0.6579184779729985	4820266.717887493	0.4328567236583069	2320.025014705506	1461.7184503944602	1.461167	50.637478	0.3904636939854295	0.1962248316497122	0.0056035973	0.0944213957	0.0383068542	0.0246600002	-0.088985757	-0.0094355872	-0.0929100473	0.0302986858	-0.0896266531	-0.0149935815	-0.0106420545	0.0259331807	0.0099074475	-0.0637359373	0.0058685918	-0.0378168649	0.0379241102	0.0338397925	-0.1135758413	-0.0180571338	0.0368572941	0.0518533217	0.0552324532	0.0097307145	0.0258250261	0.0332862409	0.0002338871	0.0140219009	-0.130969431	0.0594106247	-0.0083506525	0.0072448667	-0.0116852057	-0.0567385158	0.0902622238	-0.0538484492	0.0025415422	0.0282934354	0.0854507205	-0.0028324939	0.0740688661	0.019319878	0.0404597583	-0.0084953621	0.08120413	0.1595110753	-0.117092265	-0.0623454034	-0.0449713364	0.0273969599	0.0600418351	-0.0756770032	-0.1264310233	-0.0181490733	-0.0707749802	-0.063154405	0.1207074588	-0.0091771049	-0.0372002249	-0.0506195514	-0.0879851515	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.1819504904613325	0.0008577756700844	0.0331059809791194	7.35779100188901e-07	-0.0338348682988112	-0.0221130783604196	0.000488988234574	0.0011447983127978	-0.0372828566889182	-0.1139130563159155	0.0129761843992329	0.0013900114028864	-0.0053300965864718	0.0017901510205642	3.2046406764274035e-06	2.8409929621118337e-05	0.0032880383307156	0.0027610576809187	7.623439517360149e-06	1.081119606425503e-05	0.0048823313875701	0.0005203869712972	2.7080259989587294e-07	2.383715977805218e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014.122228000327	22.552004518547392	508.592907804582	4056688.349325001	2853.4543028992493	-6.741229433001536	8142201.458734241	45.44417426836621	2208.748298180022	13.237715675922118	4878569.044713144	175.23711631655416	2332.600894662646	1546.0929189885228	1.558665	54.016319	0.6721006033125124	0.3298697985238631	0.0215179904	0.0450177757	-0.0440311675	-0.0296836602	-0.0063439541	-0.003289772	-0.0024618897	0.042994166	0.0205046661	0.005249481	-0.0083606805	0.0500269414	-0.0404093434	0.0354917061	-0.0313499726	0.0189146187	-0.0114764296	0.0539434854	0.0248255611	-0.0188272703	-0.0390514024	0.0449325513	-0.0294002912	0.0105554806	-0.0217700399	-0.0079577747	-0.0567566395	0.0025951924	-0.0070926247	0.01556621	-0.0374122106	-0.053518259	-0.0508772883	0.0144654709	-0.0437290101	-0.0130562228	0.026986182	0.0222861543	0.0157825309	-0.0621348946	0.0758848881	0.0177540994	0.021350617	-0.0093724031	0.0133762654	-0.0402697854	-0.0030079378	0.0295606658	0.0352936573	0.0899780358	-0.0742655635	-0.038492463	-0.0231079316	-0.0052033641	0.0152206952	0.0573782525	0.0154316456	-0.0450069292	-0.0404770192	0.021349419	0.0690359141	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0691111747885599	-0.1128393156727726	0.0047763544806548	0.0127327111614996	-0.0083973098733167	0.0254375584254945	0.0006470693786504	7.051481310850214e-05	-0.0081464460157079	0.0291364106732103	0.0008489304269179	6.636458268684312e-05	-0.0028837785013604	0.0024463180851114	5.984472173543109e-06	8.316178444908433e-06	-0.0009731598570181	-0.0042611981877337	1.8157809995144968e-05	9.470401073114887e-07	0.0014961012895945	-0.0033862300979756	1.1466554276435844e-05	2.238319068726326e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1995.212325331345	-18.90990266898189	357.5844189503682	3980872.223154113	2856.5776113534903	3.123308454240941	8160035.649686012	9.75505570033294	2199.334958044185	-9.413340135837188	4837074.2576752165	88.6109725129633	2327.9542734979086	1599.6439491683311	1.266624	43.8955	0.3128772958342703	0.1489836532693276	-0.0590111342	0.0045537285	-0.0200227589	-0.0400870395	0.0876594611	-0.0183548656	-0.0050304696	-0.0213161541	-0.0088648854	-0.0045808529	-0.0056696413	0.00700116	0.020043027	-0.0389343308	-0.0132671373	0.051919063	0.0350618709	-0.020361775	0.0071163937	-0.0760300906	0.02168664	-0.0396193147	0.0531974766	0.0163402641	0.0022742015	0.053716873	-0.0129414237	0.0336698578	0.0572476115	-0.0533332812	-0.0524110702	0.0305698512	0.0273513621	0.0908922557	0.0957676113	0.0145108436	0.0324215358	-0.0276796035	0.0078976842	-0.0324847282	-0.0107354328	0.0072901455	-0.0228380383	0.0471045159	0.0251738533	-0.0101664501	-0.0073597544	0.0147132831	0.0071304344	-0.0193913565	0.103476347	-0.0649807053	0.007888067	-0.0479697029	0.0230856394	0.0511228381	-0.0113428777	-0.0231566853	-0.0259103328	-0.0039694281	0.0549835946	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0363884204847693	-0.0327227543037906	0.0013241171453763	0.0010707786492262	0.035285704189107	0.0436830140624237	0.0019082057175779	0.0012450809201211	-0.1249360651050039	-0.116789619089296	0.0136398151270228	0.0156090203639217	-0.0020859320061351	0.0007978464952253	6.365590299432947e-07	4.351112334218802e-06	-0.0002116896792678	0.0007614701777502	5.798368316030734e-07	4.481252030850404e-08	0.0006617797949949	-0.0008343214945996	6.960923563509103e-07	4.37952497063492e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1993.682073816544	-1.530251514800966	2.3416696985506515	3974768.211457436	2857.285947857481	0.7083365039907221	8164082.987823823	0.5017406028857982	2189.043851624224	-10.291106419961125	4791912.984333817	105.90687134696508	2325.3851784300505	1591.9404242690628	1.476825	51.180115	0.6219655299234603	0.376725413542872	-0.0511579964	-0.0032122092	0.025006567	0.0307855109	-0.0370694687	-0.0919438478	-0.1050930922	0.0008612719	0.0530409897	-0.0188764367	-0.0069086215	-0.0519174982	0.1019383634	-0.1637977092	0.0530116417	-0.127335613	-0.0420618569	0.0471311344	-0.0491851626	0.2426798032	0.1356514156	0.086380839	0.109616225	-0.0016184546	0.05012218	0.053545878	0.1387252023	-0.0320008237	-0.1150434848	0.0432671114	0.084400433	-0.025015786	-0.0688594209	-0.0350462184	-0.0682343327	0.0050784547	-0.1150040612	-0.0700146077	0.0235035399	0.0608321298	-0.0703759939	0.0455332568	-0.0338755004	-0.0850693715	-0.1090755695	0.0010029306	0.0513143594	-0.0406440981	0.0341251189	0.0300225367	-0.0314034955	0.030512493	0.0404983867	0.0537889841	0.0731448181	-0.1652060499	-0.0096054025	0.030946621	-0.0837935512	0.1243644202	-0.1020961903	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0289628129976478	-0.0074256074871215	0.0008388445367367	5.513964655279488e-05	0.1500624479219965	0.1147767437328894	0.0131737009019253	0.0225187382763419	-0.3151781130898783	-0.1902420479848744	0.0361920368214792	0.0993372429708961	0.0033139984363745	0.0053999304425096	2.9159248783941923e-05	1.0982585636292632e-05	-0.0001851700672501	2.65196120177e-05	7.03289821569338e-10	3.428795380540656e-08	-0.0001021927648493	-0.0007639725598442	5.836540721948997e-07	1.0443361187544325e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.6382038690515	13.956130052507431	194.77356604250116	4030611.157634551	2881.518505806531	24.23255794904981	8303148.899305502	587.2168647540569	2199.1353616477672	10.091510023543378	4836196.338849656	101.83857455527648	2332.7223908827814	1573.9185146042869	1.182233	40.970875	0.2168098717290331	0.0970112780359663	-0.0739550941	0.0324897813	0.0475292573	0.0947091494	-0.1231257215	-0.0229792672	-0.1740154203	0.0331850456	-0.0452586914	0.0172494087	-0.03688667	-0.066484786	0.0488873253	-0.104572815	0.0443622666	-0.0924070052	0.0010285429	0.0217884936	-0.0021427345	0.1096119394	0.0024336206	0.0518631254	-0.0729617726	-0.0358015094	0.0076583701	0.0215359876	0.1071808289	-0.012844843	-0.151893232	0.0848215431	0.0011334501	-0.0061998705	-0.0107297426	0.0153520899	0.0245723419	-0.0111801463	-0.0669415471	-0.0962262893	0.032856927	0.0509572223	-0.0637583429	0.0043415036	-0.0343283635	-0.0752488955	-0.0635429322	0.0472567634	0.0433186195	-0.0829118561	0.0403182947	-0.0020611056	0.0153228674	0.0770731332	-0.0249135872	0.0123273299	0.047118077	-0.1174830702	-0.0581180943	-0.0747876492	-0.0084879014	-0.0016367993	-0.0911700438	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0037328696415386	-0.0326956826391864	1.3934315760720514e-05	0.0010690076632423	0.1034583464992522	-0.0466041014227442	0.0021719422694214	0.0107036294603593	-0.3438608700891308	-0.0286827569992524	0.0008227005490781	0.118240297978454	0.0019848479921252	-0.0013291504442493	1.7666409034481126e-06	3.939621551843438e-06	-0.0006889425785858	-0.0005037725113357	2.53786743177478e-07	4.746418765884513e-07	-0.0004458164226213	-0.000343623657772	1.1807721818060859e-07	1.987522826788536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.199265131998	-0.4389387370536042	0.192667214886213	4028848.889946432	2850.724906359916	-30.79359944661473	8126632.491740752	948.2457668785512	2202.50223983868	3.3668781909127574	4851016.116494402	11.335868752443965	2332.3883678823404	1623.7789204558298	1.158502	40.148483	0.2721554523970442	0.1905613892025954	-0.0397687074	-0.0454917299	0.0005449568	-0.0263539962	-0.0046081262	-0.0920321118	-0.0154269641	-0.0211624895	-0.0223351069	0.0251851091	-0.0113264491	-0.0414625381	0.0196299035	-0.0489571397	-0.0140387752	-0.0896474617	-0.0188205785	-0.0081108039	0.0058855889	0.0946970893	0.0379414832	0.0187712634	-0.0282516013	-0.0144516528	0.0134245878	0.019377724	0.023653725	0.0070474188	0.0133171904	0.0290517727	-0.0014322406	-0.0465110718	-0.0002740221	0.038218557	0.0155714259	0.1667608459	0.0018890835	-0.049510832	-0.0225088994	0.0224459339	-0.0569788851	0.0190820537	-0.0353524232	-0.0357589153	-0.0421466476	-0.0243235966	0.0395188778	-0.0469341631	0.0200670369	0.0134893375	0.02904918	0.0595136034	0.0258842571	0.0164484882	0.0290516902	-0.0129975174	-0.0830341396	-0.0402534121	0.0403648497	-0.0015058845	0.0156374759	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0063291676429884	0.0100620372845269	4.0058363053051335e-05	0.0001012445943152	0.0846159877452379	-0.0188423587540143	0.0003550344834149	0.0071598653821022	-0.1656448681409017	0.1782160019482291	0.0317609433504111	0.0274382223414167	0.0015539879612513	-0.0004308600308738	1.8564036620465787e-07	2.414878583713972e-06	-0.0001850617465171	0.0005038808320687	2.538958929262455e-07	3.4247850023959374e-08	-7.985619735842464e-05	0.0003659602252628	1.3392688647445448e-07	6.377012256547666e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
