global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42
1848.8116318266275	n/a	n/a	3418104.449977437	2248.8722286987304	n/a	5057426.301012395	n/a	1953.741382681446	n/a	3817105.390402009	n/a	2014.569669152068	1684.5435240055676	n/a	n/a	n/a	n/a	-0.0409811081	0.1009226101	-0.2277647183	0.0124587616	-0.1081324981	0.0478162015	-0.0392255167	-0.0144168427	0.1225428504	0.3521075598	-0.108914799	0.0470084041	-0.1166671143	0.0183848059	0.0364932444	0.0478318909	-0.0671380979	0.0127116434	-0.3798205113	0.4128325425	0.0300545875	-0.0123590501	0.0175037896	-0.0897870782	0.0785188183	-0.2443797222	0.389090912	-0.0432161276	0.1774586087	-0.0309270807	0.1526568636	-0.3273533429	0.0834661004	-0.0398391917	0.095858808	-0.0689293836	0.1866863463	-0.0876972732	0.0803398653	-0.1227735512	0.0729750553	-0.017881642	0.2232986297	-0.1152098049	0.0030703586	-0.0234761098	0.1898377663	-0.1245365068	0.0927252299	-0.1831611238	0.187962076	-0.1457834763	0.0855309017	-0.0378035931	0.0640546803	0.0409738943	-0.2444340521	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0028361570706607	n/a	n/a	8.043786929458683e-06	0.0674202534395789	n/a	0.004545490573857	n/a	-0.5375397634343173	n/a	0.2889489972730218	n/a	0.0024359129116775	n/a	5.933671713277157e-06	n/a	-0.0005562079289977	n/a	3.093672602799105e-07	n/a	0.0014726797556539	n/a	n/a	2.168785662712831e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1873.8583179906364	25.04668616400886	627.3364877983529	3511344.9959026966	2295.9199362182617	47.047707519531286	5271248.353524467	2213.4867828433607	1953.0951514306007	-0.6462312508454033	3814580.670541721	0.4176148295692146	2023.757599323948	1787.9317963412225	1.858477	56.180443	0.5422146004353249	0.4022899063841417	-0.0713302346	0.0354390121	-0.0517643202	-0.055694382	0.02955588	-0.0293440796	0.0039438205	0.0724064547	-0.0391673855	0.1147178776	-0.0425462551	0.018609765	-0.0630256388	0.0132398559	-0.0087977672	0.0442423873	-0.0364342876	-0.0411449226	-0.0037936179	0.0314120236	0.0425129019	-0.0151163141	-0.0243822004	-0.0579023612	-0.0088351413	-0.0383993333	0.0692031773	0.05796406	-0.032922302	0.06427935	-0.0003583876	-0.0174723939	-0.0661817662	-0.0424772943	0.0207673028	-0.0607838061	-0.0031548462	0.0014670531	0.0462700305	-0.0365813587	-0.0388530741	0.0006889618	0.0339779168	-0.0127897223	-0.0372323943	0.0096699269	0.0069410241	-0.0049518066	-0.0588829435	-0.108318307	0.0033133966	0.0043342374	-0.0074971425	0.0677611808	0.035563958	0.0034779106	-0.0289306596	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0077379049292716	-0.0105740619999323	0.0001118107871784	5.987517269444573e-05	0.0064194002601141	-0.0610008531794648	4.120869969955297e-05	0.0037211040886226	-0.1539114173096294	0.3836283461246879	0.0236887243782588	0.1471707079503633	0.0022291223146053	-0.0002067905970721	4.968986293471291e-06	4.276235103747695e-08	0.0003708182725346	0.0009270262015323	1.375061912455449e-07	8.593775783274046e-07	0.0020790897396742	0.0006064099840203	3.677330687195004e-07	4.322614145618533e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1861.6202721269933	-12.238045863643038	149.76976656063047	3465630.037594181	2271.36357208252	-24.55636413574166	5159092.476583465	603.0150195671392	1952.53328291988	-0.5618685107206147	3812386.2209098847	0.3156962233394015	2021.5506688510368	1750.2069141943568	1.240136	37.488441	0.2959789104659546	0.1821340149090725	-0.0771218424	-0.0486340282	-0.1415972813	-0.0103431847	-0.0729750633	0.0030807708	-0.0690609273	0.0558750214	-0.0166601559	0.2684604623	-0.0795717318	0.0296365972	-0.0337448384	0.018721201	0.0233776214	0.0263562825	-0.0369563858	-0.0437105376	-0.1769855912	0.195337781	0.0003029174	-0.01959621	0.0030715792	-0.0892043896	0.0325770625	-0.1288800802	0.2471581842	-0.0202030607	0.0487157298	0.0334329492	0.0458723669	-0.1296778221	-0.0862161334	-0.0520322577	0.0554544205	-0.0767737461	0.0784162099	-0.0275228773	0.0631760041	-0.1017548095	0.0054509946	-0.0417387096	0.0639997824	-0.0450841311	-0.0106734887	0.0276078871	0.0505509975	-0.1296339751	0.024427655	-0.1377840784	0.1080779183	-0.0267658447	0.062814932	0.0537476561	0.0159478279	0.0495601517	-0.0499837484	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0300541681243515	0.0377920730536231	0.0014282407856903	0.0009032530216467	0.0167377016167336	0.0103183013566195	0.0002801506554108	0.000106467342886	-0.3332853850703614	-0.1793739677607319	0.111079147901499	0.0321750203102281	0.0021433814963755	-8.574081822980027e-05	4.594084239004877e-06	7.351487910715651e-09	0.0013790316249326	0.001008213352398	1.9017282225642472e-06	1.016494163953614e-06	0.002355026934946	0.0002759371952718	7.61413357344675e-08	5.546151864321151e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1869.479572404288	7.859300277294778	61.76860084868578	3494953.87163692	2276.891789855957	5.528217773437063	5184236.222713464	30.561191750545444	1948.488090217888	-4.045192701992164	3796605.837720952	16.363583996250664	2015.895231406952	1763.1174998569372	1.383597	41.825153	0.2198249937017948	0.1458531292867359	-0.0709217711	-0.0221214449	0.0092518016	0.064355334	0.0250881033	0.058572603	0.0337238557	0.00556191	0.0297503017	0.0221612642	0.1308629654	0.0085334741	0.0137542613	0.0045654783	0.0075250283	0.0221214706	-0.0150096914	0.010940512	-0.0070960021	-0.0245608048	0.00279144	-0.0066225759	-0.0085690058	-0.0115656948	-0.040821595	0.0652828915	0.0270171438	-0.0210247546	-0.0065516525	0.0354699733	-0.0451722573	-0.0012215631	-0.0045075551	-0.0448729152	0.050604599	-0.0309766113	0.0367854722	0.0318049595	0.0858576899	0.0390205989	0.0078714544	-0.014899059	-0.0268948004	0.0030102442	-0.0019501871	0.0014766243	-0.0187665512	-0.0308918501	0.030135306	-0.0993226513	0.0487673072	0.0017251632	0.0071147551	0.10039635	0.0147327149	0.0380960851	0.0003840766	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0300608999763483	6.731851996798904e-06	4.5317831306805386e-11	0.000903657707388	0.0056378744241101	-0.0110998271926235	3.178562802203479e-05	0.0001232061637061	-0.1893619476934418	0.1439234373769195	0.0358579472342537	0.020713955826388	0.0015317537451608	-0.0006116277512146	2.346269535814137e-06	3.740885060559507e-07	0.0009550056907423	-0.0004240259341902	9.120358693501776e-07	1.797979928659566e-07	0.0026152731951461	0.0002602462602	6.772811594813803e-08	6.8396538852496895e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1868.0312420355367	-1.448330368751385	2.097660857047524	3489540.72122083	2252.873798522949	-24.017991333008013	5075440.352071221	576.863907672448	1948.701201996246	0.2131117783580975	3797436.374661614	0.0454166300749509	2013.8133877323723	1734.460643595552	0.995883	30.104834	0.1509197572986022	0.1003422192327689	-0.0536017964	0.0068481697	0.0061375221	0.0937388842	0.0187526365	-0.0189857838	0.001050632	-0.0202185971	0.0925737617	-0.0432510721	-0.015917545	-0.0136435553	-0.0439786702	0.0066106191	0.0164333479	0.015050047	-0.0121488458	-0.0119194827	0.0318025887	0.0137486252	-0.0498638443	-0.0066527245	-0.0112816335	-0.02168915	-0.0123829415	0.0424655459	-0.0208513231	-0.0810106035	0.024837121	-0.0330319439	-0.0432167494	-0.045362489	-0.0619197759	-0.0516452824	0.0192940224	-0.0570207304	-0.007776793	0.0483307751	0.0215349875	-0.0186829357	-0.019426973	-0.0333285452	-0.0555698524	-0.0146971013	-0.0467715714	-0.0114648332	0.0058591508	-0.0042357997	0.0903992973	-0.0607902186	0.029902001	-0.015078892	-0.005850257	0.0669147867	0.0438270928	0.0444135598	0.0056161024	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0502784616916187	0.0202175617152704	0.0004087498017107	0.0025279237100755	-0.001865700161062	-0.0075035745851721	3.4808370909867725e-06	5.630363155524065e-05	-0.0915320831422121	0.0978298645512297	0.0083781222443528	0.0095706823981119	0.0018450091271406	0.0003132553819797	3.4040586792321187e-06	9.812893433931036e-08	0.000760915092782	-0.0001940905979603	5.789917784234396e-07	3.7671160216586826e-08	0.0026153023441446	2.914899850008437e-08	8.49664113557921e-16	6.839806351288239e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1869.7030844283504	1.6718423928136872	2.795056986408995	3495789.6239208872	2284.366512451172	31.49271392822311	5218330.363208331	991.791030564898	1944.9798953894413	-3.7213066068047738	3782946.7934691217	13.84812286184886	2009.5890204662007	1709.9652971713604	1.410137	42.627434	0.6751293707901329	0.3617555039212847	0.0958244788	0.0686908457	0.0465380778	-0.0008492767	0.0056926476	-0.067312804	0.0617924827	-0.0477154699	-0.0712657303	-0.1085467715	-0.0727200375	-0.0499412633	-0.0187174367	0.0042668282	0.0212567484	-0.0170677624	0.0811133742	0.0206601285	0.1155982045	-0.0999600241	-0.0061104447	-0.0051420742	0.0476384555	0.0634976041	0.0562901656	0.039236781	-0.1425874781	-0.0003629559	0.0096609668	0.0254546808	0.0013390247	0.0527616405	0.0438863186	0.0764647568	-0.0663245029	-0.001548194	-0.0513910225	0.0172679502	-0.0578820214	0.0110067798	0.021797631	0.0468011356	-0.0077979687	0.098545726	-0.0362492154	0.0334222208	-0.0073973013	0.1215077899	-0.0187131887	0.1224440051	-0.062098399	0.0264533944	-0.074125981	0.130017038	-0.0228205244	0.0067516212	0.0643103496	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0625856640038335	0.0123072023122147	0.0001514672287537	0.0039169653388007	-0.1409679032936566	-0.1391022031325946	0.0198719497590097	0.0193494229163416	0.1864976092702903	0.2780296924125024	0.0347813582635338	0.0773005098629907	-0.0019481260027148	-0.0037931351298554	3.795194922453545e-06	1.4387874113343144e-05	7.902514322077892e-05	-0.0006818899495612	6.2449732610646206e-09	4.649739033126047e-07	0.0030540827233844	0.0004387803792398	1.92528221205823e-07	9.327421281275077e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1868.5260297686848	-1.1770546596656004	1.3854576718405025	3491389.523923124	2277.3121127319337	-7.054399719238518	5186150.458795584	49.76455539879248	1947.052027846828	2.072132457386715	3791011.599142445	4.293732920955506	2011.3936947188904	1706.8132506175607	1.097622	33.180332	0.3315626492028392	0.215620360949319	0.1552073492	-0.0153287415	0.0408128835	-0.0976860858	-0.022192842	-0.0014781022	0.0323624499	-0.0643819868	-0.0800877367	-0.1143412367	-0.0434297871	-0.0102452634	0.1031693276	0.0040465535	-0.0115215255	-0.0523184934	0.0637126545	0.0420733215	0.0539134175	-0.0534478495	-0.0501720458	-0.0012568865	0.0339056875	0.0834980621	-0.0011960565	0.017129854	-0.0661168965	0.0957382377	-0.082912011	-0.0202944634	-0.0067360273	0.092177619	0.0144583629	0.1192959309	-0.0937122442	0.0427862249	-0.02305879	-0.0215966543	-0.0330560741	0.0065565292	0.0128408889	0.093441228	0.0565704341	0.1237141036	0.0099479162	0.058494003	-0.0444167604	0.0568298539	-0.0756151098	0.1377504396	-0.0374774797	0.0677082776	-0.0885733066	0.0056856114	-0.0245068864	0.0807069837	0.0053377226	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0063086781377137	-0.0562769858661198	0.0031670991381754	3.979941984526679e-05	-0.134400703698887	0.0065671995947696	0.018063549154756	4.312811051754224e-05	0.187899901052674	0.0014022917823837	0.0353063728156046	1.966422242940892e-06	-0.0058302590327282	-0.0038821330300134	3.399192038870877e-05	1.5070956862721022e-05	0.0002478757181985	0.0001688505749777	6.14423716724222e-08	2.851051667030701e-08	0.0017587428891842	-0.0012953398342002	1.677905286065802e-06	3.093176550255987e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1873.1435742919195	4.617544523234756	21.321717424055286	3508666.849911108	2273.4016482543943	-3.9104644775393353	5168355.054285797	15.291732430096989	1950.853367132542	3.801339285713994	3805828.860052377	14.450180365112573	2016.240217633	1715.2316553554745	1.179166	35.645363	0.2931042902681577	0.1554124277043643	0.0564521687	-0.0957225806	0.1045852997	0.0148206613	-0.0798466167	0.0071293132	0.0049313792	0.0110203788	0.0441776719	-0.0798330054	0.0368042596	-0.0497009494	0.1878577671	0.0102380575	-0.0038345612	-0.006201076	-0.0012163562	0.0131292763	0.0521902887	-0.0862578669	-0.0146409228	-0.0082302023	-0.0135472044	0.0159828943	0.0056589696	0.0238547892	-0.1022990083	-0.0160586032	-0.0352483927	-0.0880978762	-0.0104099028	0.1103584888	0.0401222991	0.0550234876	-0.0613702791	0.0693983401	-0.0581195307	0.016005229	0.007957983	-0.011003282	-0.0275007069	0.005750549	-0.0047410743	0.0773224672	-0.0141839575	0.0632753992	-0.0412200293	-0.0041576492	0.0263997413	0.1560769529	-0.1039746889	-0.0004414274	-0.0979077811	-0.0670833183	-0.0435449152	0.0831615311	-0.0359936017	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.016936234756784	0.0106275566190703	0.0001129449596915	0.0002868360477368	-0.0845737848501357	0.0498269188487512	0.007152725083877	0.00248272184196	0.0774896224186179	-0.1104102786340561	0.0060046415825799	0.0121904296280499	-0.0040609029927036	0.0017693560400246	1.6490933116149053e-05	3.130620796371536e-06	-0.0001525125261441	-0.0004003882443426	2.3260070630854784e-08	1.6031074620774956e-07	0.0014836964502258	-0.0002750464389583	7.565054358369684e-08	2.20135515641264e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1871.395755780044	-1.7478185118754936	3.054869550454665	3502122.0747515624	2283.898438720704	10.496790466309449	5216192.078390868	110.18261009360494	1952.249784395292	1.396417262749992	3811279.220671464	1.94998117170618	2018.6356828590528	1728.9690589764712	1.131967	34.218552	0.1302027887749539	0.0622883080188966	0.029624967	0.0843398452	0.0710030422	-0.0168113438	-0.0217072611	0.0123868883	0.0364675363	0.0169294912	0.0064240918	-0.0218660927	-0.0783229111	-0.0073069958	0.0111005715	0.0076972233	-0.0043435898	0.0412882447	0.0004191175	0.0256545643	0.0468760007	-0.0579209836	-0.0408003017	-0.007915387	-0.0100059288	0.0008311285	0.0606037415	0.0303412127	-0.0665354026	0.0238182373	0.0425956496	-0.0113055692	0.0177866292	0.0762618814	0.0016923415	0.0196074673	-0.0317870293	0.0561546233	-0.0366092042	0.0361510853	0.0220023287	-0.0174677422	0.0113197738	0.0418131705	0.0084171652	0.0746963532	0.0038098782	0.0048180285	0.0210326285	0.0393322073	0.012952194	0.087955393	-0.1004504646	0.0095280245	-0.0835664141	-0.0245435183	-0.0154558035	0.0946413221	-0.031663327	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0001878888626549	-0.0167483458941291	0.0002805070901893	3.5302224709751875e-08	-0.0850832731399009	-0.0005094882897652	0.0072391633681989	2.595783174078688e-07	0.0415489566177882	-0.0359406658008297	0.0017263157960268	0.0012917314582069	-0.0031611618476267	0.0008997411450768	9.992944226890652e-06	8.095341281442905e-07	0.0002490330193833	0.0004015455455273	6.201744474316307e-08	1.6123882513289725e-07	0.0012448973650255	-0.0002387990852002	5.7025003092500134e-08	1.549769449447433e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1869.8811055342264	-1.51465024581762	2.2941653671553768	3496455.348833901	2295.2652893066406	11.366850585936843	5268242.748295897	129.2052922430128	1952.6223699396307	0.37258554433879	3812734.11958866	0.1388199878502324	2018.4569053599107	1732.1964188439172	1.135601	34.3284	0.2276739564872507	0.1354794273266016	0.0410442417	0.0038572087	0.059268205	-0.0777601881	-0.0082017032	-0.0135000122	0.0200814237	0.0307067976	-0.1035138331	-0.0865995202	0.002952837	0.005143778	0.0254343624	0.012900486	-0.0131160734	0.013586625	0.0043381253	0.0320947268	0.1001672124	-0.0631833145	0.0065788935	-0.0139417976	-0.0023971982	0.017513985	0.0148948398	0.0379057473	-0.0869494568	0.075658656	-0.0404554944	0.04765001	0.0125563152	0.0597402938	0.0703897106	0.043425869	-0.0421156924	0.0229201795	-0.0511084835	0.0557550853	-0.0207872431	-0.0165280279	0.015756277	0.094060092	0.0407641734	0.0757099449	0.0205057485	-0.0388512808	-0.0506767344	0.0745376709	-0.0740891043	0.0958868569	-0.0725978851	0.0098207218	-0.015764106	0.078998129	-0.0205397074	0.0850108745	0.0075678295	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0171279099378267	0.0169400210751718	0.0002869643140272	0.0002933652988383	-0.1009870505505858	-0.0159037774106848	0.0101983843789065	0.0002529301359286	0.1573602699539122	0.1158113133361239	0.0247622545599681	0.0134122602966378	-0.0028398944933777	0.000321267354249	8.065000733516985e-06	1.0321271290615247e-07	0.0010360645993872	0.0007870315800039	1.0734298541033592e-06	6.194187079234354e-07	0.001716975324078	0.0004720779590524	2.2285759942317385e-07	2.9480042634927533e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
