global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
2219.048320971858	n/a	n/a	4924175.450808023	2478.228292892228	n/a	6141615.471691527	n/a	2389.4743231068487	n/a	5709587.540786933	n/a	2418.1420227381896	1604.6243482509774	n/a	n/a	n/a	n/a	-0.0495064827	-0.0217897369	0.0699622929	-0.0216835134	0.037844336	-0.0168737722	-0.0013575558	0.0835824352	-0.0295421611	0.0153847706	-0.0028802267	0.014740759	-0.0522153879	-0.0135237054	0.0363678858	-0.0163292124	0.008415814	-0.0009971466	0.0337044522	-0.0626126889	-0.0297150858	0.0337949755	-0.0661498695	0.0730157301	-0.0459866666	0.1580326408	-0.1966451757	0.1094437876	-0.1797693094	0.0281065787	-0.1036706293	0.1394409392	-0.1400644891	0.1430424886	-0.0131182545	0.0859766317	-0.0199681608	0.0485674772	-0.1075514311	0.0607337089	-0.0196584835	0.0545671382	-0.0326174481	-0.0205567513	0.020086719	-0.0526870585	0.0293612181	-0.0585917375	0.0870621143	0.0212993723	-0.004491329	0.0343740153	-0.073329364	0.1221068201	-0.0799738905	0.08355009	-0.0320318807	0.0360204219	-0.0976723927	0.1130631385	0.0408238911	-0.1632040921	0.1567449122	-0.0709037811	0.1912309535	-0.0641873013	0.0516833543	-0.107948014	-0.0205704346	0.0721241748	-0.0064977572	0.0732798679	-0.1347461314	0.0029724028	-0.0558584342	-0.038781261	0.0785591187	-0.0944116189	0.084456837	-0.0120832208	0.0526284451	-0.0274494985	0.0314453425	-0.0490936956	0.045540713	-0.0730159834	0.1505001873	-0.3067008323	0.0233332363	-0.0374468307	-0.0485634288	-0.0273634456	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0003212026655887	n/a	1.0317115238128627e-07	n/a	-0.0580573450882582	n/a	n/a	0.003370655318697	0.0603375886537875	n/a	0.0036406246045536	n/a	-0.004050136111072	n/a	1.6403602518209423e-05	n/a	-0.0021760802990606	n/a	4.73532546795967e-06	n/a	-0.0019419138241683	n/a	n/a	3.7710293004959513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2225.44103439472	6.392713422862016	40.8667849068402	4952587.7975678425	2504.235860340631	26.007567448402824	6271197.24421598	676.3935645832222	2395.732551574707	6.258228467858316	5739534.458674656	39.16542355591225	2421.411821306722	1640.483591602805	1.113029	29.40485	0.0855422393936964	0.0412746697884142	-0.0700948743	-0.0169320622	0.0512046458	0.0484562093	0.1009928796	-0.0216598889	-0.0467193284	0.0568995068	0.0582502701	-0.0663974675	0.0514874212	0.0067248041	-0.0051813929	-0.0781149451	0.0284432376	-0.0263949677	0.0451735124	0.082722818	-0.0404495937	-0.1255222713	-0.0879063243	-0.0123137382	0.0339891248	0.0965782408	0.1505362784	0.1281065529	-0.1352321522	0.136958348	0.0508481177	-0.0809513172	-0.0848240827	0.0396455566	-0.0541767641	-0.0810740224	-0.0571679248	0.0444950465	-0.0345675428	-0.0318206762	-0.1078493865	0.0665828452	0.0760148774	-0.063880866	-0.0470456593	-0.0328028308	-0.0050256932	-0.024374711	0.0444133379	0.0958722558	0.0127095726	0.0943684951	0.0398073403	0.1721038567	-0.0497857003	0.0751612354	-0.0894984111	0.0792370858	-0.109868983	-0.0440641492	0.0017046954	0.0409407718	-0.0605814675	-0.1362141023	0.0289191822	-0.0135732663	0.0146953774	-0.1112830721	0.0593680449	0.1034524485	-0.0203554639	0.080745595	-0.0112943162	0.0942435526	-0.1057881673	0.0097907794	-0.0075571297	-0.0661688151	0.0885678242	-0.1005813694	0.0245922901	-0.0522212425	-0.0535756373	0.0385485546	-0.0064909092	-0.0236653586	0.1078996479	0.053199357	0.0662883354	-0.2330531836	-0.0037111473	-0.108963443	-0.0749290206	-0.0799827031	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0127013964174125	0.0130225990830012	0.0001613254709522	0.0001695880868765	-0.0598011036622239	-0.0017437585739656	3.040693964278889e-06	0.00357617199922	0.0446613741470329	-0.0156762145067545	0.0019946383407012	0.0002457437012617	-0.0039292411611861	0.0001208949498858	1.543893610275909e-05	1.4615588907914232e-08	-0.001664616686779	0.0005114636122816	2.7709487139030955e-06	2.615950266881428e-07	-0.0014722790417363	0.000469634782432	2.2055682886995206e-07	2.1676055767359574e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2227.017344867036	1.576310472315981	2.484754705133032	4959606.254338624	2499.6250838094684	-4.610776531162628	6248125.559609491	21.25926022032008	2396.371412194293	0.638860619586012	5742595.94518207	0.4081428912578231	2430.1228886030035	1644.8534537263972	1.256302	33.189964	0.121177969552682	0.0717258803191619	-0.0867990062	-0.0284132913	0.0458828097	-0.0139802537	0.0109472906	-0.022513746	-0.0229536128	0.0765706219	-0.0115731588	0.0320156629	-0.1001227106	0.047171774	-0.0720066423	-0.0980651983	0.0334376817	-0.0687918321	0.1322418705	-0.0253442276	0.016436573	-0.0229788731	0.0255468407	0.0772823138	-0.0062780751	0.100856474	-0.1549516834	0.1324561495	-0.0139533926	-0.04442374	-0.0219448082	0.056110694	-0.2151290198	0.0083508615	0.0243315425	-0.1174135882	0.1184502181	-0.0017179224	-0.0801968892	-0.0936160285	-0.0640484484	0.092722446	-0.0009350396	0.0856280308	-0.0555139446	-0.1097664758	-0.0513343285	-0.0217285771	0.0214662279	-0.0262053556	-0.0116395745	-0.0072507872	0.0178318321	-0.0858699099	-0.1026386252	0.0425735815	-0.0743952683	0.059656394	-0.022307349	0.0172973188	0.0562065106	0.1060315761	-0.0502224221	0.0388141305	0.0711649645	-0.2330958046	0.1322177074	-0.0906361583	0.0856518638	0.0609899208	-0.055614183	0.0694263964	-0.0145820648	0.0549294543	-0.0494967525	-0.023665036	-0.0011961823	-0.0692995199	0.0384488049	-0.1343670553	0.0145017555	0.0073287092	-0.003961321	0.0240793222	0.0828385106	0.0398932886	-0.03673742	-0.1570282495	0.1415373347	-0.1357143844	-0.0185039825	-0.0702481105	0.011548656	-0.0575817013	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0170919189668268	0.0043905225494143	0.0002921336939685	1.927668825691544e-05	-0.049871316762136	0.0099297869000879	9.860066788115732e-05	0.0024871482355893	0.0614667217918878	0.0168053476448548	0.0037781578878413	0.0002824197094644	-0.003979250125427	-5.000896424089962e-05	1.5834431560710793e-05	2.500896504447577e-09	-0.0006560505253154	0.0010085661614636	4.3040229176661245e-07	1.0172057020494209e-06	-0.0007298079182743	0.0007424711234619	5.512633691749243e-07	5.326195975758673e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2247.0802939133714	20.062949046335238	402.5219244358439	5049369.847293804	2499.795882950968	0.1707991414996286	6248979.45641861	0.0291723467370101	2396.779286923616	0.4078747293228844	5744550.950226077	0.1663617948202162	2428.213363895796	1688.7465406406425	1.227593	32.431492	0.0801430665564764	0.0397398169930305	-0.14595543	0.0208131857	0.0470791778	-0.0460321129	0.0516884628	-0.006181595	-0.1152637634	0.1378383198	-0.0216425971	-0.0194327106	-0.0523680732	0.0656947055	0.0627174861	-0.0643497648	0.0536886294	-0.0348854533	0.204488232	-0.0690198889	-0.069736934	-0.020256517	0.0341858944	0.0731158002	-0.0188134824	0.0050073988	-0.0638497943	0.1458923567	-0.1036978294	-0.0117752009	-0.0186627779	0.0934210413	-0.1527985462	-0.213917792	-0.0579469116	-0.0384464019	-0.0445195562	-0.0363926254	-0.0648513529	0.095531737	0.0850939399	0.1235640001	0.0366201641	-0.0081691446	-0.1148661603	-0.1159159804	-0.1492720396	0.0136346352	-0.0182990117	-0.029415281	0.0343575258	0.0276422317	0.0334675445	-0.0672916918	-0.0665726454	0.0483399201	-0.1164934237	0.0807178323	-0.0719141595	0.1888107644	-0.0086668799	0.1278318954	-0.1459632375	0.0652394922	0.0548577064	-0.0423849439	0.0565822495	0.0104425669	-0.0797329643	0.0681123923	-0.045536573	0.0816577839	-0.0148535482	0.0859389505	0.0060012354	-0.0687865077	-0.0424277071	-0.0758737878	0.0044595727	-0.1054705359	-0.0629530991	-0.0259112274	0.0209072075	0.033271655	0.0155818218	-0.0762778656	-0.0553504192	-0.0873101716	0.0708965281	-0.1418407152	0.0470261403	-0.1169955027	-0.023511532	-0.0678043272	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0065555993318042	-0.0105363196350226	4.297588259915168e-05	0.0001110140314513	-0.0816099674190411	-0.0317386506569051	0.001007341945521	0.0066601867821369	0.0396432738054741	-0.0218234479864137	0.0015715891580157	0.0004762628820157	-0.0040631620894613	-8.391196403430019e-05	1.6509286165235518e-05	7.041217708093688e-09	-0.0004200211093308	0.0002360294159846	1.764177322834759e-07	5.570988521003136e-08	-0.0007288563327305	9.51585543799982e-07	9.055150471691077e-13	5.312315537613533e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2248.504179050676	1.423885137304751	2.0274488842373697	5055771.043208355	2539.273817831011	39.477934880042994	6447911.521922078	1558.5073423929152	2395.5184352708898	-1.26085165272616	5738508.573722692	1.589746890182289	2428.003892343256	1744.8281444800828	1.209869	31.963263	0.1908427740215962	0.0997656500262863	-0.1395708741	0.0137703661	-0.0473991532	0.0168078023	0.0362755675	0.0744370205	-0.1070234243	0.0113657699	0.0723882946	-0.0331435362	-0.0506999782	0.0479966751	-0.0322222362	-0.1125759771	0.0338057555	-0.0166147332	0.0909519933	0.0189944132	-0.0703165064	0.0236394218	0.0415686355	-0.0118769939	0.0521219986	-0.0595262044	0.0502886785	0.0222948167	0.0909990721	0.0129011979	0.1972453404	0.012575706	-0.0501103049	-0.1683294005	-0.0211500233	-0.0051761512	-0.0582601869	0.0317237096	-0.11778736	-0.0807650208	-0.009408525	-0.0364115122	-0.0550704822	-0.0922969959	-0.0583388513	-0.0532725013	-0.0576047712	0.0483015664	0.019533227	0.0128606988	-0.0817015185	0.0202630089	0.0581302876	0.0348908077	0.0116121976	-0.0887294561	-0.0871035215	0.0289353371	-0.0231473682	0.0954534927	0.0843003743	-0.059108168	-0.0817186022	0.0839567347	-0.0721587142	-0.0689734292	-0.0434772154	-0.0414057771	-0.1443949571	0.0233462367	-0.0570068511	0.0915236268	-0.0162670812	0.0649609242	0.0373435745	-0.0597445858	-0.0019245038	-0.109339352	-0.0114510754	0.03081608	-0.0703478249	0.0164817251	0.0271670101	0.0126005956	-0.1180948324	0.0227429834	-0.0398609534	0.0026515849	0.0682198743	-0.1530498932	-0.1045703941	-0.0426389305	-0.0459174999	-0.0760283913	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0002487540913449	-0.0063068452404593	6.187859796082686e-08	3.977629688710413e-05	-0.1102363341670269	-0.0286263667479858	0.0008194688731901	0.0121520493705844	0.1119579025299302	0.0723146287244561	0.0125345719389013	0.0052294055275559	-0.0035049736957565	0.0005581883937047	1.2284840607944978e-05	3.115742828667447e-07	0.0002199480443674	0.0006399691536982	4.8377142221043765e-08	4.0956051768519046e-07	-0.0002551152139596	0.0004737411187709	2.2443064761430402e-07	6.50837723936525e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2232.405891557181	-16.098287493495263	259.154860223226	4983636.064659212	2536.620431473006	-2.653386358004809	6434443.2133663	7.040459164846025	2390.777979975161	-4.74045529572868	5715819.349534112	22.471916410802084	2421.7866550880144	1715.732715501614	1.261001	33.314095	0.1926333667260173	0.0931548504853083	-0.1176578939	0.0184390775	-0.0314178113	0.0918117802	0.0113058682	-0.0623934582	-0.0690657638	-0.0278677642	0.1028299931	-0.0457842	-0.0081996069	-0.038538756	-0.0905623062	-0.0783400093	-0.0100631304	-0.0285781711	0.025167219	0.0753859711	0.0249121456	-0.0167143691	-0.0405880574	-0.0175037906	-0.0706169115	-0.0905778514	0.0047584807	-0.1004554426	0.0806422735	0.0030206806	-0.0335565179	-0.0089847352	0.03726558	-0.1018855011	-0.027944781	-0.10263005	0.0783164499	-0.0664974066	0.0532504051	0.0001653684	-0.0445590368	-0.1514652915	0.0334945119	0.006139508	-0.0107317446	-0.0322455557	-0.0075070309	-0.001228807	0.0912719975	0.0005991944	-0.0289281237	-0.0410895412	0.1272701104	0.0312550452	0.0431176306	-0.0273605107	0.0241250801	-0.0648995786	-0.0238577671	-0.0420736477	0.0551835692	-0.071368209	0.0939433952	0.0740351778	0.0879654623	0.0626037273	-0.0730155408	0.068896227	-0.044918739	0.0740485732	-0.0549172198	0.0625220855	-0.0482380398	0.0207723219	0.0216973733	-0.0546972536	0.0730740467	-0.0727221023	0.0845611405	0.0400036952	0.0010495692	-0.0840564034	0.0346858942	-0.0458784063	-0.0927637278	0.0302345052	-0.058571552	0.0318580681	-0.1099405409	0.0468916429	-0.0748239306	-0.0350935541	-0.0241934853	-0.0598227368	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0082819178490893	0.0080331637577444	6.859016325906395e-05	6.453171995873812e-05	-0.0628113354849659	0.047424998682061	0.0022491304999934	0.0039452638654049	0.0342896675633994	-0.0776682349665308	0.0011757813016084	0.0060323547228162	-0.0030170062104055	0.000487967485351	9.102326473625356e-06	2.381122667597784e-07	0.0006660000674814	0.0004460520231139	4.435560898852293e-07	1.9896240732409238e-07	1.0046639690231877e-06	0.0002561198779286	6.559739187017286e-08	1.009349690653425e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2232.704960173812	0.2990686166313026	0.089442037453761	4984971.439184744	2509.489920089494	-27.130511383512385	6297539.659030774	736.0646479308951	2392.255271248196	1.4772912730350072	5722885.28281478	2.1823895053853923	2416.514583980844	1629.1834549132934	1.22156	32.272125	0.1776009333943165	0.086455690939872	-0.1064003422	0.0398808653	0.0593557118	-0.0328105179	-0.0344825527	-0.104463232	-0.0623875135	0.0349123557	-0.0289379082	0.0370369437	0.0433979757	-0.0462877445	-0.05605192	-0.1063710498	0.0272465095	-0.0325766538	0.0508923111	0.092994585	0.0144202919	-0.0644529321	-0.029531003	-0.1332029738	-0.1821524818	-0.1373799951	-0.0122861644	-0.0992874234	0.0222442188	-0.0830853338	-0.1390746224	-0.082977139	0.0948694127	-0.066239114	0.0184373168	-0.0906340618	0.1000232067	-0.1095970777	0.0674672677	0.0211510302	0.0858837639	-0.0355665592	0.0118996092	-0.1097323251	-0.0399038282	-0.0307266198	0.0114034872	-0.0699319422	0.1148922405	0.0069855593	0.1397821127	0.0197869821	0.0835044325	0.138730214	0.1019963986	-0.0180297253	0.056665	-0.1036245802	0.0366816498	0.0355564555	0.0690953344	0.038427338	0.0963040551	0.116401208	0.0379094888	0.2124535876	-0.0590835478	-0.0015265453	-0.0225356013	0.0667947335	-0.0595260073	0.0269402493	-0.0466337455	-0.0587444371	0.0314321008	-0.0966007775	0.0224887156	-0.0909074723	0.0830903723	-0.0274102404	0.0195284231	-0.1026553048	0.0560690881	-0.1048525955	-0.0281743196	-0.0554848818	-0.1627866312	0.168176138	-0.1650291213	0.1248039857	-0.0449016656	-0.0382446017	-0.1444320346	-0.0508532745	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0010992931059092	-0.0071826247431801	1.2084453326994951e-06	5.1590098201343e-05	-0.0521088761426256	0.0107024593423403	0.0001145426359744	0.0027153349728474	-0.0065638166947579	-0.0408534842581573	4.308368960238252e-05	0.0016690071760315	-0.0030720457697554	-5.503955934989995e-05	9.437465211472048e-06	3.0293530934311592e-09	0.0018868094708546	0.0012208094033732	3.560049979306616e-06	1.4903755993644288e-06	0.0011024030022587	0.0011013983382896	1.213078299587261e-06	1.2152923793889957e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2249.3309776812184	16.62601750740623	276.4244581565785	5059489.847156346	2547.2516802887417	37.761760199247874	6488491.122733817	1425.9505333455008	2396.2505745265794	3.9953032783832896	5742016.815918962	15.962448286260262	2429.457147139537	1695.3535782248673	1.291063	34.108311	0.0645150060051211	0.033870725834284	-0.1095500808	0.044764645	-0.0153341113	-0.0373926043	-0.0609354756	-0.0207184158	-0.11954211	0.0112567391	0.0014479722	0.0346756242	0.0467943144	-0.038656633	-0.0530958649	-0.1011713065	0.0363243997	-0.0579982417	0.0852279546	0.0637244848	0.0093616468	0.016843415	0.0296427938	0.0722273852	0.0472736518	-0.002441032	-0.0936415284	-0.0717239464	0.0072064078	-0.0321169089	0.0670816875	0.0505045646	-0.0503583831	0.0226630348	0.049977186	0.0657027964	0.0072496202	0.0025625493	-0.088743302	0.0092857848	0.0463176732	-0.03859787	-0.0782797555	-0.0676571216	-0.0396034301	-0.0819968771	-0.0257556855	0.0085373181	0.0735352497	0.0779459187	0.0529535059	-0.0529963032	-0.0014924563	-0.1081787783	0.0158250026	0.0055331095	0.0323189239	-0.0378880123	-0.0099871021	0.0153611431	-0.0277773382	0.0036079043	-0.0445657594	0.0083983257	-0.0400630165	-0.0842345384	0.0062918566	-0.0709763101	0.0364576807	-0.0926635559	-0.063912683	0.0284778706	-0.0556032666	-0.0259379391	0.0937685071	-0.087546718	0.0569106322	-0.0029779826	0.0029886231	0.0317797097	0.037857244	-0.0978637642	0.0914305342	0.0244999573	-0.0363662609	-0.0378155781	-0.0232690184	0.0304057773	0.0807339364	0.1113427523	-0.0379666521	-0.0241345064	0.0724284841	0.0089697754	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.016134321362486	0.0150350282565768	0.0002603163258279	0.000226052074676	-0.0337536868612886	0.0183551892813369	0.0003369129735537	0.0011393113767299	-0.0239377860129152	-0.0173739693181573	0.0005730175992001	0.0003018548098682	-0.003041912123318	3.0133646437400036e-05	9.253229365989022e-06	9.080366476142315e-10	0.0016423289917606	-0.000244480479094	2.697244517177389e-06	5.977070465803177e-08	0.0011020007448091	-4.0225744960009125e-07	1.618110557587699e-13	1.214405641559811e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2232.624461893821	-16.70651578739762	279.107669754566	4984611.987846673	2538.228748833956	-9.02293145478552	6442605.181407191	81.41329203775796	2387.7809783272123	-8.46959619936706	5701498.000461259	71.73405978033296	2425.7579550993164	1735.1641138773475	1.244634	32.881706	0.1475368381169889	0.0799270918910772	-0.050876496	0.0662899513	-0.1051755967	0.0769089723	-0.0058838294	-0.0374573811	-0.0777011946	-0.0924314891	-0.0132199528	0.0244433277	0.0086397755	-0.0010099052	0.0323515766	-0.0175502748	0.0095317976	0.0072685897	-0.050221233	0.0403615213	-0.0545440349	0.0438605853	-0.0004086644	-0.1017875765	-0.0737083494	0.0381914242	-0.0544324325	-0.1044066099	-0.0446884881	0.0556376941	0.0085666758	-0.0407604712	0.0409758674	0.0113533453	0.0269347105	0.0279184978	0.0392481978	-0.0846503508	0.0114110301	0.0313304555	-0.0009635156	0.0043721117	-0.0031556813	0.0421765767	0.0096145942	0.0132672767	0.0245851565	0.1029599294	0.0376725358	0.0326699391	0.0290859536	-0.0884009916	0.0362988718	0.0388118809	0.1186061523	-0.0640883035	0.1390067151	0.0104523886	-0.0396289556	0.03058807	0.0521780749	0.0950217608	0.032933019	-0.0359777226	0.0015851317	0.1000305606	0.0035343357	-0.0185681015	0.0867807854	-0.0387254559	-0.0119524493	0.00512323	-0.0663593166	0.014041798	0.014596717	-0.0488390366	0.0290363411	0.0643185684	-0.0125877893	0.1369004341	0.012095269	-0.0701463891	-0.0068266844	0.0154054291	-0.0626042163	-0.0443952254	-0.0171539627	0.0397625361	-0.070688606	0.0561386977	-0.013570815	-0.0460252375	-0.0149689085	0.0033125154	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0001495585202349	-0.0159847628422511	2.236775097485299e-08	0.000255512643123	-0.0323995084250015	0.0013541784362871	1.8337992373049789e-06	0.0010497281461817	-0.033124641498226	-0.0091868554853108	0.0010972418743859	8.439831370798513e-05	-0.0023346210520874	0.0007072910712305	5.450455456849679e-06	5.002606594425292e-07	0.0006865984987214	-0.0009557304930392	4.714174984464803e-07	9.134207753249524e-07	0.0003448014820161	-0.0007571992627929	5.733507235742625e-07	1.1888806200049893e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2223.093156689655	-9.53130520416562	90.84577889495462	4942143.183320376	2497.661274468721	-40.56747436523528	6238311.841980715	1645.719976374022	2381.9083696448283	-5.872608682383998	5673487.481384085	34.487532736411914	2414.568089186822	1680.6309878275067	1.147331	30.311089	0.0767465993566398	0.0431957067646182	-0.0203512867	0.0150626653	-0.0520980048	0.0629894918	-0.0098016742	-0.0398202343	-0.0272233576	-0.0012353207	-0.0111005404	0.0047061046	0.0050468718	-0.0547591656	-0.0102403801	0.0632209278	0.0032604709	0.0005168218	-0.0070823506	0.0229949581	0.0639060307	0.0198106937	-0.033200436	-0.0080765549	-0.007176662	-0.0386165807	0.064771693	-0.0667093921	0.1250850933	0.0914548512	-0.0349008162	0.050056948	0.0425468476	0.0491224173	0.0233718789	0.0641385998	0.0152939144	0.1492054318	-0.0919415201	0.0499115355	0.0738244644	-0.0386328477	-0.0244808035	0.1081549764	0.0056867202	0.0061452418	0.0232261606	-0.0271441052	0.03039365	-0.0167419984	-0.0744293795	-0.0152445516	0.007063541	-0.0232851322	0.0265866555	-0.00933526	0.0226540296	-0.0632602475	-0.0840397144	-0.0826087683	0.0267633371	-0.0800981243	0.0034335648	-0.106176169	-0.0763067505	-0.0133490044	-0.0304547339	0.0480700801	-0.015412694	-0.2295291006	-0.0096589941	-0.0023985808	-0.0422096626	0.0259043189	-0.0055190868	-0.0132893615	0.0466956949	0.0489005286	0.0017461819	0.0266036158	0.0074426566	0.0102472961	-0.0675421901	-0.0001240864	0.0557392049	0.0986010292	-0.0253392797	-0.0156952676	-0.0077231165	0.0489769036	-0.0077931083	-0.0083674581	0.0296690526	0.0298151437	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0111415435255395	0.0109919850053046	0.0001241339921314	0.0001208237343568	-0.0326907764379029	-0.0002912680129013	8.483705533952983e-08	0.0010686868641129	-0.0332560986828198	-0.0001314571845938	0.0011059680996014	1.7280991381328428e-08	-0.0021319809783799	0.0002026400737075	4.545342892173716e-06	4.106299947218112e-08	0.0001522395730084	-0.0005343589257129	2.3176887589779955e-08	2.8553946148915137e-07	-0.0002248373016402	-0.0005696387836562	3.244883438454289e-07	5.0551812208846284e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
