global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
2051.143167779974	n/a	4207188.294730468	n/a	2713.5621358139256	n/a	7363419.4649230335	n/a	2284.400837105498	n/a	n/a	5218487.1845683	2356.652538572039	1980.1315877996049	n/a	n/a	n/a	n/a	-0.0154876604	-0.0253232905	0.0166355051	-0.0282381258	0.0724850734	-0.0486099358	0.0037301605	-0.0037977084	0.0498153746	0.0468613437	-0.0284762437	0.0690665534	-0.0109333109	0.0159765639	-0.044481514	0.0105385662	-0.0112126045	0.0329102979	0.0090723003	-0.053469889	0.0831214571	-0.0553008774	0.0016245497	-0.0160526176	7.10027e-05	-0.0001930172	0.0596862736	-0.0788808084	0.0565485249	-0.0224192904	0.0800612242	0.1153026053	-0.0354645685	0.1094737668	-0.0426773043	0.0564519017	-0.0613725013	0.0708716337	-0.0380188545	0.04293466	-0.1050813843	0.0163751222	-0.0019033924	-0.0088669606	-0.0174167839	0.0026148343	-0.019421499	0.0433921763	-0.0283020276	0.0104925825	-0.0238849243	-0.0598814809	0.0307173954	-0.0792117839	0.0265939796	-0.0184868594	0.062049139	-0.0076899968	0.0978660713	-0.0789732172	0.0757637072	-0.0518982699	0.0178658874	-0.1010911751	0.044889214	-0.0276186574	0.0883049229	-0.0177712428	0.0555830947	-0.0149380886	0.0276071461	-0.0474349439	0.0283394017	-0.0137330006	0.0218981438	-0.0221883534	0.0327324269	-0.0083512646	0.0663713641	-0.0287443854	0.0778402566	-0.0642253617	0.0635658494	-0.0276785785	0.04686327	-0.0067223339	0.0453525418	-0.0146049453	0.0045091302	-0.0121590101	0.0411633175	0.0088815007	0.0565460476	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0565774021091556	n/a	n/a	0.003201002429421	-0.0335806729556082	n/a	0.0011276615961515	n/a	0.1065760257695984	n/a	n/a	0.0113584492688421	0.0014019709368674	n/a	1.9655225078208555e-06	n/a	0.001000040267288	n/a	1.0000805361974545e-06	n/a	6.029899142960928e-05	n/a	3.635968367428093e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2053.1211182738184	1.9779504938442187	4215306.326301934	3.912288156098589	2711.421473787859	-2.140662026066366	7351806.408517927	4.582433909842558	2293.2005793947737	8.799742289275855	77.43546435766987	5258768.897336526	2364.3373156048	1957.771891321148	1.257485	36.173271	0.1066940623138213	0.058595893926857	0.0397437098	0.0651034706	-0.0054269456	0.006586517	-0.0413745134	-0.0147455232	-0.1028676385	-0.0083663739	-0.040397406	0.0088689099	0.0286919133	0.0402703822	0.0312573575	0.0802686776	-0.0459968878	-0.0213332049	0.0267184126	-0.0527039287	-0.0374170841	-0.0113713628	0.0495048055	-0.0088153337	0.0032272706	-0.0988190864	-0.0190079718	0.024042127	0.0983762267	-0.0765758236	0.015304413	-0.0061586445	0.0276103083	0.0539208515	0.0509155833	0.0404505265	0.0280044123	0.0281856309	-0.0341796797	-0.0568170428	-0.0357334543	0.0120456079	0.0631403163	-0.0653391564	0.032014686	0.0125681426	-0.0722147239	-0.0748066586	0.0126788049	-0.0335280034	0.0072322709	0.037124361	0.0208206211	0.0211920344	-0.0338879835	-0.0053753612	0.0100572884	-0.0094211032	0.1004684079	0.0260596855	-0.0210746434	-0.0930490975	0.0505320137	0.0142232851	0.03837676	-0.1170861808	-0.0501269937	0.0159315727	0.0585964564	-0.007674306	0.0122581796	0.0075034518	0.0278918551	-0.0091695761	-0.0056290604	0.0169813434	0.0804146661	-0.0193952509	0.0113010051	0.0387422424	-0.0036942496	-0.1184577424	-0.0351319692	-0.038146028	-0.0205909424	0.0390108013	-0.0172781491	-0.0014277297	0.0911535927	0.0109333841	0.014582018	-0.0114532865	0.0412853477	-0.0764626663	0.1011145292	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0567139270948757	-0.0001365249857201	1.8639071725873985e-08	0.0032164695265228	-0.0202800320610379	0.0133006408945703	0.0004112797003967	0.0001769070482063	0.156708820369829	0.0501327946002305	0.0025132970944289	0.0245576543817033	0.0013139988433871	-8.797209348030007e-05	1.7265929604226366e-06	7.739089231306655e-09	0.0002730086703353	-0.0007270315969526	7.453373407824853e-08	5.28574942967593e-07	1.282064519660174e-05	-4.747834623300754e-05	1.6436894325714723e-10	2.254193361021341e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2050.878322592633	-2.242795681185271	4206101.8940803725	5.030132467543304	2707.6432145105155	-3.77825927734375	7331331.777084838	14.275243166834116	2284.313381450644	-8.887197944129639	78.98228729814208	5218087.624674476	2360.354151453291	1994.881317134376	1.293679	37.214436	0.0852384206659155	0.040499271020482	0.0108672351	-0.0130641975	-0.0090416486	0.0254638142	0.1308414058	-0.0302337252	-0.025695224	0.057901793	0.0084853277	0.0666824671	0.0934164299	0.010928422	-0.0033255971	0.0315244373	-0.0018622357	-0.0157887257	0.0130222117	-0.0356144746	0.018187749	-0.0124932212	-0.0354824032	-0.0001701567	0.0120912301	0.023119047	0.0462605857	-0.0325509233	0.1510618096	-0.0293393788	-0.0428849688	-0.0386134788	0.011993823	0.0789227902	-0.0142111661	-0.0455611004	-0.0346425788	0.0626404569	0.047805282	0.1141877635	-0.0666964871	0.0276495361	0.0527982799	-0.0935485927	0.0141180803	0.0198069481	-0.033622409	-0.0029830614	0.0018809704	0.0621638054	-0.0033609089	-0.0452953238	0.062566146	0.0302862187	-0.0313769418	-0.0482229212	0.0055847622	-0.0356643732	0.0690250128	0.0715791933	-0.0473867141	-0.023191496	0.08805487	0.0462025871	-0.0045287314	-0.1086691947	0.0442621254	0.0791655235	0.0403249673	-0.0076182575	0.0590034173	0.0138226759	0.0373808818	-0.0060533836	-0.0056243185	0.0405572769	0.0427061802	0.0156092802	0.0296127844	-0.01971697	0.0471481965	-0.0646398217	0.0342731119	-0.0053456042	0.0630777491	-0.0600309979	-0.0403176379	-0.0115157827	-0.0470526493	0.0077207986	-0.0442760379	0.0163259759	-0.008714387	0.0172651966	0.0534588887	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0471869029462794	0.0095270241485963	9.076418912793712e-05	0.0022266038096615	-0.0423012317042008	-0.0220211996431628	0.0017893942036924	0.000484933233724	0.184545494929111	0.0278366745592819	0.0007748804505193	0.0340570396986305	0.000990992413548	-0.000323006429839	9.820659637096906e-07	1.0433315371740137e-07	0.0001580456672849	-0.0001149630030504	2.4978432947529313e-08	1.321649207036628e-08	9.192165860458775e-05	7.910101340798601e-05	8.449591320618382e-09	6.2569703221703825e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2042.1045286098708	-8.7737939827623	4170190.905768943	76.97946085195593	2697.471654810612	-10.171559699903357	7276353.328506702	103.46062672869805	2280.630889362496	-3.6824920881481376	13.56074797927363	5201277.253514369	2349.658928280785	1935.4021075351816	1.230679	35.402161	0.0649529711680869	0.0370459181683749	0.027356203	0.0410192636	0.034457728	-0.0819203073	-0.0074297427	0.0197988471	0.0079572761	-0.0936872109	0.0141910063	0.0750631396	0.0207270078	0.0603497678	-0.0368094879	0.0187121043	-0.0248404201	0.0075764611	0.0185369102	-0.0145877227	0.0118988124	0.0086235677	-0.041562231	-0.0723981589	-0.0672820295	0.114419653	-0.0294257255	0.0871247174	0.0280714195	0.0488928875	0.009031142	0.0551313398	0.1069429103	0.0534707903	-0.0983957653	0.0040111256	0.0699596964	0.0661415152	0.0874344481	-0.0072651524	0.0133800932	0.0464228842	-0.0216784491	0.0219951346	0.0087311318	0.0115989197	0.0032135938	-0.0368890269	-0.0204977215	0.0492589665	-0.0437507634	0.0533694087	-0.0060109725	0.0039840908	-0.0192948754	-0.0304705418	-0.1093589116	-0.012274887	-0.0397957693	0.0657139022	-0.0365926589	-0.0655002413	0.070211356	-0.0444387171	0.0066053605	0.0044273024	0.1112659447	-0.0211662918	0.0014296247	0.0760691835	-0.0010872242	0.0235159305	0.0458608593	-0.0305364358	0.0055839563	0.0471564168	0.0586002392	-0.0105234476	0.0636896263	-0.0381703955	0.0763317287	0.0315027146	-0.0350103576	-0.070235497	-0.116168699	-0.027383863	-0.0236368187	-0.0575798832	-0.0572535563	0.0582772669	-0.0281130078	-0.0137643351	0.0447244978	0.0115351354	0.046460995	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.031019604014304	0.0161672989319753	0.0002613815547558	0.0009622158332042	-0.0416239651290624	0.0006772665751383	0.0017325544730654	4.586900137996953e-07	0.1899615091864035	0.0054160142572925	2.9333210435195818e-05	0.036085374972376	0.0015964764107898	0.0006054839972418	2.548736930208282e-06	3.66610870915908e-07	0.0003551144700482	0.0001970688027632	1.2610628683761392e-07	3.8836113022560435e-08	0.0001432166866731	5.129502806851224e-05	2.0511019341620895e-08	2.631179904549458e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2042.239100514304	0.1345719044331872	4170740.5436694734	0.0181095974627748	2689.2550977372443	-8.216557073367767	7232092.980705756	67.51181013990988	2281.1323478452623	0.5014584827663384	0.2514606099383181	5203564.788386039	2355.574232419332	1942.643878850851	1.134265	32.628674	0.1098159843416524	0.0757244067631006	-0.0006787124	0.0351983318	-0.0004288199	0.0414176818	0.0381442571	0.001780469	-0.036694673	0.0378862067	-0.0311121723	0.0111278635	0.0247180721	-0.0271136745	-0.0155134986	0.0028977496	-0.0339152471	0.0388651975	-0.0654178806	-0.0169499874	0.0021890137	0.0277849351	0.0044573775	0.0268577911	-0.0716579362	-0.0289715365	0.0167643563	-0.0125487763	0.0766919654	0.0308367099	0.0250564826	-0.0533489063	0.004264481	0.016851386	0.1119817812	0.0058724149	-0.0171686556	-0.0362011656	0.0267301056	0.0507747358	-0.0017037159	0.0163886232	0.0329610594	0.0100236238	-0.0158331755	-0.0394849402	-0.0189174506	-0.0336961703	0.035525944	-0.0187609785	0.0648008866	-0.0481837868	-0.0022938736	0.0326829445	-0.0083481268	-0.0837033682	-0.0167852651	0.0232809552	0.0167183456	0.0481641072	-0.0472255398	-0.026998088	-0.0339952928	-0.0111153182	-0.0010487912	-0.0359138704	-0.0667286872	-0.0770936904	0.0324570789	0.0293391922	0.050323613	0.0077409623	0.0325016234	-0.0196594715	0.0095961352	-0.0015822352	0.020098728	0.033110685	-0.0063830223	0.0036569423	-0.0105697059	-0.0648954078	0.0330319642	0.0261400367	-0.0031629414	-0.0028613567	-0.0159770265	0.0248682557	-0.023331163	-0.0052366155	0.011211289	-0.0025667185	-0.0487836687	-0.0247170013	0.0315428972	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0363262455378219	-0.0053066415235178	2.8160444259124346e-05	0.0013195961148741	-0.0408998707239334	0.000724094405129	0.0016727994252344	5.243127075391223e-07	0.118006076321123	-0.0719554328652805	0.0051775843188298	0.0139254340487067	0.0013139767142033	-0.0002824996965865	1.7265348054685003e-06	7.980607857146466e-08	0.0001586973411105	-0.0001964171289376	2.5184846075542396e-08	3.8579688540129066e-08	0.0003008961721034	0.0001576794854303	9.053850638647892e-08	2.4862820125564192e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2042.68708554155	0.4479850272459771	4172570.529438232	0.2006905846365788	2699.931715255665	10.6766175184207	7289631.267043398	113.99016163464776	2279.273263027296	-1.8590848179665045	3.4561963603935517	5195086.607551096	2347.318973041716	1948.8378034840832	1.029175	29.605621	0.1421863875498274	0.1093309105314997	-0.0248188932	-0.0293456948	-0.000819285	-0.0431853013	0.0231034888	-0.0340322771	0.0275360756	-0.0109281472	0.0384907204	-0.0407394416	-0.0008230376	0.0571045012	-0.1107283162	0.0074565238	0.0222283229	0.0076392676	-0.0086960541	0.0066553005	0.0600050794	-0.0310003311	-0.0306553812	-0.0153059175	0.0264412243	-0.0009584343	0.044251996	-0.0664477439	-0.029769531	0.0033767417	0.0771047087	-0.0616748699	-0.0405359393	-0.0892540115	0.0141102792	-0.0269458725	0.0975833487	0.0875190524	-0.0139034448	-0.0905344769	-0.1314352635	-0.0516088999	-0.0672491666	0.0548313731	0.0328622314	-0.0635049604	-0.001782531	0.0277714947	-0.0178574013	0.0089558027	-0.0670819041	-0.0181762136	0.0127707452	-0.0513902545	0.045655527	0.001351887	0.0057918435	-0.0488153421	0.0335586836	0.0332438837	0.0928344608	-0.0225612299	-0.0709849335	-0.0211924898	0.0343751783	0.063756576	-0.0033084776	-0.0460144659	-0.0855991714	0.0930287378	-0.026392098	-0.0116168484	-0.006375172	0.0222668429	-0.0219447615	0.0162469795	-0.0168203045	-0.0232229477	0.00621902	0.0168846325	-0.0068605623	0.0118141606	0.0031631103	-0.0599136897	0.0592947403	0.0038581222	0.0512682191	-0.0053565796	0.012544446	-0.0056956488	-0.0495504511	0.0145961971	0.0288109152	-0.0142237243	-0.0062506057	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0295610195595372	0.0067652259782846	4.576828253725817e-05	0.0008738538773993	-0.0432315309770245	-0.0023316602530911	0.0018689652706174	5.436639535844866e-06	0.1178103770174914	-0.0001956993036315	3.8298217441893015e-08	0.0138792849330034	-0.0007429762630604	-0.0020569529772637	5.520137274711967e-07	4.231055550673999e-06	0.0001586115281397	-8.581297079998315e-08	2.5157616858810854e-08	7.36386595751876e-15	-0.0002999410779585	-0.0006008372500618	8.996465024690695e-08	3.6100540106194603e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2047.459387057912	4.772301516361949	4192089.94165156	22.77486176307056	2688.076599988892	-11.855115266772827	7225755.807407843	140.54375798847016	2287.122789406599	7.84952637930337	61.61506437937948	5230930.653823023	2357.223010835193	1932.931532490361	1.058661	30.453825	0.1036527500231067	0.0497726972062337	0.0182887024	0.0523954107	-0.024965042	0.0381664749	-0.0036913931	0.0201957146	-0.0897785388	0.0103691082	-0.0353457263	0.0055301769	0.0274947655	-0.069752093	0.01527915	0.0530379082	-0.0393382076	0.0248979158	0.0433149754	-0.0170310797	0.0511009836	-0.0380368829	-0.0072710773	0.001196406	0.0299313206	0.0128593993	0.0018705075	-0.0145958705	0.0185839808	-0.0458915885	0.0122614038	-0.0064554165	0.0132570458	0.0342943517	0.1296045894	-0.0704345863	0.0617525642	-0.042912342	0.0294796972	-0.0880937255	0.0151504472	0.0327208712	0.0036828844	-0.0812933574	-0.0911048467	-0.075913502	-0.0372056513	-0.0643198534	-0.0065455177	-0.0182028021	-0.0218519105	-0.0016335576	0.0256429385	-0.0043243402	0.0126307827	-0.0015826072	0.0204870111	-0.0193949545	0.0014156692	0.0456357241	-0.063812077	0.0323412808	0.016948101	0.0235036859	-0.0154070937	-0.1323241807	-0.0925831549	-0.0259972981	0.0284990225	0.0525885094	-0.039111893	0.0030526074	0.0060480643	0.0284151327	-0.026623104	0.016040912	0.0322093704	-0.0005404412	-0.0142852712	0.0364948392	-0.0457343435	-0.087897292	0.0033919948	0.0163364141	-0.0083187763	0.0147508817	-0.0563816269	0.0146006445	-0.0464836888	0.0216205813	0.0140783096	-0.028471744	0.0023156019	-0.0633848895	0.0539997109	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0602046214716267	-0.0306436019120895	0.0009390303381466	0.0036245964465418	-0.0542709612479939	-0.0110394302709694	0.0029453372347812	0.0001218690207075	0.1329492444426137	0.0151388674251222	0.0002291853069154	0.0176755015978618	-0.0001070150358124	0.0006359612272479	1.1452217889929257e-08	4.044466825627822e-07	-8.398084612371015e-05	-0.0002425923742634	7.052782515654282e-09	5.885106005075848e-08	-0.0003580044847456	-5.8063406787100006e-05	1.2816721109796252e-07	3.371359207724251e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2045.9125753412363	-1.54681171667562	4185758.26593941	2.392626486844979	2713.826016828348	25.74941683945599	7364851.649614418	663.0324675720597	2282.7335562504845	-4.389233156114642	19.265367698736103	5210872.488831984	2355.076384635199	1925.939325184436	1.017405	29.26705	0.0773598211938714	0.0395852426675095	0.0029607452	0.0088967382	-0.0049759428	0.0124747522	0.037104408	-0.038459973	0.0243702772	0.0505637432	0.0476993517	0.0599100402	0.0142778606	0.0300261317	-0.0664696673	0.0279881958	-0.034053497	-0.0111137917	-0.0039292258	0.0129788875	-0.0186091904	-0.0052599543	-0.0538463975	0.0061291521	-0.0508279781	0.0781703211	0.0319816239	-0.0897579019	0.0098032798	0.0195359051	-0.0147153342	-0.0571776782	-0.0200768572	0.0759824254	0.024056766	0.0196989632	0.031539941	-0.0293259765	-0.0315320375	0.0206183592	0.0615792516	-0.0081926225	0.0095753852	0.0431584282	0.0798393968	0.0643878753	-0.0124059794	0.0121348496	-0.0094486934	0.095048554	-0.0265169386	-0.0280817337	0.0703025381	0.0247497189	0.0401914397	-0.0192684087	0.0632767354	0.040655274	0.0108598924	0.0408288812	-0.0735688859	-0.011219085	-0.0437763191	0.0328091524	-0.0726505478	-0.0548521294	-0.0068672523	-0.0122386452	-0.0379950936	-0.0158140828	-0.0354023358	0.0018645407	0.0041776845	0.0236647997	-0.0327881771	0.0466735843	0.0023473232	0.0052462863	-0.0080790382	0.0043336731	-0.0134666581	-0.0487393933	0.0494743259	0.0180395913	0.0570672294	-0.0249420987	-0.0131631014	0.0132110682	-0.0960139372	-0.0119170363	-0.0580396251	0.0126279439	0.0250921611	0.0042806617	-0.011562936	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0456113587145949	0.0145932627570318	0.0002129633178957	0.0020803960437914	-0.0521784690595978	0.0020924921883961	0.0027225926334034	4.378523558498724e-06	0.1586216721044167	0.025672427661803	0.0006590735420505	0.025160834861201	-0.000425982182425	-0.0003189671466126	1.81460819743566e-07	1.0174004061818388e-07	0.0001580466408348	0.0002420274869585	2.4978740679164277e-08	5.857730444345181e-08	-0.0002189663465839	0.0001390381381616	4.794626093630061e-08	1.9331603863471974e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2040.445263270769	-5.467312070467415	4163416.8724041176	29.89150127587869	2721.2910653787767	7.465048550428492	7405425.062510357	55.72694986025452	2278.372055470204	-4.361500780280494	19.02268905638736	5190979.223147523	2353.541048322405	1922.4350786466853	1.134956	32.648575	0.191340974797622	0.090960576551806	-0.0261573842	-0.0063954522	0.0089323556	-0.0736763872	-0.0771951012	-0.0027430689	0.0045980722	-0.1219482263	-0.0183364585	0.0513053517	0.0256328437	-0.0176992808	0.0797676287	0.0029943259	-0.0087137951	-0.0398723102	0.0204106591	-0.0241895996	-0.0089883685	0.0660561419	0.0506306188	0.0101930561	-0.0138436183	0.0336170965	-0.0735806363	-0.0003016763	-0.0622312218	-0.001339265	0.0603553381	-0.0705772685	-0.0085174466	0.0280114038	0.0809405437	-0.0020082262	-0.0198923221	0.0135657918	-0.0746316206	-0.0991130495	0.050207876	-0.0686190398	0.0749991837	0.0056470612	-0.0706326729	-0.119466507	-0.0002661692	-0.0137817108	0.0193409023	0.0123630985	-0.0267290979	0.0889955495	-0.0278358022	0.0283478973	-0.0521013365	0.0365157328	-0.0397527235	0.1234373712	-0.0581003796	0.0137541542	-0.0278456166	0.0027065545	0.0112755721	-0.0109594463	0.1052205101	-0.0316192365	-0.0100178114	-0.0498125012	0.0134834867	-0.0032610159	-0.0042183932	-0.0142491314	-0.0178520921	0.0495667301	-0.0354870676	0.0001805316	-0.0316432224	-0.0228478574	-0.0183997294	0.0387165441	-0.0577684647	-0.0158689992	-0.0082078358	-0.0662457728	-0.0380214512	-0.0338422255	0.0647518476	-0.0057038723	-0.065117805	-0.0316994463	0.0481327141	0.0474775782	-0.0086406707	-0.0076553538	-0.0130488363	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0264789302632237	0.0191324284513712	0.0003660498184468	0.0007011337478846	-0.0671095097592342	-0.0149310406996364	0.0045036863001247	0.0002229359763741	0.0903705174813822	-0.0682511546230345	0.0046582201073773	0.0081668304298528	-0.0012741133317208	-0.0008481311492958	1.6233647820686774e-06	7.193264464058146e-07	-0.0003510913877566	-0.0005091380285914	1.2326516255685525e-07	2.5922153215793725e-07	-0.0006422241891683	-0.0004232578425844	4.124519091528804e-07	1.7914720130920075e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2035.24119316242	-5.204070108349015	4142206.714345191	27.082345692611728	2696.9671992442054	-24.32386613457129	7273632.073799133	591.650463732544	2278.748785052051	0.3767295818470302	0.1419251778386382	5192696.025376199	2348.701652776628	1936.6532660389803	1.140375	32.804443	0.0676260546052029	0.0360667463023075	-0.0256975521	0.021323616	-0.0509967266	0.0848312781	-0.0501612889	0.0119893445	-0.0450408043	0.0232707219	-0.0264781409	-0.0595635082	0.0518612749	-0.0383329971	0.005928587	0.0138762126	-0.0173880043	-0.044069597	-0.0238152317	0.0230779665	-0.0247011045	0.0834717974	0.0503787157	0.0716805396	0.0344006363	-0.0444332926	-0.0115668533	0.0927077536	-0.0175892201	0.0098957656	0.0181643972	-0.0276156064	-0.0826846618	-0.0669091463	-0.0274851616	-0.0644697753	-0.0188368777	0.0636421402	-0.0338567847	0.0180059398	-0.0248540696	-0.0029095027	-0.0264320411	-0.0780363188	-0.0589224426	0.035436967	-0.0151791692	-0.0134090239	0.0397018337	-0.0667188376	0.0438873904	0.0105647833	-0.0240063761	-0.0379706919	-0.0662331418	0.0384410294	0.0393990616	0.015914988	-0.0164970996	-0.0550894129	-0.0331065517	-0.0127364041	-0.096306645	-0.0554613841	-0.0490567032	-0.0053357144	-0.0462864482	-0.0356026127	-0.0252609791	0.1089655419	-0.0378837168	-0.0206755943	-0.0246458697	0.0564879932	-0.0446975307	-0.0057389543	-0.036546977	-0.0300246804	-0.0408075746	0.0487550414	-0.0604300265	-0.0401323535	-0.0870539582	0.0574097653	0.0050801785	-0.0286375295	0.0286670482	0.0258974233	0.0103522653	-0.0315523048	-0.0277979761	-0.0001031736	0.0108989488	-0.0161739958	-0.0169327702	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0125927225593045	0.0138862077039192	0.0001928267643963	0.0001585766614556	-0.0400512249991038	0.0270582847601303	0.0016041006239288	0.0007321507741603	0.0860571197780188	-0.0043133977033633	1.8605399747380585e-05	0.0074058278644882	-0.0016276000461311	-0.0003534867144102	2.6490819101659587e-06	1.249528572645889e-07	-0.0003660415757245	-1.495018796789999e-05	1.3398643515887488e-07	2.2350812027554168e-10	-0.0005632978027907	7.892638637760005e-05	3.173044146288303e-07	6.22937446662621e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
