global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82
1938.8889676108804	n/a	n/a	3759290.428723186	2361.8321536254884	n/a	5578251.121899213	n/a	2050.07972173205	n/a	n/a	4202826.86545696	2107.6978938296247	1656.5205101755275	n/a	n/a	n/a	n/a	-0.0398591582	-0.1646371654	-0.1099927243	-0.0099441752	0.1093531392	-0.1220391512	0.0522939438	0.0568199154	0.010695232	0.0128895292	0.0315039235	0.0036527139	0.0150198781	0.0330316252	-0.0285482457	-0.0201698384	0.078574435	-0.0538624426	0.1515869766	-0.0187551401	0.0116296315	-0.0523262307	0.0779912881	-0.0068508236	-0.0342974176	0.0550492076	-0.0464270245	0.0507972713	-0.0040943524	0.0198109942	-0.0125493305	0.0103516006	-0.0855589713	0.0126460537	-0.0453245668	0.0372512011	-0.0258003742	0.0668794855	0.0060486177	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.1119636968576429	n/a	0.0125358694140301	n/a	-0.0454081076970709	n/a	0.0020618962446287	n/a	0.6635736133820842	n/a	n/a	0.4403299403769558	-0.0017483626709605	n/a	3.056772029208134e-06	n/a	-0.001674669515179	n/a	n/a	2.8045179850698674e-06	0.0007640379508573	n/a	5.83753990350222e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1926.4880651837605	-12.400902427119943	153.78238100694935	3711356.2652954687	2351.7977783203123	-10.034375305176129	5530952.790112357	100.68868776512848	2045.6526130901264	-4.427108641923724	19.59929092739572	4184694.6134424624	2107.142317023966	1633.011280000726	1.044616	40.580593	0.1259306903949651	0.0722197345229839	-0.0392385492	-0.1156314991	-0.0714951637	-0.0013511468	0.056473418	-0.1346241922	0.0556360888	0.0167577717	0.0178267362	0.0159037828	0.0297888062	0.00839134	0.0201612572	0.028472554	-0.0149930595	-0.0169704898	0.0715789704	-0.0356624418	0.1252309383	-0.0202126876	0.0217043255	-0.0332603478	0.0750400255	0.0014298731	-0.0593365728	-0.0026992629	-0.0759342582	0.0144507425	0.0625031125	0.0729551664	-0.0566384416	0.0877055678	-0.0247483126	0.0403245506	0.0382001956	0.0331108992	0.0450789969	-0.0067074656	0.0061534677	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.1108957273468433	0.0010679695107995	0.0122978623437854	1.1405588759975348e-06	-0.022486584826808	0.0229215228702628	0.0005056464971732	0.0005253962106919	0.6372215262636516	-0.0263520871184326	0.0006944324954974	0.4060512735337776	-0.0005740777523418	0.0011742849186187	3.29565265733813e-07	1.378945070095327e-06	-0.0015591574469957	0.0001155120681833	1.334303789598336e-08	2.430971944522149e-06	0.0005420527197499	-0.0002219852311074	2.938211509882637e-07	4.9277442829805786e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1928.031380429003	1.5433152452426384	2.381821946198345	3717305.003918967	2367.8700244140623	16.072246093749982	5606808.452518652	258.3170944980615	2052.4750858746647	6.822472784538377	46.54613489576683	4212653.978136213	2113.554008414148	1685.2450696493124	0.95212	36.987366	0.4132013628661699	0.2954623420776303	-0.0125980469	-0.0610675467	-0.0348027765	-0.0150062526	-0.0027568419	-0.0376026658	-0.0179819522	0.0095271587	0.0049830231	0.0247124692	0.0188828757	-0.003540942	0.0245473933	0.0211347562	-0.0212086285	-0.007309854	0.0492537013	-0.0201146894	0.064630796	-0.0044552131	0.0221252098	-0.0209658281	0.0500542363	0.0109508511	0.0063854939	0.002815234	-0.067679473	-0.0097024939	0.0347030136	0.0041914059	-0.0160444567	0.1134225301	0.0333303178	0.0346575203	0.0445643543	0.0164329853	0.0434421108	-0.065788659	-0.0069561869	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.1291304526099566	-0.0182347252631132	0.0166746737912522	0.0003325052054212	-0.0399929280378899	-0.0175063432110818	0.0015994342930438	0.0003064720526241	0.3392581400772769	-0.2979633861863747	0.0887821795076506	0.1150960856086932	-0.0005750592856516	-9.815333098000178e-07	3.306931820141285e-07	9.634076382469777e-13	-0.0006849505087467	0.000874206938249	7.64237770882691e-07	4.691571994323631e-07	-0.0001726969728033	-0.0007147496925532	2.9824244415423743e-08	5.10867123004894e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1938.871791674936	10.840411245932955	117.5145159809497	3759223.8245527768	2354.486948852539	-13.383075561523128	5543608.79231694	179.1067114854376	2053.5757631194497	1.100677244784947	1.2114903971873825	4217173.41487163	2108.1211765435755	1687.5873392443636	1.019092	39.589069	0.1308976284537772	0.0532132271808489	-0.0135196951	-0.046743041	-0.0505974451	-0.0096222928	0.0224592209	-0.0460320238	0.0074393879	0.0227552416	-0.0058004319	0.0121225968	0.010823646	-0.0069121204	0.0086173476	0.0104747516	-0.0192321515	-0.0092562322	0.0243509314	-0.0140626032	0.0314149909	0.003526483	0.0060268848	-0.0250372971	0.0348273037	-0.014769117	-0.0126168935	0.0235979694	-0.0395738267	0.036777679	-0.007030652	-0.0098107123	0.0125133614	-0.0082456994	-0.0369568529	0.0361213	-0.0140616674	0.0313310707	-0.0070856186	0.0413841606	0.0185199571	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.1062461089440773	0.0228843436658792	0.0112882356657567	0.000523693185018	-0.0223957925833389	0.0175971354545509	0.0005015715254359	0.0003096591762058	0.3193652719274524	-0.0198928681498244	0.0003957262032263	0.1019941769132956	-0.0011169941030127	-0.0005419348173611	1.2476758261651463e-06	2.9369334626820885e-07	-9.906138468585012e-05	0.0005858891240608	3.432660656927899e-07	9.81315793587798e-09	0.0001099447094452	0.0002826416822485	1.2087839134989452e-08	7.988632054426205e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1932.699535550555	-6.172256124380965	38.096745664958334	3735327.494717331	2365.633771057129	11.146822204589624	5596223.138765972	124.25164526073232	2057.3670755749413	3.791312455491607	14.374050135165795	4232759.283659786	2115.783580494101	1704.6289114786948	0.760121	29.528702	0.0510041643728471	0.0320305084846415	-0.0160684593	-0.0565604001	-0.0598223589	-0.0100546756	0.0194651017	-0.0400808675	0.0174694911	0.0023524471	0.0010331061	0.0155621512	0.0142575123	-0.0032360276	0.0164836965	0.0137902167	-0.0239192666	-0.0107742194	0.0347174958	-0.0258378358	0.0574642594	-0.0003665233	0.0138836595	-0.0283279833	0.0443353141	-0.0025009922	0.0071020561	0.0385817524	-0.0301145008	0.0159732317	-0.0011491679	-0.0083552978	0.0251183012	0.0276277489	0.0038797003	0.0425866265	-0.000777575	0.0252904644	-0.0100444138	-0.0075576438	0.0118040154	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0884963576723265	0.0177497512717507	0.0078316053212683	0.000315053670209	-0.0225643749508748	-0.0001685823675359	0.0005091510169236	2.8420014644009768e-08	0.3432500913951415	0.0238848194676891	0.0005704846010041	0.117820625242773	-0.001300995156792	-0.0001840010537793	1.6925883979962408e-06	3.385638779189287e-08	-9.907150390797705e-05	-1.0119222126930187e-08	1.0239865645415351e-16	9.815162886588311e-09	0.0001099356571292	-9.05231600000834e-09	1.208584870842902e-08	8.1944424964007e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1937.4117151162343	4.712179565679207	22.204636259204683	3753564.153869629	2362.5346185302733	-3.099152526855505	5581569.823753984	9.604746384714865	2049.7790612432977	-7.588014331643535	57.57796149722768	4201594.199911455	2104.901932906407	1706.9208225914929	0.779672	30.288231	0.0456721074814475	0.0289158490255888	-0.0120626304	-0.0329449865	-0.0422904	-0.0155136179	0.0142082026	-0.0176087445	-0.0108351701	0.0531044812	-0.0008213729	0.0065910217	0.0144662412	-0.0036857596	0.0058407437	0.0107142492	-0.0041610158	-0.0100597605	0.0192641719	-0.0127383183	0.0216236144	0.00363448	-0.0035230664	-0.021452434	0.0243446715	-0.0138632639	-0.0309606383	0.0259250375	-0.0292624256	0.0331145479	0.0093506763	0.0050112364	0.0009910736	-0.0254002282	-0.0668943027	0.007224121	0.0053180484	-0.0038966929	0.0369760551	0.0389284803	-0.0232472219	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0933563454313031	-0.0048599877589766	0.0087154072322887	2.3619481017402395e-05	-0.0427138154396544	-0.0201494404887795	0.0018244700294128	0.0004059999520108	0.3230374566686151	-0.0202126347265264	0.0004085506025879	0.1043531984109273	-0.0013099951027373	-8.999945945299941e-06	1.7160871691957092e-06	8.099902701832084e-11	-9.907200261327632e-05	-4.987052992788675e-10	2.4870697552882494e-19	9.81526170180503e-09	0.0001099352116365	-4.454926999942609e-10	1.2085750757562046e-08	1.9846374574817658e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.7253433628025	-9.686371753431786	93.82579774568116	3716124.999443235	2354.945452270508	-7.589166259765079	5545768.083169549	57.595444518356686	2046.390906121712	-3.388155121585669	11.4795951279272	4187715.740657642	2105.029532981748	1681.8051716610466	0.7566969999999998	29.395693	0.0794406556025091	0.0446151372270603	-0.0186244557	-0.0480894208	-0.0501403661	-0.001560684	0.0171767118	-0.0438765227	0.0058577303	0.0029065101	0.0088540561	0.0107578159	0.0217789042	0.0043961295	0.0111591118	0.0213979334	-0.0093726652	-0.0080381683	0.0306435472	-0.0155640614	0.0430424987	0.00498606	0.0144663349	-0.0268864347	0.0376001562	-0.0042065623	-0.0209521988	0.0320220667	-0.0500653493	0.0324366054	0.0090965984	0.0028436151	-0.0165336563	0.0237952539	-0.0146733946	0.041566832	-0.0030590528	0.0381857958	-0.0116181531	0.0152901455	0.0128992761	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.1004192293414973	-0.0070628839101942	0.0100840216215402	4.988432912888016e-05	-0.0397765778348429	0.0029372376048115	0.0015821761442513	8.627364747118807e-06	0.3610835948695623	0.0380461382009472	0.0014475086320055	0.1303813624839262	-0.0013670395265473	-5.704442380999992e-05	1.8687970671426656e-06	3.254066287814885e-09	-0.0002652990043785	-0.0001662270017652	2.763141611585568e-08	7.038356172422336e-08	-0.0002946812805194	-0.0004046164921559	8.683705708855333e-08	1.637145057245455e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1931.436840438886	3.71149707608356	13.77521054577682	3730448.2686045473	2365.7344006347657	10.78894836425752	5596699.254346734	116.40140680661504	2049.395261053745	3.004354932032811	9.026148557629876	4200020.936029547	2108.205667945541	1697.078049292296	0.6432	24.986645	0.0790324946062277	0.0385769413309954	-0.0114234742	-0.0418562856	-0.0473829467	-0.0066638799	0.032211387	-0.0221634889	-0.0059749274	0.0077576157	0.0039376287	0.0011291026	0.0111589358	0.0010076745	0.0026619393	0.0044852013	-0.0079310034	-0.0092708454	0.032501055	-0.0163177581	0.0367205848	0.0057925777	0.0159476133	-0.0264406868	0.0355404514	-0.0135603191	-0.0107530804	0.0131019787	-0.0589516413	0.0169100698	0.0106249057	0.0148859648	0.0091394216	0.0301288789	-0.0288527884	0.026733764	0.0146895887	0.0201497238	0.0162017302	0.0142082763	0.0005992702	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0836306593293301	0.0167885700121672	0.0069940871798584	0.0002818560830534	-0.0262845386169914	0.0134920392178514	0.0006908769703081	0.000182035122256	0.3385865363575533	-0.022497058512009	0.0005061176416927	0.1146408426026047	-0.0010920761524962	0.0002749633740511	1.1926303228509032e-06	7.560485706956514e-08	-0.0005083355596515	-0.000243036555273	5.906676719896599e-08	2.584050412062037e-07	-0.0003017778884793	-7.096607959899981e-06	9.106989397502483e-08	5.036184453651577e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1930.5551597873064	-0.8816806515796998	0.7773607713700039	3727043.224981392	2360.2912738037107	-5.443126831054997	5570974.897193943	29.627629698950813	2049.428171275448	0.0329102217033323	0.0010830826925624	4200155.829217428	2107.3116771969976	1680.4225704405474	0.747021	29.019808	0.0615422506127401	0.0255734541470197	-0.0191919176	-0.0425380092	-0.0666230635	-0.0016236735	0.0101813791	-0.0199438243	0.0207221851	0.0144599327	0.0064000268	0.0061156339	0.0073632643	0.0039871066	0.0080444023	0.0096802291	-0.001015582	-0.0092070818	0.0237692819	-0.0151715589	0.0467438925	0.0021152832	-0.0005461546	-0.02872695	0.0387200064	-0.0024841595	0.0148862356	0.0591730705	-0.0208633594	0.0212078256	0.0026677639	-0.0256059194	0.0411028234	-0.0149145096	-0.0140509848	0.0116900846	-0.0149677474	0.0164270097	-0.0128841506	0.0058151598	-0.0108778267	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0921553764753326	-0.0085247171460025	0.0084926134133102	7.267080241934906e-05	-0.0397733520252359	-0.0134888134082445	0.0015819195313233	0.0001819480871624	0.3289875800746102	-0.0095989562829431	9.213996172185292e-05	0.108232827843348	-0.0014425708247264	-0.0003504946722302	2.0810105843518057e-06	1.2284651526175542e-07	-0.0003552137293414	0.0001531218303101	2.3446294917515063e-08	1.2617679351262537e-07	-0.00039675666145	-9.49787729707e-05	1.574158484049499e-07	9.020967315019772e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1930.9096218709665	0.3544620836601098	0.1256433687526666	3728411.967833879	2362.373984069824	2.082710266113281	5580810.840609933	4.337682052573655	2047.946307062144	-1.481864213304334	2.1959215466720727	4194084.0766094727	2106.796065363631	1701.2639334609498	0.815439	31.677683	0.0660389446763277	0.033163102371126	-0.0054631988	-0.0326504853	-0.0283376129	-0.0083807426	0.0336164802	-0.033964185	-0.0013967519	0.0036672523	0.0036863085	0.0033978594	0.0186454688	0.0004665806	0.0059121231	0.0192647507	-0.0075056795	-0.0066599299	0.0225530145	-0.0149977633	0.0200807333	0.00805962	0.0045758622	-0.0215372969	0.0185999441	-0.015151045	-0.0270672563	0.0137409783	-0.0372397449	0.0319924871	-0.0007623292	0.0189244372	-0.0006261447	0.0088058608	-0.0520700217	0.0254266539	-0.000868518	0.0256493107	0.0281598309	0.0482716636	0.0155373119	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.104294223700009	-0.0121388472246763	0.0108772850971875	0.000147351611944	-0.0290916169480794	0.0106817350771565	0.0008463221766537	0.0001140994642585	0.3321681107051901	0.0031805306305798	1.0115775092056854e-05	0.1103356537694554	-0.0016419779142317	-0.0001994070895053	2.696091470824684e-06	3.9763187344974755e-08	0.0001557518835695	0.0005109656129108	2.6108585757741164e-07	2.425864923544708e-08	-0.0003063727289879	9.038393246209996e-05	9.386424906749324e-08	8.169255247313451e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
