global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65
2188.28989346653	n/a	4788612.657847757	n/a	3024.4514194957	n/a	n/a	9147306.388889557	2387.629983168382	n/a	5700776.936524647	n/a	2530.744966289164	1828.802684911249	n/a	n/a	n/a	n/a	-0.0152142242	-0.0523915286	-0.0443845516	0.007060383	-0.0638913169	-0.0523357726	-0.0129075273	0.0506845503	-0.0058579278	-0.0110767396	0.0127197453	0.0172685886	-0.055320166	-0.0389348621	-0.057268838	-0.0035486708	-0.0050124018	0.0193274708	-0.014291111	0.05745426	-0.0111644199	0.023462624	-0.033055735	-0.0307032866	-0.0065619222	0.0373763686	-0.0330363574	0.00393496	-0.0217036647	0.0251057572	-0.0459016387	0.0144602328	-0.0710538131	0.0193165273	-0.0177717282	0.0537098928	-0.0288421613	0.0757129205	-0.0485682824	0.0325786004	-0.0034329425	0.0066781969	-0.0699318926	0.0817525198	-0.0221515077	-0.0258771249	0.0324970803	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.2573563284037021	n/a	0.0662322797694341	n/a	0.068132981095033	n/a	0.0046421031128961	n/a	-0.1430782717772416	n/a	0.0204713918547622	n/a	0.0096540289569111	n/a	9.3200275100878e-05	n/a	0.0008148804531469	n/a	n/a	6.640301529208971e-07	0.0067022790117256	n/a	n/a	4.4920543951017486e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2185.3230222769566	-2.9668711895733395	4775636.711693692	8.802324655520323	2995.581521552905	-28.869897942794974	833.4710072273976	8973508.652269218	2377.6584631112905	-9.971520057091311	5653259.767204744	99.4312122489743	2510.661771147309	1836.834486954292	0.9625	34.463223	0.2464727474363152	0.1381547643728344	-0.0191324061	-0.0487267021	-0.0291342459	-0.0266578668	-0.073254165	-0.0164545064	0.0198496713	0.0026786139	-0.0191802994	0.0022415262	0.0128023534	-0.0236708415	-0.0118455414	0.0219058688	0.0240201761	0.0200926771	-0.0249268584	-0.0268877219	-0.0308483357	0.0023499334	0.0475548173	-0.0084954435	0.0358043581	-0.0252983017	-0.0088753787	0.049130088	-0.0540610166	-0.0086180017	0.0055401204	0.0232740543	-0.0317492862	0.0287365711	-0.0923905158	0.0884017151	-0.0043862583	0.0767089396	-0.0123676529	0.0424872805	-0.050921913	0.0526692383	0.0259020273	0.0056820162	-0.0757767414	0.0556142675	-0.0125345972	-0.04302665	-0.0285377715	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.2349153626180253	-0.0224409657856768	0.0551852275939583	0.0005035969453939	0.0570325518466887	-0.0111004292483443	0.0032527119701452	0.0001232195294974	-0.1037446952132725	0.0393335765639691	0.0107629617848948	0.0015471302453136	0.0118308376229481	0.002176808666037	0.0001399687188605	4.738495968533785e-06	0.0017561315374841	0.0009412510843371	8.859536037659546e-07	3.0839979769462687e-06	0.0063483832453333	-0.0003538957663923	1.2524221347039356e-07	4.030196982962856e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2179.24709005067	-6.075932226286568	4749117.879494313	36.91695241842765	2979.898368166204	-15.68315338670118	245.96130015079663	8879794.284599604	2375.8525836651143	-1.8058794461762773	5644675.499308199	3.261200574121938	2511.883781353908	1824.6958302496685	0.844499	30.238087	0.4281666890058177	0.1714148602779074	-0.012693151	-0.0664426597	-0.0357429715	-0.0327847577	-0.0139267532	-0.0243212197	-0.0149843611	-0.0814744147	-0.0196918919	-0.0053249831	0.0282457225	-0.0010767585	-0.0091409033	-0.026047994	-0.0140764658	0.0194167449	-0.0093501511	-0.0029830374	-0.0263854743	0.0085178587	-0.008389329	0.060068867	0.0270251966	-0.0369885089	-0.0044329203	0.0637234488	-0.0535371852	-0.0055983609	-0.0203925126	0.0426305576	-0.0433768955	0.0442951203	-0.0914239853	0.079485701	-0.0268002854	0.1039630902	-0.0456363816	0.0696531965	-0.0584073368	0.100405752	0.0403689128	0.0141089879	-0.0560784542	0.0537731857	-0.0159049472	-0.0437572272	-0.0201979483	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.2085887921173252	-0.0263265705007	0.0435092841969647	0.0006930883143283	0.1299331087113273	0.0729005568646385	0.0168826127393895	0.0053144911911744	-0.1928058910873815	-0.089061195874109	0.0371741116379992	0.0079318966105264	0.013830521975219	0.0019996843522709	0.000191283338107	3.998737508717088e-06	0.0027232378346988	0.0009671062972147	9.352945901123276e-07	7.416024304335009e-06	0.0081791599111751	0.0018307766658418	3.3517432001908217e-06	6.689865685257389e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2176.4311113752115	-2.8159786754586094	4736852.382561938	7.929735900637624	2979.9922959177115	0.0939277515076355	0.0088224225032801	8880354.083728913	2368.724794241098	-7.1277894240161	5610857.150852533	50.80538207311577	2501.70558013388	1806.618917903735	0.837611	29.991461	0.4639297069144619	0.2149218583990513	-0.0263907498	-0.0580437341	-0.0275007388	-0.020409754	-0.0612849803	-0.0214903713	0.0457827278	-0.0303459807	-0.0212491761	0.0086740673	0.0518014014	-0.0339507397	-0.0203010455	0.0497642493	0.0297461788	0.0258858422	-0.0065893083	-0.0441864634	-0.0494894464	-0.0223151471	0.0309489849	-0.0330142451	0.0039835471	-0.0274375175	-0.0105917229	0.0501909046	-0.0528864961	0.0062810943	-0.0001407973	0.0193579451	-0.0323412982	0.0613441027	-0.1041884387	0.0789680158	0.0044655556	0.095517105	-0.0160500878	0.018774992	-0.082852361	0.0490539533	0.009389702	0.0239539587	-0.1099993223	0.0259146146	-0.0098246681	-0.0317426299	-0.0114301687	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.2205322924512387	0.0119435003339135	0.0486344920137986	0.0001426472002261	0.0156858916645745	-0.1142472170467528	0.0002460471973127	0.0130524266029278	-0.0120577828760559	0.1807481082113256	0.0001453901278861	0.032669878621973	0.0124541141643626	-0.0013764078108563	0.0001551049596189	1.8944984617865049e-06	0.0015558031336866	-0.0011674347010122	1.362903781127445e-06	2.420523390789044e-06	0.0075831847965943	-0.0005959751145808	3.551863371995988e-07	5.750469165929893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2173.542293687985	-2.888817687226492	4724286.102450427	8.34526763003262	2988.475962053265	8.483666135553449	71.97259109953639	8930988.575770188	2370.7707818838267	2.0459876427285053	5620554.100234051	4.1860654341977455	2507.8917026189783	1787.2959771881292	0.839854	30.071772	0.1640562081025565	0.1061792026019095	-0.0249623255	-0.0639334085	-0.0401430263	-0.0191370651	-0.0010812161	-0.0355862885	-0.0329128352	-0.0800236239	-0.0190298505	0.0077471433	0.0368311017	0.0184597974	0.0066900606	0.012896608	0.008254461	0.0159024846	-0.0069623756	0.0224000957	-0.025743103	0.0046607227	-0.0082780772	0.0212998176	0.0401076427	-0.025687259	-0.0112741149	0.0394634478	-0.0352538975	0.0144521439	-0.0153048673	0.0081691745	-0.0357329827	0.0578792248	-0.0899532379	0.0247400408	-0.0087252729	0.0670084644	-0.0359111998	0.0456634487	-0.0910469501	0.0185925619	-0.0206145957	0.0739792924	-0.0934361249	0.0076901886	-0.0310049591	-0.0348310397	0.0259221717	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.1927293284450968	-0.0278029640061419	0.037144594042898	0.0007730048075268	0.0117175495549446	-0.0039683421096299	0.0001373009675725	1.5747739099061887e-05	-0.0236646328462057	-0.0116068499701498	0.0005600148477457	0.0001347189662295	0.0105403763615347	-0.0019137378028279	0.0001110995338427	3.662392377972559e-06	0.0015359956002491	-1.980753343749984e-05	3.923383808776744e-10	2.3592824839845933e-06	0.007103169092527	-0.0004800157040672	2.304150761512253e-07	5.045501115703085e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2178.900451114387	5.358157426402158	4747607.17586648	28.7098510061086	2988.47990069473	0.0039386414650834	1.5512896590475037e-05	8931012.116856383	2383.362675006573	12.59189312274657	5680417.640614488	158.55577241467233	2521.1291697149045	1812.2172464717305	0.7752529999999999	27.758667	0.1256373820106701	0.0695965640549629	-0.0203566848	-0.041163861	-0.0326297006	-0.0036110368	-0.0058636085	-0.0212396554	-0.0286257133	-0.0612032533	-0.0011269129	-0.0250205446	0.0225565689	0.0430834914	-0.0133210983	0.0012130184	-0.022274667	-0.0031951921	0.0043816403	0.0363223403	-0.0169731327	0.0386709513	-0.0247553917	0.0343808105	0.0520032728	-0.0198082164	-0.005439831	0.0239350389	-0.0260024641	0.0024353929	-0.0117234311	-0.0024376029	-0.0529636885	0.0111190815	-0.0766286083	0.0188391019	0.0315829834	0.071434356	-0.0250152173	0.0432502818	-0.0553600646	-0.0147568169	-0.0346227288	0.0857502158	-0.0444104636	-0.025345288	-0.0548240311	-0.0161619814	0.0281021382	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.1799204430702019	-0.0128088853748948	0.0323713658345777	0.0001640675445471	0.0251321177353389	0.0134145681803943	0.0006316233418629	0.0001799506394664	-0.0517807163075616	-0.0281160834613558	0.0026812425813241	0.0007905141492059	0.0095181479000755	-0.0010222284614592	9.059513944771163e-05	1.044951027417245e-06	0.0015249894183646	-1.100618188450012e-05	1.2113603967469858e-10	2.325592726124001e-06	0.0067104468359902	-0.0003927222565368	1.5423077077935646e-07	4.503009673865088e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2181.451824208256	2.551373093868733	4758732.061341527	6.509504664117311	2983.1243043866075	-5.3555963081225855	28.682411815576263	8899030.615422081	2378.489231989934	-4.873443016639158	5657211.026692066	23.75044683642897	2509.727995347812	1848.223566364152	0.790359	28.299553	0.1820265005591	0.0892398327372045	-0.0264707647	-0.0212945001	-0.0278162673	-0.0226004397	-1.40613e-05	-0.0043975471	0.0053010849	-0.0173766649	-0.0001296802	-0.0012307683	0.0054659551	-0.0210326174	-0.0012527979	0.0043513975	0.004366023	0.0147192901	-0.0040439077	0.0054202481	-0.0146487114	-0.0120928449	0.0194029561	0.0019293722	0.0438374878	-0.0158952811	-0.0105204891	0.0200191926	-0.0229948656	0.0045657673	0.019934118	-0.0086984569	-0.0123269715	0.0085206228	-0.0580678674	0.0330365772	0.0252300392	0.0507506461	0.0020197445	0.0304301092	-0.0024002127	-0.0220912828	-0.0215968757	0.0403040804	0.0251455765	-0.0198730469	-0.0344239516	-0.0219339035	0.0132232623	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.1547018347472999	-0.025218608322902	0.0239326576741808	0.0006359782057439	0.0101022874055303	-0.0150298303298086	0.0001020562108239	0.0002258957997428	-0.0329727290815071	0.0188079872260545	0.0010872008630824	0.0003537403834954	0.008319041573776	-0.0011991063262994	6.920645270621346e-05	1.4378559817714822e-06	0.0015067864531932	-1.8202965171399983e-05	3.3134794103120075e-10	2.270405415526544e-06	0.0054683546338544	-0.0012420922021357	1.54279303860656e-06	2.990290240159689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2180.384534885019	-1.0672893232367642	4754076.719965761	1.13910649949519	2968.091771443685	-15.032532942922444	225.9770466800485	8809568.763711711	2376.044870816744	-2.444361173189918	5645589.228134559	5.974901544998393	2506.928015263436	1838.131916098011	0.687294	24.609213	0.1334716146447009	0.0646144178062328	-0.0263727534	-0.0209583294	-0.0241197272	-0.0236356815	0.0203264319	0.0050680264	0.047192398	-0.0525040942	-0.0226018968	-0.0077793926	0.0061204466	-0.0143337355	-0.0215178737	0.0106591944	0.011773026	0.0216418859	-0.0104001663	-0.0126458368	-0.0308995546	-0.0109661641	0.0041324826	0.0047441784	0.0149518999	-0.0172422412	-0.0111097483	0.0238873933	-0.0272185383	0.0060624676	0.010504753	-0.0132004054	-0.0157025613	0.0145559969	-0.0612319867	0.0372972378	0.012680281	0.045286334	0.0236080287	0.0035382641	0.0063086049	-0.0063716781	-0.0227543122	0.0512161681	0.0167001811	-0.0210121242	-0.0551424019	-0.0176100816	0.0105962709	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.1566794095591035	0.0019775748118036	0.0245484373797892	3.910802136280069e-06	0.051357581050766	0.0412552936452357	0.0026376011313859	0.0017019992537546	-0.0532394089848438	-0.0202666799033367	0.0028344346690554	0.0004107383143043	0.0086786939322775	0.0003596523585014	7.531972837015029e-05	1.2934981897569117e-07	0.0006987524932946	-0.0008080339598985	6.529188803494122e-07	4.8825504688542e-07	0.0057001096411408	0.0002317550072863	5.37103834023193e-08	3.24912499210263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2182.4609887121096	2.0764538270905177	4763135.967250239	4.311660496038858	2964.92666291354	-3.165108530145062	10.017912007597037	8790790.11645562	2377.462464552659	1.417593735915034	5652327.770356804	2.009572000105543	2509.405118843264	1855.860523285176	0.764545	27.375284	0.2053696801939402	0.1151995194779504	-0.0169746152	-0.0114594318	-0.0362243138	-0.0227405905	0.0347363748	0.028862688	0.0518371718	-0.0452668779	-0.0152567803	-0.0124038249	-0.0103578333	-0.0478683893	0.0248167225	0.0021350208	0.0171226281	0.0110487843	0.0144392778	-0.0120728363	-0.0041205514	-0.0301720488	0.0020081375	0.018979201	-0.0144118955	-0.0134025846	-0.0065850464	0.0194002122	-0.0152016596	0.0183042907	0.0120271897	-0.0072147573	0.0181495597	-0.0022662228	-0.0221632866	0.0073897228	-0.0229303641	-0.0079698422	0.0494713346	-0.0225677175	0.0618873883	0.0041966704	-0.0272620849	0.0185288409	0.0352435126	-0.0067902525	-0.0253791574	-0.0314696572	0.0020162251	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.1374313647925191	-0.0192480447665844	0.0188873800287344	0.0003704872273364	0.0482970493317935	-0.0030605317189725	0.0023326049741576	9.366854402836795e-06	-0.0699835791541971	-0.0167441701693533	0.0048977013512317	0.0002803672346602	0.007049055379946	-0.0016296385523314	4.968918174954565e-05	2.6557218112451045e-06	0.0009570358874531	0.0002582833941585	6.671031169803507e-08	9.159176898731428e-07	0.0042616929168502	-0.0014384167242906	2.069042672718901e-06	1.8162026517531165e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2179.420396545931	-3.0405921661786124	4749873.264880423	9.245200721026746	2986.0410250613563	21.114362147816337	445.8162889091393	8916441.003349476	2378.2989983191856	0.8365337665263723	5656306.125406042	0.6997887425387992	2509.252622082984	1831.8341632838303	0.853453	30.55871	0.3343008933491048	0.1477798847188971	-0.0061585048	-0.0067903384	-0.0108069749	-0.0032663281	0.0632182532	0.0106739368	0.0489479249	0.0062221333	-0.0195463293	-0.0123168286	0.0031390785	0.0013309921	0.0074547694	-0.0540897479	0.0406737425	0.0162531777	0.0289885381	0.0043189247	0.0207350461	-0.0206195611	-0.0244423667	0.0306219769	-0.0515748703	-0.0082393815	0.0020912567	-0.0039466766	0.0063761352	0.0082828264	-0.0179812252	0.017948603	0.047654432	-0.0126568744	0.0151141036	-0.0289843247	-0.0516798129	-0.0627730214	0.0552584725	-0.0763532222	0.0182673955	-0.0183992644	-0.0443287898	0.0185802339	0.0055804391	0.0275914327	-0.0237780265	0.0104702554	0.0397806221	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.1050663697584184	-0.0323649950341007	0.0110389420542126	0.0010474929035573	0.0372169795346621	-0.0110800697971314	0.0013851035656834	0.0001227679467093	-0.0236308425110394	0.0463527366431577	0.0005584167177815	0.0021485761943099	0.0050157552997186	-0.0020333000802274	2.5157801226655223e-05	4.134309216252752e-06	-0.0005038175477936	-0.0014608534352467	2.1340927592720845e-06	2.5383212146475645e-07	0.00286578459483	-0.0013959083220202	1.9485600434852502e-06	8.212721343964948e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
