global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
2145.39380215903	n/a	4602714.56634238	n/a	2898.081072791148	n/a	8398873.904470291	n/a	2256.5103966346155	n/a	5091839.17012011	n/a	2357.9375066156986	1817.0404709540103	n/a	n/a	n/a	n/a	-0.0120963441	-0.0300093338	0.0032450657	-0.046665402	-0.0284155468	-0.0111713653	-0.0168905619	-0.0713329314	0.0204662391	-0.0018880521	0.0329625076	-0.0212654488	0.0002689168	-0.0001365778	0.0155315602	-0.0292001425	0.0123307784	-0.0170243324	0.0441960978	-0.0261951455	-0.0024660223	0.0061794886	-0.0001579719	0.0017526931	-0.0228121438	0.0126653604	-0.0053994527	0.0375763878	-0.0236181898	-0.0077339288	0.0201733008	-0.0225178941	0.0049857088	-0.0229916545	0.0084870604	-0.0413112322	-0.0063285717	0.0138965595	-0.0170096082	0.0065425099	-0.0032099679	0.0194406381	-0.0061954489	0.0346552604	-0.0235252919	0.0123584378	-0.0385623565	0.0371912441	-0.026822105	0.0101938451	0.0116342761	-0.017328633	0.0399331072	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.1447751498790523	n/a	n/a	0.020959844022502	-0.0442822812295276	n/a	0.0019609204308909	n/a	0.0923719806048026	n/a	n/a	0.008532582800854	0.0004671995762731	n/a	2.1827544406976418e-07	n/a	0.0018341964720347	n/a	3.36427669802454e-06	n/a	-0.0013069348475394	n/a	n/a	1.7080786957128349e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2143.251417323599	-2.1423848354311303	4593526.637859616	4.589812783085272	2896.805784581072	-1.2752882100758145	8391483.753582362	1.6263600187583742	2258.2497451547474	1.739348520131898	5099691.911491482	3.025333274485024	2358.6136379642085	1801.4851632412697	0.629902	20.579784	0.0689405103724121	0.0321805390012077	-0.0190589508	-0.017215924	0.0024180376	-0.0341929304	-0.00777672	0.0134811118	-0.0684631442	-0.0149629732	0.035221737	-0.0344725361	0.0370580918	-0.02372649	-0.0072816447	-0.0037642912	-0.0116669678	-0.0378787347	0.0037772888	-0.0042638234	0.0560931462	-0.0249430021	-0.0086715376	0.011413643	-0.0014269291	0.0313499272	-0.0380189754	0.0270772181	-0.0236599711	0.0640480232	-0.0031395125	-0.0124939873	0.011126677	-0.0165743858	0.0098372621	-0.0391752722	0.0084605619	-0.0526700172	-0.0100860911	0.0080805769	-0.0034645638	0.0036014795	-0.0049875557	0.0327138333	0.0189318577	0.0398990057	0.006201318	-0.0182393119	-0.0386374544	0.041752396	-0.0377417703	-0.0163038674	0.0206744753	-0.0108736139	0.0367204189	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.1375079475564433	0.0072672023226089	5.2812229597733575e-05	0.0189084356411855	-0.0345078963060814	0.0097743849234461	0.0011907949074712	9.553860063169236e-05	0.0670068074154457	-0.0253651731893569	0.000643392010926	0.0044899122400106	0.0004670447371101	-1.5483916299997846e-07	2.1813078646224242e-07	2.39751663985339e-14	0.0020677654375009	0.0002335689654662	4.275653904523289e-06	5.4554461628951045e-08	-0.0010099836534286	0.0002969511941108	8.818001168383008e-08	1.0200669801929823e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2146.489731247986	3.2383139243870573	4607418.166353052	10.486677072879104	2900.515717328605	3.709932747533003	8412991.426470274	13.763600991217777	2254.6832562725363	-3.5664888822111607	5083596.586115727	12.719842946935817	2354.386910285149	1810.433448171564	0.643508	21.024313	0.055546511786294	0.0255281804088103	-0.0153786961	-0.0287507076	-0.0159532124	-0.0290461275	0.0115734671	0.0327147476	-0.079253756	-0.0130580149	0.0278338165	-0.0422765207	0.0449008549	-0.0232944265	0.0058471439	-0.0054279149	-0.0225287149	-0.0125804087	0.0125569243	0.0060974825	0.055604293	-0.0211128481	-0.0043610267	0.017694003	0.009356983	0.0255874143	-0.0176013136	0.0308354874	-0.0160950917	0.0564305796	-0.0111034309	-0.0056472806	0.0209215995	-0.0190193024	0.015319156	-0.0264322297	0.0164558539	-0.0450750135	0.0006944358	0.019037943	-0.0286369715	0.007435335	-0.0109585585	0.0233562003	-0.008713903	0.0114911282	-0.0034635274	0.0038739475	-0.0180655282	0.0220187862	-0.0479093184	0.006322794	0.0329983464	-0.0207635483	0.0051935923	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.1247915514063038	0.0127163961501395	0.0001617067310472	0.0155729313023921	-0.039206177281656	-0.0046982809755745	0.0015371243370406	2.207384412544621e-05	0.0563215113438815	-0.0106852960715641	0.0001141755521369	0.0031721126400589	9.704128893228464e-05	-0.0003700034481778	9.417011757639147e-09	1.3690255166347334e-07	0.0019479496855461	-0.0001198157519548	3.79450797741915e-06	1.4355814416494205e-08	-0.0010690952250763	-5.9111571647700025e-05	3.494177902661173e-09	1.1429646002809443e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141.352543342967	-5.137187905019346	4585390.714881392	26.39069957147705	2890.225948527708	-10.289768800897036	8353406.03354289	105.87934197591404	2252.383068284255	-2.3001879882813228	5073229.486293594	5.290864781433679	2349.959567730243	1791.5649963742603	0.7522999999999999	24.57869	0.1656927270345481	0.0933955753451556	-0.0043463521	-0.0391637616	-0.0277641729	-0.0187227263	-0.0167344611	0.0565682386	-0.020090069	-0.0139092185	0.0139246437	-0.0345486574	0.0048287347	-0.0160925089	0.0030173876	0.0125147215	-0.0023168743	-0.0201587299	-0.0017526317	-0.0112745249	0.0557273423	-0.0127746947	-0.0093416351	0.0237939418	-0.0022070266	0.0085979403	-0.0257558391	0.0082230192	-0.0143649307	0.0538288055	-0.0227082407	-0.0069201747	0.0232971954	-0.0237730244	0.004327141	-0.0146550335	0.0058377174	-0.0421130508	-0.0196135899	0.044125053	-0.0254869846	-0.0389156432	0.0244391079	0.0279731025	0.0173137466	0.0247803144	0.0307363903	-0.0065710513	-0.0408388862	-0.0072034556	-0.0833909232	-0.0484769991	0.0543689702	-0.0663211027	-0.0120220451	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.1154739370657722	0.0093176143405315	8.681793699887995e-05	0.0133342301414699	-0.0036497211773394	0.0355564561043166	1.3320464672319695e-05	0.0012642615706981	0.0332057995937873	-0.0231157117500942	0.0005343361297134	0.0011026251266627	0.0016141190093136	0.0015170777203813	2.605380176227517e-06	2.3015248096773684e-06	0.0019469915673278	-9.581182182998547e-07	3.790776163245564e-06	9.179905202380881e-13	-0.0006330721668838	0.0004360230581925	1.9011610727554027e-07	4.0078036848295005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.4808685628127	6.12832521984592	4611674.080843292	37.556370000199536	2900.7222062450346	10.496257717326444	8414189.31780306	110.17142606853491	2256.2520130333533	3.8689447490983184	5090673.146317059	14.968733471575453	2357.415875308164	1818.6659984774608	0.777536	25.403202	0.1099859290674992	0.0529072404427587	-0.0149440881	-0.0355132875	0.0266808786	-0.0252899771	-0.0012845133	0.0542987334	-0.0324937871	-0.0074497696	0.0005818285	-0.0160967017	-0.005584754	-0.0236803805	0.0025949222	-0.0011174684	0.0039991718	-0.0058471401	0.0049659024	0.0162692483	0.0551073036	-0.0226020097	-0.0154780772	0.024323633	0.0013348442	-0.0030372027	-0.0223165211	0.0120109391	-0.0160127948	0.0635123834	0.0127898647	-0.006010444	0.02274063	-0.0259371893	0.0149398876	-0.0197715627	-0.0005550638	-0.0254325543	-0.0234212408	0.0311350455	-0.0604027332	-0.0311110944	-0.0051859185	-0.0013579828	-0.0121107919	0.0184225573	0.0093683685	-0.01067763	-0.0240192019	0.0059257256	-0.0400254407	0.0215296662	0.0015521449	0.0014849291	-0.0206499062	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0772334002116679	0.0382405368541043	0.0014623386588901	0.0059649981082556	-0.0195360351238633	-0.0158863139465239	0.0003816566683608	0.0002523749708075	0.0283935943836013	-0.0048122052101859	2.3157318984941256e-05	0.0008061962020204	0.0013350521311742	-0.0002790668781394	1.7823641929527731e-06	7.787832247447078e-08	0.0013739665727374	-0.0005730249945904	1.887784142999757e-06	3.283576444253281e-07	-0.0008019177552877	-0.0001688455884038	2.85088327234592e-08	6.430720862456635e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147.680016628687	0.1991480658743967	4612529.453826197	0.039659952141513	2892.7411049018474	-7.98110134318722	8367951.09998876	63.69797865022484	2260.832896071214	4.580883037860531	5111365.383957752	20.984489406558325	2359.815014285641	1818.750302588565	0.612639	20.015781	0.1187041499361591	0.0667159019776285	-0.0156200319	-0.0341358372	0.0072962148	-0.0079792955	-0.0141655073	0.0347516687	-0.040941942	-0.0135519543	-0.0337488059	0.0144578787	-0.0077627899	-0.0346430109	0.0010965856	-0.0094999974	0.0280845533	-0.0198474402	-0.0034840117	-0.0113966736	0.0750996643	-0.0252597762	-0.011583048	0.008163884	0.0059307386	-0.0092124472	-0.038416574	0.0036021657	-0.0311971758	0.0662446955	-0.0040230688	-0.0106629934	0.0186508229	-0.0221040848	0.0128142429	-0.0062965847	-0.0035520675	-0.0208057824	-0.0085633189	0.0255930745	-0.0437269196	-0.023060057	0.0060692029	-0.012663375	-0.0138864074	0.0358530499	-0.0085614073	-0.0144800967	-0.0084311453	0.0155050357	-0.0167994196	0.0230906724	-0.0010547741	0.0122731212	0.008843442	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0982153714722215	-0.0209819712605535	0.0004402431179786	0.0096462591934264	-0.02786861941685	-0.0083325842929867	0.0007766599482012	6.943196099972868e-05	0.0366724811783001	0.0082788867946987	6.85399665594381e-05	0.0013448708757727	0.0002160371079329	-0.0011190150232413	4.6672032004011495e-08	1.2521946222397273e-06	0.0017054329047794	0.000331466332042	2.908501392704302e-06	1.0986992927737749e-07	-0.0006301849588126	0.0001717327964751	2.9492153385158133e-08	3.971330823136383e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140.2053304043634	-7.474686224323705	4580478.85629125	55.87093415209456	2883.6589135638737	-9.082191337973654	8315488.729776381	82.48619949956368	2251.31550011268	-9.517395958533598	5068421.481047607	90.58082583151166	2353.2457267921286	1814.98421445208	0.684543	22.364969	0.2113597831223198	0.0911469004873739	-0.0184747231	-0.0124596395	0.0093043914	-0.0090396974	-0.0060657339	-0.0166194267	-0.0541679595	-0.0266850184	0.0275027683	0.0351341737	-0.0032197238	-0.0192191401	0.0153823152	-0.0204633484	0.0130884708	-0.0102421955	-0.0141241745	0.0057577769	0.0500977653	-0.0207197706	0.0113703832	0.00924728	0.0115919193	0.0051122991	-0.0212836205	0.026874143	-0.0357833477	0.0199169718	0.0005927325	-0.0155356259	0.0078088709	-0.017280026	0.0095433457	-0.0022139378	-0.0094387087	-0.0232405088	-0.0012095522	0.0011463665	-0.0146809235	-0.0030164899	-0.0108426333	-0.0226725119	-0.0341208974	0.0594205746	-0.0251692934	0.0030035607	-0.0178073084	0.001866187	0.018946472	0.0358481935	-0.0469097003	0.0047905454	0.0280719686	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.1264839914573485	-0.028268619985127	0.0007991148758635	0.0159982000949826	-0.053815020654909	-0.025946401238059	0.0028960564480882	0.0006732157372063	0.1019312821976257	0.0652588010193256	0.0042587111104799	0.010389986290452	-6.600143142066384e-05	-0.0002820385393535	4.356188949576591e-09	7.95457376806918e-08	0.0007870419483546	-0.0009183909564248	6.194350284698048e-07	8.43441948842859e-07	-0.0012674746806304	-0.0006372897218178	4.061381895346089e-07	1.6064920660391342e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2131.822143847344	-8.383186557019599	4544665.652997885	70.2778168497941	2880.7011229951504	-2.95779056872334	8298438.960025521	8.748525048428737	2245.745921349159	-5.569578763521349	5043374.743256383	31.020207603068	2352.444524058096	1800.413693478668	0.688684	22.500261	0.0558721143773722	0.0370570933885965	-0.0113843633	-0.0170171478	0.0282482439	-0.032280965	-0.0268033702	-0.0342217408	-0.0340238369	0.0188431132	0.0382558257	-0.0152272189	0.0586257964	-0.007703133	0.0091970923	-0.0022737289	-0.0031104419	0.0021701818	-0.0385988309	-0.0117209403	0.0146189302	-0.0169278511	-0.0065233723	0.0356816709	0.0111711992	0.0012982919	-0.0037969389	0.0040423134	-0.0518363994	0.0263341411	0.0257035532	-0.0069696597	0.0109395568	-0.0162722801	0.0053413739	-0.0074043734	-0.0012466881	-0.0390206686	0.0120322422	-0.0098439012	-0.0150324543	-0.0062522771	-0.008494065	-0.0018998735	0.0079707972	0.0338802448	-0.0184502478	-0.0084567692	0.0045153689	0.0212625194	0.047670035	0.015197285	-0.0550729094	-0.0087039335	0.0197803882	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.1266066765938944	-0.0001226851365458	1.5051642729285385e-08	0.0160292505581509	-0.0415417529767125	0.0122732676781965	0.0017257172403782	0.0001506330995006	0.0953256007002281	-0.0066056814973976	4.363502804506115e-05	0.0090869701488593	-3.907776074961824e-05	2.6923670671045595e-05	1.527071385204404e-09	7.248840424029207e-10	0.001478025526429	0.0006909835780744	2.184559456775722e-06	4.774583051685005e-07	-0.0012479723280712	1.950235255919995e-05	3.8034175534333286e-10	1.5574349316314509e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2135.413167569566	3.591023722222417	4559989.396229488	12.89545137356414	2873.1369641837427	-7.564158811407651	8254916.014958973	57.21649852419601	2247.1334857647234	1.3875644155646114	5049608.902845116	1.9253350073411617	2346.380715963724	1806.306690430977	0.700701	22.892881	0.0685402744124931	0.0380594949730062	-0.0220967135	0.0070581854	0.0032732688	-0.0054292788	0.0121961918	-0.0429521822	-0.0625076712	0.0222085844	0.0271849119	-0.0210223349	0.0369842825	-0.0084978431	-0.0033678098	0.0070909515	-0.0050713426	0.007191238	-0.0227156384	0.0092534204	-0.0027865228	-0.0061389438	0.002864347	-0.0095198405	-0.0064513755	0.0080886465	0.0033076143	0.0035243168	-0.0278006605	-0.0041750796	0.0043632969	-0.0117829853	0.0005425227	-0.0059179241	0.0160253831	-0.0038294574	0.0025171192	-0.0314201789	0.0219394669	-0.0286581065	-0.0182662671	0.0116711476	-0.0238455742	-0.009367147	-0.0187986799	0.020082987	-0.0083076773	-0.005622727	0.0140497719	-0.0336426552	0.0191318941	0.0068846695	-0.028043512	-0.0501965089	-0.0220574369	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.1139680462043628	0.0126386303895316	0.0001597349781231	0.0129887155556397	-0.0452012450009675	-0.003659492024255	0.0020431525496374	1.3391881875585965e-05	0.0950632350927307	-0.0002623656074974	6.883571199747982e-08	0.0090370186662957	-0.0002659167017941	-0.0002268389410444	7.07116922930523e-08	5.145590517418186e-08	0.000827687595222	-0.000650337931207	6.850667552843772e-07	4.2293942476660085e-07	-0.0014103911836439	-0.0001624188555727	2.6379884645545595e-08	1.989203290900441e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140.2296693068297	4.816501737263479	4580583.037381222	23.198688985062116	2886.689020706436	13.55205652269342	8332973.502267083	183.65823599427725	2249.786155911959	2.652670147235767	5061537.74733311	7.036658910035827	2349.911175814542	1805.9416928771773	0.7401839999999998	24.182865	0.0536877579856064	0.022634547429872	-0.0161315607	-0.0097437476	0.0012396173	-0.0027410069	0.0165854079	0.0572969917	0.0010982546	0.0332534942	-0.0390163904	-0.0219505564	0.0166087738	-0.0147752987	-0.0016733254	0.0160880751	-0.0231808128	-0.0126379845	-0.0278051369	0.0072775375	0.0325488025	-0.0122348102	0.0051945643	-0.0019996728	-0.0080146618	0.0233940723	-0.0233919623	0.007363061	-0.0322814597	-0.0038262161	-0.0309481513	-0.010653695	0.0045409656	-0.0074023009	0.0189906355	-0.0104014284	0.0029143459	-0.0425488791	0.0168930383	-0.0305350412	0.0053855761	0.020563731	-0.0207662383	0.0078173921	-0.0113364529	0.0051220366	-0.0045524798	-0.0171646581	0.0231685219	0.0300930581	-0.0092550269	-0.0063901998	0.0153582569	-0.0280174226	-0.0030955588	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.1192824014753881	-0.0053143552710253	2.824237194667445e-05	0.0142282913017356	-0.0327787070715572	0.0124225379294102	0.0010744436372829	0.0001543194486076	0.0783176111159349	-0.0167456239767957	0.0002804159223722	0.0061336482109068	-0.0004193257965106	-0.0001534090947165	1.7583412361924915e-07	2.3534350341736078e-08	0.00099878373309	0.000171096137868	9.975689454851964e-07	2.9273888393345675e-08	-0.0013507916000609	5.959958358300009e-05	3.552110363267014e-09	1.8246379467950864e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
