global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
2206.600304001965	n/a	4869084.901621564	n/a	2972.0188837114547	n/a	n/a	8832896.245137481	2397.173534265768	n/a	n/a	5746440.953384234	2433.139216105143	1687.0371266499017	n/a	n/a	n/a	n/a	-0.1133504509	-0.0597748322	-0.1006130685	-0.0901010384	-0.0878535333	-0.0912803668	-0.0033355296	0.0120881768	-0.0330054351	-0.0023665606	-0.0165975281	0.0439270863	-0.1061245767	0.0264323304	-0.0896699709	0.0721792031	-0.0292873652	0.0221951101	-0.0994151179	0.0915135637	-0.0045776017	0.0815249643	-0.0318020829	0.0830734606	-0.0050068062	0.1146799288	-0.0258278171	0.0258505362	-0.0009294081	0.0240061067	-0.0424181447	-0.104086014	-0.0840178199	0.0534658344	-0.0165413697	0.0525295258	-0.0469655007	0.0344102622	-0.0897097291	0.0497181257	-0.2087982734	0.0344992889	-0.0222883045	0.0540266678	-0.0186384324	0.0582071839	-0.0229187052	0.1339470212	-0.1115877807	0.0886994903	-0.0234467913	0.0261460136	0.0024187183	0.0406362659	-0.0239814145	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0950312377089233	n/a	n/a	0.0090309361404898	0.0874060560255998	n/a	n/a	0.0076398186299502	0.0456137679076746	n/a	0.0020806158227352	n/a	0.0022151227201852	n/a	4.90676866548068e-06	n/a	0.0033697947632775	n/a	n/a	1.1355516746612462e-05	-0.0015512391693326	n/a	n/a	2.406342960471695e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2218.830654924619	12.230350922653995	4923209.475233214	149.5814836912635	2943.4089019977496	-28.60998171370511	818.5310536585408	8663655.964359598	2412.7230117009403	15.54947743517232	241.7862485069332	5821232.331191256	2450.343617502848	1750.5722414422598	1.622491	48.051109	0.4487851590736292	0.2657552334227128	0.0161382343	-0.0101422338	0.0938120302	0.0538582517	0.0070304896	0.0455540878	0.0064058234	-0.0367992602	-0.1358793566	-0.0160942157	0.0509488937	-0.0132015965	-0.0784828814	0.1018274843	-0.0164886717	-0.084131001	-0.0364725869	-0.0230067043	-0.0589415543	0.0938771411	-0.0086176042	-0.0014956432	0.0485140888	0.1161827962	0.1099949846	0.0323547889	0.016051129	0.0205592925	-0.0074231845	-0.041587756	0.0273775616	-0.0027267351	-0.0426069299	-0.0170937813	-0.1411777949	0.0103365244	-0.0318288906	0.0859974823	-0.0418286019	-0.0672188591	-0.0624335611	-0.0119558157	-0.0843675165	-0.0394130641	0.0156777816	0.0672722922	0.0406891414	0.1051596471	-0.026170775	0.0087213997	-0.076048555	-0.0304213896	0.0875132944	0.0059301006	0.0455355132	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.10944858337443	-0.0144173456655067	0.0002078598560387	0.0119789924026695	-0.0127194346642767	-0.1001254906898765	0.0100251138858885	0.0001617840181788	0.1406689536468306	0.095055185739156	0.0197877545200941	0.0090354883359054	-0.0022988305388652	-0.0045139532590504	5.284621846419265e-06	2.037577402489173e-05	0.0035842329953015	0.000214438232024	4.598375535357896e-08	1.2846726164607964e-05	-0.0014958879208252	5.535124850740013e-05	3.063760711327965e-09	2.23768067167074e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2216.2231068486303	-2.6075480759886887	4911644.859329795	6.799306968592312	2967.365010040485	23.956108042735195	573.8951125552019	8805255.102812566	2413.799688924772	1.0766772238316662	1.1592338443178638	5826428.938253326	2442.477217356364	1735.098936714947	1.216658	36.032097	0.2335733443900416	0.1157177970812611	-0.0551981473	-0.0530697885	0.0353755198	-0.0408852402	-0.0506148575	-0.068287552	-0.0048200528	0.0264748511	0.0159431453	-0.0114460453	-0.0386210859	-0.0822473796	-0.0573373036	0.0226417821	-0.061104743	-0.0315481344	-0.0523924725	-0.0437192319	0.0154448344	0.0819070931	-0.0076556088	0.0600985364	0.0495207953	-0.0090155765	-0.0334346273	0.0543252681	0.0071289457	0.0608830326	-0.0427703881	-0.0568571142	0.0153824516	-0.0501915105	-0.0821635828	0.0065260875	-0.0443478361	-0.0269039009	-0.0037426713	0.0665640885	-0.0463716168	-0.0354181077	0.0082848643	-0.0734038597	-0.0168218983	-0.0117678641	0.0249757416	0.0971521816	0.0107202162	0.0334966952	0.0085228782	0.0306221198	-0.0413379728	-0.1079455226	0.1237157479	-0.0503125638	0.0797921294	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0898027365885383	0.0196458467858917	0.0003859592959347	0.0080645314987903	-0.0253009606020384	-0.0125815259377617	0.0001582947949225	0.0006401386073858	0.0673580580446824	-0.0733108956021482	0.0045371079835508	0.005374487413989	-0.0010930234305693	0.0012058071082958	1.1947002197734815e-06	1.4539707824169196e-06	0.0025771319165828	-0.0010071010787187	1.0142525827563696e-06	6.641608915469736e-06	-0.001148094586555	0.0003477933342701	1.2096020336278306e-07	1.3181211796768964e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2222.1463548827405	5.923248034110202	4937934.422518651	35.08486727359037	2992.531076191277	25.166066150792176	633.3308855060477	8955242.241970522	2414.403010684306	0.603321759534083	0.3639971455273018	5829341.898001442	2446.502651723226	1772.397641870342	1.018638	30.167604	0.1954302429619328	0.0992038599702866	0.0009367041	-0.0158221823	0.0743383905	-0.0122833006	-0.051555797	-0.0357289319	-0.1424582804	0.0167468182	-0.0181065063	-0.0225173836	0.0101790854	-0.0476263586	-0.0570748931	0.0531652193	-0.0593396663	-0.0444314473	-0.0622696097	-0.0325685169	0.0001248623	0.0824870121	-0.0154225247	0.0186844224	0.0549996101	0.0414545562	0.0104355013	0.0560575581	-0.0219217976	0.0494750468	-0.0904738882	-0.0457591534	0.1003699633	-0.0028567759	-0.0362713042	-0.0172796527	-0.0954936144	0.0141291181	-0.007800368	0.0451389843	-0.024564798	-0.0941989428	-0.0330415675	-0.0393692417	-0.0255790936	-0.070485217	-0.0329826503	0.1738323658	0.0213433829	0.0209465273	-0.0399626389	-0.0537841621	-0.0427646978	-0.0337676364	0.0537026113	-0.0414858603	0.0235715105	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0652969554024451	0.0245057811860932	0.0006005333115406	0.0042636923848289	-0.0388525611366503	-0.0135516005346119	0.0001836458770496	0.0015095215068771	0.1277057699631001	0.0603477119184177	0.0163087636818682	0.0036418463337883	-0.0024499245985328	-0.0013569011679635	6.002130538496102e-06	1.8411807796207107e-06	0.002842805215981	0.0002656732993981	7.058230201312558e-08	8.08154149600878e-06	-0.0014660231056495	-0.0003179285190945	1.0107854325362192e-07	2.149223746298205e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2216.430924240739	-5.715430642001593	4912566.041930656	32.66614742353074	2961.663929920323	-30.86714627095398	952.7807189124684	8771453.233791092	2410.493155343192	-3.909855341114053	15.286968788438086	5810477.251956378	2441.260216140747	1783.109789608251	0.979144	28.997969	0.2066105356025677	0.134201039043719	0.0239672208	0.0216857211	0.0220899352	0.05539733	-0.0206061277	0.0672986154	-0.0169291599	-0.0292419669	0.0630929322	-0.0076013926	0.0343750123	-0.0650939004	0.0233854671	0.0534229825	0.0044293085	-0.054494928	0.0117163554	-0.0322466284	-0.0005170334	-0.0350151763	-0.0065367427	-0.0372573894	0.0683733794	-0.0113976318	0.01662347	-0.0208682537	-0.0327623679	-0.0324087947	-0.0024568955	-0.031660126	0.0607105423	0.0229387586	0.0109581056	-0.0357363213	-0.0811967855	0.0329544262	-0.0016863921	-0.0096775773	-0.0284316633	-0.07515986	0.002823933	-0.0735312678	0.0317880043	0.0005700418	-0.0528208468	0.0254308446	0.045976954	0.0296105523	-0.0012156845	0.0374698598	-0.0573303652	-0.0732744769	0.1104374383	-0.0719299012	0.0183178157	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0528980363547759	0.0123989190476691	0.0001537331935506	0.0027982022501911	-0.1010716948153458	-0.0622191336786954	0.0038712205957273	0.0102154874928463	0.2449310397542632	0.1172252697911631	0.0599912142351044	0.0137417638776109	-0.0025567957040772	-0.0001068711055443	6.537204272387624e-06	1.1421433200282232e-08	0.0030283858772446	0.0001855806612636	3.4440181835035113e-08	9.171121021494544e-06	-0.0014631306107567	2.892494892800133e-06	8.366526704874854e-12	2.1407511841332737e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2214.0222752366262	-2.408649004112704	4901894.635243967	5.801590025013119	2976.621009675083	14.957079754759889	223.71423479024813	8860272.63523911	2404.7875121328243	-5.705643210367725	32.55436444401532	5783002.978509978	2437.698451360067	1784.873277019559	0.920512	27.261541	0.1399937963079127	0.0801300638587844	0.0470283491	0.0718932945	0.0540133706	0.0305800393	-0.0085094657	0.0598606913	-0.054456478	0.0732427591	-0.0752456508	0.0067780488	0.0413513218	-0.0689795127	0.0602215656	-0.0059130698	0.0503459031	0.0029622872	0.0361195155	0.0094113413	-0.035954895	0.0538502398	0.0049154075	-0.0598826058	0.0787346465	-0.0429155384	-0.0120731746	-0.0576472237	-0.0248802378	-0.0257332405	0.0151400287	0.0015921797	-0.0676618697	0.0368141119	0.058641637	-0.0457036583	-0.0968204129	0.0515312559	0.0093013254	-0.077354587	0.014152337	-0.0655241669	0.040258027	-0.060738474	0.0488523249	-0.0121898243	-0.0397363101	0.0345840677	0.0218437939	-0.0147247505	0.0675227202	0.071336569	-0.0623514093	-0.0658006849	0.0436632533	-0.0979537356	-0.0027229233	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0319003480697972	0.0209976882849787	0.0004409029133131	0.0010176322069742	-0.1109879819932899	-0.0099162871779441	9.833275139545856e-05	0.0123183321469428	0.3120829587360632	0.0671519189817999	0.0973957731334553	0.0045093802229382	-0.0024150256873311	0.0001417700167461	5.832349070469052e-06	2.0098737648189477e-08	0.0036316692346165	0.0006032833573718	3.639508092819115e-07	1.3189021429659994e-05	-0.0013696259476109	9.350466314579987e-05	8.743122030009507e-09	1.875875236369056e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2210.1198246667886	-3.9024505698375833	4884629.639385156	15.22912045002568	2977.0648896678395	0.4438799927565924	0.1970294479695925	8862915.357292986	2406.65859493731	1.871082804485923	3.500950861242905	5792005.592585628	2437.419901784261	1767.6448192994353	0.876931	25.970869	0.1711915228012603	0.1035174105857909	0.0389722249	0.0858391559	0.0457269335	-0.0011227891	-0.005699825	0.0412410057	-0.0625983208	0.1198404244	-0.0273174672	-0.0130331484	0.0098369854	-0.0488095741	0.0220095942	0.0294830612	0.0785117868	-0.0601630469	-0.0055214944	0.0412076038	-0.0071387986	0.0492375944	-0.0118103627	-0.0223754236	0.0517863812	-0.00353816	0.0037793758	-0.0681229857	0.0012617638	0.0088455964	-0.0910843778	0.031192431	-0.1026389995	0.0348683635	0.071395635	-0.0379283424	-0.0877609362	0.0192015977	0.0470786292	-0.0427480856	-0.0318594706	-0.0335879344	0.065724497	-0.0231350212	0.0300041218	0.0151686446	-0.0178471754	0.0842761923	0.0789538166	-0.0648780969	0.0125515075	0.0364805518	0.016694758	0.0286227662	0.0211097523	-0.0235880612	0.035338687	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0319909471816117	-9.059911181449888e-05	8.208199061576068e-09	0.0010234207015766	-0.1087883544193317	0.0021996275739581	4.838361464117219e-06	0.0118349060572661	0.3271920774139758	0.0151091186779126	0.1070546555224731	0.0002282854672232	-0.0041952284416853	-0.0017802027543542	1.759994167792527e-05	3.16912184661028e-06	0.0027749692782188	-0.0008566999563977	7.339348152918211e-07	7.700454495058168e-06	-0.0009306851096113	0.0004389408379996	1.926690592637912e-07	8.661747732521974e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2199.9202852656817	-10.199539401106904	4839649.261523439	104.03060399473218	2933.610767895023	-43.45412177281651	1888.2606990467652	8606072.137509625	2393.280631671198	-13.377963266112149	178.96990114944597	5727792.181932488	2426.353048070272	1758.8200094687425	1.562881	46.285709	0.489537057405961	0.2849672387546621	-0.0199008389	-0.0128548276	-0.0197210312	-0.0843458106	0.0483968287	-0.0185171156	-0.0339203574	0.0406239544	0.0480116963	0.026586335	-0.0987517185	0.0154241064	0.0206777097	0.0510476214	-0.0312993849	0.0602554528	0.1000504592	-0.1446313313	-0.0275479562	-0.2147003915	0.0307693232	0.0653193386	-0.0390771937	-0.0801247063	0.0122737026	-0.0184635636	-0.0733870165	0.0213037284	-0.0799166022	-0.1557702111	0.0269713174	-0.0359865269	0.0350424136	0.078693508	0.0157799373	-0.0617586347	-0.099464749	-0.0808471292	0.0932496398	0.0998200119	-0.0517536163	-0.1234648481	-0.0003680468	-0.0001880429	0.0970110664	0.018091405	-0.0357229363	-0.0088679253	-0.0040579605	0.0313611446	0.0883507887	-0.151220285	-0.176710939	-0.0145224457	-0.1796725047	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0335828853760062	-0.0015919381943945	2.534267214772026e-06	0.0011278101901779	-0.0621598606063855	0.0466284938129461	0.0021742164352639	0.0038638482706052	0.1664197478486855	-0.1607723295652903	0.02769553247402	0.0258477419538503	0.0001511405731065	0.0043463690147918	2.2843472838961272e-08	1.889092361274224e-05	0.001827907397276	-0.0009470618809428	8.969262063349142e-07	3.3412454530163205e-06	-0.0012481401305433	-0.0003174550209319	1.0077769031493653e-07	1.5578537854726458e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2200.739100583912	0.8188153182304632	4843252.588838887	0.6704585253688546	2962.380627360565	28.76985946554214	827.7048136670447	8775698.981361175	2401.947771344866	8.667139673667862	75.11931012286745	5769353.096268568	2435.0803418477376	1764.4831371481785	1.075333	31.84667	0.1383647771126634	0.066447236214421	-0.0103505606	-0.0092493369	-0.024239481	-0.0242387066	3.53659e-05	0.0050248872	-0.0928914784	-0.0330233861	0.1168540368	-0.0033936191	-0.0232359538	-0.0095346839	-0.004087199	-0.019460356	-0.0181324485	-0.0047747387	-0.0168597745	-0.0216858831	0.0358551544	-0.0309017997	-0.0032758072	0.0129305633	-0.003459569	-0.0229885945	-0.0421735216	0.0141791694	-0.0149365686	0.023880197	-0.0812403336	-0.003742465	0.0912888884	-0.0155497477	0.0172695234	0.0257706656	0.0512897654	-0.0083281433	-0.0357750745	-0.0096714884	0.0193080986	0.0520427913	0.0067627862	-0.072494436	-0.0596903439	0.0280046154	0.0181491246	0.0230516882	-0.0642929758	-0.0044297915	-0.0257443056	-0.0457870704	0.0413277053	-0.1418096224	-0.0664895155	0.0017381129	-0.0900563353	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0616404654473115	-0.0280575800713053	0.0007872277994577	0.0037995469805612	-0.0813562673120031	-0.0191964067056175	0.0003685020304074	0.0066188422309421	0.211864709638796	0.0454449617901105	0.0448866551903313	0.0020652445521046	-0.0004785415995179	-0.0006296821726243	2.2900206246915018e-07	3.964996385209846e-07	0.0015752933623043	-0.0002526140349717	6.381385066468326e-08	2.4815491773199865e-06	-0.0012171197672268	3.1020363316500025e-05	9.622629402876603e-10	1.4813805277742196e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2189.9436788167973	-10.79542176711493	4795853.316389647	116.54113112989886	2947.644016291132	-14.73661106943291	217.1677058117326	8688605.246776916	2395.1673641494704	-6.780407195395583	45.973921735372194	5736826.702286721	2428.802466074625	1725.103627667805	0.855434	25.334232	0.1798774747679666	0.0813917131311863	-0.0277204373	-0.0358720769	-0.036880473	-0.0180840538	-0.0255259122	-0.0183478474	-0.0463054642	-0.0760643349	0.0993749538	0.0056108898	0.0020869369	0.0098596001	0.0079192597	-0.0430014577	-0.0227982596	0.0541184974	0.0015394395	0.0009634896	0.0841882613	0.0061345745	0.0020996116	-0.0046070712	-0.0140766288	-0.0232702335	-0.0585356365	0.0385009461	-0.0259788349	-0.0036103597	0.0082456059	0.0237755105	0.099207109	-0.0173319472	-0.0111981921	-0.0100766524	0.059087257	-0.0111873834	-0.0267034761	0.0181922111	-0.0224662775	0.0797322708	-0.0194495145	-0.016921758	-0.0492300217	0.0438529621	-0.0409297797	0.0093884514	-0.0556524462	0.0015695487	-0.0255886304	0.010011762	-0.0643999988	-0.1065413917	0.0256225593	-0.0785125035	-0.0421748656	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0332416365484959	0.0283988288988156	0.0008064934828242	0.0011050064004222	-0.0483260182466267	0.0330302490653764	0.0010909973533207	0.0023354040395732	0.1744942307662214	-0.0373704788725746	0.0304482365706953	0.0013965526911655	0.0005219548591521	0.00100049645867	2.7243687499248853e-07	1.000993163811211e-06	0.0016410401251867	6.574676288240004e-05	4.3226368295145356e-09	2.69301269247278e-06	-0.0017724349042984	-0.0005553151370716	3.083749014608501e-07	3.1415254899752788e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
