global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50
2149.151871182504	n/a	n/a	4618853.765407258	2339.712051900228	n/a	5474252.485807175	n/a	2231.988373491101	n/a	4981772.09939945	n/a	2225.9254053433738	1742.138067921376	n/a	n/a	n/a	n/a	-0.016969972	0.0294229622	-0.004926759	0.0054943317	-0.034499858	0.0007595137	-0.0203742482	-0.0110355975	-0.0900356081	0.0227355409	0.0385324777	-0.0017011817	-0.017481769	0.0003906332	0.0175301884	0.0087854416	0.0092490261	-0.0187766752	0.0244964936	0.0511272499	-0.0500664846	0.0172740723	0.0199502354	0.0596137529	0.0156532229	-0.0181016824	0.0124854174	-0.0183316542	0.0183487064	-0.0150745278	0.0322328336	-0.0024465402	0.0483542067	-0.0582160536	0.0339031993	-0.0042451452	-0.0245574509	0.0024343803	-0.0191224411	0.0218050616	-0.0094636823	0.0111917489	-0.0027314552	0.0297808162	-0.0002676827	0.0039566235	-0.0087384209	0.0476219319	-0.0031061102	0.0454637556	-0.0087066856	0.0392078405	-0.0032986787	0.0229929452	-0.0178765885	0.0056998125	0.0444510684	-0.0183771513	0.0131866598	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0718912529536481	n/a	n/a	0.0051683522512454	0.0071666200827849	n/a	5.136044341097585e-05	n/a	0.0001047644375447	n/a	1.0975587374057349e-08	n/a	0.000890000521049	n/a	7.921009274674915e-07	n/a	0.0008909997015016	n/a	7.938804680759403e-07	n/a	-8.964954222137915e-07	n/a	n/a	8.037040420502842e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2151.1041696424554	1.9522984599516349	3.811469276729525	4627249.148653158	2331.883885192872	-7.828166707355649	5437682.4540222045	61.28019399815138	2223.700691395236	-8.287682095864966	4944844.764911651	68.68567452212072	2218.8865118026733	1771.8723180476452	0.8649639999999998	31.188581	0.0752737682309678	0.0373752506222008	-0.010080718	0.0390984643	-0.0023321984	-0.0336568927	-0.0433994034	0.0181198945	0.0377632605	-0.0166306262	-0.002019861	-0.0330421418	0.0055759341	-0.1362285802	-0.0074850388	-0.0052811734	0.0291026393	0.0091577096	-0.0034808388	0.0008909981	-0.0236722403	0.0114367807	-0.0102512701	0.0359308977	0.0211663949	0.02505145	0.0077935976	-0.014827066	0.0237732536	-0.0137990376	-0.0185808776	0.0055939999	0.011175328	0.0191550768	0.0075846673	0.0185284221	-0.0111971967	-0.0023481408	-0.0198223139	0.0039410563	-0.0139278244	0.0044292622	0.0002698787	0.0085035058	-0.015377716	0.0107667259	-0.000856244	0.0080621472	-0.0091978606	-0.0384114694	0.0005247275	0.0227804331	0.0093258876	0.0383072159	0.0018226453	0.0500126906	-0.0206962112	-0.1266472937	0.0820830877	0.0206591279	-0.0268030793	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0762456473260755	-0.0043543943724274	1.8960750350627465e-05	0.0058133987361722	0.024511069004788	0.0173444489220031	0.0006007925037574	0.0003008299084079	0.0169850998698848	0.0168803354323401	0.0002884936175899	0.0002849457243083	0.0013170015331214	0.0004270010120724	1.734493038244118e-06	1.8232986431085395e-07	0.0011969987519115	0.0003059990504098	1.4328060120776889e-06	9.363541885176049e-08	-1.7882230238583504e-06	-8.91727601644559e-07	7.951781155347572e-13	3.1977415830571024e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2152.0957984955817	0.991628853126258	0.9833277823524978	4631516.325902335	2341.158765920003	9.274880727130949	5481024.367244072	86.02341250250512	2224.570666320342	0.8699749251059075	4948714.649452929	0.7568563703130293	2218.7919330596924	1754.6287203999973	0.804482	29.007753	0.0550705118040097	0.0339424708074179	-0.0026597197	0.0166315558	0.0094590982	0.0132079816	-0.0007088275	0.0162783221	-0.0376650023	-0.0018599771	0.0482166325	-0.0524516041	0.0030086735	-0.0235120569	0.0002607428	-0.00191349	-0.0380805381	-0.0289606176	-0.0253257943	-0.0164708824	0.0236152209	0.0233586196	-0.0377495249	0.0063862512	-0.0308769227	0.0642735295	-0.0010566241	0.000231242	-0.0164142329	0.0043060361	0.0416995863	-0.0020954152	-0.0491248814	-0.0152820686	0.022951435	-0.0013436867	-0.0531934953	-0.0036036106	-0.0202193371	0.0033784634	-0.0148720079	0.0100686188	0.001268144	0.0013304754	-0.0151385081	0.0122381826	0.0070542602	0.0105877515	-0.0163527301	-0.0271832117	-0.0073256154	0.0439982377	-0.0031591162	0.0301227102	0.0441694459	-0.0027781614	-0.0042368644	0.0038827433	0.0199455342	-0.0025873826	-0.0663708767	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0479857817255009	0.0282598656005746	0.0007986200037625	0.0023026352478074	0.0295176850501803	0.0050066160453922	0.0008712937307216	2.5066204225979627e-05	0.0159681281523518	-0.001016971717533	0.0002549811166899	1.0342314742620203e-06	0.0009620007960474	-0.000355000737074	9.254455315958312e-07	1.2602552332308336e-07	0.001136999648035	-5.999910387649988e-05	1.292768199631714e-06	3.5998924659830233e-09	-1.0468951641619696e-06	7.413278596963809e-07	5.49566995562017e-13	1.0959894847457173e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2156.189607151969	4.093808656387409	16.759269315112487	4649153.621990163	2342.788429514568	1.629663594565045	5488657.625467337	2.655803431450664	2226.537911092428	1.96724477208636	4957471.069531834	3.8700519933011153	2221.2593768437705	1745.826358190959	0.751595	27.100769	0.1390762686704194	0.0703199466503899	-0.0050798127	0.0020685998	0.0215408554	0.0259859036	0.0354055906	0.000463438	0.0167100068	-0.0009479314	0.0079292638	-0.0133937736	0.0629271705	-0.0133350357	-0.0005390259	0.0172446321	0.0070426922	0.0185345835	0.0398537307	-0.0052304959	0.0366382757	-0.0214062055	-0.0630607839	0.0033290506	0.0037057599	0.0189927118	0.0013545676	-0.0179632663	-0.0033905494	0.0028301954	-0.02693072	-0.0219290429	-0.0149999921	0.0017804563	-0.0350971683	-0.0432212609	-0.0066525974	-0.0021199081	-0.0184594038	-0.0007010814	-0.0076568892	0.0123058452	0.002892117	0.0032677216	-0.0183318162	0.0047976146	0.0072514321	0.0119463737	0.0122122492	0.053099272	0.0104115682	0.0387453429	0.0231283568	0.0273436836	0.0268280018	0.0072358123	0.0217194477	0.0577456743	0.0237586045	-0.0551777324	-0.0269159714	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0317742407282111	0.0162115409972898	0.0002628140615068	0.0010096023738543	-0.0050088174609328	-0.0345265025111131	2.5088252356945305e-05	0.0011920793756498	0.0074019899673984	-0.0085661381849533	5.4789455477466575e-05	7.337872340371672e-05	0.0011749114583228	0.0002129106622753	1.3804169348982083e-06	4.533095011054942e-08	0.0003163295683281	-0.0008206700797069	1.0006439579864209e-07	6.734993797261296e-07	0.0005608141023948	0.0005618609975589	3.1568778057795185e-07	3.145124574448852e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2159.2284179119474	3.0388107599783325	9.23437083496009	4662267.360718532	2340.8513753255206	-1.9370541890475577	5479585.161363381	3.752178931306692	2230.5072067375468	3.969295645118564	4975162.399308133	15.755307918357197	2226.35777314504	1763.2940216883717	0.7804529999999998	28.1413	0.0895455669659277	0.0449097592433836	-0.0054149765	0.0145273598	0.0005056673	0.0248285613	0.0187719932	-0.0097317198	-0.0372324436	-0.0157219322	-0.0574254942	0.0260712635	0.0660703059	0.025517383	-0.018258939	0.0072159252	0.0355676999	0.0295334347	0.0295884987	-0.0097952469	-0.0111482548	0.0264202839	-0.0840521195	0.0031854638	0.0058679646	0.0143819174	0.0190328817	-0.0259500945	0.0170010818	-0.0218636601	-0.0254040382	-0.0178545143	0.0446082262	0.0145153324	0.0185774272	-0.0602737064	-0.0096068373	-0.0023414725	-0.0202530124	-0.0020157789	-0.0029039917	0.0194634524	-0.014351866	0.0048420783	-0.0125605582	0.009771505	0.0116560341	-0.0087883163	-0.0009506611	-0.0184689484	-0.0077857919	-0.0080069725	0.0116063164	-0.0029295412	-0.0207153022	-0.0097295489	-0.0158741458	0.0354540715	0.0302232098	-0.0112117769	0.1053260087	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0316631969267575	0.0001110438014535	1.2330725841265672e-08	0.0010025580396226	0.0122778621890375	0.0172866796499703	0.0001507458999329	0.0002988292933206	-0.0210931072762505	-0.0284950972436489	0.0004449191745674	0.000811970566925	0.0006339647154643	-0.0005409467428584	4.019112604537309e-07	2.926233786092201e-07	0.0002161037953389	-0.0001002257729891	4.670085035987718e-08	1.0045205571282648e-08	0.0003289316928254	-0.0002318824095693	5.3769451867710965e-08	1.081960585449833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2156.3471013183485	-2.8813165935989677	8.301985312548757	4649832.821364043	2343.094815572103	2.243440246582395	5490093.314760868	5.033024139985677	2223.985586983817	-6.521619753729738	4946111.891111753	42.531524212237926	2218.6735339164734	1787.048593661929	0.803635	28.977196	0.0580133544737882	0.0306788931144578	-0.0014062917	0.0190994984	-0.0058536829	0.0008776012	-0.0057525365	0.0090564384	-0.0186596455	0.0107523426	-0.0079751498	-0.0211475158	0.0190425231	-0.0393073912	-0.0130497179	0.012821912	-0.0201869889	0.0064077874	-0.0089598006	-0.0069931038	-0.0045309191	-0.024949141	0.0156050826	0.0242951564	-0.0146993247	0.0237614276	0.010108337	-0.0025895274	-0.02236054	-0.0105749036	0.0031081934	0.0051834281	0.0097221174	-0.0073468456	-6.10785e-05	0.0248148941	0.0295909001	-0.0004053952	-0.0118883261	0.0021563534	0.0012632859	-0.0026251101	-0.0104362906	-0.0009648651	-0.0182027672	-0.0040081734	0.0123104772	0.0024946322	0.0115775764	-0.0047070991	-0.0031128048	0.0025185526	0.0081871306	-0.0018136602	0.0533226832	-0.0226036098	0.0216295081	-0.0508555968	0.0009079386	-0.0388733678	-0.0514619329	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0413994431034581	-0.0097362461767005	9.479448961331696e-05	0.0017139138892764	0.0129371443840824	0.0006592821950449	0.0001673697048145	4.346530127032229e-07	-0.0030007538626577	0.0180923534135928	9.004523744255107e-06	0.0003273332520423	0.0002759245234981	-0.0003580401919662	7.613434266765353e-08	1.2819277906319338e-07	0.0003695557974787	0.0001534520021397	1.3657148745011792e-07	2.354751696071317e-08	0.0004079489524884	7.9017259663e-05	6.243727324649967e-09	1.6642234783638285e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2148.4470327338954	-7.900068584453038	62.41108363906183	4615824.652463079	2349.038193766276	5.943378194172965	5517980.435772728	35.32374435897069	2221.421268319725	-2.564318664091843	4934712.451343217	6.575730211009774	2220.84095732371	1780.0514149275402	0.8084249999999998	29.149897	0.0670571179674243	0.0369924828028252	-0.0057738912	0.0324959155	-0.0114842093	0.0021475153	-0.0069557173	0.0040192606	-0.0538334058	-0.0189541111	0.0136372837	0.0144469966	-0.0247239664	0.0358352744	-0.0084166167	0.0275561918	0.0252012728	0.0558064514	0.0030210423	0.0050511727	-0.0069796042	-0.0045564436	-0.0073648485	-0.0158374808	0.0523728695	-0.0093203868	0.0119418176	-0.0318427121	0.0050543544	-0.0361029221	-0.0265500212	0.0136484654	-0.0117843187	0.0325861532	-0.0118685459	-0.0172100202	-0.0534969983	-0.006247485	-0.0233052532	-0.00049026	-0.0096427732	0.0218121599	-0.0074081943	0.0100271072	-0.0231020356	0.0160242563	0.014891844	-0.000587258	0.0159723706	0.055125047	-0.0070937276	0.0383367803	-0.0173164013	0.0070061972	0.0169633327	0.0546779235	0.051695306	0.0383197726	0.0048234303	0.0112992074	-0.0038257397	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0441225904759363	-0.0027231473724782	7.415531612234942e-06	0.0019468029903071	-0.0009752616978033	-0.0139124060818857	9.511353792021752e-07	0.0001935550429872	-0.0028691187604223	0.0001316351022354	8.231842461407196e-06	1.7327800140524212e-08	0.0008263602092319	0.0005504356857338	6.828711954017895e-07	3.029794441292386e-07	0.0007771489256014	0.0004075931281227	6.039604525634103e-07	1.6613215809284777e-07	0.0003601791781284	-4.776977435999997e-05	2.281951342405311e-09	1.2972904035724972e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153.9322146767254	5.485181942829968	30.08722094594794	4639423.985422183	2318.910743459065	-30.127450307210893	5377347.036129874	907.6632620134616	2221.618722557125	0.1974542373995973	4935589.748416351	0.0389881758670565	2216.2809913953147	1741.7842596374103	0.8952529999999999	32.280724	0.132312605586397	0.0644259746029424	-0.0068877629	0.0163837757	0.012928104	0.0155836236	0.0100117779	-0.0068608343	0.0165494816	-0.0001305923	-0.0695265381	0.0300548322	0.0371032566	0.0173732387	-0.0019225109	0.0192919841	0.0012438339	0.0103451982	-0.0241973518	-0.0028684832	0.0279348254	-0.0317571595	-0.0199658126	0.0076932867	-0.0191891348	-0.0006959097	0.0019080856	-0.0265004707	-0.0057059211	-0.0196260788	0.022750701	0.011473495	0.011466495	-0.0154472324	-0.0078149088	-0.0326548456	0.0409979514	-0.0029421057	-0.0182118269	0.0048781605	-0.0046039858	0.0113182266	-0.0096103748	0.0034984474	-0.0054996531	0.0094761387	0.0098691518	-0.0115294754	0.0008708828	-0.0556860868	-0.0030429136	-0.0164511972	0.0094600346	0.0038216821	-0.0074241471	-0.0178801497	-0.0333234781	0.0047929919	0.0381776181	-0.0135033482	0.0563026842	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0294935252765782	0.0146290651993581	0.000214009548607	0.0008698680332401	0.0193537962954764	0.0203290579932797	0.0003745694310467	0.0004132705988941	-0.044785678560089	-0.0419165597996667	0.0020057570040876	0.001756997985439	0.0006339999268888	-0.0001923602823431	4.019559072950037e-07	3.700247822311715e-08	0.0002209999911828	-0.0005561489344186	4.8840996102797684e-08	3.093016372549443e-07	-7.005699174960798e-08	-0.0003602492351201	1.2977951140465285e-07	4.907982093004641e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2155.7502873911462	1.8180727144208504	3.305388394921599	4647259.30158701	2352.945100911458	34.034357452393124	5536350.647903232	1158.3374871972674	2222.810591389362	1.1918688322371054	4940886.925192725	1.4205513132582412	2220.538607120514	1790.5968521169368	0.8772489999999998	31.63154	0.0796998338994985	0.0470690314431057	-0.0028285966	0.032254678	-0.0132844722	-0.0182670671	-0.0306120383	-0.0013426756	-0.0049676021	0.010966113	0.0216849858	-0.0223326448	0.0049950038	-0.1027574433	-0.0014666806	0.0127277322	0.002408725	0.0004254368	-0.0189634295	0.013841737	0.0311504834	0.0368447589	0.0104342802	0.0267471092	0.0052120361	0.0495200506	0.0004811325	-0.0218100889	0.0012320637	-0.0147539388	0.0234176644	0.0080691738	-0.023610006	-0.0121667789	0.0309442204	-0.0044161577	-0.0296548318	-0.0042189964	-0.0159283732	-0.0024978601	-0.0086960586	0.0246006909	-0.0021171407	0.0063893718	-0.0209855915	0.0088729138	0.0113055825	0.021491896	0.0220595389	0.0664084924	-0.0011329491	0.0127237421	0.0246974872	-0.007602028	0.0422186093	-0.0237540488	-0.0019323374	-0.0458836581	0.0264532118	-0.0749338593	-0.0538112085	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0293551864514398	0.0001383388251384	1.91376305406729e-08	0.0008617269715987	0.0164699198425068	-0.0028838764529696	0.0002712582596185	8.316743395992521e-06	-0.0126189342996809	0.032166744260408	0.0001592375028596	0.0010346994363144	0.0004503975756608	-0.0001836023512279	2.028579761611261e-07	3.3709823376449866e-08	0.0003636268725359	0.0001426268813531	1.322245024302397e-07	2.0342427284511268e-08	0.0005639181976468	0.0005639882546385	3.180827513702376e-07	3.180037336372154e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2148.701914012406	-7.048373378740052	49.679567286131466	4616919.915280578	2328.3081929524737	-24.636907958984462	5421019.041369613	606.9772337794722	2225.082565422345	2.271974032983053	4950992.422946484	5.161866006549278	2218.211214065552	1765.7215788668434	0.8483849999999998	30.590778	0.0630549682108482	0.032136925617857	-0.0022168835	0.0148149798	0.0003256604	0.0320764691	0.0343301752	-0.012827208	-0.0373828543	-0.027865937	-0.0210185517	0.0305194003	0.003992654	0.0533062587	-0.0144659787	0.0112002549	0.0618961412	0.0249460199	0.0102868789	0.0096738559	-0.0370006524	-0.0011504835	-0.0133008995	0.0114198863	0.0471655198	-0.0323563363	0.0124852337	-0.0156249171	0.0232478527	0.0002947308	-0.0531479326	0.0199245113	0.0472188677	0.0382921876	-0.0115600431	-0.0117117159	-0.0209762508	-0.0028573534	-0.0157987623	-0.004960561	-0.0068072468	0.0122864699	-0.0062180428	0.0027324896	-0.0232452305	0.0006505514	0.0049975791	-0.0148677871	0.0174643474	-0.0026339265	-0.0020786502	0.00852418	-0.0070634528	0.0095793502	-0.0007356717	0.0450085059	0.0536972092	0.046949791	0.0192341309	0.0216671609	0.0439548317	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0349378510071716	-0.0055826645557318	3.116614354182416e-05	0.0012206534329993	0.0102603972281372	-0.0062095226143696	0.0001052757512791	3.855817109836748e-05	-0.0345049107496677	-0.0218859764499868	0.0011905888658425	0.0004789959651693	0.0006339672030068	0.0001835696273459	4.019144144882652e-07	3.36978080839493e-08	0.0003780553286412	1.442845610529999e-05	1.4292583151400573e-07	2.0818034558256856e-10	0.0001743801892829	-0.0003895380083639	1.5173985996011386e-07	3.040845041434003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
