global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106	motion_outlier107	motion_outlier108	motion_outlier109	motion_outlier110	motion_outlier111	motion_outlier112	motion_outlier113	motion_outlier114
1922.15675438493	n/a	3694686.588427608	n/a	2293.406196067283	n/a	n/a	5259711.980159805	1535.2974243164062	n/a	n/a	2357138.181112591	2269.8032212002586	1568.096071632187	n/a	n/a	n/a	n/a	-0.0299550644	-0.0359182685	0.0020139711	-0.0593596562	0.0002928206	-0.0122713093	0.0416799015	-0.0678590251	-0.0258830443	-0.0114870308	0.0463120211	-0.0058567564	0.0375471442	-0.0183301926	-0.0316954824	0.0062413655	-0.0288098043	0.0294141697	-0.029309555	0.0156507719	-0.0560927616	0.0208104674	-0.0104355465	0.0228572274	-0.0197003408	0.0002414837	-0.0444402837	0.0766512014	-0.0109175265	0.0142458222	-0.0184059899	0.0145938143	-0.0470979325	0.0167099596	-0.0276852875	-0.0274384712	0.035263878	-0.0221243015	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0051284221980409	n/a	2.630071424135866e-05	n/a	-0.1245193762956375	n/a	0.0155050750730545	n/a	0.3692241534427225	n/a	n/a	0.1363264754854951	-0.0022430010461308	n/a	5.031053692943863e-06	n/a	0.000399999266927	n/a	1.599994135421374e-07	n/a	9.485995689610672e-07	n/a	n/a	8.998411422331225e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1924.2680366214097	2.11128223647961	3702807.476762815	4.457512682074345	2301.244448458468	7.838252391185051	61.43820054791817	5295726.011560919	1550.743699815538	15.446275499131843	238.5874267950807	2404806.022517584	2277.450483598782	1533.0835326553938	0.686252	28.268063	0.0580355490194607	0.0349759717853033	-0.0346691074	-0.0456056515	0.0218067337	-0.0602644642	-0.0116106608	-0.0176279134	0.0376401531	-0.0637791638	-0.0216112975	-0.032838859	0.0444902548	-0.0028463525	0.0359519693	0.0262678073	-0.0363274421	0.0081227613	-0.0341984135	0.0326532966	-0.0240830717	-0.0059941454	-0.0780855909	0.025356423	-0.0063860591	0.0073935682	-0.0117533815	-0.0081063173	-0.0434818198	0.0697993003	-0.0166520433	0.0115940004	0.0253368695	-0.0219798881	-0.0467973287	0.0211924665	-0.056815917	-0.0143488696	0.0541229246	0.0027510971	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0057787631834855	0.0006503409854446	3.3394103930807475e-05	4.2294339734905364e-07	-0.1105545948053361	0.0139647814903014	0.012222318432572	0.0001950151220718	0.347659769824574	-0.0215643836181484	0.0004650226408306	0.1208673155544757	-0.0018520008293241	0.0003910002168066	3.429907071817154e-06	1.528811695428863e-07	0.0003539994213406	-4.599984558639996e-05	1.2531559030947966e-07	2.1159857939726403e-09	8.278034507350988e-07	-1.2079611822596848e-07	1.4591702178462148e-14	6.852585530489372e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1934.571706801611	10.30367018020138	3742567.6887572985	106.16561918237112	2315.718186936937	14.473738478468931	209.4891055431121	5362550.721310495	1537.2124905056423	-13.531209309895758	183.09362538820963	2363022.2409665594	2287.5978784925155	1593.031794758586	0.677179	27.894354	0.06479935015466	0.0318331859895156	-0.035136788	-0.0518413846	0.0174727043	-0.0291777233	0.0083019064	-0.0276553878	0.027085465	-0.0348752385	-0.0254657278	-0.022267567	0.0291202074	-0.0141828146	0.0158429709	-0.0271349105	-0.0423285256	0.0002931011	-0.0360824096	0.0265391973	-0.0343157468	0.0141424526	-0.0606459612	0.0244081312	-0.023826924	0.0125306021	-0.0264763637	-0.0087546644	-0.0149585418	0.0390866726	0.0070525279	0.0107990662	-0.0003846485	-0.0239285308	-0.0334069838	0.0126381825	-0.0534199534	-0.0154981867	0.0543189229	-0.0184190221	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0044794083553512	-0.0102581715388367	2.006509921399014e-05	0.0001052300833201	-0.1239539705344441	-0.013399375729108	0.0153645868112538	0.0001795432699298	0.3469375532923919	-0.0007222165321821	5.215967193571808e-07	0.1203656658845112	-0.0014630124098822	0.0003889884194418	2.1404053114693225e-06	1.5131199045990746e-07	0.0001248598423815	-0.0002291395789591	1.5589980239533026e-08	5.2504946645553636e-08	0.0001910915321404	0.0001902637286896	3.6200286454894424e-08	3.651597365576553e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1938.174632144942	3.602925343330981	3756520.904690181	12.981071029616665	2332.9482824193824	17.23009548244545	296.8761903341871	5442647.688443546	1561.0695461697048	23.8570556640625	569.1591049581766	2436938.1279784883	2305.766699754555	1575.5679098773312	0.553192	22.787077	0.0901549120449711	0.0431094651042981	-0.030365754	-0.0424324623	0.0319365202	-0.0203793861	-0.0001020431	-0.0300369514	0.0083806473	-0.0017760323	-0.0197394389	-0.0308957395	0.0147991954	-0.0099247023	-0.0102061975	-0.0318526388	-0.03690106	0.0055238323	-0.0342662214	0.0303123556	-0.0249906159	0.009371145	-0.0616869804	0.0291077339	-0.0256731727	0.0136026978	-0.035335134	-0.000584139	-0.0133389894	0.040165244	-0.0254774069	0.0198076996	-0.0035347053	-0.0258361162	-0.0405116379	0.0153027985	-0.0452727778	-0.0297862916	0.0522876916	-0.0044636474	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0165251333687734	-0.0120457250134222	0.0002730800328557	0.0001450994910989	-0.1061516185682052	0.0178023519662389	0.0112681661246497	0.0003169237355298	0.3164726526210728	-0.030464900671319	0.0009281101729133	0.1001549398570182	-0.001851999785787	-0.0003889873759047	3.4299032065550937e-06	1.5131117861330205e-07	0.0001080000544793	-1.685978790220001e-05	1.1664011767531768e-08	2.8425244810716977e-10	1.0000806757986397e-07	-0.0001909915240728	3.647776226765864e-08	1.0001613581058638e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1944.5258143201029	6.3511821751608295	3781180.642557259	40.337515022080645	2339.3192850290475	6.371002609665084	40.5896742523593	5472414.717308814	1574.3022800021702	13.232733832465328	175.10524468087254	2478427.6688200315	2312.7049481923345	1627.3851013852404	0.614664	25.319229	0.0686577478194521	0.0425382519725434	-0.0245315886	-0.043380048	0.0270105389	0.0026072558	0.0039838713	-0.0454851763	0.0138439379	0.0014281386	-0.0174537181	-0.0251426467	0.0070910228	-0.0181045341	-0.0336904923	-0.0376029528	-0.0354186156	-0.0072712771	-0.0351279351	0.0242241302	-0.0250113903	0.0339937775	-0.0433928558	0.0143864467	-0.0286899672	0.0240305483	-0.0263654369	-0.0075699994	-0.0084134435	0.0444157261	0.009550931	0.0141221568	-0.0002125525	-0.0289335722	-0.0434312018	0.0118789758	-0.0076202144	-0.0359871226	0.0318894534	-0.0012753622	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0030320000369101	0.0134931333318633	9.193024223822848e-06	0.0001820646471114	-0.1112555922757252	-0.00510397370752	0.0123778068126224	2.6050547607055583e-05	0.277567106501273	-0.0389055461197998	0.0015136415188798	0.077043498611489	-0.0019670016164455	-0.0001150018306585	3.86909535909921e-06	1.3225421054806332e-08	0.0	-0.0001080000544793	0.0	1.1664011767531768e-08	0.0	-1.0000806757986397e-07	1.0001613581058638e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1942.9309751467704	-1.5948391733325025	3774980.77418478	2.5435119887959	2338.400993919945	-0.9182911091024836	0.8432585610566692	5468119.208365787	1598.3961181640625	24.093838161892336	580.5130373714594	2554870.150561944	2311.121059621564	1612.712213957155	0.607399	25.019966	0.169413702690441	0.0961655463113985	-0.0155624487	-0.0361556805	0.0188103499	0.0083745752	0.0150701586	-0.0448450339	-0.0015096847	0.0062177467	-0.011175268	-0.0157617488	0.005121908	-0.0342341641	-0.0380148944	-0.0279444374	-0.0271840486	-0.0096513668	-0.026739671	0.024424909	-0.0188723039	-5.91565e-05	-0.0362102038	0.0200922128	-0.0086260896	0.0142198075	-0.03722828	-0.0032765311	0.0031033908	0.0185519613	-0.0054568329	0.0190234892	-0.0019343077	-0.0314048148	-0.0315723497	0.0096835963	-0.0353317535	-0.0201503405	0.0409318414	0.007303543	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-2.6959694338302143e-05	0.0030050403425717	7.268251188146805e-10	9.030267460484028e-06	-0.0592798984368272	0.051975693838898	0.0035141063586805	0.0027014727500348	0.236337569628148	-0.0412295368731249	0.0016998747107723	0.0558554468177397	-0.0006960002430268	0.0012710013734187	4.844163382933646e-07	1.6154444912322214e-06	-6.716405942519543e-08	-6.716405942519543e-08	4.5110108784711826e-15	4.5110108784711826e-15	0.0001930000952388	0.0001930000952388	3.724903676218587e-08	3.724903676218587e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1943.733143377381	0.8021682306107323	3778098.5326637146	0.643473870201153	2322.1770906648835	-16.223903255061487	263.2150368295947	5392506.440408822	1584.604444715712	-13.791673448350592	190.2102565059388	2510971.24621279	2298.8182032927302	1648.7041515350345	0.67766	27.914162	0.0912452301323882	0.0482191102324732	-0.0168805543	-0.0571355438	0.0055701387	-0.0089275035	0.024759868	-0.0260776358	0.028575416	-0.0153597934	-0.0151111689	-0.0114723833	0.0093036038	-0.0363360295	-0.0043541268	-0.0478579947	-0.0326089506	-0.0284054945	-0.0352666094	0.0165651301	-0.0349411986	0.0258881748	-0.0277858115	0.0108675849	-0.0127195255	0.0122176912	-0.01577111	-0.0207146772	-0.0021059577	0.0245993931	0.0261820181	0.0102115477	0.0054191295	-0.0429535278	-0.0276793546	-0.0023008109	-0.0428200934	0.0028486356	0.0375250265	0.0082815852	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0124209998175501	0.0124479595118884	0.0001542812364675	0.0001549516960096	-0.0910288958731513	-0.0317489974363241	0.008286259883885	0.0010079988382117	0.2014926782914585	-0.0348448913366895	0.0012141664522656	0.0405992994050651	-0.0006449998653753	5.100037765149996e-05	4.160248263341551e-07	2.6010385205956167e-09	0.0	6.716405942519543e-08	0.0	4.5110108784711826e-15	0.0	-0.0001930000952388	3.724903676218587e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1940.0069392668704	-3.7262041105107073	3763626.92440361	13.884597073186892	2318.402248898068	-3.77484176681537	14.249430364493788	5374988.987695619	1608.1274549696182	23.52301025390625	553.3320114053786	2586073.911427061	2295.6880093640043	1624.4031997680663	0.702611	28.941912	0.0715429358722466	0.0328248049391343	-0.0097759791	-0.0312345752	0.0095786174	-0.0106936823	0.0196455575	-0.0176128657	0.0345465272	-0.0266912639	-0.0095759157	-0.0111079301	0.0047499113	-0.0222132695	-0.0014082331	-0.0253570353	-0.0208989922	-0.0074773162	-0.024349512	0.0227751878	-0.0105422078	-0.0062067657	-0.0191677924	0.0189246933	0.0009741471	0.0168522528	-0.0538532727	-0.0058161092	0.0085100825	0.0070676137	-0.0197987316	0.0163161215	-0.0360088477	-0.0133175234	-0.0047603466	-0.0018294679	-0.0418754028	-0.0033069776	0.0349399945	-0.0041351674	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0022523775863447	-0.0146733774038948	5.0732047914679765e-06	0.0002153080044371	-0.0672137570894761	0.0238151387836751	0.0045176891420831	0.0005671608352857	0.2014958294686124	3.15117715388169e-06	9.929917455145907e-12	0.0406005692932441	-0.0002799907312882	0.0003650091340871	7.839480960730104e-08	1.3323166796701458e-07	-9.002884114095444e-05	-9.002884114095444e-05	8.105192237183212e-09	8.105192237183212e-09	0.0002059873949224	0.0002059873949224	4.2430806866916777e-08	4.2430806866916777e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1940.318237719445	0.3112984525746469	3764834.863626693	0.0969067265753697	2308.236895644271	-10.165353253797091	103.33440677448316	5327957.566413501	1557.3941786024309	-50.73327636718727	2573.8653309494025	2425476.62754474	2282.2000844970003	1623.0166835537204	0.762247	31.398466	0.0411573464308983	0.022415103246418	-0.0222597363	-0.0642662824	0.0119212475	-0.0307904845	0.0386666157	-0.0056919366	0.0740919768	-0.0414110091	-0.0221787607	-0.0171917274	0.0086169093	-0.0322224646	0.0375962794	-0.0400256661	-0.0401730534	-0.0396878185	-0.0401002676	0.0208652288	-0.0394042288	0.0456908682	-0.0234388351	0.0012329331	-0.0044055383	0.0067860261	0.0201918865	-0.0363030576	-0.0132204151	0.0387137007	0.0279110506	0.0027639204	0.0169802452	-0.039034937	-0.031379656	-0.0114752901	-0.0369274879	0.0019988561	0.010368363	-0.0120247071	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0022348131622607	0.0044871907486054	4.99438987021367e-06	2.013488081436989e-05	-0.0657079824957946	0.0015057745936815	0.0043175389636676	2.267357126976711e-06	0.2015652644147465	6.94349461341226e-05	4.821211744648506e-09	0.0406285558185866	-0.0005129271795516	-0.0002329364482633	2.630942915227593e-07	5.425938892956762e-08	-0.0004230871933066	-0.0003330583521656	1.7900277314005634e-07	1.1092786594729519e-07	0.0003418915173429	0.0001359041224205	1.8469930490886252e-08	1.168898096310305e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1933.414843388737	-6.9033943307081245	3738092.9566358943	47.65685328525307	2312.893647798189	4.656752153917751	21.68534062301761	5349477.026025212	1855.681199815538	298.2870212131072	88975.14702418867	3443552.715348835	2309.2988141474834	1682.0840186478256	1.675756	69.027695	0.6764214379496398	0.5711120825417226	0.0429302073	0.0362308941	-0.0521436244	0.0125846588	-0.0281470342	0.027624726	-0.0566442536	0.0858389307	0.0479057892	0.0559204264	-0.0044359194	0.0218396159	-0.0067443384	0.0405906424	0.0455162289	0.0584784765	0.0232419197	0.0157877413	0.0356461828	-0.1238438059	0.002041599	0.0115545606	0.0387429281	-0.013253191	-0.1262538948	0.0817997862	0.0257565355	-0.1207490258	-0.0092801141	-0.0303768403	-0.0336202789	-0.0475708873	0.0836333553	0.0242206959	-0.0363977738	0.0348498607	0.0400780614	0.0514556104	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0385420581779527	-0.0407768713402134	0.0014854902485926	0.0016627532362963	-0.0707122002582991	-0.0050042177625044	0.0050002152653697	2.50421954145655e-05	-0.3745420364718654	-0.5761073008866119	0.3318996221348571	0.1402817370844921	-0.0013129775422599	-0.0008000503627083	1.7239100264788475e-06	6.400805828696825e-07	-0.0003380899356457	8.499725766090001e-05	1.1430480458491357e-07	7.224533809873425e-09	0.0001362781785059	-0.000205613338837	4.2276845107698984e-08	1.857174193688594e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
