global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93
1972.628549169848	n/a	n/a	3891263.392999939	2278.4334981817947	n/a	5191259.20563693	n/a	2227.9516323747307	n/a	4963768.476201227	n/a	2295.4051712390988	1699.0949617760623	n/a	n/a	n/a	n/a	-0.0241469761	-0.043176163	-0.0293988065	0.0279095821	-0.030255558	-0.0052982456	-0.0034823703	-0.0071295843	-0.0265021312	-0.0027992676	-0.0401235384	0.0420639462	-0.0248499118	-0.0191151942	0.0118741919	0.0153743189	-0.0137638095	0.0477990566	-0.0198920975	-0.0339851306	0.0055008893	-0.0241857152	0.0183629526	0.0416266433	0.0634596392	0.0035178511	-0.011328098	0.0258008733	-0.0191519652	0.090950528	-0.0036076224	0.0041188777	-0.0116044853	0.0155564542	-0.0376490239	0.0559003515	-0.0260967077	0.0045725165	-0.0110609445	0.0513842847	-0.0286893525	0.0149271565	-0.0377792268	0.054963109	-0.0677584936	0.0487946317	-0.0104977846	-0.0996536403	0.0221037281	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0103443770376117	n/a	0.0001070061362962	n/a	0.0079553196830772	n/a	n/a	6.328711125995552e-05	0.0016851246912636	n/a	2.8396452251062437e-06	n/a	0.005681958947151	n/a	n/a	3.22846574771093e-05	-0.0010241531620351	n/a	1.0488896993064938e-06	n/a	0.0008289174656969	n/a	6.871041649373714e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1977.6148530443072	4.986303874459281	24.86322632844764	3910960.5069814567	2268.5476949591384	-9.88580322265625	5146308.64430442	97.7291053570807	2223.2695598733835	-4.682072501347193	4942927.5358595885	21.92180290787156	2286.1789782620217	1765.264265457556	0.8445669999999998	31.224236	0.0713661096813031	0.0451869020939136	-0.0269990507	-0.0355068488	0.0238451723	0.0153746726	-0.0247880857	-0.0139883455	0.022756849	0.0136363775	-0.0013711818	-0.0157525037	-0.0247725095	0.0142977381	-0.009994658	-0.0071166637	0.0037357436	0.0024439515	-0.0169634571	0.0255756314	0.0052467326	-0.0080304946	0.017524962	0.0040205576	0.0020667225	0.033942666	0.021845521	0.0011850851	-0.0062518317	0.0349819462	-0.0202808704	0.059354201	-0.0044107347	0.0205890841	0.0259119574	-0.0398197352	-0.0190799122	-0.0208674134	0.0228626898	0.0260398053	-0.0325357936	0.0411210942	-0.0286606063	0.0282498634	-0.0257496539	0.0444290138	-0.0637856497	0.047844674	0.009089901	-0.037266697	0.0399680863	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0004811530362474	0.0108255300738591	2.315082442900918e-07	0.00011719210138	-0.0005899167654348	-0.008545236448512	7.302106596097798e-05	3.480017901410568e-07	-0.0071592261892234	-0.008844350880487	5.125451962846221e-05	7.822254249717118e-05	0.006469509261223	0.0007875503140719	6.202354971949057e-07	4.185455008105016e-05	-0.0010230856620385	1.0674999966001075e-06	1.0467042718687555e-06	1.1395562427412297e-12	0.0009033194971972	7.440203150030009e-05	8.159861140166023e-07	5.5356622913716466e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1964.7275598936176	-12.88729315068963	166.08232475181185	3860154.384605529	2263.368149606805	-5.179545352333207	5122835.380654533	26.827690056876527	2213.62515153556	-9.644408337823734	4900136.31151083	93.01461218668396	2278.8745855287066	1692.088577389717	0.7724269999999999	28.557196	0.1575881165128372	0.1062641719888596	-0.0111192894	-0.0528932623	-0.0203797104	0.0012622331	-0.0168285903	-0.0357546273	0.0524907989	0.0230567872	-0.0266755335	-0.0255601402	-0.0007447086	-0.0190911623	-0.0677444421	0.0079862003	0.0393398258	0.0013395066	-0.0225527795	-0.0025924074	0.0309480936	-0.0600886672	0.00677391	-0.0343037664	0.0121498032	-0.0078964788	-0.0051905177	-0.0029577399	-0.0067457589	0.0441758833	-0.0325843578	0.0743461911	0.0097261907	-0.0052669727	0.0365991453	-0.0149770759	0.0287537479	-0.0082041096	-0.0211333571	0.0234515402	-0.0428901123	0.0265023496	-0.0059025139	0.0312132756	-0.0398469522	0.0728566734	-0.0705798866	0.0373924104	0.0309805029	-0.0476914637	0.0362175143	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0003144662723713	-0.0001666867638761	9.888903645910065e-08	2.7784477251486715e-08	-0.0222756720778249	-0.0216857553123901	0.0004702719834688	0.0004962055665187	0.0895306344882627	0.0966898606774861	0.0080157345118708	0.0093489291578316	0.006026176216626	-0.0004433330445969	1.9654418843164514e-07	3.631479979382885e-05	-0.0010212767444226	1.8089176158999928e-06	1.0430061886984246e-06	3.272182941113313e-12	0.001239093810166	0.0003357743129687	1.535353470391695e-06	1.127443892496696e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1963.9548791692748	-0.7726807243427629	0.5970355017708567	3857118.767412801	2240.3990366082444	-22.96911299856083	5019387.84323515	527.5801519406562	2207.4552086139547	-6.16994292160507	4872858.498036878	38.068195655864514	2265.801573287609	1714.4015562555307	0.8285439999999998	30.631857	0.265685848229217	0.1360759051550915	-0.0238865458	-0.0235988679	-0.0014092239	0.0046969792	-0.0015226226	-0.0247033524	0.0206586274	0.026932692	-0.0811389513	-0.0009460359	0.0243310272	0.0230480921	-0.0189281733	0.0030872122	0.0499418875	0.0273779892	-0.000541121	-0.0247723063	-0.0002602936	-0.0618282547	-0.0271282784	-0.0021539088	0.0389667453	-0.0388439679	-0.023008264	0.0027364569	-0.0118846818	0.0221503334	-0.0109297393	0.0444768314	-0.0102810235	0.0070757381	0.0247293687	0.0056886532	0.00915216	-0.0338422556	-0.0047534001	0.0148623631	-0.0095431492	0.0264252962	0.0096963938	0.0008064468	-0.0108810951	0.0382808211	-0.0447838058	-0.0181833468	0.0474483453	0.0014714276	0.0494691661	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0289476583647001	-0.0292621246370714	0.0008379669247993	0.0008562719382755	-0.0206603267580618	0.001615345319763	2.6093405020805472e-06	0.0004268491017498	-0.0191933697937898	-0.1087240042820525	0.0003683854440411	0.0118209091071237	0.0042657875013065	-0.0017603887153195	3.0989684290242417e-06	1.819694300630275e-05	-0.0006471868176207	0.0003740899268018	4.188507769020092e-07	1.399432733346509e-07	0.0008518849724808	-0.0003872088376851	7.257080063386134e-07	1.4993068398152352e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1969.999871241108	6.044992071833121	36.54192914852529	3880899.492689982	2250.7965393066406	10.397502698396238	5066085.06135475	108.10806236315705	2214.0409937365303	6.585785122575544	4901977.521945843	43.372565680737374	2269.1332775973533	1682.2686032270058	0.873679	32.300529	0.3902047878813183	0.2120006473364666	-0.0239031503	0.0302687281	-0.0122608197	-0.0167898899	-0.0006645525	-0.0131518505	-0.0016942026	0.0104919655	-0.0674236481	-0.005676161	-0.0071251486	-0.0086860619	-0.02913474	-0.0003974452	-0.0029833282	0.0200929385	-0.008986853	-0.0039001264	0.0096069901	-0.0049618695	-0.0795401987	0.0245219408	0.0197235182	-0.032326115	-0.0318251879	0.0088115848	-0.021371372	-0.002911996	0.0151904288	0.0031361726	-0.0303911574	0.0062128701	0.0191420499	0.0761412299	0.0151629105	-0.0052065797	-0.0134228539	-0.020325853	0.0095323749	0.0150641698	0.0073597359	-0.0025297764	0.0062858207	-0.0156971906	0.0236141839	-0.0495725572	0.0631813038	0.0220975245	-0.014000846	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0593135717403043	-0.0303659133756042	0.0035180997925922	0.0009220886951346	0.0244987704503074	0.0451590972083692	0.0020393440606749	0.0006001897535768	-0.0198413462043447	-0.0006479764105549	0.0003936790192006	4.198734286356131e-07	0.0010761192758023	-0.0031896682255042	1.0173983388791112e-05	1.1580326957532667e-06	-0.0025911633146316	-0.0019439764970109	6.71412732309262e-06	3.7790446209307696e-06	-0.0002951063227399	-0.0011469912952207	8.708774172106605e-08	1.315589031312059e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1971.2855277607257	1.2856565196177598	1.6529126864356514	3885966.631958883	2248.729040045487	-2.0674992611534435	5056782.295543898	4.274553194870035	2215.9979988887394	1.957005152209149	4910647.131078897	3.8298691657731534	2275.3185003709423	1676.1903045911592	0.858924	31.755018	0.1344296925728595	0.0763164123620917	-0.0239772142	-0.026147608	-0.0381459163	-0.0134189672	-4.08503e-05	-0.0247806078	-0.0024160147	-0.0058030911	-0.0456524288	-0.0099832705	0.0108572453	0.054980516	-0.0291468438	0.0113342089	0.017820484	-0.0039650547	-0.0119004222	-0.0020073779	-0.0263717302	-0.0565658081	-0.0104500066	0.0081947428	-0.0034913705	0.026529906	0.0407997095	0.0094319595	-0.0125835607	0.0305213325	-0.0015435583	0.0396598677	-0.0106522275	0.0120337003	-0.0212296701	0.0292270995	-0.0154743992	0.0338395743	0.0048918284	0.0020172148	0.004803779	0.0158389424	-0.004798693	0.0255434854	-0.0046551635	-0.0068938904	0.0080477893	0.0063229619	-0.0125335421	-0.0297073397	0.0113196167	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0594879581111058	-0.0001743863708014	0.0035388171602286	3.0410606321317985e-08	0.0320939529466386	0.0075951824963312	5.768679715257591e-05	0.001030021815741	0.0065901210710421	0.0264314672753868	4.3429695730993074e-05	0.0006986224623298	0.0022616571299139	0.0011855378541116	1.4055000035315378e-06	5.115092973290381e-06	-0.0018519284763658	0.0007392348382657	3.4296390815745534e-06	5.464681461058634e-07	-0.0003749067589693	-7.980043622939998e-05	1.405550779208648e-07	6.368109622402532e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1976.5254490644952	5.239921303769506	27.456775269697523	3906652.850799604	2261.256466514186	12.52742646869865	5113280.807352222	156.93641392865152	2218.883513772899	2.88551488415942	4923444.047693166	8.326196146705552	2278.5866263929265	1668.777277994016	0.709187	26.219137	0.1420478994228871	0.0631041063261708	-0.0117575319	-0.0162253648	-0.0255246795	-0.0139119006	-0.0156124835	-0.01310224	0.0357482725	-0.0051777219	-0.0328649262	0.0051187906	-0.0125689747	0.0127886811	-0.021243247	0.0123957979	0.0065901042	-0.0125656578	-0.0056428362	0.0201296232	-0.0023187813	-0.0122585308	-0.0143267944	0.0052297472	-0.0208479269	0.0083367701	0.0001847657	0.0093500116	-0.0163234336	0.0113221153	0.0024209885	0.0291955378	-0.021424648	0.013749264	-0.0156314535	0.0142894324	-0.0207491755	0.0235197009	0.0119993826	0.0066205483	-0.0095249364	0.0125244478	-0.0186560626	0.0132520013	-0.0002881181	-0.0024718018	-0.0124676072	0.0054488325	-0.011462459	-0.0319770211	0.0033273026	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.023388192542896	0.0360997655682098	0.0005470075504235	0.0013031930740797	0.0130151432190359	-0.0190788097276027	0.000364000980622	0.000169393953012	-0.0140953127345326	-0.0206854338055747	0.0001986778410842	0.0004278871717248	0.0027989117652829	0.0005372546353689	2.886425432254768e-07	7.83390706983904e-06	-0.0012902174306654	0.0005617110457004	1.6646610183928263e-06	3.155192988618368e-07	-0.0001501946336087	0.0002247121253606	2.2558427964851637e-08	5.0495539284078015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1980.2458636346032	3.720414570108005	13.841484573471933	3921373.680441956	2270.7845820376747	9.52811552348885	5156462.618020017	90.7849854289492	2220.7728153623384	1.889301589439583	4931831.897452367	3.5694604958589347	2276.828294384387	1688.3527268440494	0.709997	26.249088	0.0634049745293384	0.0274255035076456	-0.0143419224	-0.0458862034	-0.0242260516	0.0025445943	-0.0298762286	0.0102541976	0.0027960379	-0.0240948136	-0.035300498	0.0080190775	-0.0230842781	0.0183944453	-0.0261116176	0.0048593152	0.0289050726	-0.0067029982	0.0006634022	0.022284473	0.0010189934	-0.0389965971	-0.0287609741	0.0576566032	0.0136924325	0.0222512829	-0.0358692193	0.0071171403	-0.012372809	0.0290594752	0.0011372622	0.0295240726	0.0023532513	0.0274651417	-0.0192368161	-0.0225143875	-0.0272450674	0.0145248439	0.0519844185	0.0008211649	-0.006722604	-0.0012083286	-0.0237901652	0.0301424907	0.0108710446	0.0075060645	-0.0133249023	0.038058156	-0.0420800101	0.0134416556	0.0013171127	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0162330482009309	0.0071551443419651	0.0002635118538937	5.11960905543552e-05	0.0259835410132467	0.0129683977942108	0.0001681793413488	0.000675144403587	-0.0084194593937851	0.0056758533407474	7.088729648359618e-05	3.221531114567455e-05	0.0029092052906567	0.0001102935253738	1.2164661739381074e-08	8.463475423184934e-06	-0.0015221260155178	-0.0002319085848524	2.316867607116094e-06	5.378159172824285e-08	0.0002597148372134	0.000409909470822	6.745179666878286e-08	1.6802577426965402e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1982.2872328942528	2.041369259649628	4.167188454242469	3929462.6736955536	2271.6610276071647	0.876445569489988	5160443.82434924	0.7681568362786293	2208.12707266972	-12.645742692618567	4875825.169056946	159.91480824791594	2269.8155366173087	1694.5743345221467	0.7780049999999998	28.763407	0.1863879172069941	0.091011113269992	-0.0121520652	-0.0507792643	-0.024125901	-0.0115187992	-0.0278433536	-0.0306281977	0.0131186387	-0.0682411042	-0.0408566787	-0.0011612367	0.0184929423	-0.0505603291	-0.0480454853	0.0274064892	0.013431946	-0.0388445185	-0.0087293341	-0.0149993739	0.0552265645	-0.0616335932	-0.0023080757	0.0013920094	-0.0163708008	-0.0235623457	-0.0182875523	0.00609219	-0.0054476315	0.0503616456	-0.0159732347	0.0147479951	0.0181878477	0.0061060333	0.0086311597	-0.0100374816	0.0511392101	-0.0296425335	0.0213756938	0.0053356224	-0.0170226087	0.0077768339	0.0354800172	0.038151502	0.022893714	0.0045939879	-0.0134756243	0.0075559231	-0.0296579813	0.0069689383	0.0146676526	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0027080822781897	0.0135249659227412	7.333709625445116e-06	0.0001829247032113	-0.0116937419117846	-0.0376772829250313	0.0014195776486128	0.0001367435998994	0.0539252301513215	0.0623446895451066	0.0029079304468729	0.0038868603144757	0.0025449339508721	-0.0003642713397846	1.3269360898846748e-07	6.476688814301476e-06	-0.0008522084157904	0.0006699175997274	7.262591839439833e-07	4.487895904245211e-07	-0.0001629157995569	-0.0004226306367703	2.654155774526402e-08	1.7861665513686928e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1973.1230588288684	-9.164174065384486	83.98208630066563	3893214.60528219	2251.483574315121	-20.177453292043538	5069178.2854107935	407.1296213525986	2225.692862675108	17.565790005387953	4953708.718962916	308.5569785133873	2282.3884102281672	1702.2209098346073	1.026447	37.948471	0.3456787421691961	0.1834369566365566	-0.0141443283	0.0159183246	0.0179591476	-0.0054828419	-0.0034592959	0.0075219116	-0.0444802509	0.0155581575	0.038143373	-0.0172779097	-0.0156742588	0.0604785738	0.0256296318	0.014831677	0.0432722699	0.0163911163	-0.0138663199	0.0201649317	-0.0448012113	-0.0135256632	-0.0046404704	0.0751734777	0.0346412892	0.0579014361	-0.034381658	0.0057771389	-0.0232282912	-0.0235266526	0.0053628741	0.0026142248	-0.0436152798	0.0190631731	-0.0028612305	0.0022167319	-0.0320217168	-0.0065113449	0.020724585	-0.0154952504	0.0186940892	0.0117647811	-0.0433124356	-0.0146816197	-0.0194108305	-0.0370124969	-0.0117016204	0.0330475545	-0.005453902	-0.0120736869	-0.0038112107	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0161895841688988	0.0188976664470885	0.0002621026355618	0.0003571217971454	0.0240854578176197	0.0357791997294043	0.0012801511332766	0.0005801092782843	-0.1234271532851636	-0.1773523834364851	0.0152342621680792	0.031453867910602	0.002194987271821	-0.000349946679051	1.2246267817889354e-07	4.817969123456196e-06	3.595694183866627e-05	0.000888165357629	1.2929016663892288e-09	7.888377024923672e-07	0.0008719620148873	0.0010348778144442	7.603177554063201e-07	1.070972090828804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
