global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106
2326.8103570908825	n/a	n/a	5414046.4378654	3010.1838052439134	n/a	n/a	9061206.541352728	2543.3489438157585	n/a	n/a	6468623.850008735	2671.430509314073	1925.0671519772443	n/a	n/a	n/a	n/a	-0.0151576891	-0.0053862097	0.0340032618	-0.131377026	0.0128124146	-0.0034412784	-0.0479975274	-0.0269038214	0.0551366045	-0.024770275	-0.0281591174	0.0041287105	-0.0079970405	-0.0370080529	0.0050022135	-0.0227457585	0.009783812	-0.0324081006	0.022155617	-0.0090134609	0.0783381963	-0.0222836242	-0.0001475763	0.0418736426	-0.0030493416	0.0259601726	-0.0592905143	0.1143824458	-0.0062207038	0.0732744493	-0.0542454386	0.0123848905	-0.0631799582	-0.0503372228	0.0420383869	-0.0723496005	0.0172116695	-0.06903973	0.0534770465	-0.0114193607	0.0237372013	-0.0420690486	0.0229901763	-0.0731325253	0.0169611784	0.022407693	-0.0609854031	0.0581028474	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0279452902356354	n/a	n/a	0.0007809392463538	0.0191258485936742	n/a	n/a	0.0003657980844281	0.0436915425910982	n/a	0.0019089508939897	n/a	0.0062665076496706	n/a	n/a	3.926911812338014e-05	-0.0035330847040913	n/a	n/a	1.248268752628391e-05	0.0011040799464448	n/a	n/a	1.2189925281415522e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2326.240039734027	-0.5703173568554121	0.3252618875305434	5411392.722461768	3025.706991506177	15.523186262263607	240.9693117329296	9154902.798449362	2547.229448021357	3.880504205598299	15.05831288966609	6488377.860867186	2679.8479884324875	1911.753117142092	0.7566009999999999	28.786449	0.1233528163219877	0.0602678453314676	-0.0189447339	-0.0239555921	0.0269444862	-0.1059689491	0.0409102879	0.0262368212	-0.0282966569	0.0241589644	0.0494661824	0.0073528355	0.0631826571	0.0063725094	-0.0339687382	-0.047119856	0.0454076789	-0.0397842623	0.0147594087	-0.0259766925	0.0720186297	-0.0485270607	1.05307e-05	-0.041808341	0.1002472632	0.0085468868	0.0064654516	0.0340594975	-0.0644212174	0.1008280472	-0.0087505699	0.0273683032	-0.0461385608	0.0160805568	-0.021234	-0.0149751878	0.0375286432	-0.0554441834	-0.0097987605	-0.0552423049	0.0777884404	-0.0113714232	0.0231029063	-0.0652103896	0.0101830191	-0.080418749	0.0047642283	-0.0359657485	-1.19449e-05	0.0044996896	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0046780214639454	-0.02326726877169	0.000541365796094	2.188388481713387e-05	0.0222053108271325	0.0030794622334582	9.483087647295978e-06	0.0004930758289295	0.0675247264630627	0.0238331838719645	0.0045595886839114	0.0005680206534748	0.0052482627933843	-0.0010182448562862	1.0368225873535065e-06	2.7544262348421977e-05	-0.0037831546540392	-0.0002500699499478	6.253497986694509e-08	1.431225913637846e-05	0.0009089367237815	-0.0001951432226632	3.8080877351418266e-08	8.261659678386467e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2325.996606462754	-0.2434332712732612	0.0592597575628011	5410260.213276247	3019.4434140227563	-6.263577483420704	39.23240289081484	9117038.5304854	2540.014509804884	-7.214938216473001	52.055333467522615	6451673.710019344	2666.983580732768	1921.688350352688	0.7752869999999998	29.497398	0.0442139210355361	0.0273772779576616	-0.0153593169	-0.0019799863	0.0299393829	-0.086014973	0.031724007	0.0303579079	-0.0147694089	-0.0582459792	0.0394267149	0.0214781451	-0.0484956606	-0.0034873098	-0.0519986406	-0.0484042898	-0.0584912443	-0.0325542094	-0.0011870831	-0.0181069466	0.0028887394	-0.0544282531	0.1038840334	0.058219557	-0.0376987925	0.0383817863	-0.0071002287	0.0173405889	-0.0454369396	0.0875265224	-0.0088431637	0.0565216152	-0.0561606496	-0.0119559225	-0.090674346	-0.0532294949	0.0477840863	-0.0595343748	0.0103900553	-0.0555871592	0.0270567981	-0.0229338795	0.0059330575	-0.0481942852	0.0325397745	-0.0860522575	0.0067228473	0.0194382914	-0.0639997264	0.0626155005	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.024732652203312	0.0200546307393666	0.0004021882140923	0.0006117040850099	0.0261516416108378	0.0039463307837053	1.5573526654420088e-05	0.0006839083589417	0.0498173843650135	-0.0177073420980492	0.0024817717849714	0.0003135499641773	0.0051982654224828	-4.999737090150003e-05	2.4997370970621616e-09	2.7021963402580284e-05	-0.0037831755730888	-2.09190496001932e-08	4.376066361753431e-16	1.431241741681577e-05	0.0009088426654443	-9.405833719994174e-08	8.846970796817944e-15	8.259949905318999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2325.4391354014083	-0.5574710613454954	0.3107739842376731	5407667.172456449	3017.559368044831	-1.884045977925325	3.5496292469365947	9105664.53967512	2546.032730792635	6.018220987751192	36.218983857408936	6482282.6662674025	2666.6135823747754	1916.363178032032	0.895814	34.083111	0.142396143010873	0.0851161962947712	-0.0109309376	-0.0196150235	0.011825334	-0.0778864762	-0.0054594693	0.0138421869	-0.0341618174	0.0212977953	0.0369945031	-0.0042333938	0.0245861788	0.0096582347	-0.0364158551	-0.025020028	-0.0075315566	-0.016563727	0.0117447602	-0.0021963494	0.0232549826	-0.026468398	0.0129903893	-0.0283021822	0.0378336296	0.0208739187	0.0097250001	0.0218859257	-0.0361099635	0.0524483862	-0.0077565443	0.0312603217	-0.0223386	0.0081414866	-0.0046127365	-0.0087048741	0.0177917946	-0.0511337014	0.000242153	-0.0453448119	0.0633974802	0.0153651765	0.0160309364	-0.0647183011	0.0145837204	-0.0552966953	0.0038003831	-0.0360742493	0.0114261139	0.0051717406	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0153302851272485	-0.0094023670760635	8.840450663304288e-05	0.0002350176420827	0.011909533965408	-0.0142421076454298	0.000202837630184	0.0001418369992732	0.0532235195527732	0.0034061351877597	0.0028327430335844	1.1601756917294816e-05	0.003962246120935	-0.0012360193015478	1.527743713798712e-06	1.5699394322864454e-05	-0.0027212308171307	0.0010619447559581	1.1277266647069085e-06	7.405097160101818e-06	0.0008998960609178	-8.946604526500058e-06	8.004173255359133e-11	8.098129204553728e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2324.1233013591286	-1.3158340422796757	1.7314192268220707	5401549.119920455	3000.694812153661	-16.864555891169857	284.4132454063919	9004169.355685895	2537.44858447511	-8.58414631752521	73.68756800068162	6438645.318854738	2667.1599820567444	1929.7699974723485	0.919453	34.982491	0.166439867915745	0.093832771893465	-0.0028591393	0.0151883845	0.0184817114	-0.0428020867	0.040769878	0.002667486	0.0133078707	0.008222787	0.0186609443	-0.0004190212	0.0087828679	-0.0057852371	-0.0151312656	-0.0001726815	0.0234664403	-0.0042842465	-0.001163917	-0.0062661236	-0.0160947629	-0.0130509138	0.0066380808	0.0389751469	0.0495839267	-0.0086933692	-0.019254642	0.0101729623	-0.0084999395	0.0715740185	0.014177512	0.0427929134	-0.0104900407	0.041245615	-0.1031472424	-0.0717356727	0.0389956003	-0.0256291344	-0.0083657135	-0.0226450016	-0.0517474908	0.0028352922	0.0103350161	-0.0348145	0.0027551641	-0.0981277967	0.0227426389	0.0235240625	-0.0520119055	0.0034099271	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0256121206279544	0.0102818355007058	0.0001057161412635	0.0006559807230608	0.0129939736967656	0.0010844397313576	1.1760095309469452e-06	0.0001688433524322	-0.0050853388917033	-0.0583088584444765	2.5860671643470142e-05	0.0033999229730979	0.0026342713975705	-0.0013279747233644	1.7635168658950195e-06	6.939385796058036e-06	-0.002309060336141	0.0004121704809897	1.6988450539928084e-07	5.331759635939588e-06	0.0010950455413477	0.0001951494804299	3.808331971205993e-08	1.1991247376254772e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2312.6224273269777	-11.500874032150932	132.27010350340365	5348222.491375722	3012.5853023085483	11.890490154887177	141.38375612346883	9075670.203685489	2525.5835371928	-11.86504728230966	140.77934701144386	6378572.203339296	2662.535824665981	1957.353365985668	1.811261	68.913185	0.8466121089542404	0.5865168269544999	0.0088389012	-0.1006272419	0.0955881165	-0.0928814577	0.0679464482	0.0461445309	0.0529773296	-0.1097877004	0.0219063585	0.1143659479	-0.0402033849	-0.0274914747	-0.062772364	0.0159183288	-0.0522766787	0.0173128347	-0.0226129044	-0.0290872214	0.1257345098	-0.0389889063	0.1154003808	0.08870063	5.21259e-05	-0.1452146646	0.0854394387	0.0469632394	-0.0870410963	0.0563136545	-0.1385726327	-0.0411854095	-0.0348817775	0.0691784251	0.192562497	0.2703444029	-0.0424058523	0.001220654	0.0365140848	-0.0296855613	0.1820852935	-0.1369135215	-0.1216497814	0.0170544488	0.0308780732	0.1057766869	-0.0438208727	0.0103079442	0.0229325661	0.1349886722	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0010515682915297	-0.0245605523364247	0.0006032207310702	1.105795871750692e-06	-0.2003418659551101	-0.2133358396518757	0.0455121804799708	0.0401368632543753	-0.5499253037741383	-0.544839964882435	0.3024178397310783	0.296850587333093	0.0018710194778736	-0.0007632519196969	5.825534929210031e-07	3.500713886582399e-06	-0.001816954363508	0.000492105972633	2.4216828830107097e-07	3.301323159070761e-06	0.0011172026906879	2.2157149340200008e-05	4.909392668839257e-10	1.2481418520802834e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2307.897649919798	-4.724777407179772	22.32352154739641	5326391.562505326	2995.9458383959395	-16.63946391260879	276.8717592990102	8975691.46660195	2541.762903874843	16.179366682042655	261.771906231992	6460558.6595142735	2658.133600015556	1926.4556107267665	1.303585	49.597595	0.6845977938374119	0.3886118718814275	0.005058924	-0.1574765584	0.0560949594	-0.0262465659	0.0042530487	0.0195161838	0.1256661692	0.0831739601	0.0081400923	0.2027411628	-0.0546494142	-0.0019654478	-0.104783503	0.018488764	-0.0450846379	-0.0568212328	-0.0056462862	0.0347712946	0.1619930914	0.0226565795	0.0069470822	0.062403379	0.0582406215	-0.0560213379	0.1161172896	0.0102162472	-0.0825176947	-0.08441872	-0.1836836684	-0.0006385873	-0.0843930125	-0.0454112142	0.1374559114	0.2107993586	-0.0392879061	0.0132415497	0.0437308031	0.0120480275	0.2355007462	-0.0523197426	-0.1481711393	0.0091306049	0.064089026	0.1449150287	-0.0251342736	0.0478904144	0.0139586884	0.047454644	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0121795764513166	0.0111280081597868	0.0001238325656042	0.0001483420825334	-0.0598766917415076	0.1404651742136025	0.0197304651668577	0.0035852182139075	-0.6772688247285998	-0.1273435209544615	0.4586930609492589	0.0162163723290793	0.0084530987035939	0.0065820792257202	4.3323766933658736e-05	7.145487769270086e-05	-0.0014100547726119	0.000406899590896	1.655672770714135e-07	1.988254461765597e-06	-7.040302886922832e-06	-0.0011242429935748	1.263922308602079e-06	4.9565864739613955e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2332.499697013611	24.60204709381287	605.2607212061863	5440554.8365685865	3009.77064691588	13.824808519940689	191.12533061302463	9058719.347036436	2543.601401170893	1.838497296050264	3.380072307584131	6469908.08803853	2661.9303410622924	1963.1872434639124	2.008954	76.434807	1.1055545534777311	0.6412220718795071	0.0043481745	0.0043885119	-0.0027776901	0.0389114896	0.0285373523	-0.0077937951	-0.0013734644	0.0203446385	-0.0234713701	-0.0326012351	0.05881275	0.0021844387	0.0132272721	-0.0415677606	0.0075660785	0.018965378	-0.0019423133	-0.0123054686	-0.0372682454	0.0094914914	-0.0538259336	-0.040372421	0.0182130111	0.0175346146	-0.0030978928	-0.0107082495	0.0231940398	-0.0252745629	-0.0075853243	0.0204876854	0.0110043056	0.0443387721	-0.0748256649	-0.0602312154	-0.0021425454	-0.0320310414	-0.0025229554	-0.0366469368	-0.0880938681	0.0036706447	0.0350343909	-0.0134266016	-0.0195710973	-0.0381347357	-0.0310886598	0.0234448793	-0.0383740012	-0.0243096158	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0502025190471755	0.0380229425958589	0.0014457441636479	0.002520292918682	-0.0501670578927075	0.0097096338488001	9.427698947776467e-05	0.0025167336976102	-0.1210484635248789	0.556220361203721	0.0146527305217339	0.3093810902175978	0.0008311035188668	-0.007621995184727	5.809481059600309e-05	6.907330590727775e-07	-0.0025629839098142	-0.0011529291372023	1.3292455954100402e-06	6.568886521966484e-06	0.0012500676917707	0.0012571079946576	1.58032051023211e-06	1.562669234008926e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2327.2025040882154	-5.297192925395393	28.060252888859004	5415871.49503446	3002.1572904365007	-7.61335647937949	57.96319688210967	9012948.396521032	2543.931615474836	0.3302143039427392	0.1090414865283877	6471588.064212408	2665.929524649561	1932.3492789521888	0.850259	32.349857	0.255182722066327	0.1416393950160656	-0.0032311108	-0.016104724	-0.0025449761	0.0350731536	-0.0195534444	-0.0079360776	0.0296446199	0.0531531312	-0.0157680881	-0.0245959492	0.013364342	0.0038008147	-0.0003607325	-0.0027469995	0.0120855188	-0.0179124655	0.0079665403	0.0014176351	0.0065237009	-0.0032741042	-0.084335517	-0.0559290691	0.0665700971	0.0019380196	0.0180490788	0.00047581	0.0069814539	-0.0407376626	-0.0156833982	-0.025938919	0.0088993659	0.0162797967	0.0184807609	-0.0073850301	-0.0060139502	-0.0158051637	-0.0089614179	-0.0093134819	0.0144190923	-0.0023484265	0.0145673883	-0.023643076	0.0091963294	-0.0095854979	-0.0241282977	-0.0120894181	-0.0244096535	0.0164101177	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0313674765875049	-0.0188350424596706	0.0003547588244575	0.0009839185874676	-0.0507664659211428	-0.0005994080284352	3.592899845526916e-07	0.0025772340621225	-0.0097142866897428	0.1113341768351361	9.436736589051412e-05	0.0123952989315573	-0.0009230294447967	-0.0017541329636635	3.076982454210893e-06	8.519833559617043e-07	-0.002191912297913	0.0003710716119012	1.376941411589548e-07	4.804479521742248e-06	0.0008869903724737	-0.000363077319297	1.318251397878957e-07	7.867519208610331e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2327.649780174046	0.4472760858307083	0.2000558969560391	5417953.499144285	2998.6860905137173	-3.4711999227833985	12.049228903931471	8992118.269440442	2545.65297373096	1.721358256124404	2.9630742459276487	6480349.062665281	2662.187840824633	1951.631109620062	0.7627899999999999	29.021914	0.0981553137374786	0.0418706229482872	-0.00050096	0.0062401879	-0.0087664117	0.0531133421	-0.0033077192	-0.011225373	-0.0011605508	-0.0485848406	-0.0056592347	-0.0113978754	-0.0243300107	0.0107307867	0.0569685319	-0.0159523161	0.0099953704	0.025468859	0.0055999097	-0.0143879709	-0.0303908079	0.0315273869	0.0154514477	-0.0508724997	-0.0791065014	0.0084533603	-0.0026605445	-0.0067439613	0.0292883527	-0.0372135017	-0.0018232042	0.0016236738	0.0229766125	0.0357687816	-0.0386834336	-0.0547877346	-0.0037064306	-0.0213190296	-0.0002908218	-0.0283869508	-0.0594644058	-0.0082660514	0.0399481777	0.0117073874	-0.012984401	-0.0191632394	-0.0148777048	-0.0094610088	-0.0190219606	0.0071399867	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0415874332587691	0.0102199566712642	0.0001044475143625	0.0017295146050525	-0.0681018641462714	-0.0173353982251285	0.0003005160316237	0.0046378639001972	-0.0299871868823586	-0.0202729001926157	0.0008992313771174	0.0004109904822197	-0.0013220397815074	-0.0003990103367106	1.592092488019861e-07	1.7477891838881338e-06	-0.0017792169133665	0.0004126953845465	1.7031748042598367e-07	3.1656128248094155e-06	0.0010818258241859	0.0001948354517122	3.7960853243897044e-08	1.170347113875502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
