global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
1993.190493553371	n/a	n/a	3972808.3435915294	2690.077953404018	n/a	7236519.39539035	n/a	1924.4262170925947	n/a	n/a	3703416.2650333145	2097.0480367817404	1384.8186670392386	n/a	n/a	n/a	n/a	-0.0412282703	-0.0118235381	0.0976496774	-0.0328030133	0.1139800469	-0.0838197426	-0.0761725063	-0.0381345509	0.0793777553	-0.0439528293	0.0307117633	0.0128152603	0.0256088196	0.0007550223	0.0091428785	0.0756713289	0.0853768502	0.028323809	0.0173615158	0.0156010642	0.0201399479	0.0253062191	0.0629127417	0.0036062471	0.0438683631	-0.0137631681	-0.0804049203	0.000217178	-0.0421529783	-0.1012342663	-0.0081621574	0.0428519561	-0.0606647745	-0.0286182053	0.0153127194	0.0104698343	0.0049693692	-0.0994245256	0.0248828042	-0.0356400432	0.0170963608	0.0868251117	-0.0780695059	-0.0600809154	0.0287743626	0.0690106902	-0.0405915161	0.0453602672	-0.0445100375	0.0053964724	-0.0671279838	0.0891197391	0.0477301555	-0.0423893999	0.0022209222	-0.0658443206	0.0410073418	-0.0454371503	0.0655234627	-0.036296424	0.0051213134	-0.0262539415	0.0878623961	-0.0153492886	0.0274940139	-0.0208594887	0.0106116782	-0.1005467466	0.0114117636	-0.033886399	0.0516128606	-0.0248645843	-0.0155624678	0.032435505	-0.0078436443	0.0074939543	-0.0750317258	0.0511763957	0.0119541859	-0.0142460468	0.0269614712	-0.0553903021	0.0758027817	-0.002602508	0.0120450979	-0.0950342015	0.0650410343	-0.0025153547	0.0978492421	-0.0521423358	0.026116483	-0.0674664068	0.052868136	-0.0214800724	-0.052060877	0.000455042	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0473435087148459	n/a	n/a	0.0022414078174326	5.4746284448015103e-05	n/a	n/a	2.9971556608629803e-09	-0.1241411825266496	n/a	0.0154110331991149	n/a	-0.0007266199997904	n/a	n/a	5.279766240954009e-07	-0.0012952139866038	n/a	1.6775792710941089e-06	n/a	0.0005870297849774	n/a	n/a	3.446039684506125e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1999.9173918384524	6.726898285081461	45.2511605378319	3999669.574177918	2694.9920729282926	4.914119524274611	7262982.273146336	24.14857069885693	1926.8232163979967	2.396999305402005	5.745605670097695	3712647.707250321	2106.274538510805	1395.881864735184	1.002611	24.169722	0.0692095427971926	0.0349299331716908	-0.0472492187	-0.0011395187	0.0446521884	-0.0112447077	0.1271013414	-0.0401270958	0.1112978893	-0.0196386869	0.0314443151	-0.1011617521	0.0308510372	0.0368252401	0.0981431605	0.0309400592	0.0883824103	0.0251929322	0.0090337499	-0.0030642841	-0.0129884159	-0.0091109097	-0.0254337426	0.092567917	0.0671498449	-0.0007654197	0.0084796777	0.0688165742	-0.0498316486	0.0570074148	0.0354161685	-0.0679619513	-0.1298861231	-0.0513412527	-0.016308873	-0.0117357964	0.0022564313	-0.0069397177	0.0089174424	-0.0341307589	0.0813277994	0.1222772536	-0.0474948135	-0.0803122809	0.0442773998	0.0698113517	0.0378478023	0.0531868455	0.0991729481	0.054430019	0.0255945039	-0.0338488789	0.0401859689	0.0373982279	-0.0063210186	0.0040282416	0.0462685703	-0.0543861577	-0.0371482285	-0.0303677944	-0.0556341335	0.0078410952	0.0813899177	-0.0693495626	0.0194924155	0.0065437217	-0.0035192012	-0.0361948432	0.0863524119	-0.0650920221	-0.0031846077	-0.0736397105	-0.0494996509	0.0014995158	-0.0291421747	0.0535754913	0.0123887056	0.0034728494	-0.0197953654	0.0547047279	-0.0181363273	0.0150329825	0.023616664	-0.0509099695	0.0806813678	-0.0144973049	-0.0352209526	-0.0613841199	0.0035047689	-0.0256345664	0.0387386101	-0.0194751502	0.0281290867	-0.0101879163	0.1286129511	-0.0016680385	0.067532097	-0.0051671104	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0746099509885311	0.0272664422736852	0.0007434588742642	0.005566644786511	0.0127111597693954	0.0126564134849473	0.0001601848023019	0.000161573582683	-0.1283623694868296	-0.00422118696018	0.0164768979002733	1.7818419352793726e-05	-0.0006673228631173	5.929713667309996e-05	3.516150417628296e-09	4.453198036390707e-07	-0.0011241054845458	0.000171108502058	1.263613140385948e-06	2.9278119476532624e-08	0.0003161254221409	-0.0002709043628365	7.338917380385007e-08	9.993528252376223e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012.919489527825	13.002097689372476	169.05454432398508	4051844.871320959	2708.3179434640065	13.325870535713875	7334986.082889105	177.5788255346072	1930.005623544325	3.182407146328387	10.127715245001989	3724921.706912719	2107.2397520387326	1410.6417164064449	0.97757	23.566057	0.1179432224738606	0.0666984577797122	-0.0578721202	0.0346053365	0.0030079912	-0.0187979843	0.059442648	-0.0427555185	0.1473752793	0.0380101706	-0.0955907285	-0.0721423015	-0.0283736527	0.0159844825	0.0624528413	-0.0277825614	-0.0117764873	-0.0159736317	0.00688083	0.0140909437	-0.0680046793	-0.0218425766	-0.0362813053	0.0804527156	0.0488847461	-0.0367389833	-0.0475388154	-0.0478834529	0.0548901279	-0.0176574303	0.0309652475	0.0229827752	-0.0779555264	-0.016506797	-0.0343497098	0.0420040704	0.0101117664	0.1051671298	-0.0635647911	0.0090131728	0.0233397517	0.025552514	0.1318048659	-0.0633101233	-0.0257779146	-0.0630297219	-0.0099256582	0.05015087	0.0803400772	-0.0111327538	0.0774616663	-0.0290469371	0.131620603	0.0255018147	0.0001993555	0.0135504977	-0.0049783266	-0.0547063298	-0.0071201502	-0.0428629083	0.0453308147	0.0088835667	0.0934485947	-0.0028929741	-0.0451633709	-0.0166432275	-0.0593609222	0.0003307961	0.0464593265	-0.0025865113	-0.0359254203	0.0258280044	-0.0782054779	-0.06775241	-0.0125940582	0.0675728234	0.0342724736	-0.0049974413	-0.0136700244	0.0510532958	0.0197309777	0.0081710804	-0.0057846184	-0.0475219358	-0.0390477483	0.0185503261	-0.0700325939	-0.0723546434	0.0866048933	0.1967168779	0.0513648624	0.0529935402	0.0967592297	0.0214199721	0.098538163	-0.0277077487	0.069067513	0.0110362697	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0855873000603821	0.0109773490718509	0.0001205021926452	0.0073251859316258	0.02237122784976	0.0096600680803646	9.3316915317279e-05	0.0005004718355058	-0.1705472125867047	-0.042184843099875	0.0290863517210946	0.001779560987361	-0.0006968996364963	-2.9576773378999963e-05	8.747855235127208e-10	4.85669103348675e-07	-0.0018712253313726	-0.0007471198468268	3.5014842407704966e-06	5.58188065522501e-07	0.0006418480463705	0.0003257226242296	1.060952279350172e-07	4.1196891462962747e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020.7207189238693	7.801229396044391	60.85918008970714	4083312.2238881993	2711.118324148996	2.8003806849897046	7350162.567536461	7.842131980863408	1934.3355005112053	4.329876966880192	18.747834548319616	3741653.828537935	2105.2416236514136	1439.624322792822	0.986012	23.76956	0.0563025269273892	0.0284227220160481	-0.0709074075	0.0402313224	-0.1012017438	-0.0364410256	-0.0334732578	0.0182573512	0.0490714285	0.0637474036	-0.1319776098	0.0450687121	0.01335479	-0.1215223286	-0.025530751	-0.0069256779	0.0069605591	-0.0433401694	0.0324134226	0.0384751352	-0.0734689884	0.016593051	-0.0703268314	-0.0021116577	-0.0438164644	0.0134826742	-0.0953572273	-0.0274674026	0.0386399451	-0.048055044	0.0238238063	-0.0096612429	0.0895340998	0.018396543	0.0290880958	-0.0289771974	-0.0060916716	-0.0522520862	-0.1161957535	-0.0470094509	-0.031764346	0.0089601765	-0.0420820449	0.121575241	0.0102561154	0.0251301247	-0.0328203994	0.0212354911	-0.013756102	-0.0595482498	0.0672926039	0.0409034813	0.132327779	0.0125769574	-0.043068672	0.0322410366	-0.0108916473	-0.0066729418	-0.0019804291	0.0289807333	0.0027521625	-0.0359503801	-0.1241036421	0.0248425913	-0.0715946638	-0.0486374931	0.048996143	0.0192539263	0.0433242694	0.0273440332	-0.0542737925	0.0112252458	0.0287644756	-0.0376372398	-0.0370065335	0.0655007365	0.0430362516	-0.0048736838	0.036033745	0.0613635687	-0.0399940606	0.0241599639	-0.0381717515	-0.0177371511	-0.0855812508	-0.0406416496	-0.0202632487	0.1321264962	-0.0358174886	0.0273946927	-0.0556474884	0.026946417	0.0127104881	-0.0254354159	0.0194007539	-0.0052360449	0.0270064173	0.0570874639	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0850042464345648	-0.0005830536258172	3.399515305786848e-07	0.0072257219119082	0.0208660007379819	-0.001505227111778	2.265708658031836e-06	0.0004353899867974	-0.1768138483219985	-0.0062666357352938	0.0312631369584347	3.92707234388615e-05	-0.0010322075145427	-0.0003353078780464	1.1243137307997944e-07	1.0654523530784182e-06	-0.0014987021554071	0.0003725231759655	2.246108150621887e-06	1.387735166314229e-07	0.0003907268912924	-0.0002511211550781	6.306183452775914e-08	1.5266750357902299e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015.4464884980991	-5.274230425770156	27.817506584119645	4062024.547999319	2705.7293080357144	-5.389016113281741	7320971.088363426	29.041494669210245	1931.5730249825776	-2.762475528627647	7.631271046266597	3730974.3508403455	2105.4590991792224	1454.6203288141571	0.998276	24.065226	0.0602639251948021	0.0342477835455272	-0.0738816318	0.0395974521	-0.0557189405	0.0001521043	-0.0222294091	-0.0438279663	-0.1077667973	-0.0433332509	-0.0472673267	-0.0713338848	-0.0587811986	-0.0416885555	0.0008783901	-0.0748263709	-0.0748568663	-0.0239210297	0.0829750757	0.0455546941	-0.036132093	-0.0231256375	-0.0575165806	0.0016119527	0.0476615709	0.009137685	0.0199740732	-0.0178803326	-0.0891330757	-0.0696181498	0.0203813722	0.0250824546	0.0132476691	0.1065561144	0.0212887466	-0.107196355	0.0194035181	0.0166609107	0.0576364579	-0.0536695205	0.1151008257	-0.0184796609	0.0206525005	0.0096761423	0.0412795664	-0.043160365	0.0130252157	0.0315882381	-0.0845822073	0.045630923	-0.0027487809	0.1023464826	-0.0482869743	0.0931562012	-0.039682318	0.0432114043	-0.0080519116	-0.0654688913	0.0167148533	-0.0336397564	0.007870252	0.0667135215	-0.0290854038	0.0222864679	-0.0793283405	-0.0827931187	-0.0075604562	-0.0217467795	-0.042831484	0.0042172659	-0.099463907	-0.0688141781	0.0491390288	0.0345540981	-0.022970498	0.061398648	0.0454669762	-0.0124469695	0.0029762368	0.0094108773	0.0035925074	0.0233872149	0.006674934	-0.031254693	-0.0757088245	-0.0362182158	-0.0415921945	-0.0170526371	-0.0331843865	-0.0105078106	0.0532554484	-0.0006436738	-0.0136786009	0.0547777665	-0.1146619268	0.0516295029	-0.0358868561	0.0342176385	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0785369934284858	-0.006467253006079	4.182536144463792e-05	0.006168059336786	0.0412680557054869	0.020402054967505	0.000416243846897	0.0017030524217111	-0.1769008625637766	-8.701424177809391e-05	0.0312939151758081	7.571478272216584e-09	-0.0005688356251408	0.0004633718894018	2.1471350788788665e-07	3.235739684293247e-07	-0.0014615644639852	3.713769142190001e-05	2.1361706823843447e-06	1.3792081241482652e-09	0.0002250844125274	-0.000165642478765	2.743743077141348e-08	5.0662992762804784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2008.8477997820896	-6.598688716009519	43.54269277079136	4035469.4826893434	2690.9468877301897	-14.782420305524738	7241195.152584794	218.5199500891901	1927.15019548443	-4.422829498147621	19.561420769684737	3713907.8759556767	2104.8529878426425	1467.415763093447	0.957539	23.083176	0.0774537662510963	0.0378284995867927	-0.079719684	0.0087627743	0.0036768704	0.139482887	-0.0124691697	-0.0500573357	-0.0432944664	-0.0264010793	-0.0006190689	-0.0694340628	-0.0165112584	0.0586494915	-0.0588434555	-0.0418380529	-0.0527889823	-0.0328432473	0.0508024191	0.0057254324	-0.0020752333	-0.0467923533	-0.0498618752	0.030361753	0.0198181184	0.0673181137	-0.0556064644	0.0540407933	-0.0387247549	0.0053365005	0.0098085144	0.0263428819	-0.0628823838	-0.009986678	-0.0218183235	0.0398704535	-0.0204701284	-0.0174011654	-0.0239204026	-0.0451557841	-0.0105869156	0.0780180984	-0.0520580665	-0.0077530575	-0.0248792403	-0.0501860247	-0.0324801783	0.0413815322	-0.0054306269	0.0151195958	0.0195673481	0.0459347762	-0.0440974753	-0.0129471113	0.0279973941	0.0702767987	-0.0149010642	-0.0701637058	0.0663081065	-0.1188457301	-0.0553226891	-0.0531896563	0.0137364402	0.0340635904	-0.0283525065	-0.0735680005	0.0221033828	-0.1159973208	0.0362119403	-0.0546335559	-0.0884224412	-0.0790458899	-0.056715039	-0.0640327445	-0.0352385139	0.0663069688	0.0210733719	-0.0238643234	-0.0175116809	0.0179535987	-0.0489040118	0.0430765931	0.0075246458	-0.0068537828	0.0308023722	-0.0377470495	-0.0177670283	0.0220996082	0.0167942711	-0.0424013014	-0.0857425316	0.0272202821	0.0191511979	0.0886507216	-0.0240868517	0.0158238116	-0.0176105178	-0.0586055614	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0723620116528849	-0.0061749817756008	3.813039992900323e-05	0.0052362607304522	0.0159505285631382	-0.0253175271423487	0.0006409771806035	0.0002544193614434	-0.1582560701501449	0.0186447924136317	0.0250449837393675	0.0003476282841474	-0.0002632552590325	0.0003055803661083	9.337936015088264e-08	6.930333140826868e-08	-0.0013570529913455	0.0001045114726397	1.841592821319769e-06	1.0922647913318762e-08	0.0003613218721697	0.0001362374596423	1.856064540978733e-08	1.3055349530821704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2005.916902855658	-2.9308969264316147	8.590156793366285	4023702.621162036	2700.601211111886	9.654323381696486	7293246.901458986	93.20595995837148	1921.449036504181	-5.70115898024892	32.5032137180729	3691966.399882846	2102.1748451133826	1429.7226931597736	0.999033	24.083454	0.0434486797693936	0.0251808628066696	-0.0450043047	0.0034971538	0.0020917218	0.0615267261	-0.0291663457	-0.0454488403	-0.0204732705	0.0551159556	-0.0060669862	-0.0185393393	0.0010110637	0.0608727857	-0.0625743112	-0.0314326389	-0.0920482394	-0.0694245422	0.0231295468	-0.013074095	0.0333040529	-0.0012234827	-0.0660181374	0.0552922833	-0.0140438276	-0.0511431551	0.0157200802	-0.0404691334	0.0723796661	0.0659037784	-0.0127721981	0.0891810017	0.0472453488	0.068617654	-0.019148104	-0.0153544521	-0.0129413019	-0.0116970857	0.0331481803	0.0621145851	0.0172829555	0.022098836	-0.0065770335	0.0812292938	-0.0369508452	-0.047898448	0.005110395	0.0304050504	0.0286706413	0.0086057343	-0.0116436074	0.023680884	-0.0039470503	-0.0471427211	0.0454639901	0.0262818797	-0.0776938812	-0.0632979881	0.0265343276	-0.0921204162	0.0315071583	-0.0124314996	-0.0085293223	0.070206205	0.0090952029	-0.0575047159	-0.0251705058	0.089179111	-0.0325367416	0.1165289095	0.0076476223	0.0020628001	0.0324083032	0.0447319769	-0.0173366238	0.0337047542	0.0375843717	-0.0174978348	0.0014938978	-0.0378219104	-0.0156827139	-0.0101488411	0.0013528211	0.0247505549	0.0151519618	0.0142420479	0.01845027	0.0340334435	0.0465939098	0.0825022398	-0.0732930916	0.0461489135	-0.0192426977	-0.0205204186	-0.0230356234	0.0269898135	0.0265318415	-0.0237214309	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0737527797699897	0.0013907681171047	1.934235955555227e-06	0.0054394725238006	0.0215444920700775	0.0055939635069393	3.129242771696863e-05	0.0004641651385576	-0.1590472569644845	-0.0007911868143395	0.0252960299479267	6.259765751848368e-07	-0.0003292284076276	-6.597314859510002e-05	4.352456335551148e-09	1.0839134438900517e-07	-0.0009310961229354	0.00042595686841	8.669399901453335e-07	1.8143925374573922e-07	0.0005828470817847	0.000221525209615	4.90734184949697e-08	3.397107207449409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2008.6246227393988	2.707719883740765	7.331746968805102	4034572.875074992	2703.441514195033	2.840303083146864	7308596.020673133	8.067321604133582	1922.9368512507333	1.4878147465522034	2.2135927200581973	3697686.133898085	2102.122592017764	1417.4983412815254	0.925325	22.306606	0.0667504016836612	0.03606438921964	-0.04476626	0.0289724608	-0.0541177712	-0.0439077964	-0.0137448636	-0.0061299795	0.0251914526	0.027752156	-0.1168510386	0.0387723685	-0.0135685437	0.0757511875	-0.0083953609	-0.0432140269	-0.0614742471	0.0540889919	-0.017997682	0.0012637859	0.0118472082	-0.020564694	-0.1147385006	-0.0503128796	-0.0282222524	0.0484207669	0.1174636801	-0.0639914995	0.0261308461	0.0690749064	0.0617366366	0.018220318	0.0877266138	-0.0292936646	-0.0474333516	-0.0862626429	-0.0148727852	0.0296233373	-0.0483092374	0.0291579816	-0.0154588871	-0.0010655948	-0.0218181212	-0.0212330795	-0.012900547	0.0404483765	-0.1202131063	0.0123013786	0.056981501	0.0272781299	-0.0352423251	0.076009627	0.0336190659	-0.0682837371	-0.0535083806	-0.0484942101	-0.0420959765	0.047284189	2.67285e-05	0.0598420287	0.0399410515	-0.0102366217	-0.0115923738	-0.0309345321	-0.0033323116	0.0160530415	0.0975199145	0.1013891432	0.0061431202	0.0948996545	0.0544820807	-0.0054375814	0.1201598731	0.0347970201	-0.0127666189	0.0448124618	0.0766951931	-0.0144123371	0.0641908767	-0.0718375309	0.0010284677	-0.0417264106	0.0062032148	0.01851966	-0.0267893265	0.0404223859	0.076585014	-0.004545361	-0.0347886141	0.0282710873	0.0361964183	0.0521003481	-0.066477345	-0.0518083999	0.0279959716	0.0165350521	-0.019523366	0.0592209449	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0832915739567852	0.0095387941867954	9.09885945380436e-05	0.0069374862921986	0.0302832374223243	0.0087387453522468	7.636567033141506e-05	0.0009170744687768	-0.1618619104448484	-0.0028146534803639	0.0261992780528561	7.922274214524703e-06	-0.0004077770362058	-7.854862857819997e-05	6.169887051516013e-09	1.662821112567863e-07	-0.0014840618260376	-0.0005529657031021	2.202439503502056e-06	3.057710688073103e-07	0.00030119724018	-0.0002816498416047	7.932663327595265e-08	9.07197774920486e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2007.7547524026984	-0.8698703367003873	0.7566744026712451	4031079.145795621	2698.0570697893413	-5.384444405691738	7279511.951840247	28.992241557985057	1922.2997439388937	-0.6371073118395998	0.405905726799481	3695236.305547536	2094.3040664474684	1423.290072635585	0.95626	23.052341	0.0440567468818851	0.0214539081268348	-0.0502161837	0.0300590217	-0.0425828762	-0.0481246561	-0.0174368581	0.0003278152	-0.0658414629	-0.0333077341	-0.0382432484	0.0139349405	0.0177782816	0.0129217962	0.0928162843	-0.0717855091	0.0825403422	0.028302111	0.0244315668	0.0214857008	-0.0087316565	-0.0137247773	-0.0474475439	0.021705373	-0.0043509611	-0.0061737263	0.1762636924	0.064928533	-0.0307624037	0.0423727561	0.024459888	-0.0334962214	-0.0264598496	-0.0223361536	0.0089241508	0.0185801241	0.0670930438	-0.0319495868	0.0173955492	0.0284504037	-0.0226687073	0.0069247039	-0.0386446787	0.0587011586	0.011551229	0.0072479353	-0.0225706757	0.0031822768	-0.0634198431	-0.0038740041	-0.0160185871	0.0289569997	0.0394719593	0.0158644179	-0.0813416799	-0.0159892069	-0.0524838561	-0.0157018178	-0.0492761366	0.0101955643	-0.1025647292	-0.0223291382	0.0952506614	-0.0116058228	0.0875185991	-0.0140581671	0.004765849	-0.0245103509	-0.0697696107	-0.0012422389	-0.0430228632	0.0018761008	0.0110702139	0.0765558153	-0.0148264162	0.0484115616	0.0496432187	-0.0256070411	0.0119342053	0.0103938401	-0.0066638734	0.0256448183	-0.0145179995	0.0046570007	-0.03661625	0.0003788648	-0.0042385084	0.0144143539	-0.0369186831	-0.0442405687	0.0275345127	-0.0120849662	0.0231713842	-0.0165935249	-0.044449287	-0.022736231	-0.0021650826	0.0385551279	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0777768600813288	-0.0055147138754564	3.041206912815141e-05	0.0060492399641105	0.0177958713441057	-0.0124873660782186	0.0001559343115714	0.0003166930368959	-0.1482620741566833	0.0135998362881651	0.0219816426332418	0.0001849555470648	-0.0004208696299684	-1.3092593762600044e-05	1.7141601143247354e-10	1.7713124542973797e-07	-0.0013570409299521	0.0001270208960854	1.8415600855652605e-06	1.6134308042363363e-08	0.0001922141172272	-0.0001089831229527	1.1877321088545118e-08	3.694626686143178e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2005.67316496347	-2.081587439228315	4.333006267153094	4022724.844654583	2680.8199155970983	-17.237154192242997	7186795.419862034	297.11948464716033	1923.410387782424	1.1106438435303971	1.2335297471719733	3699507.519829335	2098.154999571961	1436.8225494075466	0.940596	22.674747	0.0518042605835245	0.0241478372391293	-0.0508782279	0.0185423425	-0.0163956638	0.0317415387	0.0252149447	-0.0118879636	-0.049430897	-0.0775039913	-0.0016845969	-0.0214549644	0.0227619434	0.0071235441	-0.0295617651	-0.0516480536	0.0603345365	0.0632717491	0.0241717442	-0.0233873895	-0.0241592172	0.0234182873	-0.002876587	-0.0228371895	0.0803206866	-0.0069221553	0.0384860971	-0.0356785007	0.0587736444	0.1091349462	0.0200986787	0.0207417203	0.0069881621	0.0122701234	-0.0018595912	0.0456249907	0.0251981162	0.0626161499	0.0542118616	0.0445656143	0.0100420746	-0.0438214796	-0.0242855322	0.0087717526	0.000449895	0.0439399492	-0.0092093643	0.0194516855	-0.019366237	0.0596506458	-0.0357962654	0.0294112516	-0.0379696672	0.0078688071	-0.0160478738	-0.0201553688	-0.1099776088	0.0396242424	0.0561413733	0.0762899659	0.0372496158	-0.068357675	0.0249674238	-0.0052210611	0.0279462159	0.0240045006	-0.0612865528	-0.030936731	0.0282353664	-0.0248075739	0.0225914769	-0.0595197779	-0.0372754093	0.0317216811	-0.0212437688	0.0353099863	0.0442263693	-0.0105282177	0.0279081405	-0.0269615227	-0.0132244155	-0.0069119698	0.0084374581	0.0046485611	0.0069361586	-0.0003323276	-0.0017629635	-0.024416167	0.0228012041	-0.1093093854	0.0491464435	0.0202751353	-0.0322946152	0.0405086937	0.0169834319	0.0418516312	-0.0787910469	-0.0057716207	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0630899891105229	-0.0146868709708058	0.0002157041789131	0.0039803467259658	0.0288790792516664	0.0110832079075607	0.0001228374975222	0.000834001218424	-0.1457469149445103	0.0025151592121729	0.0212421632158423	6.326025862578658e-06	-0.0006248587282945	-0.000203989098326	4.161155223589527e-08	3.904484303258197e-07	-0.0011450773126946	0.0002119636172575	1.3112020520478869e-06	4.492857504088396e-08	0.0002466418515033	5.442773427610003e-05	2.9623782584297543e-09	6.08322029129759e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
