global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
1768.853034625402	n/a	3128841.0581034934	n/a	2200.2376129843974	n/a	4841045.553591279	n/a	1864.603655541849	n/a	3476746.7922600266	n/a	1922.2982900582108	1764.821010893425	n/a	n/a	n/a	n/a	-0.0221762583	-0.0417784407	-0.0193581791	0.0266398607	-0.0453579448	0.042215118	-0.0232872244	0.069275407	0.1052443771	0.0126638627	-0.0045129998	0.0024819932	-0.0168336848	0.0203760241	-0.0627140349	-0.0275475911	0.0190809772	-0.0438536055	0.0243613015	-0.0545776716	0.0432860952	0.0167090587	-0.0267962758	0.0343034775	-0.0626228725	0.0362790891	-0.0279376799	0.0337404073	-0.031810466	0.0424396823	-0.0157576091	0.008020562	-0.0324017202	-0.0082399777	-0.0332359462	0.0187975658	-0.0032012561	0.032858692	-0.0364954278	0.0130633494	0.052558435	-0.0025017814	0.0587368101	-0.0476877224	0.0302307852	-0.0047132311	0.0267635747	-0.0147790657	0.0169631257	-0.0118527979	0.0633848907	-0.0764760684	0.0231655852	-0.0348441952	0.0338777255	-9.398e-07	-0.0049310255	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0004027887868431	n/a	1.6223880680653626e-07	n/a	-0.0223331060856963	n/a	n/a	0.0004987676274349	-0.0414920132624914	n/a	n/a	0.0017215871645747	0.0006352464106702	n/a	n/a	4.035380022693724e-07	-0.0014551120120063	n/a	n/a	2.1173509674850225e-06	-0.0003490385113352	n/a	n/a	1.2182788239509258e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1766.9435437308966	-1.9094908945053248	3122089.486732299	3.6461554761987456	2173.379577463324	-26.85803552107336	4723578.787734657	721.3540720512384	1865.4086500022845	0.8049944604354096	3479749.4315033457	0.6480160813316962	1912.7790438782936	1752.4464658840868	0.974159	26.08005	0.0706800566921171	0.0357175981637682	-0.0131602992	-0.0265297746	0.0929157689	0.0071984408	-0.0129657473	0.034783476	0.0701993122	-0.046863608	0.0633217606	0.0221840883	-0.004724055	-0.0047094017	-0.016277419	0.0183470328	-0.0028940118	-0.0065002938	0.0156663054	-0.0268109118	0.0245413236	0.044225501	-0.0318930097	0.017400502	0.0055416075	-0.0383570154	0.0569848161	0.066333561	-0.0220492171	-0.0001022901	-0.0293071253	0.0082799841	-0.0286106059	0.0203293893	0.0120320877	-0.0005837075	-0.0365899857	-0.0007379501	0.0017812201	0.0318143427	-0.0168967211	-0.0496355456	-0.0064569776	-0.0738911211	0.0054265138	-0.0232995495	0.028363712	0.0677936874	0.0082262422	-0.012808218	-0.0281191159	-0.0089143347	0.0559240242	-0.0559934365	0.0163536062	-0.0154974577	0.0204463357	0.0209997382	-0.0669368274	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0016259907573754	0.0012232019705322	2.6438459430702265e-06	1.4962230607141017e-06	-0.0148966585190066	0.0074364475666896	5.530075241212515e-05	0.0002219104350318	-0.0169243059891712	0.0245677072733201	0.0006035722406675	0.000286432133215	0.0010546566065231	0.0004194101958528	1.759049123853679e-07	1.1123005576828207e-06	-0.0017372103241541	-0.0002820983121477	7.957945771663759e-08	3.017899710347593e-06	-0.000396584000966	-4.754548963080001e-05	2.260573584232511e-09	1.572788698222003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1766.667256235986	-0.276287494910548	3121113.194256387	0.0763347798439461	2162.963853489269	-10.415723974055254	4678412.631501147	108.48730590370936	1862.7672219081232	-2.641428094161256	3469901.7230153074	6.977142376624365	1909.6559965245865	1750.0540951633575	0.955618	25.58367	0.0786710453349779	0.04057380309251	-0.0157070693	-0.0013747745	0.0009936405	0.0068475784	0.1008494803	0.0278255878	0.0244621376	-0.0100456546	-0.0271200329	0.0079578035	-0.0234873511	-0.038315462	-0.0553637392	0.0270710126	-0.0506875206	0.0090273449	0.0150913909	0.0262285084	0.0298555789	-0.045236455	0.0396963541	0.0080193249	-0.0146338421	-0.0193895398	0.0571714578	-0.0480508335	-0.0471851068	0.0207012104	-0.0434814892	0.0359941854	-0.0091344201	0.0770328872	-0.0199278042	-0.009197528	-0.0126072871	0.0167188941	-0.0020451177	-0.002887627	-0.0268363584	-0.0145940398	-0.0001775501	-0.0575688493	0.0109655233	0.0210816737	-0.0787688079	0.0839920022	-0.0027405984	-0.0394664762	0.0401864071	-0.0763387019	0.0553796131	-0.02962203	0.0723276982	0.0043368339	-0.0059484408	0.0709766366	0.0199921201	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0034104983690497	-0.0050364891264251	1.1631499125290663e-05	2.5366222720598272e-05	-0.0180976423868344	-0.0032009838678277	1.0246297722093813e-05	0.0003275246599617	0.0001593543869589	0.0170836603761301	0.0002918514518469	2.5393820643046838e-08	0.0007046724702711	-0.0003499841362519	1.2248889562805846e-07	4.965632903579743e-07	-0.0011796966555823	0.0005575136685717	3.108214906443867e-07	1.391684199192064e-06	-0.0005560844354341	-0.000159500434468	2.5440388595512657e-08	3.092298993320617e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1761.995397826282	-4.6718584097041	3104627.7819609977	21.826261000322926	2176.375434702093	13.41158121282433	4736610.032774725	179.87051062818253	1863.1450873480903	0.3778654399670813	3471309.616509323	0.1427822907215159	1918.1251869351256	1760.7727270114283	0.947712	25.372005	0.087437621319172	0.0451749943073504	-0.0201935726	-0.0134988336	-0.0618442197	0.0060422199	0.0530183364	0.0498468137	-0.0594630504	0.0097274618	-0.0390670996	0.0071693561	-0.0117056137	-0.0341181574	-0.0395123178	-0.0088178906	-0.0370086397	-0.0259759411	0.023712051	0.025079414	0.0144781112	-0.035596895	0.0612084822	0.011135516	-0.0152653173	0.0403144796	-0.0183182834	-0.0475216936	-0.055036463	0.0179540594	-0.0119142674	0.0157796457	-0.0384971216	0.1029301948	-0.0539672805	-0.0085350909	-0.0185164622	0.0021796986	-0.007591914	-0.0058152772	-0.0306596884	0.0023630739	0.0327226685	0.0614436407	0.0529966892	0.0119915701	-0.0440355688	0.021739334	-0.0046078358	-0.0354185997	-0.0102854173	-0.0915632918	-0.0236321963	-0.0190036735	0.0430105466	-0.0219724882	0.0497707864	0.0503764053	-0.0348406267	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0198927969517797	-0.01648229858273	0.0003957233705647	0.0002716661665702	-0.0105392559077301	0.0075583864791042	5.712920616750667e-05	0.0001110759150886	0.0263223074866516	0.0261629530996927	0.0006845001148967	0.0006928638714218	0.0012582382524462	0.0005535657821751	3.064350751951304e-07	1.5831634999188677e-06	-0.0010378196252729	0.0001418770303094	2.0129091729414426e-08	1.077069574601583e-06	-0.0005068475847657	4.923685066840001e-05	2.424267463742322e-09	2.568944741828235e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1763.5924120568395	1.5970142305575337	3110258.1958644614	2.550454452603271	2175.5269118222323	-0.8485228798608659	4732917.344062779	0.7199910776473776	1864.9087263854624	1.7636390373720587	3477884.5577486474	3.110422654142642	1916.523140701593	1719.262424567858	1.074723	28.772335	0.1101282223650968	0.05700968928564	-0.0049449336	-0.030110214	-0.0116308919	0.0113684222	-0.0500558489	0.0209552968	-0.0183926948	0.0764048244	0.032647784	0.0155683227	-0.0227156875	0.0083622982	-0.0305847357	0.0083980558	-0.035064283	0.0248840428	0.0073195127	-0.0078927697	-0.0618185957	-0.0708415692	-0.0339785926	0.0187809923	-0.0313369952	0.0273845785	-0.0588981305	0.0270403266	0.0303363444	0.060600149	-0.0231483792	-0.0051816087	-0.0126455571	-0.0573440353	-0.0056760471	-0.0056990147	-0.0267031885	0.0153933709	0.0008098327	0.0180949335	-0.0159343189	0.0075389866	0.0225499904	-0.0007286705	0.021296937	-0.0159616514	0.0157077596	-0.0659797908	0.038760517	-0.0238850226	-0.0059476506	-0.0598854667	0.0134827172	-0.0030982419	-0.009401299	0.0021756305	-0.0593267694	0.0190050594	-0.031763694	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.002672938722668	0.0225657356744477	7.144601415138038e-06	0.000509212426529	-0.0166843644638561	-0.0061451085561259	3.776235916657296e-05	0.0002783680175627	-0.0100279633901365	-0.0363502708767881	0.0013213421928158	0.0001005600497539	0.000605116581691	-0.0006531216707552	4.26567916810064e-07	3.661660774374007e-07	-0.001083715131434	-4.589550616110002e-05	2.1063974857835704e-09	1.174438486099012e-06	-0.0007091725530041	-0.0002023249682383	4.0935392772669564e-08	5.02925709934353e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1760.5011730493125	-3.091239007527065	3099364.380308005	9.555758601656914	2167.3690348538485	-8.157876968383789	4697488.533243302	66.55095663128668	1859.476679216352	-5.432047169110319	3457653.5205494724	29.50713644743944	1910.8936516256888	1744.7629226800314	1.157919	30.999662	0.0688601216755074	0.0342677738592597	-0.0031752223	-0.0258728678	0.0928553566	0.0073400502	-0.0311783412	0.022985235	0.0342544189	-0.0826214666	0.0889376245	0.0021295189	0.0052405544	-0.0219350818	-0.0176296948	-0.0464421198	0.0093369588	-0.0347567596	-0.0396968618	0.0102870932	0.0402450352	0.0743448285	0.0038517036	0.0005179311	0.0201257134	-0.0196960757	0.053862238	0.051221361	-0.0408702743	-0.0342730389	0.0145255637	-0.008945858	0.0244523157	0.0405293212	0.0255124734	0.0022247176	-0.0320764587	0.0070124959	0.0013895365	-0.0053888327	-0.0178000415	-0.0431048864	-0.0674501476	-0.0240991604	-0.0170145412	-0.0157899969	0.0560036762	0.0139940555	0.0953377588	0.0108476328	0.0396303951	-0.01919356	-0.0222853106	-0.0063728076	-0.1261031322	0.1122433899	0.1886011021	-0.0994553896	0.1457122968	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0028509544674477	-0.0055238931901156	8.12794137546e-06	3.05133959758066e-05	0.0002993964367306	0.0169837609005867	0.0002884481343282	8.963822632698018e-08	-0.0098509421293115	0.0001770212608249	3.133652678407265e-08	9.70410608350442e-05	0.0010961525910495	0.0004910360093584	2.411163624867208e-07	1.201550502864532e-06	-0.0013297871643049	-0.0002460720328708	6.055144536121729e-08	1.768333902350067e-06	-0.0005227716687539	0.0001864008842501	3.4745289649256446e-08	2.7329021765173735e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1756.0958103935536	-4.405362655758836	3083872.495281792	19.407220128754545	2159.828196698969	-7.540838154879566	4664857.83925592	56.864240078087455	1862.2773544579225	2.8006752415703886	3468076.9449267983	7.843781808745355	1911.8094204771755	1743.1489361113152	1.096234	29.348217	0.0577521376534227	0.0283544801082349	-0.0082350427	-0.0079620977	0.0549073905	-0.0059519087	0.0135296847	0.008375461	0.0161025266	-0.0618971994	0.0093472942	0.0084967197	-0.0162625019	-0.0097308259	-0.018426313	-0.0319495657	0.0065956113	-0.1039260629	0.0152898881	-0.0404174032	0.0620443046	0.0311124044	-0.0406324013	0.0070447348	-0.014039902	-0.0064137269	0.0402509877	0.0152686965	-0.0408920766	0.0042577333	0.0190592345	0.0178918525	0.0173870752	0.043738928	0.0359564399	-0.0060040991	-0.0130962814	0.0196583964	0.0068817497	-0.0195081523	-0.0332399967	-0.039441989	-0.0638772358	-0.0545229929	-0.0211363521	0.0172218787	-0.0172392651	0.0295639581	-0.0365731429	0.0047965749	-0.0309390318	-0.0102547419	0.0385522012	-0.0117367248	0.0348907634	-0.0258329819	0.0153130768	0.0595868987	-0.0598552155	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0031052339838737	0.0059561884513214	9.642478094604132e-06	3.5476180867654415e-05	-0.0039284308108733	-0.0042278272476039	1.787452323558197e-05	1.5432568635818652e-05	-0.001044119242259	0.0088068228870525	7.756012936391172e-05	1.0901849920555083e-06	0.000943929305941	-0.0001522232851084	2.3171928529223652e-08	8.91002534614258e-07	-0.0011649637057502	0.0001648234585547	2.7166772489932907e-08	1.3571404357152386e-06	-0.0009809509064396	-0.0004581792376856	2.0992821384624918e-07	9.622646808446728e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1758.5849810190798	2.489170625526185	3092621.135465877	6.19597040298242	2153.4518800215287	-6.3763166774401725	4637354.999568257	40.65741437100168	1860.25829578422	-2.019058673702375	3460560.92703401	4.076597927852793	1906.360038727405	1709.2584401455	0.960763	25.721409	0.0900227650242316	0.0560844212919377	0.0032414642	0.0075653258	-0.0025943399	-0.0084064209	0.0692809073	0.0227183389	0.0271480221	-0.0358448167	-0.0500129088	0.0060884015	0.0066399294	-0.0227140264	-0.0287461008	-0.0035196632	0.0094031809	0.0538153831	-0.0464802554	0.0730028835	0.0102505965	-0.0742203224	0.033107434	0.0036913919	-0.0001727921	-0.0127623379	0.0482061545	-0.0613020718	0.0019972052	0.0248955413	-0.0205037497	-0.029841344	0.0414026289	-0.0096732981	0.0049741702	-0.0021255156	-0.0134372922	0.0004935139	-0.0001769194	-0.0019913936	-0.0147494054	-0.0233658974	-0.0007189246	0.0065052202	-0.0182062229	0.0488995777	-0.055775814	0.0177139961	-0.0126045051	0.0093752808	0.027391825	0.0149885778	0.0150613812	-0.0201061561	0.0065211673	0.0403045348	-0.0743018405	0.044344689	0.0274405972	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0003813512703771	-0.0027238827134966	1.45428791418228e-07	7.419537036885602e-06	-0.0258343733938914	-0.0219059425830181	0.0004798703204504	0.000667414848655	-0.002646078675653	-0.001601959433394	2.566274026240026e-06	7.001732357745535e-06	7.616274344264144e-05	-0.0008677665624983	7.530188069902176e-07	5.800763488709621e-09	-0.0011690219813673	-4.058275617100033e-06	1.6469600984348652e-11	1.366612392919928e-06	-0.0005769561386686	0.0004039947677709	1.6321177238634418e-07	3.3287838594738085e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1759.1569692589017	0.5719882398218488	3094633.2424921645	0.3271705464944968	2155.3299772089176	1.878097187388903	4645447.310655394	3.527249045278108	1859.9281459161407	-0.3301498680793884	3459332.7079710527	0.1089989353928375	1908.5138195561428	1735.642431989783	0.957104	25.623459	0.0800619308082261	0.0426414833605272	-0.0108191625	-0.0176500166	-0.1175775444	0.0030124959	0.0472355516	0.0341596137	-0.0096738274	0.0371179405	-0.081388867	0.0035528935	0.0095733284	-0.0390902063	-0.0476377355	-0.0016508574	-0.0279574264	0.0297960591	-0.0232623387	0.0107973633	-0.0109532778	-0.0190198854	0.0878214459	0.0028388798	-0.0104745152	0.0560164629	-0.0167336842	-0.0867642217	-0.0087795964	0.0659672199	-0.0287659002	-0.0214278547	-0.0327407006	-0.0004065232	-0.0692864896	-0.0077963603	-0.0074518677	0.0096193027	-0.0056830278	0.0007547896	0.0072960177	0.0288063499	0.04616657	0.0833090911	0.0164401069	0.0568124437	-0.0744596221	-0.001616524	-0.0432771652	0.0196504265	-0.0494756668	0.023237014	0.0536729983	-0.0284800932	0.0411911537	-0.0317877658	-0.0295457938	-0.0212583895	-0.0051052288	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0218033109581767	-0.0221846622285538	0.0004753843687389	0.000492159238195	-0.0179589854639345	0.0078753879299569	6.202173504731084e-05	0.0003225251588938	0.0052773147431395	0.0079233934187925	6.278016326896433e-05	2.785005089815753e-05	0.0006887080524743	0.0006125453090316	3.7521175561669e-07	4.7431878154294325e-07	-0.0009672083006921	0.0002018136806752	4.07287617076716e-08	9.354918969276996e-07	-0.0006041668935802	-2.721075491159998e-05	7.404251828591623e-10	3.6501763529834885e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1759.24002772193	0.0830584630282373	3094925.475139057	0.006898708280613	2166.268565784801	10.938588575883388	4692719.4991073385	119.65272003244654	1858.0615991068169	-1.866546809323836	3452392.906075381	3.4839969913969924	1908.5565731272973	1728.314779549272	0.963005	25.781448	0.1422138954866623	0.0728648827227045	-0.0052386617	-0.0070035284	-0.0385264796	0.0094895175	-0.0020342467	0.0337871155	-0.0046193371	0.0531418841	-0.0014915819	0.0051668246	-0.003685806	-0.0201799921	0.0078607563	-0.0165556794	-0.0121150683	0.0761860464	0.0192383311	0.0504062106	-0.1322673529	0.0420041103	-0.0550827878	0.003295783	-0.0068781924	0.0214853371	-0.0408029296	-0.0259139408	0.0593405911	0.046247496	-0.0006525934	-0.0192455033	-0.0290056756	-0.0699268059	0.04596636	-0.0038685662	-0.0112627829	-0.0183188026	-0.012169729	0.0323121025	0.0506985597	0.0339850389	0.0756609863	0.000579404	-0.036928519	0.0109504864	-0.0012048388	-0.0626190381	-0.0213557712	0.0253699163	-0.0412270304	0.0238007322	-0.097147223	-0.0382320776	-0.0351011382	-0.0460020864	-0.0536561454	-0.04814554	0.003039362	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0857470260846753	-0.0639437151264986	0.0073525524823659	0.0040887987041788	-0.0314111513504968	-0.0134521658865623	0.0001809607670395	0.0009866604291638	-0.0159948604007169	-0.0212721751438564	0.0004525054353509	0.0002558355592384	0.0004309043338567	-0.0002578037186175	6.646275733306267e-08	1.856785449364864e-07	-0.0011202293624557	-0.0001530210617635	2.341544534325946e-08	1.2549138245079038e-06	-0.0010642588997939	-0.0004600920062136	2.116846541817473e-07	1.1326470057905224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
