global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
2032.390842530832	n/a	4130612.5368031855	n/a	2330.7478173660907	n/a	n/a	5432385.388156796	2188.0936089409724	n/a	n/a	4787753.6414883295	2185.0357067108152	1573.2971964661183	n/a	n/a	n/a	n/a	-0.0062488012	0.0767265177	-0.0321278044	0.0658425033	-0.0137030825	-0.0192673866	-0.0606381261	-0.0160922827	0.0643077585	0.0164320785	0.0144681737	0.0214177804	0.0043232425	-0.0168970237	0.0067657997	-0.0372157424	0.0067190583	-0.0669776744	0.0135418158	-0.0453668533	0.0075133435	-0.0717725346	0.0332108215	-0.019353552	0.0270597646	-0.0752412665	0.0567637895	-0.0698132203	0.0516612435	-0.0562738529	0.1299301003	-0.0677172714	0.0196107944	-0.1727644294	0.0215771429	-0.1274527697	0.1172653257	-0.0130468873	-0.0002587999	-0.0331406316	0.0060349991	-0.0260050879	0.0299969744	-0.0460819485	-0.0045265632	0.0168103575	-0.0774773533	0.0021052056	-0.0630814959	0.0110884827	-0.1045840701	0.0915239772	-0.0041462349	0.0282591072	-0.1817566763	0.1240418944	-0.037394121	0.0163170443	-0.0126089598	0.1326447194	-0.0069340862	-0.0112363924	-0.0130512315	0.0211677998	-0.0415045313	0.057049478	-0.0289589156	0.010399826	-0.0764747238	0.0099277333	-0.0248973009	0.0211665732	-0.0632392386	0.0837177224	-0.0645070879	0.0119400375	-0.1038907564	0.0150561568	-0.0440100469	0.0363047174	-0.0065408743	0.0475257498	-0.0754506124	0.0219959813	-0.062724183	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0922537638515308	n/a	n/a	0.008510756944774	-0.141984317866985	n/a	0.020159546520153	n/a	0.1860423794628545	n/a	0.0346117669562007	n/a	-0.001973270894327	n/a	n/a	3.893798022398079e-06	-0.0012344735002989	n/a	n/a	1.5239248229402182e-06	0.0019977866055437	n/a	n/a	3.991151321289819e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024.347089912284	-8.04375261854807	4097981.1404363327	64.70195618839892	2330.6374177279536	-0.1103996381370961	0.0121880801008017	5431870.772913624	2184.5601582228537	-3.533450718118729	12.485273977373762	4772303.08489466	2178.512161254883	1570.7417669894428	1.146678	36.036003	0.1252520904913011	0.0645845251092119	0.0024757982	-0.0019536687	-0.0533390393	-0.0608971037	-0.0366341102	-0.0184410888	-0.0488593636	0.0230400462	0.0259908819	0.0168459171	0.0225561462	-0.0517425323	0.004668848	-0.0360763139	0.0007731058	-0.0393207023	-0.0034847323	0.063830717	0.0641776552	-0.0152462718	-0.0267361512	-0.0260516447	0.0371762459	-0.0506355303	0.0068603436	0.0252989089	0.0676374185	-0.0296857521	-0.0023187765	0.018768092	0.0210781041	-0.0694485515	0.018226671	0.0701790748	0.2258183962	0.0387687599	0.06442947	0.0852435662	0.007822275	-0.0166208502	0.0015574072	-0.0458944558	-0.0046106025	0.0485900505	0.0569597523	0.0136230861	-0.0008979052	0.0692910372	0.0365741965	0.0502209596	-0.0708526961	-0.0091318122	0.0308146621	-0.010883188	-0.0705244063	-0.0359518603	0.0176773437	-0.0142693748	0.1138191924	-0.0796520786	-0.1795473781	-0.0094051243	-0.0004580917	0.0045534944	0.0967835918	0.051333394	0.0171817809	-0.0792989264	-5.4622e-05	0.0392199488	-0.0551248698	0.0549802069	-0.0856860782	0.0109940537	-0.0367370672	0.0188225074	-0.1579072551	0.0054258892	-0.0867077942	0.1231872715	0.0656369133	0.1427917841	0.0726770305	0.063407129	-0.0008620634	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.064498656714278	-0.0277551071372528	0.0007703459722003	0.0041600767179462	-0.1420462851592532	-6.196729226817799e-05	0.0201771471275438	3.839945311049791e-09	0.2165492720853947	0.0305068926225401	0.0468935872407143	0.0009306704974831	-0.002774933087243	-0.0008016621929159	6.426622715508898e-07	7.700253638675967e-06	-0.0013597045029596	-0.0001252310026606	1.5682804027404238e-08	1.8487963353686128e-06	0.0015861173323356	-0.000411669273208	1.6947159050368525e-07	2.5157681919354e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024.1577610566576	-0.1893288556263996	4097214.641645901	0.035845415572802	2325.55129085175	-5.086126876203707	25.86868660084168	5408188.80638224	2183.1242175169664	-1.435940705887333	2.0619257108242124	4766031.349109067	2180.4815797805786	1595.7147964116384	0.947947	29.790598	0.0590158470114277	0.0373183657416692	0.0095005494	-0.038277958	-0.0328599011	-0.0133050353	0.0314360569	-0.0002724612	0.0040425109	0.0564511074	-0.060474893	-0.0324980058	-0.0066104351	-0.0562304563	0.0125163654	-0.0061975941	-0.0539451911	-0.0792818699	-0.0904229117	0.0553800991	0.0517433986	-0.0956736957	-0.0624221581	-0.0439897135	-0.0032345665	-0.0357552934	0.0471527447	-0.0542647638	0.1669536078	0.0454227891	-0.0646541031	0.0475256311	-0.0355543638	-0.0154228128	0.0705387138	0.01390683	-0.0079886732	0.0605828923	0.1123033119	0.0216762012	0.0082737323	0.0149667789	-0.0621971024	-0.0810739668	-0.098147165	-0.0129110437	0.044837999	0.0815127847	0.0485134508	0.0925202148	0.0317948936	-0.0172223168	0.004908258	-0.0111008642	0.0629292212	-0.0597527779	-0.1370859097	-0.0376365796	0.0177485195	0.0166378108	-0.0630690546	0.0475236588	0.0542975195	-0.0133762897	0.0048494715	0.0122492791	0.066866991	-0.0432773491	-0.0056684079	-0.101937557	-0.0087836615	0.0238692135	0.0198713538	0.0089597367	-0.0874293708	0.0278580564	-0.1060357755	0.0676860686	-0.1496423129	0.0256733981	-0.088812347	0.1179512837	0.0686178413	0.0952987556	0.0961825694	0.0503106841	0.0133751219	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0643704120104331	-0.0001282447038448	1.6446704064265753e-08	0.0041435499423929	-0.1419556853862786	9.059977297459776e-05	0.0201514166134881	8.208318863048655e-09	0.1846726427698115	-0.0318766293155832	0.0341039849875864	0.001016119496523	-0.0029998363449736	-0.0002249032577306	5.058147533783675e-08	8.999018096624568e-06	-0.0015737354709917	-0.0002140309680321	4.580925527675783e-08	2.476643332657468e-06	0.0014866440937178	-9.947323861779988e-05	9.894925201113754e-09	2.210110661386019e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025.0262580869232	0.8684970302656438	4100731.3459415263	0.7542870915802427	2302.6878674650848	-22.86342338666509	522.7361289579042	5302371.4149709	2189.685291637074	6.561074120107605	43.04769360954579	4794721.676411738	2183.8100522995	1564.7729887832552	1.030301	32.378689	0.1069678732930772	0.0551439355621634	0.0050779093	0.0453196843	0.0554611482	0.0471409847	0.032250092	0.0001584703	-0.0034512074	-0.0225238062	0.0698745186	-0.0583786325	-0.0178753817	0.0104472116	-0.0139003342	0.0098079432	0.0107046874	-0.0627361114	-0.0016326049	0.0337743597	-0.0228029788	-0.0014019286	-0.1198358619	-0.160313155	-0.0391596283	-0.0124266733	-0.0286247141	0.0668387178	0.1227858306	0.0470546516	-0.0699269167	0.0236749868	-0.0581679737	0.080663718	-0.0601738828	-0.0606206811	-0.0156179029	0.0355085566	0.0264307371	0.0661238425	-0.0114372134	0.0251415698	0.014531034	-0.0642787498	0.0067886804	-0.0175915372	-0.0688073821	0.0606967699	-0.0421258746	0.0711509497	0.0521367808	-0.1091779703	-0.0721767901	-0.0325272781	0.0242029067	-0.0757936164	-0.1013304331	-0.0641890168	0.1169279039	0.0002833428	-0.0078351267	0.1216899334	0.0833930047	-0.0128927672	-0.0022015145	-0.0296818233	0.0286929087	-0.0490391896	-0.0321423943	-0.0319762683	-0.062800111	0.0343728043	-0.0084800749	0.0469772862	-0.0089979577	0.055735222	-0.1001641874	-0.0012687879	-0.1188356009	-0.0188853081	-0.0708083845	0.0781918929	0.0629446448	0.1294369225	0.0386221291	0.0010821099	-0.0369814648	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0441738466085013	-0.0201965654019318	0.0004079012540345	0.0019513287241914	-0.1421350727491557	-0.0001793873628771	0.0202023789054077	3.217982596000764e-08	0.1400126505467582	-0.0446599922230532	0.0196035423131286	0.0019945149053631	-0.0029948922630665	4.944081907100242e-06	2.444394590411596e-11	8.96937966737558e-06	-0.001221010201734	0.0003527252692577	1.2441511557291698e-07	1.4908659127385033e-06	0.0010056748787783	-0.0004809692149395	2.313313857195191e-07	1.0113819618057482e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2026.1212757382727	1.095017651349508	4105167.423999286	1.1990636567669928	2325.0822034861944	22.394336021109662	501.5062858263699	5406007.252968217	2179.940207001657	-9.745084635416788	94.96667455143636	4752139.306102428	2175.550302886963	1573.637124954314	0.983776	30.91659	0.0919543431459711	0.0518339987806608	-0.0292942722	0.060072143	-0.0160789607	0.0026473783	-0.0437762871	-0.0237288565	-0.0395601454	-0.0422449388	0.0430852742	0.0508112504	0.0198086279	0.0237713501	0.0135591272	-0.0425954254	0.0093601249	0.0221067712	0.0738937701	-0.0390562471	0.1837580111	0.0509010052	-0.050945189	-0.0986078133	0.143352792	-0.091161947	0.0158334416	-0.0640622205	-0.0998982483	0.0089610311	0.0327581048	-0.0336653444	-0.0320903679	-0.004048459	0.0227229462	0.1770685847	0.0525825363	0.0235923841	0.0342636397	-0.0943886497	0.0104928863	-0.0507764472	-0.0007572	0.0231243852	0.0824740733	0.0156015798	0.103801074	0.0795945643	-0.1131534083	0.0511922776	-0.0055775827	0.0311722645	-0.0054350647	0.1321480943	0.0510673452	-0.0301253901	-0.026309542	0.0031337232	0.0377925825	0.0350946973	0.0692277977	-0.1632807901	-0.1030847991	-0.0135750412	0.0091074967	-0.0073868952	-0.0224367208	0.04554407	-0.0167298929	0.0230084493	-0.0538109094	0.0338968732	-0.0375317837	0.0600686321	0.0024080117	0.0007168574	-0.0772147736	0.0142970603	-0.1096033641	-0.0194589188	-0.0509537346	0.0502998358	0.0331523697	0.0819608207	0.094392159	0.0101801003	-0.0655332104	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0369471654400399	-0.0072266811684614	5.222492071059467e-05	0.0013650930340536	-0.1423606338205871	-0.0002255610714314	0.0202665500617992	5.0877796945281856e-08	0.1737258903869616	0.0337132398402033	0.0301806849907425	0.001136582540523	-0.0027868211933217	0.0002080710697448	4.3293570064745424e-08	7.766372363546984e-06	-0.0010769788470057	0.0001440313547282	2.0745031144869357e-08	1.1598834368977272e-06	0.0003420000819339	-0.0006636747968443	4.4046423596645546e-07	1.1696405604279433e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2026.6704441744	0.5491684361272746	4107393.08929006	0.3015859712384765	2328.061119602151	2.9789161159565083	8.873941225905408	5419868.576603221	2182.921425682607	2.981218680949951	8.887664823644965	4765145.950704186	2178.023262405396	1590.7439825306278	1.069227	33.601986	0.0920680956077262	0.0429247025785022	0.0100417596	-0.0520348313	-0.039196308	-0.0367808914	-0.036671451	-0.0039252112	-0.0314718877	0.0418975002	-0.0097376502	0.0410036702	0.1012100923	-0.0495179955	0.0117708131	-0.0081818881	-0.0259882408	-0.0463506908	-0.0722739021	0.0232355842	0.1099697597	0.0114402782	-0.0539055328	-0.0220059054	0.0208201469	-0.0479036502	0.0261110203	-0.0006466908	0.1467214724	0.0847461624	-0.0475673525	0.0402133247	-0.0734936755	-0.0189135787	0.0320511258	0.1147033308	-0.1187650394	0.0111212267	0.0324014107	-0.0479105669	0.0097205618	0.0144370013	-0.0253950551	-0.0482768527	-0.0498006921	0.0091273254	0.0916692204	0.0700847539	-0.0525078226	0.0798811468	0.0275503612	0.0310577591	0.0515053798	-0.0106984106	-0.016646808	-0.0603262375	-0.0947532573	-0.0759162812	0.0381813366	0.0161726158	-0.1080970781	-0.0537779555	0.0553673999	-0.0018957626	-0.0022786061	-0.028774455	0.0667886528	0.0290944344	0.0409174736	-0.0642663208	0.0110343619	0.0029207781	-0.0138173656	0.0339237772	-0.0716600425	-0.0067433836	-0.043591138	0.0603577168	-0.1284535999	0.0067226669	-0.07550031	0.1212585454	0.0380044656	0.0336703755	0.0761844443	0.0343301093	-0.0002975024	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0337475226751564	-0.0031996427648834	1.0237713822871325e-05	0.0011388952867101	-0.1230657001346173	0.0192949336859698	0.0151451665496235	0.0003722944659459	0.1606247406238736	-0.0131011497630879	0.0258003073004866	0.0001716401251148	-0.0025988831226214	0.0001879380707002	3.5320718418550854e-08	6.75419348504636e-06	-0.0015715279741366	-0.0004945491271308	2.4457883914593505e-07	2.469700173493886e-06	0.0007889602719784	0.0004469601900445	1.997734114846156e-07	6.224583107602309e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2030.654740117173	3.984295942773088	4123558.673560344	15.874614159598089	2320.2931196656946	-7.767999936456363	60.34182301278606	5383760.161167962	2188.8631266276043	5.941700944997137	35.303810119779875	4791121.787109972	2184.992852401733	1572.610699291342	1.084632	34.086109	0.0319494975226445	0.028954751741707	-0.0125069746	0.0008962654	0.0101500827	0.0404485066	0.083526048	0.0015153229	-0.0228104167	0.0135053269	0.0317830667	-0.0855985181	-0.0554341367	0.050069295	-0.0085794133	0.032788143	0.0064185923	-0.0242523615	-0.0385083316	0.0019360532	0.0344346967	-0.0210373123	-0.0089002424	-0.0349310066	0.0718104391	0.040824404	0.0425726015	0.0410460696	0.0857573502	0.0192438121	-0.0118045705	-0.0035307188	-0.0316450061	0.0119739783	0.0610046457	0.0263518037	-0.1266971553	0.0505250561	-0.1876934663	-0.0971289885	-0.009745712	0.0251461827	0.0130698851	-0.0164954893	-0.0311156402	-0.02666512	0.0134300688	0.0562109914	-0.0111997272	0.0680158311	-0.0402435545	-0.0295732301	0.0662352538	0.0215518857	-0.0361425724	0.0211662476	-0.0329424472	0.0509460988	0.0481378353	0.0619124781	-0.0512058766	-0.003691015	0.0268649667	-0.0142856429	0.0214388715	0.0001292859	-0.0090204585	-0.0703636633	-0.0108984436	-0.0306613477	-0.0333508076	0.0129495228	0.0417953108	0.0110483657	0.0024648547	0.0548665002	-0.0842648224	0.0507343614	-0.0826903988	-0.0382202784	-0.0296348585	0.0930358325	0.0137171473	0.0015175028	0.0689548246	-0.0096381991	0.0031881112	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0327190951610418	-0.0010284275141145	1.0576631517879286e-06	0.0010705391881573	-0.1208227260701733	0.002242974064444	0.0145981311350281	5.03093265376844e-06	0.1603800026180977	-0.0002447380057759	0.025721745239781	5.98966914711654e-08	-0.0020318838855716	0.0005669992370498	3.214881348150556e-07	4.128552124445543e-06	-0.0015708052457612	7.227283754000172e-07	5.223363046083484e-13	2.467429120110904e-06	0.0007899054653194	9.45193341000028e-07	8.933904518707954e-13	6.239506441414579e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2022.9005632433275	-7.754176873845608	4092126.688770172	60.127258990882055	2306.443596408792	-13.849523256902556	191.8092944434848	5319682.063415122	2180.321958106455	-8.541168521149302	72.95155970667176	4753803.841001166	2172.757657623291	1564.7997712174815	1.075893	33.811485	0.0716283798655278	0.0400537876443502	-0.0405643398	0.08618759	-0.0129956789	0.0034954994	-0.0445700306	-0.0055340651	-0.0256060609	-0.0799021571	0.0239503171	0.0591504936	0.0108846397	0.0676327941	0.0143567064	-0.039543799	0.0235217426	0.0286195157	0.0235792014	0.0100227796	0.040407905	-0.0032332616	-0.0134398078	0.0476063174	0.0058650288	-0.0270585029	-0.0053507342	0.0208445743	-0.0472416609	-0.0946089219	0.0915391665	0.0072219268	0.0800501765	-0.0362629525	0.0169016975	-0.0209686856	-0.0099238714	0.0980678599	-0.0097858063	-0.1406906185	0.0162312546	-0.0443989409	0.02801028	0.0112162913	0.0326520029	0.0329716841	0.0280258778	-0.0124221101	-0.0190134562	0.021766441	-0.0004945384	0.0772985942	0.0136156917	0.0135314969	0.0416558215	0.026800543	0.0355044382	0.0246267386	-0.0553071369	0.0906150588	0.0986732803	-0.0310826532	0.0327980674	-0.019084691	0.0220135903	0.0080052345	-0.0324725747	0.0163246953	-0.0243796202	0.0357891794	-0.0410582694	0.0329724784	-0.0545942295	0.0596940203	-0.0224556509	0.002398787	-0.0474183078	0.0240392582	-0.0581094845	-0.0128396299	-0.0521491637	0.0286131832	0.0108780753	0.0499132351	0.0572652538	0.0196104942	-0.0701239095	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0443442130322324	0.0116251178711905	0.000135143365519	0.001966409229448	-0.1207923989815213	3.0327088651999068e-05	0.014590803651711	9.197323061062107e-10	0.1600430764830775	-0.0003369261350202	0.0256137863301681	1.1351922045965317e-07	-0.0017289058361576	0.000302978049414	9.179569842671222e-08	2.98911539029981e-06	-0.0013331211364049	0.0002376841093563	5.6493735840497586e-08	1.777211964329492e-06	0.0001378474486764	-0.000652058016643	4.251796570684029e-07	1.900191910659273e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025.367939245276	2.4673760019484234	4102115.289322656	6.087944334990986	2321.884317476456	15.440721067664072	238.4158670894051	5391146.783743109	2186.276024650805	5.954066544350098	35.450908414549126	4779802.855962927	2182.594159507752	1604.514709564144	1.159655	36.443825	0.0418479942728605	0.0216018356619013	0.0042098915	-0.0706927705	-0.0664632108	-0.0227387319	-0.0118629575	0.0053778749	-0.0054560694	0.0419206241	-0.0472167069	0.0309979062	0.0747403146	-0.0403050866	0.0024679207	-0.0224531062	0.0230379325	0.0060076463	-0.0823080904	0.008877779	0.0270375234	0.0053294898	0.0111928958	-0.0789329676	-0.0113057116	-0.0204826093	0.0198015417	0.1338569469	-0.0971442823	0.0382956385	-0.0646498014	0.0067533669	0.0411610892	0.0506893928	0.0402565174	0.0464437045	0.0747587197	-0.0269202287	-0.0788440095	0.1066826278	0.0005846778	-0.0279701616	0.0101841489	0.0240609	-0.0735727492	0.0117364038	0.0411579331	-0.0049236122	-0.0477346358	0.0086681961	-0.0039263297	-0.0022350492	-0.0553745849	-0.0349051751	0.0561997937	0.0414995571	0.0343808384	0.0241031919	0.1368156903	-0.0872878466	-0.013527571	0.0436709583	-0.0916130199	0.0031833387	0.0059679356	-0.0101538932	0.0246029472	0.0829279553	0.0504181058	-0.0097740694	0.0202567517	-0.0183584123	0.0122226202	-0.0121346646	-0.0346748961	-0.007406336	-0.0080781293	0.0504453125	-0.0379943007	0.0360055921	-0.0268254111	-0.001158091	-0.0558376069	-0.0442883346	-0.0082574951	-0.0314035938	-0.0222784487	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0346285763066163	-0.009715636725616	9.439359698414024e-05	0.0011991382970231	-0.1039928915050154	0.0167995074765059	0.0108145214835739	0.0002822234514531	0.160139401771211	9.63252881334975e-05	0.0256446279996413	9.278561134001314e-09	-0.0015103568770998	0.0002185489590578	4.7763647505247953e-08	2.28117789620266e-06	-0.0013421635913137	-9.042454908799988e-06	8.176599077768098e-11	1.8014031058480887e-06	0.0002149865303619	7.713908168549999e-05	5.950437923282241e-09	4.621920823704815e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019.3976717259363	-5.970267519339586	4077966.9565721327	35.64409425248126	2301.7505217251714	-20.13379575128465	405.3697313544479	5298055.464262099	2184.715123155382	-1.560901495422968	2.436413478413657	4772980.169343837	2180.9362440109253	1540.8099043671195	1.045784	32.86528	0.0735274402779505	0.0433477928466808	0.0061846357	-0.0242590735	0.0352553499	0.0217763562	0.0842770317	0.0164932356	0.0335396471	0.0109147766	-0.0336295332	-0.0632103393	-0.0061403608	-0.0176445563	-0.0012834343	-0.0103156038	-0.0153788355	-0.0088318906	-0.0791144855	0.0975560744	0.0189014593	0.0009551217	-0.0299647404	0.0325262099	0.0026405607	0.0005387516	0.0627456471	0.0603543619	-0.0186357473	-0.0289412087	0.0088658489	0.1415615027	0.1094327672	0.0091284612	0.0151803837	-0.0278782527	0.0312434943	-0.0198390277	-0.0689264823	-0.0212204743	-0.0027654967	0.0142787939	-0.0160839466	-0.0338384477	-0.077093711	0.0699458062	0.011495751	0.0483324647	-0.0026585171	0.072844073	0.0488569761	0.0143646634	0.06585986	-0.0345803986	0.0686547799	0.0770769331	0.0173631014	0.0323347347	-0.0660424883	-0.0234316812	0.085199438	0.0349060777	0.0303488106	0.0005833505	0.0187898716	0.0010153692	0.0511124771	-0.0532603859	0.0545079796	-0.0321888555	0.0214472161	-0.0254250906	0.0466297996	-0.010159513	0.0090601117	0.0736810693	-0.0034115094	-0.0110660841	-0.0225753671	-0.0695365331	0.0078509627	0.0136485925	-0.045614588	-0.1036583186	-0.0645788527	0.0311428603	0.0484868846	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0444311317837531	0.0098025554771368	9.609009388234468e-05	0.0019741254715852	-0.1041694737897529	-0.0001765822847375	0.010851279269634	3.118130328311762e-08	0.1364325361141993	-0.0237068656570116	0.0186138369105523	0.0005620154792796	-0.0008879702769066	0.0006223866001931	3.873650801000501e-07	7.884912126695839e-07	-0.0013470211666704	-4.857575356700039e-06	2.3596038346019507e-11	1.8144660234580856e-06	4.5401968730508985e-05	-0.0001695845616313	2.8758923543711063e-08	2.0613387646061156e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
