global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
1791.0026776589232	n/a	3207690.5913814325	n/a	1936.7341918945312	n/a	3750939.330053363	n/a	1987.6086150158064	n/a	3950588.006485053	n/a	1896.605645969936	990.0242254438192	n/a	n/a	n/a	n/a	-0.0328456348	0.016889911	0.0104989585	-0.003939875	0.0323422571	-0.0571418752	-0.0656018838	0.0540047508	0.0527512273	0.0224314433	-0.0047547392	0.0107778004	0.0854806113	-0.0973801405	-0.0336950832	-0.0070757574	0.0242732113	-0.0478671871	-0.0509601125	0.0137135572	0.0329287661	-0.0230735978	0.0089740512	-0.034560514	-0.0683980406	-0.023198749	-0.0371159008	-0.0133497917	0.0396704915	0.0263860028	-0.0658204665	0.0330725174	-0.1365037493	-0.0782732408	-0.0185407784	-0.0055581785	0.0436068107	0.0219971128	0.0090833172	0.0105905818	0.0333053205	0.0097457605	-0.0520235968	0.0233362342	-0.0472572155	0.0218379097	-0.036861764	-0.0009131547	0.0312715023	-0.0452677759	0.0326445682	-0.0885885205	0.0289252841	-0.0828557716	0.0261697457	-0.0286354063	0.0859591403	-0.0322844056	0.034908311	-0.007223808	0.1061589833	-0.0046147814	0.0769262422	-0.1373559688	0.0023209577	-0.0314694156	0.0376685424	-0.0481579882	0.0514152783	-0.0807062661	-0.0065088971	0.0199655668	-0.0030124976	0.0608247402	-0.0682884431	0.0182676355	-0.0048636542	0.0125341855	-0.035156237	-1.90688e-05	0.0186308783	-0.0216582698	0.0145146078	-0.041921274	0.0142996118	-0.0371512497	0.0316320395	-0.0174443212	0.0047615754	-0.0386959929	0.0382647193	0.0719702701	-0.0378709268	0.0099149537	-0.0536562012	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0106798280389313	n/a	n/a	0.0001140587269411	0.0	n/a	0.0	n/a	0.0911181445816211	n/a	n/a	0.0083025162719972	-0.0	n/a	n/a	0.0	0.000347999976811	n/a	1.2110398386045658e-07	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788.212889399785	-2.7897882591382768	3197705.337815528	7.782918530825777	1945.7656311807752	9.031439286243996	3786003.8914843206	81.56689558111144	1985.1911878321955	-2.4174271836109256	3940984.052246603	5.843954188061051	1894.7566134550127	971.4681434074456	0.978455	22.005739	0.0480614712459501	0.0255178858289421	-0.0175178196	0.0159343012	0.0267959811	-0.0583275529	0.043640645	-0.0077958777	-0.0102120706	-0.0533492501	0.0482206649	-0.0586663737	0.0033804489	0.0242611443	-0.011313645	4.98028e-05	-0.0179388656	0.0599090437	0.0597867288	-0.0172305611	0.0524510659	-0.0252244604	0.0103830521	-0.0409194819	0.087512611	0.0416744704	0.0088692541	0.0922850651	-0.0041911719	-0.0442807476	0.0420447058	-0.0022857427	-0.0102393927	0.1110528982	-0.010918609	0.0565336716	-0.0375553746	-0.0136607851	0.014469238	-0.0239532377	0.0397757183	-0.0753544036	0.0288383307	-0.0685458207	-0.0456855358	0.0352352767	0.0615202048	0.0437850949	0.0294170242	-0.0526534014	-0.0647873997	-0.0182418844	-0.0580301764	0.0374361858	0.0792550716	-0.0658805661	-0.0437322619	-0.0560613596	-0.0042696956	0.0069268796	0.073061756	-0.078374886	-0.0027953334	0.0578754511	-0.0529868412	0.0522667746	-0.0158291014	0.0710190922	0.0262597819	-0.0551247681	-0.0858335494	0.0434750298	-0.0233031476	0.019377787	-0.0085808666	0.0078788636	0.0752440593	0.0006759451	0.0288813818	0.0531703005	-0.0462657313	-0.0022222737	-0.0087730616	-0.0083273645	-0.0081979456	0.0065498621	-0.0143168475	0.0178808665	0.0280353951	-0.0676023638	0.0381846894	-0.0276229646	-0.0545728625	-0.0246542032	-0.0612085438	-0.0981927131	-0.0368437694	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0120626112168196	-0.0013827831778882	1.9120893170508656e-06	0.0001455065893681	-0.0131938436627194	-0.0131938436627194	0.0001740775105962	0.0001740775105962	0.0748848921390745	-0.0162332524425466	0.0002635184848634	0.0056077470706808	0.0002509999932107	0.0002509999932107	6.300099659177145e-08	6.300099659177145e-08	0.0002540000077662	-9.399996904480002e-05	6.451600394522968e-08	8.835994180423362e-09	-3.1877000416163455e-08	-3.1877000416163455e-08	1.0161431555320853e-15	1.0161431555320853e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1785.2497648368417	-2.963124562943221	3187116.7228499986	8.780107175517458	1935.4420994625816	-10.323531718193635	3745936.120372125	106.57530713655004	1980.74164439567	-4.449543436525573	3923337.4618432624	19.79843679352781	1890.7474905831475	957.6278546465576	0.9130140000000002	20.533955	0.0604860867612413	0.0317046173806046	-0.0025760227	-0.0013642382	0.031985784	-0.0079430097	-0.0061596536	0.005891713	0.0511394358	-0.0340501639	0.0338213875	-0.0770058786	-0.015392919	-0.0245085165	-0.0511789505	0.038885509	-0.0079686019	0.0470372864	0.0084730425	-0.0765228833	0.0008656024	-0.031784043	-0.0280245825	-0.0504684868	0.0877665171	0.0536872051	0.0460941293	-0.00661624	-0.070903222	0.0177768372	0.0135820707	-0.0247789595	0.0087610059	0.1034831558	-0.0518760649	0.0287995883	0.0277115566	0.052350972	-0.0357649883	0.001482379	0.0690944075	-0.066193671	0.0079167414	-0.0527791633	0.0187720874	0.0530050156	0.0268166641	0.0379735763	-0.0367438064	0.0279582736	-0.0754737081	-0.0007998701	-0.007878076	0.0450893318	-0.0252033494	0.0064225306	-0.0696952788	0.0042722771	-0.0575402486	0.0728816809	-0.0242188363	-0.0012821669	-0.1055965843	0.0118263286	-0.0714284377	0.0509827078	0.065699345	-0.0802116494	-0.0228212285	0.0312376719	-0.0506517112	-0.0366307083	0.0431158392	0.013852709	-0.0109212109	-0.0069437564	0.0220568558	0.019027246	-0.017945182	-0.0509443667	-0.0362032952	0.0135514118	0.0050123697	-0.0317020314	-0.0007783275	0.0311381079	0.0179440146	0.067098621	0.044198209	-0.0481228469	0.038338632	0.0077172813	-0.0377392993	-0.0029463599	0.0561633778	-0.0548861639	0.0355505495	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0167176857484889	-0.0046550745316692	2.1669718895396143e-05	0.0002794810167852	-1.758742357083065e-05	0.0131762562391485	3.0931746785980957e-10	0.0001736137284797	0.0967894944575249	0.0219046023184504	0.0004798116027294	0.0093682062373432	0.0001090000152251	-0.0001419999779856	2.016399374791089e-08	1.188100331907203e-08	0.0005269999477215	0.0002729999399553	2.7772894489846375e-07	7.452896721559743e-08	-2.872150185516213e-08	3.155498561001323e-09	8.249246688160817e-16	9.957171168481424e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1786.4751615715556	1.2253967347139678	3191493.502912116	1.5015971574476543	1937.2527268808096	1.810627418228023	3752948.127807133	3.2783716476390765	1983.998376145193	3.256731749523169	3936249.556546763	10.60630168835224	1892.0981422424315	982.1251022728692	0.981453	22.073168	0.0357254611310497	0.0234821500920752	-0.0238412996	0.0066842464	0.0253490843	0.0026741926	0.0486675234	-0.0106262687	-0.0288747646	0.0873199258	0.0215838198	-0.0078924314	0.061848883	0.0136112469	0.070655302	0.0107288	-0.0294936717	-0.0031562819	0.0448847746	-0.0346157104	0.0040222574	-0.0541761544	0.0261325177	-0.0648729779	-0.0196577764	-0.0403253151	-0.0361560702	-0.0755441213	0.0084775288	0.0581815892	0.0445609939	0.0407734599	0.0201460999	0.0532618664	-0.1185579696	-0.0572005287	0.0577691989	-0.0501984826	-0.0451969523	-0.0058042661	0.0115752724	0.0749071058	0.0120718282	0.0265271437	-0.0609016554	0.0630120577	-0.068736946	0.0093440297	0.0163694389	-0.0283395137	0.0412154728	-0.022352213	0.0585701992	-0.0863050521	0.0428376387	0.0462342626	-0.0734860491	-0.0753908338	0.0575232097	-0.0615280959	-0.0188362874	-0.0173393414	-0.0234269976	0.0761550848	0.0679861673	-0.0436153465	-0.0858470525	0.0346150965	-0.0281060644	-0.0230879589	0.0701835378	-0.054302589	-0.097694521	0.0158301468	0.0108413754	0.0687051569	-0.0289534006	0.0039932266	0.0087995006	0.0149091515	-0.0560638191	-0.0081549969	-0.0033813306	0.0087925593	-0.010319527	-0.0336082712	0.0139127126	-0.0254058204	0.0155279099	0.0179211763	-0.0167500484	-0.0383141344	0.048418547	-0.0080569682	-0.0386390079	0.0475636335	-0.0485593817	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0174434218526471	-0.0007257361041582	5.266928928787225e-07	0.0003042729659294	0.0	1.758742357083065e-05	0.0	3.0931746785980957e-10	0.0776087924365569	-0.019180702020968	0.0003678993300171	0.0060231246634605	-0.0	-0.0001090000152251	1.188100331907203e-08	0.0	0.0003199999728014	-0.0002069999749201	1.0239998259289673e-07	4.284898961692204e-08	0.0	2.872150185516213e-08	0.0	8.249246688160817e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1784.2269293140516	-2.2482322575040143	3183465.73528945	5.054548283681597	1938.6046297097507	1.3519028289410926	3758187.91033208	1.827641258898929	1975.916985643711	-8.08139050148202	3904247.9341553296	65.30887243744381	1886.5864902262783	964.1738264264852	0.940385	21.149544	0.0232334253924146	0.014592142241256	-0.0003250041	0.0004916016	0.0348204488	-0.0068005305	0.0283111356	0.0304946333	0.0434683394	-0.0151141917	0.0033403494	-0.0495657495	0.0412634146	0.0502371377	0.040742112	-0.083589777	0.0136502463	0.0440900023	-0.0031252309	0.0226834792	0.0212408457	-0.0285414696	-0.0794550132	0.0301131797	0.0139449525	0.0142711517	-0.0037436857	-0.0049806234	0.0525453462	-0.0695830564	0.0028372971	-0.0300735567	0.0914261172	-0.0160338916	0.0267304346	-0.0752822719	-0.0379781891	-0.0216665676	0.0430067487	0.01000478	-0.0120221468	-0.1066553965	-0.0116438426	-0.045491755	0.0020238153	-0.0264042853	0.0388814059	0.0114389701	0.0434142339	-0.0084278374	-0.0191816868	-0.0328808166	-0.0439744198	0.0050226867	0.082036928	0.0295398334	-0.054029236	-0.0406830652	0.0081659983	-0.0973967215	-0.0496693627	0.0007423547	0.1135192044	-0.011587467	-0.0140591717	-0.0020744208	-0.0327571304	-0.1172297796	0.0356722278	0.0224388566	-0.0628632102	0.0569681539	0.0211101221	0.0121735577	-0.001563622	-0.0167643541	0.0802908318	0.0106779551	0.0204709597	0.0399728739	-0.0527375924	-0.0018211332	-0.0048956115	-0.0137577826	-0.0053885705	0.0459292293	-0.0200716146	0.0226455048	-0.0005946043	-0.0637927809	0.0243315412	0.0030612935	-0.1045227039	-0.0730111635	-0.0049126476	-0.0869065628	-0.0404178126	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0166117308456819	0.0008316910069651	6.917099310667854e-07	0.0002759496016893	-0.0125380498496667	-0.0125380498496667	0.0001572026940327	0.0001572026940327	0.0788712077128508	0.0012624152762939	1.593692329820222e-06	0.0062206674060836	0.0001470000065225	0.0001470000065225	2.1609001917615047e-08	2.1609001917615047e-08	0.0003449999939677	2.5000021166300007e-05	1.1902499583771305e-07	6.250010583154482e-10	-2.5357500976658e-08	-2.5357500976658e-08	6.430028557812114e-16	6.430028557812114e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1781.8491741530004	-2.3777551610512546	3174986.4794297293	5.653719605905878	1930.738445040546	-7.866184669204813	3727750.943157585	61.87686125003283	1971.9213895533867	-3.9955960903243977	3888473.96657816	15.964788117015612	1881.508686735192	956.1835401771712	0.8910479999999998	20.03994	0.0494529637250647	0.0238736935175366	-0.0011378618	-0.0145328624	0.0128301051	0.019728436	-0.003719203	0.0543251457	0.0197761107	-0.0616995579	0.0152498017	-0.0532597112	-0.0751292121	-0.0813274319	0.0389476036	-0.0043872123	0.0345276656	0.0457875348	-0.0113997312	-0.0302332481	-0.0004171611	-0.0790175582	-0.0353466145	0.0156760896	0.0412860538	-0.0481570854	-0.0757027111	0.0463900733	-0.0251419351	-0.1103717371	0.0696298325	-0.0419098768	-0.0398262553	-0.0217096746	-0.027574754	-0.0171098281	0.038815108	0.0371087433	-0.0542862548	-0.0876611731	0.0605701309	-0.0479110875	-0.0373075558	-0.0561134075	0.0244903208	-0.0060639093	0.0017624502	0.0286046195	0.0206839525	0.0570400253	-0.022144817	0.0155945882	0.0444054273	0.0672702962	0.0420478831	-0.0289596346	-0.0610791655	0.0525229701	0.0394451079	-0.0421002603	-0.0035944966	-0.0268334528	0.1199110799	-0.0568980226	-0.0945277856	0.0458321632	0.0479595831	-0.0390566313	-0.0039653894	-0.0727689331	0.0029634642	0.0720599657	0.0336193028	0.0110500457	-0.0132715	-0.0148766854	0.0657360938	0.0032261811	-0.0042374004	-0.0503196399	-0.0134129089	0.0004939665	-0.0019608255	-0.0415795639	0.003722993	0.0383259988	0.0085578402	0.0058621315	0.0241696859	-0.0301110741	0.0195769895	0.0271076661	-0.0587439591	-0.0433580026	0.0514777255	-0.0283347115	0.0485797351	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	3.163331120958901e-05	0.0166433641568914	0.0002770015704589	1.0006663780827095e-09	0.0	0.0125380498496667	0.0	0.0001572026940327	0.0750009216972031	-0.0038702860156477	1.4979113842918194e-05	0.0056251382554299	-0.0	-0.0001470000065225	2.1609001917615047e-08	0.0	0.0005259999040014	0.0001809999100336	2.76675899009482e-07	3.2760967432207486e-08	0.0	2.5357500976658e-08	0.0	6.430028557812114e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1789.5280193694075	7.678845216407126	3202410.5321081947	58.9646638575386	1937.212186016614	6.473740976068029	3752791.053651268	41.90932222522224	1981.973704477544	10.052314924157372	3928219.765240439	101.04903533443704	1892.3043513784603	986.0172083499658	0.959316	21.575304	0.0119974734192311	0.0107924061624602	-0.0203078411	-0.0006538909	0.0197529424	0.0066299152	-0.0182123492	0.0693263902	-0.0421700401	0.0386471535	-0.0247614895	0.0227667382	-0.0016823755	0.0356548499	-0.0059818875	0.0717815013	-0.0073647151	0.0065768658	0.0068336485	0.0432353113	-0.1007319979	-0.0024941791	-0.0584847241	-0.0723495797	0.0059690445	-0.0395408367	0.0779837115	0.026638399	0.0183062817	-0.012742622	0.0040745669	-0.0215432595	-0.0026165342	0.015007996	0.0473920758	-0.0975659718	-0.0401122983	0.0194748758	-0.036750689	0.0239731553	-0.0877733604	0.0504314942	0.0108124611	0.0228671325	-0.0265894442	-0.0177696997	-0.1094209134	-0.0005246263	7.08318e-05	0.0557387247	-0.0118638828	-0.0151488207	-0.0319483088	-0.0874320178	-0.0098857889	0.0626301922	-0.0153145815	0.0525302847	0.0428825846	-0.023087541	0.1222942455	0.056487155	0.0513007454	-0.0865535736	0.0350987139	-0.0861932086	-0.0143783712	-0.0290308827	0.0416660346	0.0065855123	0.0543499124	0.002955441	-0.0348459742	0.0120284353	-0.010776299	0.0223985516	-0.0534658895	0.0074130099	-0.0099040932	-0.0062011025	-0.02718207	0.0011531143	0.0076534421	0.0121566135	-0.0182079132	-0.0132848693	0.0249580715	-0.0059785153	-0.0006811283	0.0181665555	-0.0133451368	-0.0586106485	0.0024022938	0.0521147351	-0.0692346011	0.0446055263	-0.0699863943	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	1.169339569173644e-06	-3.046397164041537e-05	9.280535681080316e-10	1.3673550280352032e-12	0.0	0.0	0.0	0.0	0.0732839084378724	-0.0017170132593306	2.9481345327174307e-06	0.0053705312359304	-0.0	0.0	0.0	0.0	0.0003209999802362	-0.0002049999237651	1.0304098731164081e-07	4.202496874373779e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788.9641519729955	-0.5638673964119789	3200392.737044459	0.3179464407364237	1943.649373114864	6.437187098249979	3777772.885609804	41.43737773787598	1983.2396876972184	1.2659832196743537	3933239.658857361	1.6027135124970429	1892.2378000921133	973.3282377702476	0.923687	20.773996	0.0427911789921953	0.0219399657979385	-0.013568174	-6.18131e-05	0.007593586	-0.0457115231	0.0069145393	0.0257410954	0.011383957	-0.074008775	0.0723751542	-0.0341965265	0.0324716781	0.0974609217	0.0164201339	0.0182873727	-0.0204239006	0.0438503021	-0.0158587446	0.0748927975	0.024518317	-0.0177445779	-0.0251979509	0.0067844652	0.0203061158	-0.0070965337	-0.0165354125	0.0110861635	-0.0339301191	-0.0405904207	0.0295667659	-0.0491109519	0.0672714463	0.0635591223	0.0381777094	-0.0243064594	0.0487181979	0.048344466	-0.0360818058	-0.0798391548	-0.0257149551	-0.0498789315	0.0188744431	-0.0451388622	0.0133933308	-0.0462211897	0.0097064689	0.000104601	0.0528523768	0.0119932377	-0.0382380646	0.0045329167	-0.0057867765	0.0003646108	-0.0065065598	-0.0165138205	-0.0233120183	-0.0252295922	-0.0666140561	0.0849662718	-0.0144796553	-0.0311335531	0.0594866151	-0.0078855718	-0.0463497012	-0.0392551666	-0.0026641114	-0.0304712615	-0.0556593836	-0.0592265427	-0.0318841791	0.021224814	0.0216442985	0.0125089621	-0.0012321672	0.0057943981	0.0655549451	-0.0147945314	0.0114140268	0.0283836869	-0.0387249563	-0.0155980856	0.0030361564	-0.0288002317	-0.0062040856	0.0161261235	-0.0175457958	-0.0125711569	-0.0211999572	-0.0403622679	0.0680668963	0.0110662168	-0.0339095113	-0.0429935708	-0.0361630325	-0.0364638875	-0.0139508434	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0056933881490124	-0.0056945574885815	3.2427984990760484e-05	3.2414668615314846e-05	-5.594783317519614e-06	-5.594783317519614e-06	3.1301600369995766e-11	3.1301600369995766e-11	0.0609465595012679	-0.0123373489366045	0.0001522101787835	0.0037144831150415	0.0002690000447858	0.0002690000447858	7.23610240947624e-08	7.23610240947624e-08	0.0005469999196205	0.0002259999393843	2.992089120648335e-07	5.107597260170728e-08	-7.35715037344302e-08	-7.35715037344302e-08	5.412766161745277e-15	5.412766161745277e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1787.2725024119318	-1.6916495610637412	3194342.9978778088	2.861678237447148	1940.369253810448	-3.280119304415848	3765032.841132915	10.759182651201508	1982.695199808113	-0.5444878891053122	3931080.255342133	0.2964670613823588	1891.469349032032	965.3433749901988	0.877013	19.724287	0.0408915666376199	0.0219434475206593	-0.0012391401	-0.019893718	0.0298337193	-0.010157321	-0.0239719711	0.020988809	-0.0300772704	0.0382611176	-0.0184123131	-0.0119246312	0.0159349607	-0.0832506572	0.009188671	0.1428765333	-0.0073415747	-0.01904521	-0.043245748	0.0568633142	0.0151228666	0.036576036	0.0276822043	0.0427476153	0.0039426332	-0.0771996532	-0.0250486749	-0.0661960761	-0.0102534659	0.0303444515	-0.0111264815	-0.023324896	-0.0362233337	-0.1022357823	-0.0677030112	0.0112799161	0.0600057542	-0.1062093528	-0.0769544417	0.0316441142	0.0767237407	0.0409245192	0.0071469279	-0.0035975163	0.0336498227	-0.0576733937	-0.0083724149	-0.0082108027	-5.85158e-05	0.0185219953	0.0068903138	0.0460254928	0.0149919854	-0.0253398337	-0.0586148746	-0.0599652628	0.0478411274	0.0584384828	-0.0364176425	0.0487478992	-0.1216973743	0.0140006312	0.06283721	-0.0306619192	0.0534118426	0.0378250495	0.0032616329	-0.0172922781	-0.0627756861	0.0637468455	0.0571102146	0.051854379	0.0514503394	0.0082758176	-0.0123976887	-0.0182974769	0.013165471	0.0164621177	0.0005753184	-0.0809998306	-0.0156287599	0.0199101775	0.014624358	-0.030329641	0.0005425547	0.0201996358	-0.0132208146	0.0167843176	0.0110063958	-0.0268429139	-0.0290527097	0.0411958397	-0.0512588725	-0.0523324044	0.0643805663	-0.0451675694	0.0338453696	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-3.909395289269924e-06	0.0056894787537231	3.2370168489066906e-05	1.5283371527765877e-11	-3.3621622392843165e-05	-2.802683907532355e-05	1.130413492326933e-09	7.85503708554083e-10	0.0678170692113937	0.0068705097101258	4.7203903676932935e-05	0.0045991548764229	2.2000000740103823e-05	-0.0002470000440456	6.100902175857585e-08	4.840000325645688e-10	0.0002280000004759	-0.0003189999191446	5.1984000217010414e-08	1.0176094841426133e-07	-2.5080001161068142e-09	7.10635036183234e-08	6.290064582391794e-18	5.050021546511461e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1793.4235508438085	6.1510484318766885	3216368.0327212145	37.83539681129267	1940.084833459009	-0.2844203514391665	3763929.1610176703	0.080894936312779	1986.7505525430672	4.055352734954113	3947177.758030183	16.445885804899802	1897.0318574399364	988.1202440053008	1.032085	23.211897	0.082405751404068	0.0476452885724666	-0.0275511559	0.0302446165	0.0268560004	-0.0296641696	-0.067189863	-0.0028590527	-0.0415882843	0.0091415748	0.0510874896	0.0622444709	-0.0042806373	0.0147783636	-0.0772579973	-0.0020011624	-0.0451075019	-0.0388014953	-0.0062327792	0.0583883879	0.0118723644	0.020432117	0.0034709014	0.0343873565	-0.0455873617	0.0115677352	0.0739739712	-0.068397808	-0.0277787067	-0.0499729015	-0.0650667762	0.1321432309	-0.1166519835	-0.0584393886	0.0103733197	0.0660299973	0.0971785064	0.0269056446	0.0177204348	0.0981075179	0.1124185801	0.0299832114	0.0497519117	0.0486981597	0.0092695381	-0.0417837154	0.040301961	-0.0235450487	0.022710124	-0.0010912597	0.0285826451	0.0315813771	-0.0050253573	0.0363344097	-0.1230417103	0.0280181243	0.056169424	0.0024900431	-0.0043421666	-0.0238283527	0.0263860152	0.0953951549	-0.0050087578	-0.0071723214	0.0641945277	-0.0850625072	0.0484272902	0.0680384454	0.0145321002	-0.0283783416	0.041412144	0.0645997933	0.1580156135	0.0120092905	3.3252e-06	0.0723851571	-0.0454078105	0.0062852073	0.009731082	0.0552588568	0.0253652594	-0.0365892038	-0.0249813206	0.0294525164	-0.0386223324	-0.020260248	0.0100372527	-0.02507333	-0.0188153145	0.0478502622	-0.006205885	-0.0564188853	0.0382760482	0.0696333697	-0.0253425744	0.0787018941	0.0444883245	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	8.365613668104288e-05	8.75655319703128e-05	7.667722389243873e-09	6.998349204397328e-09	0.0104297706013056	0.0104633922236984	0.0001087801147958	0.0001094825768269	0.0249151953512267	-0.042901873860167	0.0018405707807136	0.0006207669593897	0.0001910000357267	0.0001690000349865	2.856101182547073e-08	3.648101364760068e-08	0.0006379999402461	0.0004099999397702	4.070439237540272e-07	1.6809995061156764e-07	-6.092900796633542e-08	-5.8421007850228614e-08	3.7123440117617646e-15	3.4130141582364725e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
